action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Essential Operation,8,Object Transfer,#O The boy D moves pebbles around the table with his right hand.,"Core task involving manipulation, high hand activity.",r001,Playing Instrument,Bad,,1694.195480954663,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O The girl B picks up a card from the table with her left hand.,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,Gold,,1697.2884609546632,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O The girl G places a pebble in her right hand on a card.,Logistics step of placing an object on a card.,r001,Playing Instrument,Gold,,1704.111990954663,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O The girl G moves a card around the table with her right hand.,Logistics action involving moving an object (card) around the table.,r001,Playing Instrument,Gold,,1770.537590954663,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O The boy A drops a card in his right hand on the table.,Refined via regex fallback,r001,Playing Instrument,Gold,,1809.0049209546632,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O The boy C drops a card in his right hand on the table.,Refined via regex fallback,r001,Playing Instrument,Gold,,1900.138262954664,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O The boy A takes the card in the right hand of The girl G with his right hand.,"The action involves picking up an object (the card) with the hand, which is a logistics step.",r001,Playing Instrument,Gold,,1964.786930954664,045451d6-2916-4c07-8e47-7cfdaa579086
Stationary,8,,#O The boy F touches a card on the table with his right hand.,"The action involves a gentle touch with the hand, indicating low body and hand motion.",r001,Playing Instrument,Gold,,2018.668850954664,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#C C picks up a card from the deck of cards on the table with her right hand.,Logistics step involving picking up an object.,r001,Playing Instrument,Gold,,2042.2766009546635,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#C C places the cards in her hands on the table.,"Logistics step involving placing objects, short bursts of hand acceleration.",r001,Playing Instrument,Gold,,2092.773530954664,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O The boy A places the cards in his left hand on the table.,The action involves moving objects (cards) to a specific location (table).,r001,Playing Instrument,Gold,,2147.0484909546635,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O the woman E picks up the card from the table with her right hand,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,Gold,,2298.531600954663,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O the man F drops a letter tile on the table with his right hand,Refined via regex fallback,r001,Playing Instrument,Gold,,2309.816580954664,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#C C drops the letter tile on the table with his right hand,Logistics action involving placing an object down.,r001,Playing Instrument,Gold,,2438.089470954664,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#O The lady G plays another card on the table with her right hand.,"The action involves picking up and placing down a card, which is a logistics step.",r001,Playing Instrument,Gold,,2496.679970954663,045451d6-2916-4c07-8e47-7cfdaa579086
Stationary,8,,#O The man H plays another card on the table with his right hand.,"The action involves a simple placement of an object, which is a low-energy activity.",r001,Playing Instrument,Gold,,2513.556870954664,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,8,,#C C picks another card from the table with his right hand.,Logistics step of picking up an object.,r001,Playing Instrument,Gold,,2541.4247009546634,045451d6-2916-4c07-8e47-7cfdaa579086
Stationary,8,,#C C presses on the remote,"Low body/hand motion, likely pressing a button with minimal movement.",r001,Playing Instrument,Gold,,196.7838196,05ac2c04-4a2c-4e8a-8b2a-2b60521b9d38
Object Transfer,8,,#C C inserts hook in the textile,Logistics step of inserting an object into place.,r001,Playing Instrument,Gold,,212.0255396,05ac2c04-4a2c-4e8a-8b2a-2b60521b9d38
Stationary,8,Object Transfer,#C C moves textile threads,Moving textile threads likely involves fine manipulation and minimal body movement.,r001,Playing Instrument,Bad,,233.6464096,05ac2c04-4a2c-4e8a-8b2a-2b60521b9d38
Object Transfer,8,,#C C fetches water with a bottle,Logistics step involving picking up and moving an object.,r001,Gardening,Gold,,28.0060986,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Stationary,8,,#C C pulls sleeves,"Minimal body movement, likely adjusting clothing.",r001,Gardening,Gold,,45.4401286,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C opens faucet,Opening the faucet is a logistics step involving a specific action to interact with an object.,r001,Gardening,Gold,,50.9644986,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Essential Operation,8,,#C C waters a plant with a bottle,Core manual task involving hand activity with the watering bottle.,r001,Gardening,Gold,,217.2820586,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Locomotion,8,,#C C moves leaves,"Body moving through space to move leaves, involves high body acceleration.",r001,Gardening,Gold,,290.1549462613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C picks leaf,"The action involves picking up an object (leaf), which is a logistics step.",r001,Gardening,Gold,,320.9513262613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Essential Operation,8,,#C C cuts leaf with a scissors,"Core task, high hand activity.",r001,Gardening,Gold,,332.8769762613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C puts leaf on the cabinet,Logistics action of placing an object.,r001,Gardening,Gold,,358.7666262613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C picks a plant in a pot on the shelf,Logistics step involving picking up an object (the plant).,r001,Gardening,Gold,,383.4994162613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C puts a plant in a pot on the shelf,Logistics of placing the plant in the pot and then on the shelf.,r001,Gardening,Gold,,391.5992062613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C picks a plant in a pot in the sink,Logistics step involving picking up an object.,r001,Gardening,Gold,,432.8192762613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Search,8,Stationary,#C C touches leaves,"Visual inspection or tactile search, minimal hand acceleration.",r001,Gardening,Bad,,470.4699662613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Search,8,,#C C looks at the pant,"Head movement (visual inspection), hands mostly still.",r001,Gardening,Gold,,514.9753962613255,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C closes a faucet,Closing a faucet involves a specific interaction with an object.,r001,Gardening,Gold,,552.4371121677084,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Locomotion,8,,#C C moves a glass door,"Movement of body to manipulate a door, involves significant body acceleration.",r001,Gardening,Gold,,624.1914921677084,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C hangs a handheld shower head on the wall,The action involves placing an object (handheld shower head) in a specific location (on the wall).,r001,Gardening,Gold,,637.2081021677084,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,Essential Operation,#C C puts a sink strainer on the sink drainage,Logistics step involving picking up and placing an object.,r001,Gardening,Gold,,645.5887821677084,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Essential Operation,8,,#C C rinses hands in the bathtub,"Core task involving hand activity, specifically washing.",r001,Gardening,Gold,,683.0300721677083,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Search,8,Object Transfer,#C C moves the plant leaves,Movement of plant leaves suggests a visual inspection or search.,r001,Gardening,Bad,,853.8377331518051,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Search,8,Stationary,#C C touches plant leaves,"Visual and tactile inspection, hands gently moving.",r001,Gardening,Bad,,908.4898331518052,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C picks scissors on the wall hook rack,Logistics step involving picking up an object.,r001,Gardening,Gold,,1041.997273151805,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C picks a plant,Logistics step involving picking up an object.,r001,Gardening,Gold,,1069.7205464851384,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C puts piece of plant on the sink,Logistics step involving moving an object from one location to another.,r001,Gardening,Gold,,1076.5486064851384,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Stationary,8,,#C C holds the bottle in an upright position.,The action involves holding an object in a fixed position with minimal movement.,r001,Gardening,Gold,,1093.097946182194,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Stationary,8,,#C C holds the wrist watch.,"Low body/hand motion, likely holding the watch in place.",r001,Gardening,Gold,,1119.695896182194,0928af96-a3fd-4930-9bc1-2fa43d01bb53
Object Transfer,8,,#C C lifts the bottle,"The action involves picking up an object, which is a logistics step.",r001,Gardening,Gold,,61.7415286,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Essential Operation,8,,#C C waters the flower,Core task involving repetitive hand movements.,r001,Gardening,Gold,,107.2152286,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Stationary,8,Essential Operation,#C C sprays the flower,"The action involves holding and spraying, which typically does not involve significant body movement.",r001,Gardening,Bad,,160.71848859999997,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Object Transfer,8,,#C C turns the vase,"Turning an object, indicative of logistics/setup step.",r001,Gardening,Gold,,435.2541959897726,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Object Transfer,8,,#C C places the vase on the floor,The action involves placing an object (vase) which is a logistics step.,r001,Gardening,Gold,,437.0161059897727,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Search,8,,# C C looks at the plant,"Visual inspection of the plant, likely involves head movement.",r001,Gardening,Gold,,440.38735598977263,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Essential Operation,8,,#C C presses the soil on the vase,Core manual task involving high hand activity.,r001,Gardening,Gold,,458.5785959897726,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Object Transfer,8,Essential Operation,#C C fetches soil from the vase,Logistics step involving picking up and moving an object.,r001,Gardening,Bad,,470.1095859897727,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Locomotion,8,Essential Operation,#C C shakes the vase,[CtxFixed] Shaking the vase involves movement and can be categorized under Locomotion as it implies an action involving the manipulation or movement of the vase.,r001,Gardening,Bad,,482.64428598977264,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Search,8,,#C C looks at the pone,"Head movement (visual search), hands mostly still.",r001,Gardening,Gold,,532.0641593231061,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Object Transfer,8,Essential Operation,#C C fetches water on the bottle,"Fetching an object (water bottle), involves picking up and moving an item.",r001,Gardening,Bad,,535.399329323106,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Essential Operation,8,Stationary,#C C pulls back both hands,Core task involving high hand activity.,r001,Gardening,Bad,,603.4811333884115,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Locomotion,8,,#C C pushes the leaves,"Body moving through space with a tool, likely involves significant body acceleration.",r001,Gardening,Gold,,685.5421133884115,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Search,8,Stationary,#C C touches #unsure on the cupboard,Implies a visual or tactile search for something on the cupboard.,r001,Gardening,Bad,,738.6637733884115,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Essential Operation,8,,#C C pours #Unsure on the plant,Core task involving high hand activity.,r001,Gardening,Gold,,777.3786933884114,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Essential Operation,8,,#C C pours #Unsure on the lid,"Core task involving a pouring action, which typically involves high hand activity.",r001,Gardening,Gold,,788.4089633884114,12a0347f-b829-4c86-bf7a-407c96f7ad3e
Search,8,Essential Operation,#C C measures a wall with a tape measure in his gloved left hand,"Visual measurement involving head and hand movement, but primarily focused on visual inspection.",r001,Carpentry,Bad,,-3.999999999976245e-07,15db3714-87b2-407a-a0b7-574a89aac6a6
Locomotion,8,,#C C steps on a wooden frame #unsure,"Movement through space, likely involves body acceleration.",r001,Carpentry,Gold,,319.9113409546634,16c21f86-6bd6-4dd7-a9b6-d98fa9e47808
Stationary,8,,#C C holds the ceiling light in place with the pencil,Holding an object in place involves minimal movement.,r001,Carpentry,Gold,,334.2069709546634,16c21f86-6bd6-4dd7-a9b6-d98fa9e47808
Object Transfer,8,,#C C picks another drill bit from the toolbox with his right hand,"Logistics/Setup step, picking up an object.",r001,Carpentry,Gold,,373.6842809546634,16c21f86-6bd6-4dd7-a9b6-d98fa9e47808
Stationary,8,,#C C touches a tool. #unsure,Touching a tool is likely a brief interaction with minimal motion.,r001,Mechanical Repair,Gold,,6.2526696,17e336f3-3c84-403a-a917-3e7ed6986ce3
Stationary,8,,#C C touches the hub of the wheel with both hands.,"Low body/hand motion, focused inspection.",r001,Mechanical Repair,Gold,,17.5388896,17e336f3-3c84-403a-a917-3e7ed6986ce3
Essential Operation,8,,#C C rolls the lever of the bench clamp with his left hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,36.2909096,17e336f3-3c84-403a-a917-3e7ed6986ce3
Object Transfer,8,,#C C hangs the other spanner on the wall.,Logistics action involving moving an object (spanner) to a new location (wall).,r001,Mechanical Repair,Gold,,77.7560096,17e336f3-3c84-403a-a917-3e7ed6986ce3
Object Transfer,8,,#C C puts a phone on the table,"Logistics step, placing an object.",r001,Cooking,Gold,,6.199015266666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,Object Transfer,#C C turns a faucet,Core manual task involving hand activity to operate a faucet.,r001,Cooking,Bad,,16.650335266666666,1ce16a97-f614-4660-b21c-4205b33c8bab
Object Transfer,8,,#C C picks a spoon in the drawer,Logistics/Setup step involving picking up an object.,r001,Cooking,Gold,,251.76013526666665,1ce16a97-f614-4660-b21c-4205b33c8bab
Object Transfer,8,,#C C picks the bowl,Logistics step involving picking up an object.,r001,Cooking,Gold,,376.2240852666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Stationary,8,Essential Operation,#C C puts the flying pan on then cooking gas,"Setting up the equipment, followed by a period of inactivity until cooking begins.",r001,Cooking,Bad,,399.1961452666666,1ce16a97-f614-4660-b21c-4205b33c8bab
Locomotion,8,,#C C moves to the right towards a cooking oil bottle on a kitchen counter,Body moving through space towards an object.,r001,Cooking,Gold,,606.5082652666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C pours some oil on a frying pan,Core task involving manual operation with high hand activity.,r001,Cooking,Gold,,615.3205952666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Search,8,,#C C slightly looks around,"Head movement (visual search), hands mostly still.",r001,Cooking,Gold,,642.6164452666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C slices a piece in a cheese,Core task involving high hand activity.,r001,Cooking,Gold,,685.7397552666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Locomotion,8,,#C C moves towards a frying pan on the right,Body moving through space towards an object.,r001,Cooking,Gold,,703.5224552666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Object Transfer,8,,#C C places a spoon in an open minced meat container,"Logistics step, placing an object.",r001,Cooking,Gold,,738.2960252666668,1ce16a97-f614-4660-b21c-4205b33c8bab
Locomotion,8,,#C C moves back to the right towards an electric cook top,"Movement through space, likely involves walking or moving the body towards the cooktop.",r001,Cooking,Gold,,820.7799252666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C stirs #unsure with a spoon,Core task involving repetitive hand movements.,r001,Cooking,Gold,,937.0389052666668,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C removes remains of food with a knife,Core manual task involving high hand activity.,r001,Cooking,Gold,,1068.9878552666669,1ce16a97-f614-4660-b21c-4205b33c8bab
Locomotion,8,Essential Operation,#C C moves the pan on the cooker,Movement of the pan involves body motion through space.,r001,Cooking,Bad,,1109.3317252666666,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C stirs food in the pan,Core task involving high hand activity.,r001,Cooking,Gold,,1128.3186452666666,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C mixes the food in a pan,Core task involving high hand activity.,r001,Cooking,Gold,,1152.7684852666666,1ce16a97-f614-4660-b21c-4205b33c8bab
Object Transfer,8,,#C C places the brown bag in the cabinet #unsure,Logistics step involving moving an object to a specific location.,r001,Cooking,Gold,,1278.367085266667,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C cuts the cheese on the chopping board,Core task involving high hand activity.,r001,Cooking,Gold,,1352.1196552666663,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C Presses the #unsure with the spoon,"Core task, high hand activity.",r001,Cooking,Gold,,1419.6125652666667,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C Scoops the #unsure with the spoon,Core task involving high hand activity.,r001,Cooking,Gold,,1484.0599352666666,1ce16a97-f614-4660-b21c-4205b33c8bab
Essential Operation,8,,#C C Turns the #unsure with the spoon,"Core task involving manipulation with the hand, likely stirring or mixing.",r001,Cooking,Gold,,1539.8399252666666,1ce16a97-f614-4660-b21c-4205b33c8bab
