action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Locomotion,2,,#O man X dribbles the basketball,Body moving through space while performing a locomotive action (dribbling while walking).,r001,Walking Outdoors,Gold,,1604.8185193333334,114cdc4b-4ae5-4938-8218-151e1e35b3db
Essential Operation,2,,#O man X throws the basketball at the basket,"The action involves a specific task (throwing the ball), which is a focused manual operation.",r001,Walking Outdoors,Gold,,1661.9981833333336,114cdc4b-4ae5-4938-8218-151e1e35b3db
Essential Operation,2,Essential Operation,#C C throws the basketball at the basket,"The action involves a specific task (throwing the ball), which is a core manual task with high hand acceleration.",r001,Walking Outdoors,,Delete Row,1666.4144533333335,114cdc4b-4ae5-4938-8218-151e1e35b3db
Essential Operation,2,Object Transfer,#C C throws the basketball in the basket,"The action involves a specific task (throwing the basketball), which is a core manual operation with high hand acceleration.",r001,Walking Outdoors,Gold,,1735.5030733333335,114cdc4b-4ae5-4938-8218-151e1e35b3db
Object Transfer,2,,#O man X catches the basketball,"[CtxFixed] The action of catching the basketball is a deliberate placement of the object in the man's possession, which fits the criteria for 'Object Transfer'.",r001,Walking Outdoors,Gold,,1756.9160433333336,114cdc4b-4ae5-4938-8218-151e1e35b3db
Essential Operation,2,Object Transfer,#O man X throws the basketball at C,"The action involves a deliberate and forceful motion to throw the ball, indicating high hand activity.",r001,Walking Outdoors,Gold,,1766.1243933333335,114cdc4b-4ae5-4938-8218-151e1e35b3db
Object Transfer,2,,#C c takes the ball from the ground,"The action involves picking up an object (the ball), which is a logistics step.",r001,Walking Outdoors,Gold,,2010.3857433333333,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,,#O Man A throws the ball into the net,"The action involves movement through space, likely including walking or running to throw the ball.",r001,Walking Outdoors,,Delete Row,2222.9373466666666,114cdc4b-4ae5-4938-8218-151e1e35b3db
Essential Operation,2,,#O Man A catches the ball,"[CtxFixed] Catching the ball is a fundamental part of the game and involves a deliberate action to stop the ball, which is not an error or correction but a necessary operation in the context of the game.",r001,Walking Outdoors,Gold,,2252.0532566666666,114cdc4b-4ae5-4938-8218-151e1e35b3db
Object Transfer,2,,#O Man A takes the ball,"Action involves picking up an object (the ball), which is a logistics step.",r001,Walking Outdoors,Gold,,2277.240556666666,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,Essential Operation,#O Man A dribbles the ball,Body moving through space (walking while dribbling a ball).,r001,Walking Outdoors,Gold,,2277.4639166666666,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,,#O Man A throws the ball,"Body moving through space, likely involves walking or running.",r001,Walking Outdoors,,Delete Row,2334.958976666667,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,Essential Operation,#C C dribbles the ball,"Body moving through space while engaging in a physical activity (dribbling a ball), which involves high body acceleration.",r001,Walking Outdoors,Gold,,2390.5659966666667,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,,#C C walks on the court,"Body moving through space, high body acceleration.",r001,Walking Outdoors,Gold,,2421.576936666667,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,,#O Man A raises the right hand,"The action is taking place while the person is in motion, which indicates locomotion.",r001,Walking Outdoors,,Delete Row,2428.8712666666665,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,,#O Man A lowers the right hand,"Action is likely part of the walking motion, involving body movement through space.",r001,Walking Outdoors,,Delete Row,2439.579976666667,114cdc4b-4ae5-4938-8218-151e1e35b3db
Stationary,2,,#O Man A raises his hands,Raising hands is a static action with low body motion.,r001,Walking Outdoors,,Delete Row,2444.5351466666666,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,,#C C runs on the court,Body moving through space with high body acceleration.,r001,Walking Outdoors,Gold,,2456.723646666667,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,,#O Man A follows C on the court,Body moving through space (walking).,r001,Walking Outdoors,Gold,,2532.3716266666665,114cdc4b-4ae5-4938-8218-151e1e35b3db
Essential Operation,2,,#O Man A hits the ball with the left hand,"The action involves a core manual task (hitting the ball with the hand), which is characterized by high hand acceleration and irregular motion.",r001,Walking Outdoors,,Delete Row,2545.952836666667,114cdc4b-4ae5-4938-8218-151e1e35b3db
Object Transfer,2,,#C C catches the ball,"[CtxFixed] Catching the ball involves the deliberate action of receiving an object, which is a form of object transfer.",r001,Walking Outdoors,,Delete Row,2606.2272066666665,114cdc4b-4ae5-4938-8218-151e1e35b3db
Stationary,2,,#O Man A puts hands on his waist,"Low body/hand motion, indicates a pause or stationary action.",r001,Walking Outdoors,Gold,,2753.8496600000003,114cdc4b-4ae5-4938-8218-151e1e35b3db
Locomotion,2,,#O Man D goes for the ball,Body moving through space (walking).,r001,Walking Outdoors,Gold,,2984.58145,114cdc4b-4ae5-4938-8218-151e1e35b3db
Search,2,,#C C checks his phone,"Head movement (looking at phone), hands mostly still.",r001,Walking Outdoors,Gold,,3245.0298193333333,114cdc4b-4ae5-4938-8218-151e1e35b3db
Stationary,2,,#C C holds a tissue paper in his right hand.,Holding an object with minimal movement.,r001,Mechanical Repair,Gold,,0.0,12cc8ad3-5cee-457f-8657-1db8ed812558
Stationary,2,,#C C holds a suspension spring in his left hand. #Unsure,"Low body/hand motion, holding an object without movement.",r001,Mechanical Repair,Gold,,0.0,12cc8ad3-5cee-457f-8657-1db8ed812558
Essential Operation,2,,#C C waters #Unsure,Core task involving repetitive hand movements with a watering tool.,r001,Gardening,Gold,,399.65034,141ce529-f793-48be-acde-24747af68b07
Search,2,,#C C looks at the garage,"Head movement (visual search), hands mostly still.",r001,Gardening,Gold,,667.92875,141ce529-f793-48be-acde-24747af68b07
Stationary,2,Essential Operation,#C C waters the grass,"Low body/hand motion, holding position while performing task.",r001,Gardening,Bad,,711.1015,141ce529-f793-48be-acde-24747af68b07
Essential Operation,2,,#C C bends the quad bike,[CtxFixed],r001,Gardening,Gold,,1084.33418,141ce529-f793-48be-acde-24747af68b07
Search,2,,#C C looks to the side,"Head movement (visual search), hands mostly still.",r001,Gardening,Gold,,1421.99269,141ce529-f793-48be-acde-24747af68b07
Essential Operation,2,,#C C stirs the food in the cooking pan on the cooking gas,Core manual task involving high hand activity.,r001,Cooking,Gold,,8.147805266666666,1c795a0e-e718-466f-8bee-46febdc2b17a
Search,2,,#C C looks at her hand watch,"Head movement (checking time), passive hands.",r001,Cooking,Gold,,63.38635526666667,1c795a0e-e718-466f-8bee-46febdc2b17a
Essential Operation,2,,#C C stirs the food in the cooking pot on the cooking gas,Core task involving repetitive hand movements.,r001,Cooking,Gold,,97.82746526666666,1c795a0e-e718-466f-8bee-46febdc2b17a
Stationary,2,,#C C stands in the kitchen room,"The action describes C standing still, indicating low energy and no movement.",r001,Cooking,Gold,,137.30538526666666,1c795a0e-e718-466f-8bee-46febdc2b17a
Essential Operation,2,,#C C scoops the macaroni,Core task involving high hand activity.,r001,Cooking,Gold,,315.58673526666666,1c795a0e-e718-466f-8bee-46febdc2b17a
Locomotion,2,,#C C moves towards the sink,"Movement through space, likely involves walking or moving the body towards the sink.",r001,Cooking,Gold,,333.49986526666663,1c795a0e-e718-466f-8bee-46febdc2b17a
Locomotion,2,,#C C moves towards the cooker,"Movement through space towards an object, high body acceleration.",r001,Cooking,Gold,,371.2210752666667,1c795a0e-e718-466f-8bee-46febdc2b17a
Essential Operation,2,,#C C pours macaroni in the sieve pot,Core task involving high hand activity.,r001,Cooking,Gold,,374.81084526666666,1c795a0e-e718-466f-8bee-46febdc2b17a
Object Transfer,2,,#C C puts a bag on the back,Logistics of moving an object (bag) to a location (back).,r001,Desk Work,Gold,,67.2575,1eea73ff-1781-4a36-9f81-1caf078f9d8b
Locomotion,2,,#C C parks the bicycle on the parking lot,Body moving through space to park the bicycle.,r001,Desk Work,Gold,,583.6919633333333,1eea73ff-1781-4a36-9f81-1caf078f9d8b
Locomotion,2,,#C C pushes the bicycle forward,"Body movement through space, likely involves pushing an object (bicycle).",r001,Mechanical Repair,Gold,,365.33646,20f345f7-d592-4d52-851f-3ee4544a847d
Essential Operation,2,,#C C smoothens the wooden hand rail with the sandpaper,Core task involving manual work with high hand activity.,r001,Mechanical Repair,Gold,,156.2979896,24b995e8-9150-43be-953c-f96959c151b5
Locomotion,2,,#C C takes a step with her right leg down the stairs,"Movement through space, specifically stepping down stairs.",r001,Mechanical Repair,Gold,,161.8017696,24b995e8-9150-43be-953c-f96959c151b5
Stationary,2,,#C C rests her left hand on the wooden hand rail,"Low body/hand motion, hand resting in place.",r001,Mechanical Repair,Gold,,161.9302896,24b995e8-9150-43be-953c-f96959c151b5
Stationary,2,,#C C takes her left hand off the wooden hand rail,"The action involves removing a hand from a rail, which is a low-energy movement.",r001,Mechanical Repair,,Delete Row,219.5839696,24b995e8-9150-43be-953c-f96959c151b5
Object Transfer,2,,#C C puts a cup on the countertop,"Logistics step, moving an object to a specific location.",r001,Cleaning,Gold,,50.2902686,2af7c658-0b4e-4f3c-b72e-ab77a06e1765
Object Transfer,2,,#C C picks siever,Logistics step involving picking up an object.,r001,Cleaning,Gold,,84.46756859999999,2af7c658-0b4e-4f3c-b72e-ab77a06e1765
Object Transfer,2,,#C C picks dishes,Logistics action involving picking up objects.,r001,Cleaning,Gold,,247.8423486,2af7c658-0b4e-4f3c-b72e-ab77a06e1765
Object Transfer,2,,#C C puts fork on the dishrack,Logistics of placing an object.,r001,Cleaning,Gold,,326.0903637171876,2af7c658-0b4e-4f3c-b72e-ab77a06e1765
Object Transfer,2,,#C C puts a knife on the dishrack,"Logistics/Setup step, moving an object to a specific location.",r001,Cleaning,Gold,,333.6804937171875,2af7c658-0b4e-4f3c-b72e-ab77a06e1765
Object Transfer,2,,#C C moves another card on the table with his right hand.,"The action involves moving an object (card), which is a logistics step.",r001,Playing Instrument,Gold,,9.35624,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#C C picks the cards from the table with both hands.,Logistics step involving picking up objects with both hands.,r001,Playing Instrument,Gold,,10.52813,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O A man Y picks the card with his right hand.,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,Gold,,27.95228,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Essential Operation,2,Object Transfer,#O The man Y moves the card on the table with his right hand.,The action involves a core manual task with high hand activity.,r001,Playing Instrument,Gold,,114.86211,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,Essential Operation,#O The man X moves the card on the table with his left hand.,"Logistics of moving an object (card), short bursts of hand activity.",r001,Playing Instrument,Gold,,116.50518,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man Y moves two cards on the table with his right hand.,"The action involves moving objects (cards), which is a logistics step.",r001,Playing Instrument,Gold,,117.03764,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man B picks a card from the table with his left hand.,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,Gold,,240.29328,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man Y picks a card from the table with his right hand.,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,Gold,,269.89704,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man X picks a card from the table with his left hand.,"Logistics/Setup step, picking up an object.",r001,Playing Instrument,Gold,,276.31517,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#C C places the cards onto the table with his right hand.,"The action involves placing cards onto the table, which is a logistics step.",r001,Playing Instrument,Gold,,280.86102,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,,#O man Y plays a card.,"Playing a card is likely a low-energy, stationary action.",r001,Playing Instrument,,Delete Row,309.98476,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O man Y moves card to C,Moving an object (card) from one person to another.,r001,Playing Instrument,Gold,,311.13037,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Locomotion,2,,#O man H walks past B,"Movement through space, indicative of walking.",r001,Playing Instrument,Gold,,342.55448,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#C C picks card from the table.,"Logistics step, picking up an object.",r001,Playing Instrument,Gold,,358.85032,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Locomotion,2,,#O man T walks pass B.,Movement through space (walking).,r001,Playing Instrument,Gold,,406.29417,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Essential Operation,2,Object Transfer,#O man F and Y picks cads.,"Core task involving hands, likely playing the instrument.",r001,Playing Instrument,Gold,,418.10924,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O man B picks the cards on the table.,"The action involves picking up objects (cards), which is a logistics step.",r001,Playing Instrument,Gold,,452.28673,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,,#O man I sits on a chair.,"The action describes sitting on a chair, indicating a stationary position with little to no movement.",r001,Playing Instrument,Gold,,466.13084,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,Essential Operation,#C C plays a card.,Playing a card involves minimal body movement.,r001,Playing Instrument,Gold,,638.04694,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O man B passes card to C,"The action involves passing an object, which is a logistics step.",r001,Playing Instrument,Gold,,648.22322,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Essential Operation,2,,#O man B plays a card,Handling cards involves active hand movements.,r001,Playing Instrument,Gold,,651.02282,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#C C drops the deck of cards on the table. #Unsure,Refined via regex fallback,r001,Playing Instrument,Gold,,752.35378,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,,#C puts the snack in his mouth.,"The action involves a small, localized movement (putting a snack in one's mouth) that does not involve significant body or hand motion.",r001,Playing Instrument,Gold,,763.11,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,,#C C touches his nose.,"The action of touching one's nose is a brief, stationary gesture.",r001,Playing Instrument,Gold,,783.43277,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,Object Transfer,#O man B picks a card.,"The action 'picks a card' is likely a brief, low-energy motion.",r001,Playing Instrument,Gold,,793.1614999999999,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#C C picks snacks from a plate.,Logistics step involving picking up objects.,r001,Playing Instrument,Gold,,819.73983,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O man B moves a card to C,Moving an object (card) from one place to another.,r001,Playing Instrument,Gold,,831.67124,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,,#O The man B touches the card on the table with his left hand.,"The action described does not involve significant movement, suggesting a low energy state.",r001,Playing Instrument,Gold,,847.06294,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,Essential Operation,#C C plays another card on the table with his right hand.,"The action involves a low-energy movement of placing a card on the table, indicating minimal body or hand motion.",r001,Playing Instrument,Bad,,848.89896,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,,#O A woman T sits on a chair.,"The action describes sitting on a chair, which involves minimal movement.",r001,Playing Instrument,,,913.22629,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,Essential Operation,#C C plays another card on the table with his right hand.,"The action involves placing an object (a card) on the table, which is a logistics step.",r001,Playing Instrument,Bad,,955.81498,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man B gathers the cards on the table with his right hand.,Logistics step involving picking up and organizing items.,r001,Playing Instrument,Gold,,967.47018,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man A passes another card to C with his right hand.,"The action involves passing an object, which is a logistics step.",r001,Playing Instrument,Gold,,971.36144,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#C C moves the cards on the table with his right hand.,"Logistics of moving cards, short bursts of hand activity.",r001,Playing Instrument,Gold,,984.26912,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Essential Operation,2,,#O The man A plays another card on the table with his right hand.,Core task involving manual operation with high hand activity.,r001,Playing Instrument,Gold,,1298.53781,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man B picks another card from the table with his right hand.,"The action involves picking up an object (card), which is a logistics step.",r001,Playing Instrument,Gold,,1315.69745,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man B picks another paper towel with his right hand,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,Gold,,1429.64381,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Object Transfer,2,,#O The man F pulls the first brown chair with his right hand.,"The action involves moving an object (chair), which corresponds to logistics/setup.",r001,Playing Instrument,Gold,,1850.57721,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Stationary,2,,#C C touches his mouth with his right hand. #Unsure,"Low body/hand motion, likely a preparatory or idle gesture.",r001,Playing Instrument,Gold,,1991.26929,2c84e6a0-2a0b-4de8-ae99-aedbc871dffa
Locomotion,2,Object Transfer,#O man D pulls back the chair,"Movement of the chair, which implies body motion.",r001,Cleaning,Gold,,318.10361,2d1baacd-d82b-4e0c-9d85-b420fb9bde91
Stationary,2,,#O man D waves hand,"Low body/hand motion, likely gesturing or talking.",r001,Cleaning,,Delete Row,383.88892,2d1baacd-d82b-4e0c-9d85-b420fb9bde91
Search,2,,#C C point ahead,"Indicates a head or hand movement towards a target, suggesting a search or visual inspection.",r001,Cleaning,,Delete Row,538.1610693333333,2d1baacd-d82b-4e0c-9d85-b420fb9bde91
