action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Object Transfer,5,,#C C puts the bowl in the microwave.,Logistics step involving moving an object to a specific location.,r001,Cooking,Gold,,523.931109069057,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,5,Essential Operation,#C C licks the spoon.,"Minimal body and hand movement, mostly head and tongue motion.",r001,Cooking,Gold,,531.234279069057,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Essential Operation,5,,#C C cuts one piece of banana.,"Core task, high hand activity.",r001,Cooking,Gold,,551.5506318861329,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,5,,#C C holds the items with right hand.,"Low body/hand motion, holding items without active manipulation.",r001,Cooking,Gold,,560.8399518861329,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,5,Object Transfer,#C C arranges kitchen slab.,"Low body/hand motion, arranging likely involves minimal movement.",r001,Cooking,Bad,,562.1181218861328,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Essential Operation,5,,#C C removes excess water from the hand.,Core task involving manual activity with hands.,r001,Cooking,Gold,,620.9814018861329,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,5,Essential Operation,#C C licks the spices.,"Low body/hand motion, mostly hand to mouth.",r001,Cooking,Gold,,653.7979518861329,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Object Transfer,5,,#C C takes the bowl of food.,Logistics step involving picking up and moving an object.,r001,Cooking,Gold,,674.4191618861329,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Object Transfer,5,,#C C picks a hand switch button on the tool table with his gloved right hand. #Unsure,"The action involves picking up an object, which is a logistics step.",r001,Mechanical Repair,Gold,,26.62359,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C drops the chisel in his gloved right hand on the tool table.,"[CtxFixed] The action of dropping the chisel onto the tool table is a deliberate placement of the object, which fits the definition of 'Object Transfer'.",r001,Mechanical Repair,Gold,,111.75399,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C drops the scissors in his gloved right hand on the tool table.,"[CtxFixed] The action of dropping the scissors onto the tool table can be interpreted as a deliberate placement, which fits the definition of 'Object Transfer'.",r001,Mechanical Repair,Gold,,237.59073,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C rolls his gloved right fingers on the wire in the hand switch. #Unsure,"High hand activity, likely inspecting or manipulating the wire.",r001,Mechanical Repair,Gold,,251.68227,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,5,,#C C holds the tissue with both hands. #Unsure,"Low body/hand motion, holding an object.",r001,Mechanical Repair,Gold,,273.97809,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C places the soldering iron in his gloved right hand into an opening on the work table.,"The action involves placing an object (soldering iron) in a specific location, which is a logistical step.",r001,Mechanical Repair,Gold,,326.09097,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C soldiers the wires on the trafficator switch of the motorbike in his gloved left hand with the soldering iron in his gloved right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,339.55514,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C soldiers the steel line wire on the metal stool on the work table with the soldering iron in his gloved right hand. #Unsure,Core task involving high hand activity with the soldering iron.,r001,Mechanical Repair,Gold,,430.61569,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C clips a wire from the trafficator switch of the motorbike with the plier in his right gloved hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,475.69092,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C picks a welding torch from the work table with his gloved right hand.,Logistics/Setup step involving picking up an object.,r001,Mechanical Repair,Gold,,512.20569,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C picks a black tape from a hook on the wall with his gloved left hand.,"Logistics step, picking up an object.",r001,Mechanical Repair,Gold,,537.7205,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C picks a piece of the tape in his gloved left hand with his gloved right hand.,"The action involves picking up an object, which is a logistics step.",r001,Mechanical Repair,Gold,,544.39426,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C tears off the tape with his gloved right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,568.56934,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C passes the screwdriver from his gloved right hand to his gloved left hand.,"The action involves passing an object, which is a logistics step.",r001,Mechanical Repair,Gold,,633.50612,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C retrieves the screw from the back of the trafficator switch in his left gloved hand with his right gloved hand.,"The action involves picking up an object, which is a logistics step.",r001,Mechanical Repair,Gold,,636.99979,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C tightens the trafficator switch with the screw and screwdriver in both gloved hands.,Core manual task involving high hand activity with a tool.,r001,Mechanical Repair,Gold,,721.23343,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,5,,#C C touches the ignition. #Unsure,"Low body/hand motion, possibly inspection or contemplation.",r001,Mechanical Repair,Gold,,761.7677,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,Essential Operation,#C C opens the bolt & washer with both gloved hands. #Unsure,"The action involves opening an object, which is a logistics step.",r001,Mechanical Repair,Gold,,772.74524,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,5,Essential Operation,#C C supports the windscreen with his gloved left hand.,"Low body/hand motion, holding position.",r001,Mechanical Repair,Gold,,799.3527799999999,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C moves a metal stool on the work table with both gloved hands.,Logistics/moving an object (stool) on a surface.,r001,Mechanical Repair,Gold,,845.11877,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C picks a screwdriver from the work table with his gloved right hand.,"The action involves picking up an object, which is a logistics step.",r001,Mechanical Repair,Gold,,896.18348,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C pulls out the nut and washer from the windscreen with both gloved hands.,"The action involves picking up and removing objects, which is a logistics step.",r001,Mechanical Repair,Gold,,904.89826,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C opens the pillion with both gloved hands. #Unsure,"The action involves opening a drawer or container, which is a logistics step.",r001,Mechanical Repair,Gold,,944.99474,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,5,,#C C closes the pillion. #Unsure,Closing an item typically involves minimal body movement and can be a static action.,r001,Mechanical Repair,Gold,,963.41688,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,Object Transfer,#C C pulls back a nylon in the pillion with his gloved left hand. #Unsure,"The action involves a core manual task, likely requiring precise hand movements.",r001,Mechanical Repair,Gold,,973.87918,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,Object Transfer,#C C pulls back the cloth in the pillion with his gloved left hand. #Unsure,High hand activity involved in the task of cleaning or wiping a surface.,r001,Mechanical Repair,Gold,,982.3816,20400762-1e47-462d-a7d1-64a1b162b1f9
Locomotion,5,,#C C walks towards the motorbike.,"Body moving through space, indicative of walking.",r001,Mechanical Repair,Gold,,991.65608,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C fastens the nut in the pillion with his gloved right hand. #Unsure,Core manual task involving hand activity.,r001,Mechanical Repair,Gold,,998.07469,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C screws a nut in the pillion with the screwdriver in both gloved hands. #Unsure,Core manual task involving high hand activity with a tool.,r001,Mechanical Repair,Gold,,1001.79568,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,5,,#C C moves his gloved left hand off the ignition.,The action describes a hand movement that is likely minimal and does not involve any significant body movement or high activity.,r001,Mechanical Repair,Gold,,1051.12696,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,5,,#C C holds the throttle of the motorbike with his gloved right hand.,"Low body/hand motion, holding position.",r001,Mechanical Repair,Gold,,1051.12696,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,5,,#C C touches the dashboard of the motorbike with his gloved left hand.,"Low body/hand motion, likely inspection or waiting.",r001,Mechanical Repair,Gold,,1066.2770846666665,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,,#C C picks a metal stool from the ground with his gloved left hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,,1080.1779946666666,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C unscrews a screw on the motorbike with the screwdriver in both gloved hands.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,1109.889496666667,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,5,Essential Operation,#C C brings the bike filter down.,Movement of an object from one location to another.,r001,Mechanical Repair,Gold,,1147.1749866666669,20400762-1e47-462d-a7d1-64a1b162b1f9
Locomotion,5,,#C C walks towards a work table.,Body moving through space (walking).,r001,Mechanical Repair,Gold,,1153.5252566666666,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,5,,#C C cleans the case in his gloved left hand with the napkin in his gloved right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,1175.9450066666666,20400762-1e47-462d-a7d1-64a1b162b1f9
Search,5,,#C C reads the words on the display screen,"Head movement (visual search), hands mostly still.",r001,Desk Work,Gold,,38.079899600000005,20b96ca4-67e5-41e9-87b6-6683bd641df4
Essential Operation,5,,#C C pushes the handbrake,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,8.4048886,25eca07b-a5e2-433e-b7c0-24b5d8e153de
Locomotion,5,Essential Operation,#C C drives,"Movement through space, likely involves walking or driving.",r001,Mechanical Repair,Gold,,34.2206586,25eca07b-a5e2-433e-b7c0-24b5d8e153de
Stationary,5,,#C C Raises left hand towards #unsure,"The action described is not clear but implies a pause or uncertainty, which typically involves low energy and motion.",r001,Mechanical Repair,Gold,,1378.133307144922,25eca07b-a5e2-433e-b7c0-24b5d8e153de
Stationary,5,Essential Operation,#C C touches the turning signal,"[CtxFixed] The action of touching the turning signal is a stationary action as it involves activating a switch or button on the vehicle, which does not involve movement of the person or the vehicle itself.",r001,Mechanical Repair,Gold,,1786.7044171449218,25eca07b-a5e2-433e-b7c0-24b5d8e153de
Stationary,5,,#C C takes hand off the steering wheel,"The action indicates a shift to a stationary state, likely with minimal hand movement.",r001,Mechanical Repair,Gold,,1787.801697144922,25eca07b-a5e2-433e-b7c0-24b5d8e153de
Object Transfer,5,,#C C picks spanner from the ground,Logistics step involving picking up an object.,r001,Carpentry,Gold,,6.20925,2b21ad6f-5e35-485b-8f3e-ac6dd1551f62
Object Transfer,5,,#C C takes another container,Logistics/Setup step involving picking up or moving an object.,r001,Cooking,Gold,,152.1812186,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Essential Operation,5,,#C C shakes the blender,Core task involving high hand activity.,r001,Cooking,Gold,,222.6283886,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Essential Operation,5,,#C C adds juice into the food,Core task involving manual activity with the hands.,r001,Cooking,Gold,,236.8212786,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C places a lid on the countertop,Logistics step involving placing an object.,r001,Cooking,Gold,,355.8250492852933,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,Stationary,#C C touches a bottle tin,Logistics step involving interaction with an object.,r001,Cooking,Gold,,367.4403292852933,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C opens a paper,"Opening an object, involves short bursts of hand activity.",r001,Cooking,Gold,,412.9370292852933,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C drops a paper,"[CtxFixed] The current action involves C dropping a paper, which is a deliberate placement of the object onto a surface. This fits the criteria for 'Object Transfer'.",r001,Cooking,Gold,,461.7508292852933,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C drops a paper on the counter top,Logistics step of placing an object down.,r001,Cooking,Gold,,486.2366992852933,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Essential Operation,5,Object Transfer,#C C puts the fork in food,Core task involving high hand activity.,r001,Cooking,Gold,,578.684847613672,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C picks the polythene,"Logistics step, picking an object.",r001,Cooking,Gold,,680.5919576136719,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C puts the food in the counter top,Logistics step involving moving an object to a specific location.,r001,Cooking,Gold,,740.5908176136719,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,Essential Operation,#C C packs the food,Logistics step involving picking up and putting down objects.,r001,Cooking,Gold,,790.1090776136718,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Stationary,5,,#C C touches the food,"Low body/hand motion, possibly inspecting the food.",r001,Cooking,Gold,,1028.9338581997508,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C closes the polythene of #unsure,Logistics action of closing a container.,r001,Cooking,Gold,,1217.991537144922,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C puts towel on the stove,Logistics step involving picking up and placing the towel.,r001,Cooking,Gold,,1293.182407144922,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Locomotion,5,,#C C moves towards the kitchen,Body moving through space (walking).,r001,Cooking,Gold,,1312.9721371449218,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C puts polythene of #unsure on the chair,Logistics step involving picking up and placing an object.,r001,Cooking,Gold,,1328.2223571449215,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C puts polythene of #unsure in the fridge,Logistics step involving picking up and putting down an object.,r001,Cooking,Gold,,1330.4112771449218,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C puts cube tray on the table,Logistics step involving the placement of an object.,r001,Cooking,Gold,,1340.9672771449218,2c27b5f1-4af6-49ad-a43c-3efb0c150868
Object Transfer,5,,#C C puts the leaves on the carton,Logistics step involving moving leaves to a carton.,r001,Cleaning,Gold,,168.2735196,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Stationary,5,Essential Operation,#C C aligns the leaves on the carton piece,Low energy activity with minimal movement.,r001,Cleaning,Bad,,215.0533796,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Search,5,,#C C looks at the leaves,Visual inspection/monitoring with minimal hand movement.,r001,Cleaning,Gold,,308.8977009546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Search,5,,#C C looks at items on the floor,"Head movement (visual search), hands mostly still.",r001,Cleaning,Gold,,355.3658009546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Object Transfer,5,,#C C arranges the leaves,Logistics of moving and arranging objects.,r001,Cleaning,Gold,,388.8691609546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Search,5,,#C C looks at the leaves on the floor,"Visual search with head movement, hands mostly still.",r001,Cleaning,Gold,,480.7196809546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Essential Operation,5,,#C C presses the leaves,"Core manual task involving pressing, high hand activity.",r001,Cleaning,Gold,,543.7511909546635,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Object Transfer,5,,#C C places the leave on the cardboard,"Logistics step, placing an object.",r001,Cleaning,Gold,,629.0021009546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Essential Operation,5,,#C C presses the leaves decoration,"Core task involving manual effort, likely with hands.",r001,Cleaning,Gold,,632.3390509546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Search,5,,#C C looks at the leaves decoration,"Head movement (visual inspection), hands mostly still.",r001,Cleaning,Gold,,711.8033309546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Stationary,5,,#O person X points to the wall,"Low body/hand motion, pointing does not involve significant movement.",r001,Cleaning,Gold,,932.6794109546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Search,5,,#O person X looks at the wall,"Head movement (visual inspection), hands mostly still.",r001,Cleaning,Gold,,1003.8017609546636,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Object Transfer,5,Essential Operation,#C C picks plants on the floor,Logistics step involving picking up objects (plants).,r001,Cleaning,Gold,,1132.7103909546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Stationary,5,,#C C holds a leave,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,,1153.7373009546632,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Search,5,,#O person X looks at the plant decoration on the wall,"Head movement (visual inspection), passive hands.",r001,Cleaning,Gold,,1399.0472909546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Search,5,,#C C looks at the plants on the floor,"Head movement (visual inspection), passive hands.",r001,Cleaning,Gold,,1414.3152009546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Stationary,5,Essential Operation,#C C sticks a plant on the wall,"The action involves a static interaction with the environment, likely with minimal body movement.",r001,Cleaning,Bad,,1460.6361809546634,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Essential Operation,5,,#C C cuts a piece of tape with scissors,Core task involving high hand activity.,r001,Cleaning,Gold,,1535.6864009546632,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Object Transfer,5,,#O person X takes a piece of tape from C finger,Logistics step involving the transfer of an object.,r001,Cleaning,Gold,,1538.6130809546632,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
Essential Operation,5,,#O person X attaches the tape on the plant,Core manual task involving precise hand movement.,r001,Cleaning,Gold,,1547.2160809546633,33a9701c-625d-4500-8ef3-f39bd1f6dc1d
