action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Locomotion,6,Essential Operation,#c c turns the deep fried pouch,Turning involves body movement through space.,r001,Cooking,Bad,,627.8387909546634,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,Essential Operation,# cc wipes his hands on a hand towel,"Low body/hand motion, wiping hands is a minor action.",r001,Cooking,Bad,,732.5490109546633,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,Essential Operation,#C C picks ingredient from the tin,Logistics step involving picking up an object.,r001,Cooking,Gold,,876.4912109546634,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,,#O a man T picks #unsure,"The action involves picking up an object, which is a logistics step.",r001,Cooking,,Skip,946.2571509546634,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,,#C C drops the container,"[CtxFixed] The action of dropping the container is a deliberate placement, similar to the previous action of dropping the plate. Both actions involve the intentional release of an object onto a surface.",r001,Cooking,Gold,,1078.1435409546634,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,,#C C drops the lid and the fork,"[CtxFixed] The action involves dropping the lid and the fork, which can be considered a deliberate placement of objects onto a surface.",r001,Cooking,Gold,,1257.542260954663,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,Essential Operation,#C C picks the spoon and the knife,Logistics step involving picking up objects.,r001,Cooking,Gold,,1267.7562809546632,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,,#C C turns the #unsure,"Low body/hand motion, likely adjusting posture or position.",r001,Cooking,,,1280.0472909546634,0a01978c-e16d-4587-95f1-49efa3ab15d9
Locomotion,6,,#C C walks arond,"Body moving through space, high body acceleration.",r001,Cooking,Gold,,1395.1475609546633,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,Essential Operation,#C C puts together the #unsure,"Low body/hand motion, possibly indicating a pause or setup.",r001,Cooking,Bad,,1418.7159609546634,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,Essential Operation,#C C presses the #unsure,"Low body/hand motion, possibly interacting with a control or button.",r001,Cooking,Bad,,1460.1562209546632,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,,#C C picks a pestle,Logistics/Setup step (picking up an object).,r001,Cooking,Gold,,1553.3085209546634,0a01978c-e16d-4587-95f1-49efa3ab15d9
Essential Operation,6,,#C C grinds the ingredient,Core task involving high hand activity.,r001,Cooking,Gold,,1564.7227709546632,0a01978c-e16d-4587-95f1-49efa3ab15d9
Search,6,Essential Operation,#C C checks if the #unsure is ready,"Head movement (visual check), passive hands.",r001,Cooking,Bad,,1658.5868309546631,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,,#C C drops the fork and the spoon,"[CtxFixed] The action involves deliberately placing the fork and the spoon onto a surface, which fits the definition of Object Transfer.",r001,Cooking,Gold,,1718.982400954663,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,Essential Operation,#C C shakes the container,Shaking a container involves minimal body movement and is a relatively low-energy action.,r001,Cooking,Bad,,1766.409020954663,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,Essential Operation,#C C picks the ingredient from the mortar,"Logistics step, picking up an object.",r001,Cooking,Gold,,1796.466270954663,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,,#C C puts the ingredient on the #unsure,"Logistics step, placing an item.",r001,Cooking,Gold,,1840.916470954663,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,,#C C holds the cooking pan,"Low body/hand motion, holding an object without movement.",r001,Cooking,Gold,,1939.2222509546632,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,,#C C drops the left hand,"[CtxFixed] The action of dropping the left hand does not indicate a significant movement or interaction with the environment. It is more likely a minor, almost imperceptible action that can be categorized as a continuation of a stationary state.",r001,Cooking,,Skip,1968.6260909546631,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,,#C C removes the #unsure from the pan,Logistics step involving picking up or removing an object.,r001,Cooking,Gold,,2050.641850954663,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,,#C C holds the mortar,"Holding an object involves minimal movement, indicating a stationary action.",r001,Cooking,Gold,,2137.7217709546635,0a01978c-e16d-4587-95f1-49efa3ab15d9
Object Transfer,6,,#C C drops the pestle,"[CtxFixed] The action of dropping the pestle is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'.",r001,Cooking,Gold,,2145.609350954664,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,Essential Operation,#C C rubs the hands,"Low body/hand motion, likely a preparatory action.",r001,Cooking,Gold,,2169.5308509546635,0a01978c-e16d-4587-95f1-49efa3ab15d9
Search,6,Essential Operation,#C C check if the #unsure is ready,"Head and hand movements associated with checking status, low body motion.",r001,Cooking,Gold,,2177.770920954664,0a01978c-e16d-4587-95f1-49efa3ab15d9
Stationary,6,,#C C holds a brush in his hands.,"Low body/hand motion, holding an object without movement.",r001,Mechanical Repair,Gold,,0.57873,0be30efe-9d71-4698-8304-f1d441aeea58
Object Transfer,6,,#C C moves a shrub with his left hand.,"Moving an object (shrub), short burst of hand acceleration.",r001,Mechanical Repair,Gold,,1.6585,0be30efe-9d71-4698-8304-f1d441aeea58
Essential Operation,6,,#C C adjusts the brush with his hands.,Core manual task involving precise hand movements.,r001,Mechanical Repair,Gold,,112.50551,0be30efe-9d71-4698-8304-f1d441aeea58
Essential Operation,6,,#C C cleans the railing with the brush.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,207.18804,0be30efe-9d71-4698-8304-f1d441aeea58
Stationary,6,,#C C holds the brush with his hands.,"Low body/hand motion, holding an object without movement.",r001,Mechanical Repair,Gold,,326.80812000000003,0be30efe-9d71-4698-8304-f1d441aeea58
Locomotion,6,Object Transfer,#C C moves bike,Body moving through space with the bike.,r001,Mechanical Repair,Bad,,78.18376,0d06eef8-db05-441e-b8bd-9087d4279ed5
Stationary,6,,#C C adjusts a pantie.,"Low body/hand motion, likely involves fine motor skills with minimal movement.",r001,Cleaning,,Skip,16.9317086,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C picks a sweater on the floor.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,45.5790286,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C picks a pantie on the floor.,"Logistics step, picking up an object.",r001,Cleaning,Gold,,57.3224286,0f809826-2ccb-4a75-abbd-81125f65994c
Essential Operation,6,,#C C folds the pant.,"Core manual task involving hands, high hand activity.",r001,Cleaning,Gold,,69.7063186,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C picks a blouse on the floor.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,103.9168086,0f809826-2ccb-4a75-abbd-81125f65994c
Locomotion,6,,#C C walks around in the kitchen.,"Body moving through space, indicative of walking.",r001,Cleaning,Gold,,204.2348586,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,Essential Operation,#C C stores a bowl.,Logistics step involving picking up and putting down an object.,r001,Cleaning,Gold,,271.4576486,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C picks another glass.,"Logistics/Setup step, picking up an object.",r001,Cleaning,Gold,,296.97967858987624,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,Essential Operation,#C C stores a cup.,"Logistics/Setup step, involves picking up and placing an object.",r001,Cleaning,Gold,,307.67901858987625,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C picks a fork spoon and a knife.,Logistics/Setup step involving picking up multiple objects.,r001,Cleaning,Gold,,363.6243385898762,0f809826-2ccb-4a75-abbd-81125f65994c
Stationary,6,,#C C adjusts a sweater sleeve.,"Low body/hand motion, fine adjustment.",r001,Cleaning,Gold,,816.1239658867734,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,Essential Operation,#C C adjusts utensils in an utensil holder.,Logistics step involving the placement of objects.,r001,Cleaning,Bad,,845.8942958867733,0f809826-2ccb-4a75-abbd-81125f65994c
Stationary,6,,#C C clasps hands.,"Low body/hand motion, likely idle or resting position.",r001,Cleaning,Gold,,854.5979658867734,0f809826-2ccb-4a75-abbd-81125f65994c
Essential Operation,6,,#C C applies soap in the vase.,"Core task involving manual application, high hand activity.",r001,Cleaning,Gold,,915.1171858867732,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C picks a scouring pad.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,940.3073658867734,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C puts the vase in the sink.,Logistics step involving moving the vase to the sink.,r001,Cleaning,Gold,,952.7103458867732,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C adjusts a wine glass in the cabinet.,Logistics step involving the placement of an object.,r001,Cleaning,Gold,,1049.2227558867737,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,,#C C picks a glass on a chopping board.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,1101.4331798207031,0f809826-2ccb-4a75-abbd-81125f65994c
Object Transfer,6,Essential Operation,#C C turns off the sink tap.,"Logistics action (turning off a tap), short bursts of hand activity.",r001,Cleaning,Bad,,1127.683309820703,0f809826-2ccb-4a75-abbd-81125f65994c
Locomotion,6,,#C C climbs up the plastic chair,"Body moving through space, involves climbing.",r001,Mechanical Repair,Gold,,26.0060496,1252589c-8732-4404-ac89-d57f78634ce5
Essential Operation,6,,#C C brushes a wooden porch with the paint brush,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,28.331719600000003,1252589c-8732-4404-ac89-d57f78634ce5
Locomotion,6,,#C C walks towards a bucket of paint,"Movement through space, high body acceleration.",r001,Mechanical Repair,Gold,,80.4643196,1252589c-8732-4404-ac89-d57f78634ce5
Object Transfer,6,,#C C drops the bucket of paint on the nylon,"[CtxFixed] The action of dropping the bucket of paint onto the nylon appears to be a deliberate placement, which fits the criteria for 'Object Transfer'.",r001,Mechanical Repair,Gold,,96.8918396,1252589c-8732-4404-ac89-d57f78634ce5
Essential Operation,6,,#C C dips the brush into the paint.,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,476.05927095466336,1252589c-8732-4404-ac89-d57f78634ce5
Essential Operation,6,,#C C rubs the brush on the side of the paint tin.,Core task involving manual activity with hands.,r001,Mechanical Repair,Gold,,494.2764309546634,1252589c-8732-4404-ac89-d57f78634ce5
Essential Operation,6,,#C C dips the paint brush into the paint.,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,578.70803762133,1252589c-8732-4404-ac89-d57f78634ce5
Stationary,6,Locomotion,#C C stands up straight.,Standing up straight implies a pause or idle state with low body motion.,r001,Mechanical Repair,Bad,,697.9702276213301,1252589c-8732-4404-ac89-d57f78634ce5
Stationary,6,Locomotion,#C C squats.,"Low body/hand motion, change in posture.",r001,Mechanical Repair,,,711.4259576213301,1252589c-8732-4404-ac89-d57f78634ce5
Essential Operation,6,,#C C rubs the brush on the edge of the paint tin.,Core task involving manual dexterity with the hands.,r001,Mechanical Repair,Gold,,895.05377762133,1252589c-8732-4404-ac89-d57f78634ce5
Object Transfer,6,,#C C takes out the painting brush from the paint container.,"Logistics/Setup step, short burst of hand activity.",r001,Mechanical Repair,Gold,,1365.9817542879966,1252589c-8732-4404-ac89-d57f78634ce5
Stationary,6,,#C C places her left hand on the floor.,The action indicates a stable position with minimal movement.,r001,Mechanical Repair,,Skip,1536.3952342879966,1252589c-8732-4404-ac89-d57f78634ce5
Essential Operation,6,,#C C paints the wooden rail.,Core task involving manual activity with the hands.,r001,Mechanical Repair,Gold,,1584.373224287997,1252589c-8732-4404-ac89-d57f78634ce5
Essential Operation,6,,#C C tries to open bottle,"[CtxFixed] The current action involves C attempting to open a bottle, which is a functional operation rather than a transfer or placement of an object.",r001,Playing Instrument,Gold,,99.0343096,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C puts papers in the bin,"Logistics/Setup step, putting papers in the bin.",r001,Playing Instrument,Gold,,247.9607896,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,Essential Operation,#C C covers the box milk,"[CtxFixed] The action of covering the box of milk is a deliberate placement of the lid or cover onto the milk box, which fits the definition of an Object Transfer.",r001,Playing Instrument,Bad,,338.5738809546634,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Essential Operation,6,,#C C adds power to soup,"Core task, likely involves manual manipulation with high hand activity.",r001,Playing Instrument,Gold,,406.2194209546634,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Essential Operation,6,,#C C puts mixture in the soup,"Core task, high hand activity.",r001,Playing Instrument,Gold,,484.6810209546634,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Stationary,6,Object Transfer,#C C moves bag,"The action 'moves bag' does not indicate active playing of an instrument or any significant motion, suggesting a low energy state.",r001,Playing Instrument,Bad,,554.4520309546634,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C puts a box in the fridge,Logistics/Setup step involving placing an object.,r001,Playing Instrument,Gold,,1010.9870409546634,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Essential Operation,6,,#C C rinses the mixer with water,Core task involving manual operation with high hand activity.,r001,Playing Instrument,Gold,,1431.3979709546634,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C picks up the cooking stick,Logistics/Setup step (picking up an object).,r001,Playing Instrument,Gold,,1543.0949709546633,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Essential Operation,6,,#C C washes the bowl with the scouring pad,"Core task involving manual labor with the hands, high hand activity.",r001,Playing Instrument,Gold,,1573.1969709546634,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C arranges the bottles on the kitchen top,Logistics step involving picking up and placing objects.,r001,Playing Instrument,Gold,,1616.139970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Essential Operation,6,,#C C washes the measuring spoon,Core task involving manual activity with the hands.,r001,Playing Instrument,Gold,,1702.742970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,Essential Operation,#CC opens the water tap,Opening the tap is a logistics step involving a short burst of hand activity.,r001,Playing Instrument,Bad,,1759.068970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C puts the chopping board on the utensil rack,Logistics step involving picking up and placing an object.,r001,Playing Instrument,Gold,,1789.712970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Stationary,6,Essential Operation,#C C wipes the tablet with the hand,"Low body/hand motion, cleaning activity.",r001,Playing Instrument,Bad,,1818.222970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Stationary,6,Essential Operation,#C C rinses the towel,"The action involves a low-energy activity, likely with minimal body or hand motion.",r001,Playing Instrument,Bad,,1860.953970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Stationary,6,Essential Operation,#C C rinses the hands,"Low body/hand motion, likely involves minimal movement.",r001,Playing Instrument,Bad,,1868.101970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C picks up the mixer,Logistics action of picking up an object.,r001,Playing Instrument,Gold,,1875.321970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Essential Operation,6,,#C C mixes #unsure in the cooking pot,"Core task involving mixing, high hand activity.",r001,Playing Instrument,Gold,,1880.721970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,Essential Operation,#C C opens the cardboard,"Opening an object, a logistics/assembly step.",r001,Playing Instrument,Bad,,1934.583970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#CC picks the spices from the sachet,Logistics step involving picking up the spices.,r001,Playing Instrument,Gold,,1944.805970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C pushes the tablet aside,"Moving an object (tablet) to the side, logistics/setup step.",r001,Playing Instrument,Gold,,2001.404970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C puts towel in the drawer,Logistics/Setup step.,r001,Playing Instrument,Gold,,2006.417970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C puts the bottle on the table,"Logistics step, moving an object from one place to another.",r001,Playing Instrument,Gold,,2133.221970954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#CC picks up the frying pan,Logistics/Setup step.,r001,Playing Instrument,Gold,,2149.753970954664,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C puts the frying pan on the gas cooker,Logistics step involving picking up and placing an object.,r001,Playing Instrument,Gold,,2161.7619709546634,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C puts the spices in the cooking pot,Logistics step involving putting the spices in the pot.,r001,Playing Instrument,Gold,,2217.376330954663,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Essential Operation,6,,#C C pours #unsure onto the cooking pot,[CtxFixed] Pouring is a common action in cooking and is considered an essential operation as it involves combining ingredients or liquids in the cooking process.,r001,Playing Instrument,Gold,,2281.2379709546635,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Stationary,6,,#C C stares at the oven,"Low body/hand motion, indicating an idle or waiting state.",r001,Playing Instrument,Gold,,2335.6349709546635,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#C C drops the paper in the dust bin,Logistics step involving picking up and disposing of an item.,r001,Playing Instrument,Gold,,2411.838970954664,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#CC picks the serving spoon from the drawer,Logistics/Setup step (picking up an object).,r001,Playing Instrument,Gold,,2483.557970954664,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,Essential Operation,#C C takes a photo with the phone,"The action involves picking up and using the phone, which is a logistics step.",r001,Playing Instrument,Bad,,2594.138970954664,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Object Transfer,6,,#CC drops the frying pan on the table,Refined via regex fallback,r001,Playing Instrument,Gold,,2622.0929709546635,18c05110-1ef1-4da2-8b59-c80bf0cc9751
Search,6,,#C C Looks around the washroom,"Head movement (visual search), hands mostly still.",r001,Desk Work,Gold,,75.75969526666667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Stationary,6,Essential Operation,#C C Wipes the hands with a towel,"Low body/hand motion, wiping hands is a brief action with minimal movement.",r001,Desk Work,Bad,,140.10106526666667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Essential Operation,6,,#C C brushes his teeth,Core task involving manual activity with the hands.,r001,Desk Work,Gold,,307.58816526666664,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Essential Operation,6,,#C C rinses his mouth,Core manual task involving hand activity.,r001,Desk Work,Gold,,331.6844652666667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Object Transfer,6,Essential Operation,#C C straightens the wipes,Logistics action involving arranging items.,r001,Desk Work,Bad,,373.8189352666666,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Object Transfer,6,,#C C picks a folk,Logistics step involving picking up an object.,r001,Desk Work,Gold,,465.4900652666667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Object Transfer,6,,#C C drops the scouring pad,"[CtxFixed] The action of dropping the scouring pad is a deliberate placement onto a surface, which fits the criteria for Object Transfer.",r001,Desk Work,Gold,,479.46698526666665,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Essential Operation,6,,#C C uses the phone in hand.,Core manual task involving high hand activity.,r001,Desk Work,Gold,,732.5864452666667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Locomotion,6,,#C C walks inside the bedroom.,Body moving through space (walking).,r001,Desk Work,Gold,,755.8932452666667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Object Transfer,6,,#C C puts the phone on a work table.,Logistics step involving picking up and placing an object.,r001,Desk Work,Gold,,759.6698452666667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Search,6,,#C C looks around the bedroom.,"Head movement (visual search), hands mostly still.",r001,Desk Work,Gold,,765.2639852666667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Stationary,6,,#C C watches movie.,"Low body/hand motion, visual focus.",r001,Desk Work,Gold,,1135.8283752666666,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Stationary,6,,#C C watches on the phone,"Low body/hand motion, focused attention.",r001,Desk Work,Gold,,2386.534095266667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Object Transfer,6,,#C C takes tablets from a drawer,Logistics/Setup step involving picking up and putting down objects.,r001,Desk Work,Gold,,2451.693465266667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Object Transfer,6,,#C C moves a wallet,Logistics step involving moving an object.,r001,Desk Work,Gold,,2538.250905266667,19b066ae-77ed-4930-8d0b-2316cd2b5edd
Object Transfer,6,,#c c puts water in cup,Logistics step involving picking up and transferring an object (water to cup).,r001,Cooking,Gold,,336.2234509546634,1a7e6155-3613-4f55-865c-00e196db0da0
Object Transfer,6,,#CC takes tea,"Logistics step, taking an object (tea).",r001,Cooking,Gold,,632.7281019333334,1a7e6155-3613-4f55-865c-00e196db0da0
Object Transfer,6,,#C C puts plat on the center of the table,Logistics step involving the placement of an object.,r001,Cooking,Gold,,940.9006319333334,1a7e6155-3613-4f55-865c-00e196db0da0
Search,6,Stationary,#C C watches the phone,"Head movement (visual monitoring), passive hands.",r001,Cooking,Bad,,1643.1715352666668,1a7e6155-3613-4f55-865c-00e196db0da0
Search,6,Stationary,#CC looks at the phone,"Head movement (visual search), hands mostly still.",r001,Cooking,Bad,,1726.529435266667,1a7e6155-3613-4f55-865c-00e196db0da0
Stationary,6,Essential Operation,#C C switches of the music,"Low body/hand motion, likely involves pressing a button or touching a screen.",r001,Cooking,Bad,,2080.051085266666,1a7e6155-3613-4f55-865c-00e196db0da0
Stationary,6,,#C C talks to #OO,Low body/hand motion.,r001,Cooking,Gold,,2417.398565266667,1a7e6155-3613-4f55-865c-00e196db0da0
Locomotion,6,,#OO runs away,"Body moving through space, indicating movement or running.",r001,Cooking,Gold,,2512.152395266667,1a7e6155-3613-4f55-865c-00e196db0da0
Stationary,6,,#CC scrolls the phone,"Low body/hand motion, mostly hand movement which is not vigorous.",r001,Cooking,Gold,,2809.775765266668,1a7e6155-3613-4f55-865c-00e196db0da0
Essential Operation,6,,#c c brush girl x the teeth,Core task involving high hand activity.,r001,Cooking,Gold,,3508.2659952666672,1a7e6155-3613-4f55-865c-00e196db0da0
Essential Operation,6,,#c c rinse the hand,Core task involving hand movement in a repetitive motion.,r001,Cooking,Gold,,3668.958775266668,1a7e6155-3613-4f55-865c-00e196db0da0
Object Transfer,6,,#c c put the paste on the brush,"Logistics/Setup step, transferring the paste to the brush.",r001,Cooking,Gold,,3762.132825266667,1a7e6155-3613-4f55-865c-00e196db0da0
Essential Operation,6,,#c c spit in the sink,"[CtxFixed] Spitting in the sink is a necessary step in the oral hygiene routine, following rinsing the hand, applying toothpaste, and brushing the teeth.",r001,Cooking,Gold,,3786.0936152666673,1a7e6155-3613-4f55-865c-00e196db0da0
