action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Object Transfer,12,,C was at the front of a balcony with a paint brush. C took some paint from the paint can. C painted the balcony with the paint brush.,"The action involves picking up and using the paint brush, which falls under logistics and setup steps.",r001,Mechanical Repair,,Skip,1441.8543619333332,036ed5cd-297e-4592-97ee-0611adbc45d2
Locomotion,12,,#C C jumps the fence,Body moving through space with high body acceleration.,r001,Walking Outdoors,Gold,,893.2863918293625,057bf03d-b337-475c-82a2-79f0b5b6637f
Search,12,,#C C looks at the grass,"Head movement (visual inspection), hands mostly still.",r001,Walking Outdoors,Gold,,2213.7839946091144,057bf03d-b337-475c-82a2-79f0b5b6637f
Locomotion,12,Essential Operation,#C C uproots the plant,"The action involves moving through space, likely while walking.",r001,Walking Outdoors,Bad,,2363.4200246091145,057bf03d-b337-475c-82a2-79f0b5b6637f
Essential Operation,12,,#C C twists the weed,Core manual task involving hand activity.,r001,Walking Outdoors,Gold,,2743.906186816145,057bf03d-b337-475c-82a2-79f0b5b6637f
Stationary,12,,#C C touches on the seat,"The action indicates a brief, stationary interaction with an object.",r001,Walking Outdoors,Gold,,152.57955,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Locomotion,12,,#C C alights from the vehicle,"The action describes a transition from a stationary position to movement, indicating the start of walking.",r001,Walking Outdoors,Gold,,158.14817,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,Essential Operation,#C C removes pizza sticker,"The action involves a small, localized task (removing a sticker) without significant body movement.",r001,Walking Outdoors,Bad,,619.0629066666667,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,Object Transfer,#C C puts phone down,"Putting down an object indicates a pause in motion, suggesting a low-energy state.",r001,Walking Outdoors,Bad,,637.0548666666666,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,Essential Operation,#C C touches on the phone,"Low body/hand motion, likely involves hand use but not significant motion.",r001,Walking Outdoors,Bad,,676.4593466666666,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Essential Operation,12,,#C C eats the pizza,Core manual task involving hand activity.,r001,Walking Outdoors,Gold,,815.3004766666667,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C puts carrier bag on table,Logistics step involving placing an object on a surface.,r001,Walking Outdoors,Gold,,1058.2070566666666,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C takes pizza box,Logistics step of picking up the pizza box.,r001,Walking Outdoors,Gold,,1083.6632213333332,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C puts the white paper bag in the bin,Logistics step involving placing an object in a bin.,r001,Walking Outdoors,Gold,,1096.2797133333331,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Locomotion,12,,#O Driver A drives the bus,"Body moving through space, indicative of driving which involves significant whole-body motion.",r001,Walking Outdoors,,Skip,1199.7600233333333,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Locomotion,12,,#C C gets off the bus,"The action involves moving the body from a stationary position (getting off the bus), which is characterized by high body acceleration.",r001,Walking Outdoors,Gold,,1274.9174333333333,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Locomotion,12,,#C C pulls the trolley,"Body moving through space while pulling an object, indicating movement.",r001,Walking Outdoors,Gold,,1324.8567833333334,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,,#O Lady A gestures with the right hand,Gesturing with the hand while walking is not consistent with high body acceleration typical of locomotion. The action is more consistent with a stationary activity where the body remains mostly still.,r001,Walking Outdoors,Gold,,1406.2809233333332,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#O Man B takes the items out of the basket,Logistics step of picking up and putting down items.,r001,Walking Outdoors,Gold,,1421.8634133333337,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,Essential Operation,#C C interacts with Cashier F,"Interacting with a cashier typically involves speaking and possibly handing over items, which are low-energy activities.",r001,Walking Outdoors,Bad,,1442.0061033333334,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Essential Operation,12,,#O Cashier F rips off the receipt from the machine,Core manual task involving high hand activity.,r001,Walking Outdoors,Gold,,1444.238473333333,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Search,12,,#C C looks at the food stuff items,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,,1478.2840933333332,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Search,12,,#O Man H looks at items with Man J,"Visual search or monitoring (looking at items), hands mostly still.",r001,Walking Outdoors,Gold,,1504.4092833333334,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#O Cashier G closes the container with the lid,"The action involves closing a container, which is a logistics step involving picking up and putting down objects.",r001,Walking Outdoors,Gold,,1527.1039133333334,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Essential Operation,12,,#O Cashier G scoops the olives,"Core task involving hand activity, scooping.",r001,Walking Outdoors,Gold,,1534.9312433333334,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#O Cashier G puts the container on the weighing scale,"The action involves placing an object on a scale, which is a logistics step.",r001,Walking Outdoors,Gold,,1538.2551533333333,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Search,12,,#C C looks at the cheese,"Head movement (visual inspection), hands mostly still.",r001,Walking Outdoors,Gold,,1631.7963626666665,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C drops the cheese slices in the trolley,"[CtxFixed] The current action involves C deliberately placing the cheese slices into the trolley, which fits the criteria for an Object Transfer action.",r001,Walking Outdoors,Gold,,1644.3084166666667,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#O Cashier B gives C the container,"The action involves giving an object (container) to another person, which is a logistics step.",r001,Walking Outdoors,Gold,,1687.2631266666667,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Search,12,,#C C looks at the bacon slices,"Head movement (visual inspection), hands mostly still.",r001,Walking Outdoors,Gold,,1690.8851366666668,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C puts the bacon slices in the trolley,"Logistics step of placing items, short bursts of hand activity.",r001,Walking Outdoors,Gold,,1693.4069566666667,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C takes another full cream container from the shelf,"The action involves picking up and transferring an object, which is a logistics step.",r001,Walking Outdoors,Gold,,1811.2964266666668,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Locomotion,12,,#C C moves up,"Body moving through space, likely indicates upward movement such as climbing or walking up an incline.",r001,Walking Outdoors,Gold,,1839.2198866666668,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C takes the spice container from the shelf,"Logistics/Setup step, picking up an object.",r001,Walking Outdoors,Gold,,2126.780756,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Essential Operation,12,,#C C shakes the spice container,Core task involving high hand activity.,r001,Walking Outdoors,Gold,,2145.157016,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C takes the beef from the trolley,"The action involves picking up an object from the trolley, which is a logistics step.",r001,Walking Outdoors,Gold,,2269.85408,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C puts the beef on the counter,Logistics step involving placing an object.,r001,Walking Outdoors,Gold,,2271.50255,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Essential Operation,12,,#O Cashier A takes the cheese slices,"The action involves taking an item, which is a core manual task.",r001,Walking Outdoors,Gold,,2274.28578,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C puts the containers on the counter,Logistics step involving placing objects.,r001,Walking Outdoors,Gold,,2279.55392,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,Essential Operation,#C C shows Cashier A his phone,"Low body/hand motion, showing something to someone.",r001,Walking Outdoors,Bad,,2358.50255,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Object Transfer,12,,#C C puts the paper bags in the trolley,Logistics step involving putting objects in a container.,r001,Walking Outdoors,Gold,,2393.40061,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,Object Transfer,#O Cashier A give C the receipts,"The action involves giving receipts, which is a static interaction rather than movement through space.",r001,Walking Outdoors,Bad,,2394.21624,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Locomotion,12,,#C C runs on the road,Body moving through space at a high speed.,r001,Walking Outdoors,Gold,,2425.78752,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,,#C C sits on the bus seat,"Low body/hand motion, sitting indicates idle state.",r001,Walking Outdoors,Gold,,2453.29639,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,,#O Driver A holds the phone,"The action describes holding a phone, which is a low-energy, stationary activity.",r001,Walking Outdoors,Gold,,2481.65724,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,,#O Driver A gestures with the left hand,"The action involves a gesture which is typically a low energy, stationary activity.",r001,Walking Outdoors,Gold,,2497.85944,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,,#O Driver A gestures with the right hand,"The action involves a gesture with the hand while presumably standing or sitting, indicating low body and hand motion.",r001,Walking Outdoors,Gold,,2587.67273,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Locomotion,12,Stationary,#C C moves the left hand,"Movement through space, likely walking which involves whole body motion.",r001,Walking Outdoors,Bad,,2649.42127,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Stationary,12,Essential Operation,#O Driver B swipes on the phone,"The action involves a stationary hand movement (swiping on a phone) while the body may be in motion, but the hand motion itself is low energy and brief.",r001,Walking Outdoors,Bad,,2679.774844666667,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657
Locomotion,12,,#c c rides a scooter,"Body moving through space, high body acceleration.",r001,Walking Outdoors,Gold,,526.44622,078634f1-0e81-455d-b771-3d35b65a2645
Locomotion,12,,#c c parks scooter,The action of parking a scooter is part of the movement process and involves body movement through space.,r001,Walking Outdoors,Gold,,599.6666633333333,078634f1-0e81-455d-b771-3d35b65a2645
Object Transfer,12,,#C C puts stalk down,Logistics step of placing an object.,r001,Gardening,Gold,,62.0485586,07b357ce-0bce-4d5e-b7ab-c16f1d4c7de6
Essential Operation,12,,#C C cuts leaves,"Core task, high hand activity.",r001,Gardening,Gold,,156.9803886,07b357ce-0bce-4d5e-b7ab-c16f1d4c7de6
Object Transfer,12,,#C C puts leaf aside,Logistics step involving picking up and placing down an object.,r001,Gardening,Gold,,611.8382876136719,07b357ce-0bce-4d5e-b7ab-c16f1d4c7de6
Object Transfer,12,,#C C places cards on the table,Logistics step of placing cards on the table.,r001,Playing Instrument,Gold,,16.0371186,0a47c74a-dad9-42d5-b937-0f375490f034
Object Transfer,12,,#C C places card on the game board,Logistics step involving placing an object.,r001,Playing Instrument,Gold,,118.4632886,0a47c74a-dad9-42d5-b937-0f375490f034
Search,12,,#C C looks at the board game,"Head movement (visual search), hands mostly still.",r001,Playing Instrument,Gold,,224.7511386,0a47c74a-dad9-42d5-b937-0f375490f034
Object Transfer,12,,#O woman X tosses the dice,"The action involves tossing the dice, which is a short burst of hand activity.",r001,Playing Instrument,Gold,,378.0376686458333,0a47c74a-dad9-42d5-b937-0f375490f034
Stationary,12,Essential Operation,#C C shows card to woman x,The action of showing a card to a woman is likely to involve minimal body movement.,r001,Playing Instrument,Bad,,452.9364586458333,0a47c74a-dad9-42d5-b937-0f375490f034
Object Transfer,12,,#O A woman Y picks cards on table,"The action involves picking up objects (cards), which is a logistics step.",r001,Playing Instrument,Gold,,561.9777570505208,0a47c74a-dad9-42d5-b937-0f375490f034
Search,12,,#O A woman Y looks around,"Head movement (visual search), hands mostly still.",r001,Playing Instrument,Gold,,675.1611570505208,0a47c74a-dad9-42d5-b937-0f375490f034
Stationary,12,Essential Operation,#O A woman Y shows C a card,"Low body/hand motion, likely involves holding the card and showing it.",r001,Playing Instrument,Bad,,685.5179870505209,0a47c74a-dad9-42d5-b937-0f375490f034
Stationary,12,Object Transfer,#O A woman Y puts #unsure on the board,Uncertain action implies low energy and possibly stationary behavior.,r001,Playing Instrument,Bad,,710.2255770505209,0a47c74a-dad9-42d5-b937-0f375490f034
Object Transfer,12,,#C C drops a rag in his left hand on the ground.,"[CtxFixed] The action involves deliberately placing the rag on the ground, which fits the definition of a deliberate placement.",r001,Mechanical Repair,,Skip,1.97409,0aff43b9-4b48-45f9-b67d-086f9390d8e2
Object Transfer,12,,#C C removes a fuse from the motorcycle battery with his left hand. #Unsure,"The action involves picking up and removing an object, which is a logistics step.",r001,Mechanical Repair,Gold,,39.54909,0aff43b9-4b48-45f9-b67d-086f9390d8e2
Essential Operation,12,,#C C screws a cable on the battery with the screwdriver in his hands.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,55.0373,0aff43b9-4b48-45f9-b67d-086f9390d8e2
Stationary,12,Search,#C C reads on a phone,"Low body/hand motion, focused visual activity.",r001,Desk Work,Bad,,41.95785,0c2a22d4-8f77-4558-b8f2-2efad1bda1f8
Search,12,,#C C reads on a phone,"Head movement (visual search), hands mostly still.",r001,Desk Work,Gold,,45.5489,0c2a22d4-8f77-4558-b8f2-2efad1bda1f8
Object Transfer,12,,#C C lifts a plate,"Logistics step, short burst of hand acceleration.",r001,Cooking,Gold,,198.81116526666665,0d270946-95c5-4e71-ae49-b9e802548147
Stationary,12,,#C C rotates the bowl with left hand,"The action involves minimal movement of the body and hand, indicating a stationary or low-energy state.",r001,Cooking,Gold,,308.67499526666666,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C places the siever on the lid,"Logistics step, placing an object.",r001,Cooking,Gold,,350.5090552666667,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C picks a cooking pan with right hand,Logistics action involving picking up an object.,r001,Cooking,Gold,,355.63251526666664,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C pours cooking oil on the cooking pan with left hanfd,Core task involving high hand activity.,r001,Cooking,Gold,,368.7676752666667,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C throws some flour in the dustbin with his right hand,Logistics step involving moving an object from one place to another.,r001,Cooking,Gold,,408.7478452666667,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C mixes the flour on the bowl with a fork in his right hand,Core manual task involving high hand activity.,r001,Cooking,Gold,,425.68066526666667,0d270946-95c5-4e71-ae49-b9e802548147
Stationary,12,,#C C holds the bowl with his left hand,"Low body/hand motion, holding an object.",r001,Cooking,Gold,,438.1267752666667,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C folds the piece of tissue with both hands,Core manual task involving high hand activity.,r001,Cooking,Gold,,481.8253952666667,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,Essential Operation,#C C picks the flour with left hand,Logistics action of picking up an object.,r001,Cooking,Bad,,540.6233119333334,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C scoops the dough,Core task involving high hand activity.,r001,Cooking,Gold,,619.6221019333334,0d270946-95c5-4e71-ae49-b9e802548147
Stationary,12,Essential Operation,#C C arranges the dough on the plate,"The action involves arranging the dough, which typically involves minimal movement and can be considered a stationary activity.",r001,Cooking,Bad,,779.3263619333335,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C picks the baking powder packet,Logistics/Setup step involving picking up an object.,r001,Cooking,Gold,,884.0658819333335,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,Essential Operation,#C C picks the dough,Logistics step of picking up an object.,r001,Cooking,Bad,,894.9165819333334,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C drops the cake on the plates white paper,Refined via regex fallback,r001,Cooking,Gold,,935.5083619333334,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,Essential Operation,#C C adjusts the sieve,"Logistics step, likely involves picking up and placing the sieve.",r001,Cooking,Bad,,946.5214319333336,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C attaches the dough to the baking powder,Core manual task involving hands with high activity.,r001,Cooking,Gold,,980.5581519333334,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C adjusts the dough with the spoon,Core manual task involving high hand activity.,r001,Cooking,Gold,,993.7320019333334,0d270946-95c5-4e71-ae49-b9e802548147
Stationary,12,Essential Operation,#C C adjusts the cakes,"Adjusting likely involves minor hand movements and possibly visual inspection, which are low energy activities.",r001,Cooking,Bad,,1020.8877719333334,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C lifts a cup,"The action involves picking up an object, which is a logistics step.",r001,Cooking,Gold,,1070.7600919333331,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C pours the substance,Core task involving high hand activity.,r001,Cooking,Gold,,1078.6625419333334,0d270946-95c5-4e71-ae49-b9e802548147
Search,12,,#C C looks at the cakes,"Head movement (visual inspection), hands mostly still.",r001,Cooking,Gold,,1099.0340019333332,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C picks the spatula with right hand,Logistics step involving picking up an object.,r001,Cooking,Gold,,1100.4045319333334,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C applies the butter on the bowl with right hand,Core task involving high hand activity.,r001,Cooking,Gold,,1157.0456419333334,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C turns the cakes with spatula,Core task involving high hand activity.,r001,Cooking,Gold,,1175.2220719333334,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C scoops the cake with spatula,Core task involving high hand activity.,r001,Cooking,Gold,,1186.2310919333331,0d270946-95c5-4e71-ae49-b9e802548147
Stationary,12,Essential Operation,#C C touches the cake with left hand,"Low body/hand motion, likely inspecting the cake.",r001,Cooking,Bad,,1198.2947519333334,0d270946-95c5-4e71-ae49-b9e802548147
Essential Operation,12,,#C C cuts the cake with hands,"Core task, high hand activity.",r001,Cooking,Gold,,1207.5469019333334,0d270946-95c5-4e71-ae49-b9e802548147
Stationary,12,Essential Operation,#C C pushes the cake with a finger,"Low body/hand motion, likely involves minimal movement.",r001,Cooking,Bad,,1232.6607219333332,0d270946-95c5-4e71-ae49-b9e802548147
Stationary,12,Essential Operation,#C C adjusts the cakes on the pan,Adjusting the cakes involves minimal movement and is likely done with one hand while standing still.,r001,Cooking,Bad,,1243.2434719333332,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C picks the oven grill from the table with the left hand,Logistics step involving picking up an object.,r001,Cooking,Gold,,1368.9918919333334,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C places the glass oven plate in the oven with the right hand,Logistics step involving the placement of an object.,r001,Cooking,Gold,,1378.0442119333334,0d270946-95c5-4e71-ae49-b9e802548147
Object Transfer,12,,#C C puts the tins on the floor,Logistics step involving placing objects.,r001,Mechanical Repair,Gold,,27.0702686,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C puts the tin lids on the floor,Logistics step involving moving objects to a new location.,r001,Mechanical Repair,Gold,,36.0173286,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Stationary,12,Essential Operation,#C C covers the tin,"Covering an object is a low-energy, stationary action.",r001,Mechanical Repair,Bad,,49.3160286,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Locomotion,12,Stationary,#C C moves the wooden block with feet,"Body moving through space, likely involves shifting weight and movement to manipulate the object with feet.",r001,Mechanical Repair,Bad,,132.5961486,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C removes tin and utensil from from the cabinet,Logistics step involving picking up and moving objects.,r001,Mechanical Repair,Gold,,139.80921859999998,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C puts bottle and utensils on the floor,Logistics of moving objects (putting down).,r001,Mechanical Repair,Gold,,216.7284886,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Search,12,,#C C checks the drawer,"Head movement (visual search), hands mostly still.",r001,Mechanical Repair,Gold,,616.0159276136719,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C puts baking tray in the drawer,Logistics step involving placing an object.,r001,Mechanical Repair,Gold,,624.002447613672,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C puts the packed container accessories on the floor,Logistics step of placing objects.,r001,Mechanical Repair,Gold,,655.2481476136719,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C removes the nylon from the drawer,Logistics step involving picking up and moving an object.,r001,Mechanical Repair,Gold,,757.7621676136719,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C carries the box,Movement of an object from one place to another.,r001,Mechanical Repair,Gold,,827.6383383830549,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C picks table mats from the floor,Logistics step involving picking up objects.,r001,Mechanical Repair,Gold,,902.7706283830548,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Stationary,12,,#C C dirt off the table mat,"Low body/hand motion, cleaning action likely involves minimal movement.",r001,Mechanical Repair,,Skip,904.886028383055,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Stationary,12,Essential Operation,#C C adjusts the table mats,Adjusting likely involves fine-tuning with minimal body movement.,r001,Mechanical Repair,Bad,,907.3838083830548,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C picks tin lid from the floor,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,,1027.766548383055,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Search,12,,#C C checks out the tins,"Head movement (visual search), hands mostly still.",r001,Mechanical Repair,Gold,,1042.123618383055,0d8a3e5c-4263-4f80-b32d-39d4f33008ba
Object Transfer,12,,#C C places egg on the countertop,Logistics step involving moving an object to a location.,r001,Cooking,Gold,,74.7919886,105d3303-8e2d-4c20-96ff-e9a8ff325109
Essential Operation,12,,#C C peels garlic with hand,"Core manual task, high hand activity.",r001,Cooking,Gold,,199.8684286,105d3303-8e2d-4c20-96ff-e9a8ff325109
Essential Operation,12,,#C C breaks green pepper on a dustbin,"Core task involving manipulation with hands, high hand activity.",r001,Cooking,Gold,,359.2966997540433,105d3303-8e2d-4c20-96ff-e9a8ff325109
Object Transfer,12,,#C C throws waste into the trash bin,Logistics step involving picking up and disposing of waste.,r001,Cooking,Gold,,359.3929197540433,105d3303-8e2d-4c20-96ff-e9a8ff325109
Object Transfer,12,,#C C picks a bottle from the box,"Logistics/Setup step, picking up an object.",r001,Cooking,Gold,,491.6150897540433,105d3303-8e2d-4c20-96ff-e9a8ff325109
Object Transfer,12,,#C C moves #Unsure in the box,"[CtxFixed] The action describes C moving something into a box, which indicates a deliberate placement of an object.",r001,Cooking,Gold,,527.8563597540433,105d3303-8e2d-4c20-96ff-e9a8ff325109
Object Transfer,12,,#C C places ingredients on a chopping board,Logistics step involving picking up and placing down objects.,r001,Cooking,Gold,,553.0907576136719,105d3303-8e2d-4c20-96ff-e9a8ff325109
Search,12,Essential Operation,#C C sniffs liquid in the measuring cup,"Visual and sensory inspection (sniffing), hands mostly still.",r001,Cooking,Bad,,615.9777076136719,105d3303-8e2d-4c20-96ff-e9a8ff325109
