"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Object Transfer",17,"1",3,"","2026-03-03T02:03:01.415084Z",3,11436,"","no",0,0.0,0,17,2.527,"#C C picks the sweet potato","picks sweet potato","Logistics step, picking up an object.","r002","Cooking","","silver",194.6969186,"2026-03-03T02:03:01.415096Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",18,"1",3,"","2026-03-03T02:03:56.963265Z",4,7948,"","no",0,0.0,0,18,22.826,"#C C removes the piece of carrots on the knife","removes piece of carrots on knife","Core task, high hand activity.","r002","Cooking","","silver",303.6668092852933,"2026-03-03T02:04:20.263339Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",19,"1",3,"","2026-03-03T02:04:00.174313Z",3,9768,"","no",0,0.0,0,19,2.151,"#C C cuts the sweet potato","cuts sweet potato","Core task, high hand activity.","r002","Cooking","","silver",447.6636492852933,"2026-03-03T02:04:00.174324Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Stationary",20,"1",3,"","2026-03-03T02:04:02.399290Z",7,3008,"","no",0,0.0,0,20,1.336,"#C C scratches her nose","scratches her nose","Low body/hand motion, minor action.","r002","Cooking","","silver",594.4438976136719,"2026-03-03T02:04:02.399306Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",21,"1",3,"","2026-03-03T02:04:05.819893Z",4,7616,"","no",0,0.0,0,21,2.616,"#C C puts the cooking pan on the table","puts cooking pan on table","Logistics step involving picking up and placing an object.","r002","Cooking","","silver",605.3505276136719,"2026-03-03T02:04:05.819910Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",22,"1",3,"","2026-03-03T02:04:08.005490Z",4,8243,"","no",0,0.0,0,22,1.39,"#C C takes the carrots from the chopping board","takes carrots from chopping board","Logistics/Setup step involving picking up and moving objects.","r002","Cooking","","silver",606.999927613672,"2026-03-03T02:04:08.005505Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",23,"1",3,"","2026-03-03T02:04:15.695119Z",6,3925,"","no",0,0.0,0,23,7.136,"#C C removes the pieces of the carrot from the knife","removes pieces of carrot from knife","Core task involving fine hand movements.","r002","Cooking","","silver",696.6014076136719,"2026-03-03T02:04:15.695129Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",24,"1",3,"","2026-03-03T02:04:24.151225Z",3,10207,"","no",0,0.0,0,24,1.769,"#C C gathers the carrots on the chopping board","gathers carrots on chopping board","Logistics step involving picking up and placing the carrots.","r002","Cooking","","silver",704.9826176136719,"2026-03-03T02:04:24.151239Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",25,"1",3,"","2026-03-03T02:04:26.160130Z",4,6079,"watchlist_verb","yes",0,0.0,0,25,1.162,"#C C moves the chopping board on the table","moves chopping board on table","Logistics/moving an object on the table.","r002","Cooking","","silver",782.1557176136719,"2026-03-03T02:04:26.160148Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","yes"
"Object Transfer",26,"1",3,"","2026-03-03T02:04:27.518929Z",3,9065,"watchlist_verb","yes",0,0.0,0,26,0.807,"#C C moves the dustbin on the table","moves dustbin on table","Logistics step involving moving an object (dustbin).","r002","Cooking","","silver",812.7811676136719,"2026-03-03T02:04:27.518947Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","yes"
"Task Operation",27,"1",3,"","2026-03-03T02:04:29.876584Z",4,6987,"","no",0,0.0,0,27,1.672,"#C C peels the onion with the knife","peels onion with knife","Core manual task involving high hand activity.","r002","Cooking","","silver",857.7712482616541,"2026-03-03T02:04:29.876604Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",28,"1",3,"","2026-03-03T02:04:32.321693Z",3,9743,"","no",0,0.0,0,28,1.706,"#C C cuts the garlic clove","cuts garlic clove","Core task, high hand activity.","r002","Cooking","","silver",1056.802318261654,"2026-03-03T02:04:32.321709Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",29,"1",3,"","2026-03-03T02:04:34.630841Z",3,11145,"","no",0,0.0,0,29,1.598,"#C C picks the cooking pan from the cooker","picks cooking pan from cooker","Logistics step involving picking up an object.","r002","Cooking","","silver",1134.5632171449215,"2026-03-03T02:04:34.630855Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",30,"1",3,"","2026-03-03T02:04:36.216405Z",5,5381,"","no",0,0.0,0,30,1.032,"#C C puts the spoon on the cooking pan","puts spoon on cooking pan","Logistics step, placing object down.","r002","Cooking","","silver",1267.367457144922,"2026-03-03T02:04:36.216421Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",31,"1",3,"","2026-03-03T02:04:38.559461Z",3,8702,"watchlist_verb","yes",0,0.0,0,31,1.841,"#C C closes the food in the cooking pan","closes food in cooking pan","The action involves putting the food into the cooking pan, which is a logistics step.","r002","Cooking","","silver",1274.570457144922,"2026-03-03T02:04:38.559477Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","yes"
"Stationary",32,"1",3,"Search","2026-03-03T02:04:40.209685Z",4,6752,"","no",0,0.0,0,32,12.334,"#C C looks at the food","looks at food","Low body/hand motion, visual inspection.","r002","Cooking","","silver",1384.6067172389237,"2026-03-03T02:04:51.771040Z","Bad","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",33,"1",3,"","2026-03-03T02:04:54.921925Z",3,9235,"watchlist_verb","yes",0,0.0,0,33,2.233,"#C C opens the food in the cooking pan","opens food in cooking pan","Logistics step involving opening an object.","r002","Cooking","","silver",1513.2866772389234,"2026-03-03T02:04:54.921939Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","yes"
"Object Transfer",34,"1",3,"","2026-03-03T02:05:00.248658Z",5,5252,"","no",0,0.0,0,34,4.633,"#C C puts the apple on the chopping board","puts apple on chopping board","Logistics step, picking up and placing the apple.","r002","Cooking","","silver",1683.486707144922,"2026-03-03T02:05:00.248675Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",35,"1",3,"","2026-03-03T02:05:01.812765Z",3,9723,"","no",0,0.0,0,35,0.922,"#C C cuts the apple into smaller pieces","cuts apple into smaller pieces","Core task, high hand activity.","r002","Cooking","","silver",1702.512977144922,"2026-03-03T02:05:01.812776Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",36,"1",3,"","2026-03-03T02:05:03.493950Z",6,4041,"","no",0,0.0,0,36,1.03,"#C C throws the peels in the dustbin","throws peels in dustbin","Logistics step involving picking up and disposing of an object.","r002","Cooking","","silver",1970.752177238783,"2026-03-03T02:05:03.493968Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",37,"1",3,"","2026-03-03T02:05:05.414772Z",3,11497,"","no",0,0.0,0,37,1.125,"#C C picks up a container from the kitchen counter","picks up container from kitchen counter","Logistics step involving picking up an object.","r002","Cooking","","silver",1999.0629772387829,"2026-03-03T02:05:05.414792Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",38,"1",3,"","2026-03-03T02:05:06.661610Z",3,11477,"","no",0,0.0,0,38,0.7,"#C C picks up the apple","picks up apple","Logistics step involving picking up an object.","r002","Cooking","","silver",2103.010680572116,"2026-03-03T02:05:06.661626Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",39,"1",3,"","2026-03-03T02:05:07.926999Z",3,10910,"","no",0,0.0,0,39,0.705,"#C C peels the apple with the knife","peels apple with knife","Core task involving manual dexterity and high hand activity.","r002","Cooking","","silver",2106.4052405721163,"2026-03-03T02:05:07.927011Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",40,"1",3,"","2026-03-03T02:05:09.389688Z",4,8446,"","no",0,0.0,0,40,0.853,"#C C washes the apple","washes apple","Core task involving manual activity with the hands.","r002","Cooking","","silver",2158.323430572116,"2026-03-03T02:05:09.389706Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",41,"1",3,"","2026-03-03T02:05:10.846438Z",5,5068,"","no",0,0.0,0,41,0.925,"#C C picks up a packet from the shelf","picks up packet from shelf","Logistics step involving picking up an object.","r002","Cooking","","silver",2706.826826515179,"2026-03-03T02:05:10.846458Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",42,"1",3,"","2026-03-03T02:05:12.358952Z",4,7615,"","no",0,0.0,0,42,0.854,"#C C puts the container on the window","puts container on window","Logistics step involving placing an object.","r002","Cooking","","silver",2795.500445361068,"2026-03-03T02:05:12.358966Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",43,"1",3,"","2026-03-03T02:05:14.590320Z",3,11496,"","no",0,0.0,0,43,1.654,"#C C picks up a container from the fridge","picks up container from fridge","Logistics step involving picking up an object.","r002","Cooking","","silver",2830.505215361068,"2026-03-03T02:05:14.590334Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",44,"1",3,"","2026-03-03T02:05:16.292242Z",5,4837,"","no",0,0.0,0,44,1.171,"#C C mixes #unsure in bowl","mixes in bowl","Core task involving mixing, high hand activity.","r002","Cooking","","silver",2948.105705361068,"2026-03-03T02:05:16.292260Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Task Operation",45,"1",3,"","2026-03-03T02:05:19.031398Z",3,10828,"","no",0,0.0,0,45,2.129,"#C C mixes the mixture with the silicone spatula spoon","mixes mixture with silicone spatula spoon","Core manual task involving high hand activity.","r002","Cooking","","silver",2982.406545463893,"2026-03-03T02:05:19.031410Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",46,"1",3,"","2026-03-03T02:05:20.505766Z",4,7239,"","no",0,0.0,0,46,0.905,"#C C picks up the can","picks up can","Logistics action involving picking up an object.","r002","Cooking","","silver",3288.494238928776,"2026-03-03T02:05:20.505782Z","Gold","0fedfa42-bfda-47c1-8f59-2c91b2c229fe","no"
"Object Transfer",47,"1",3,"","2026-03-03T02:05:21.806906Z",3,11435,"","no",0,0.0,0,47,0.765,"#C C picks the sunglasses","picks sunglasses","Logistics action involving picking up an object.","r002","Cooking","","silver",289.9006052666667,"2026-03-03T02:05:21.806924Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Object Transfer",48,"1",3,"","2026-03-03T02:05:23.306224Z",3,11912,"","no",0,0.0,0,48,0.931,"#C C pours the liquid from the packet","pours liquid from packet","Logistics step involving the transfer of the liquid from the packet.","r002","Cooking","","silver",381.4249452666666,"2026-03-03T02:05:23.306234Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Stationary",49,"1",3,"","2026-03-03T02:05:27.732366Z",17,534,"","no",0,0.0,0,49,3.721,"#C C scrolls the phone on the hand","scrolls phone on hand","Low body motion, hands engaged in fine motor activity.","r002","Cooking","","silver",630.1496552666667,"2026-03-03T02:05:27.732378Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Task Operation",50,"1",3,"","2026-03-03T02:05:35.436653Z",6,4076,"","no",0,0.0,0,50,1.304,"#C C unfolds the foil paper","unfolds foil paper","Unfolding foil involves a core manual task with significant hand activity.","r002","Cooking","","silver",1504.5525352666666,"2026-03-03T02:05:35.436669Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Object Transfer",51,"1",3,"","2026-03-03T02:05:38.094338Z",3,11191,"","no",0,0.0,0,51,2.003,"#C C picks the foil","picks foil","Logistics/Setup step.","r002","Cooking","","silver",1690.1414152666666,"2026-03-03T02:05:38.094352Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Object Transfer",52,"1",3,"","2026-03-03T02:05:39.462258Z",4,7783,"","no",0,0.0,0,52,0.818,"#C C puts the plate on the sink.","puts plate on sink","Logistics step involving the placement of an object.","r002","Cooking","","silver",1705.5231252666665,"2026-03-03T02:05:39.462272Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Stationary",53,"1",3,"Search","2026-03-03T02:05:40.766644Z",7,2694,"","no",0,0.0,0,53,13.256,"#C C looks at the cooker","looks at cooker","Low body/hand motion, primarily visual inspection.","r002","Cooking","","silver",1884.4645752666663,"2026-03-03T02:05:53.383732Z","Bad","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Stationary",54,"1",3,"","2026-03-03T02:05:56.182389Z",12,923,"watchlist_verb","yes",0,0.0,0,54,2.179,"#C C Holds the wipe towel","holds wipe towel","Low body/hand motion, holding an object.","r002","Cooking","","silver",1917.1836952666663,"2026-03-03T02:05:56.182407Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","yes"
"Search",55,"1",3,"","2026-03-03T02:06:06.060818Z",5,4633,"","no",0,0.0,0,55,9.033,"#C C Flashes the toilet","flashes toilet","Visual search or monitoring (looking at the toilet).","r002","Cooking","","silver",1921.2751052666663,"2026-03-03T02:06:06.060833Z","Skip","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Stationary",56,"1",3,"","2026-03-03T02:06:11.072408Z",4,7802,"","no",0,0.0,0,56,4.084,"#C C Puts the right hand on the counter top","puts right hand on counter top","Low body/hand motion, indicating a pause or idle state.","r002","Cooking","","silver",1947.1760852666664,"2026-03-03T02:06:11.072421Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Object Transfer",57,"1",3,"","2026-03-03T02:06:13.394764Z",4,8311,"","no",0,0.0,0,57,1.419,"#C C Throws the piece of paper in the bin","throws piece of paper in bin","The action involves moving an object to a destination, which is a logistics step.","r002","Cooking","","silver",2028.3763352666667,"2026-03-03T02:06:13.394776Z","Gold","10a7fd5a-169d-4b0c-ba8b-825af7bd2117","no"
"Stationary",58,"1",3,"","2026-03-03T02:06:15.160636Z",5,4222,"watchlist_verb","yes",0,0.0,0,58,1.197,"#C C holds the playing cards on the table","holds playing cards on table","The action describes a static position with minimal movement.","r002","Playing Instrument","","silver",0.0,"2026-03-03T02:06:15.160655Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","yes"
"Object Transfer",59,"1",3,"","2026-03-03T02:06:18.405181Z",5,4804,"","no",0,0.0,0,59,1.984,"#O A man X puts the playing cards on the table","man x puts playing cards on table","Logistics step involving placing objects.","r002","Playing Instrument","","silver",17.22427,"2026-03-03T02:06:18.405193Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Object Transfer",60,"1",3,"","2026-03-03T02:06:20.128456Z",3,10656,"","no",0,0.0,0,60,0.97,"#O A man M puts the plate on the table","man m puts plate on table","Logistics step involving placing an object.","r002","Playing Instrument","","silver",120.36368,"2026-03-03T02:06:20.128472Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Stationary",61,"1",3,"","2026-03-03T02:06:22.078284Z",7,3129,"","no",0,0.0,0,61,1.422,"#O A woman Y,Z,M,L sits on the chair on the floor","woman y z m l sits on chair on floor","The action describes sitting in one place without any significant movement.","r002","Playing Instrument","","silver",308.21194,"2026-03-03T02:06:22.078303Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Stationary",62,"1",3,"","2026-03-03T02:06:23.707347Z",3,9416,"watchlist_verb","yes",0,0.0,0,62,1.127,"#O A woman M holds the playing cards with her hands","woman m holds playing cards with her hands","The action describes holding cards, which involves low hand motion.","r002","Playing Instrument","","silver",427.29685,"2026-03-03T02:06:23.707364Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","yes"
"Object Transfer",63,"1",3,"","2026-03-03T02:06:25.532118Z",5,4875,"","no",0,0.0,0,63,1.357,"#O person E puts the cards on the table","person e puts cards on table","Logistics step of placing cards on the table.","r002","Playing Instrument","","silver",568.3079766666667,"2026-03-03T02:06:25.532133Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Stationary",64,"1",3,"","2026-03-03T02:06:26.830611Z",9,1623,"watchlist_verb","yes",0,0.0,0,64,0.783,"#O person D moves the hand on the table","person d moves hand on table","The action describes a hand movement on a table which is likely low energy and stationary.","r002","Playing Instrument","","silver",570.1971866666667,"2026-03-03T02:06:26.830628Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","yes"
"Stationary",65,"1",3,"","2026-03-03T02:06:30.010297Z",3,9082,"watchlist_verb","yes",0,0.0,0,65,1.129,"#C C moves the hands on the table","moves hands on table","Low body/hand motion, no significant movement.","r002","Playing Instrument","","silver",570.9512666666667,"2026-03-03T02:06:30.010312Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","yes"
"Object Transfer",66,"1",3,"Stationary","2026-03-03T02:06:31.395363Z",3,9301,"watchlist_verb","yes",0,0.0,1,66,7.843,"#O person A moves the hand from the table","person moves hand from table","The action describes moving the hand from the table, which is a logistics step.","r002","Playing Instrument","","silver",579.6206466666666,"2026-03-03T02:06:38.495048Z","Bad","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","yes"
"Stationary",67,"1",3,"","2026-03-03T02:06:44.278498Z",3,9290,"watchlist_verb","yes",0,0.0,0,67,4.792,"#O person F moves the hand from the table","person f moves hand from table","The movement described is minimal and does not indicate active use of the instrument.","r002","Playing Instrument","","silver",582.6130666666667,"2026-03-03T02:06:44.278511Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","yes"
"Stationary",68,"1",3,"","2026-03-03T02:06:48.010942Z",15,654,"","no",0,0.0,0,68,3.106,"#C C points at the cards","points at cards","Pointing at cards involves minimal body movement.","r002","Playing Instrument","","silver",584.3443066666666,"2026-03-03T02:06:48.010957Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Object Transfer",69,"1",3,"","2026-03-03T02:06:50.754222Z",4,6991,"","no",0,0.0,0,69,1.547,"#O person D puts the cards on the table","person d puts cards on table","Logistics step of placing cards on the table.","r002","Playing Instrument","","silver",596.6852466666667,"2026-03-03T02:06:50.754239Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Stationary",70,"1",3,"","2026-03-03T02:06:57.142369Z",4,6177,"historical_bad","yes",3,1.0,3,70,5.807,"#O person F shuffles the cards","person f shuffles cards","The action involves minimal movement and is focused on a specific task rather than locomotion or significant body movement.","r002","Playing Instrument","Task Operation","silver",597.3177266666667,"2026-03-03T02:06:57.142388Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Object Transfer",71,"1",3,"","2026-03-03T02:07:00.580842Z",4,6178,"watchlist_verb","yes",0,0.0,0,71,2.612,"#O person A moves the card on the table","person moves card on table","Logistics step involving moving an object (card) on a surface.","r002","Playing Instrument","","silver",600.2845266666667,"2026-03-03T02:07:00.580860Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","yes"
"Stationary",72,"1",3,"","2026-03-03T02:07:11.698889Z",4,6992,"","no",0,0.0,0,72,10.564,"#O person E shuffles the cards","person e shuffles cards","Shuffling cards is typically done with one hand and does not involve significant body movement.","r002","Playing Instrument","Task Operation","silver",604.3183366666667,"2026-03-03T02:07:11.698902Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Object Transfer",73,"1",3,"","2026-03-03T02:07:13.754125Z",9,1757,"","no",0,0.0,0,73,1.368,"#O person A puts the card on the table","person puts card on table","The action involves placing an object (the card) on a surface (the table).","r002","Playing Instrument","","silver",609.3754666666666,"2026-03-03T02:07:13.754137Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Object Transfer",74,"1",3,"","2026-03-03T02:07:15.899556Z",8,2166,"","no",0,0.0,0,74,1.158,"#O person A takes the crips","person takes crips","Logistics/Setup step (taking an object).","r002","Playing Instrument","","silver",614.2803066666667,"2026-03-03T02:07:15.899577Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Task Operation",75,"1",3,"","2026-03-03T02:07:17.411456Z",6,3445,"","no",0,0.0,0,75,0.905,"#C C eats the crips","eats crips","[CtxFixed] The current action involves consuming the crisps, which is a basic and essential operation for sustenance.","r002","Playing Instrument","","silver",614.7638866666666,"2026-03-03T02:07:17.411472Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
"Task Operation",76,"1",3,"","2026-03-03T02:07:19.048331Z",3,9078,"watchlist_verb","yes",0,0.0,0,76,1.087,"#C C moves the hand on the card","moves hand on card","Core task involving high hand activity.","r002","Playing Instrument","","silver",621.8211366666667,"2026-03-03T02:07:19.048346Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","yes"
"Stationary",77,"1",3,"","2026-03-03T02:07:38.993836Z",6,3326,"","no",0,0.0,0,77,19.371,"#C C checks the cards","checks cards","Low body/hand motion, likely involves visual inspection.","r002","Playing Instrument","","silver",625.1092466666666,"2026-03-03T02:07:38.993853Z","Gold","1a89d7f1-fb77-4aef-a97a-d3d54756a9df","no"
