"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Essential Operation",2446,"1",10,"","2026-03-03T01:06:49.461864Z",5,4539,"","no",0,0.0,0,2446,38.58,"#C C drives in the screw with the screw gun","drives in screw with screw gun","Core manual task involving high hand activity.","r002","Carpentry","","silver",563.7656676213301,"2026-03-03T01:06:49.461882Z","Gold","01d793c6-e235-4af1-8a1d-c70dcf0c8654","no"
"Object Transfer",2447,"1",10,"","2026-03-03T01:06:54.461246Z",3,11790,"","no",0,0.0,0,2447,4.838,"#C C places the screw gun with the screw on the plastic conduit on the wall","places screw gun with screw on plastic conduit on wall","Logistics step involving placing objects.","r002","Carpentry","","silver",575.4954076213301,"2026-03-03T01:06:54.461261Z","Gold","01d793c6-e235-4af1-8a1d-c70dcf0c8654","no"
"Object Transfer",2448,"1",10,"","2026-03-03T01:06:57.540800Z",4,7955,"","no",0,0.0,0,2448,2.932,"#C C removes the screw gun from the plastic conduit","removes screw gun from plastic conduit","Logistics step, picking up the tool from its storage location.","r002","Carpentry","","silver",580.92489762133,"2026-03-03T01:06:57.540816Z","Gold","01d793c6-e235-4af1-8a1d-c70dcf0c8654","no"
"Stationary",2449,"1",10,"","2026-03-03T01:07:00.562416Z",5,4360,"watchlist_verb","yes",0,0.0,0,2449,2.887,"#C C touches a card on the table with her right hand.","touches card on table with her right hand","The action involves a minor touch and does not involve significant body or hand motion.","r002","Playing Instrument","","silver",15.7537796,"2026-03-03T01:07:00.562429Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Essential Operation",2450,"1",10,"Stationary","2026-03-03T01:07:08.937938Z",5,4170,"watchlist_verb","yes",0,0.0,0,2450,8.231,"#O The boy M touches another card with his right hand.","boy m touches another card with his right hand","Core task involving high hand activity.","r002","Playing Instrument","","silver",49.944829600000006,"2026-03-03T01:07:08.937955Z","Bad","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Object Transfer",2451,"1",10,"","2026-03-03T01:07:12.709020Z",7,2626,"","no",0,0.0,0,2451,3.621,"#C C drops cards on the table with his right hand","drops cards on table with his right hand","Refined via regex fallback","r002","Playing Instrument","","silver",282.6261496,"2026-03-03T01:07:12.709036Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2452,"1",10,"","2026-03-03T01:08:48.061860Z",7,2566,"","no",0,0.0,0,2452,95.203,"#O A boy E gathers the cards on the table with both hands.","boy e gathers cards on table with both hands","Logistics step involving picking up and gathering objects.","r002","Playing Instrument","Essential Operation","silver",289.2684409546634,"2026-03-03T01:08:48.061880Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Stationary",2453,"1",10,"","2026-03-03T01:08:59.561001Z",4,6675,"","no",0,0.0,0,2453,11.319,"#C C interacts with the group of people.","interacts with group of people","Interacting with people typically involves low body and hand motion.","r002","Playing Instrument","Essential Operation","silver",295.5470709546634,"2026-03-03T01:08:59.561016Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2454,"1",10,"","2026-03-03T01:09:03.638678Z",4,6787,"","no",0,0.0,0,2454,3.934,"#O The man B picks another sticker from the table with his right hand.","man b picks another sticker from table with his right hand","The action involves picking up an object (sticker), which is a logistics step.","r002","Playing Instrument","","silver",320.4969709546634,"2026-03-03T01:09:03.638698Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2455,"1",10,"","2026-03-03T01:09:07.542795Z",3,10610,"","no",0,0.0,0,2455,3.758,"#O The man F picks another sticker from the table with his right hand.","man f picks another sticker from table with his right hand","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",321.6141909546634,"2026-03-03T01:09:07.542809Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2456,"1",10,"","2026-03-03T01:09:09.860741Z",5,4769,"","no",0,0.0,0,2456,2.175,"#O The man F picks another card from the table with his right hand.","man f picks another card from table with his right hand","The action involves picking up an object (card), which is a logistics step.","r002","Playing Instrument","","silver",357.0045309546634,"2026-03-03T01:09:09.860756Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2457,"1",10,"","2026-03-03T01:09:11.810523Z",3,10331,"","no",0,0.0,0,2457,1.801,"#O The lady G picks another card from the table with her right hand.","lady g picks another card from table with her right hand","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",358.4772509546634,"2026-03-03T01:09:11.810547Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2458,"1",10,"","2026-03-03T01:09:14.638916Z",3,10223,"","no",0,0.0,0,2458,2.667,"#O The girl D picks another card from the table with her right hand.","girl d picks another card from table with her right hand","The action involves picking up an object (card) with the hand, which is a logistics step.","r002","Playing Instrument","","silver",362.0357609546634,"2026-03-03T01:09:14.638932Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Stationary",2459,"1",10,"Object Transfer","2026-03-03T01:09:22.477122Z",3,10614,"","no",0,0.0,0,2459,7.692,"#O The man F plays another card on the table with his right hand.","man f plays another card on table with his right hand","The action involves a single hand movement and is likely performed while sitting or standing still.","r002","Playing Instrument","","silver",377.9106809546634,"2026-03-03T01:09:22.477140Z","Bad","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Stationary",2460,"1",10,"","2026-03-03T01:09:27.877453Z",26,232,"","no",0,0.0,0,2460,5.259,"#C C interacts with the group. #Unsure","interacts with group","Interacting with the group likely involves speaking or gesturing minimally, with little to no significant body or hand motion.","r002","Playing Instrument","Essential Operation","silver",443.6399009546634,"2026-03-03T01:09:27.877469Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2461,"1",10,"","2026-03-03T01:19:12.077320Z",5,4774,"","no",0,0.0,0,2461,584.052,"#O The man H picks another card from the table with his right hand.","man h picks another card from table with his right hand","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",503.6839809546634,"2026-03-03T01:19:12.077335Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Essential Operation",2462,"1",10,"Stationary","2026-03-03T01:19:28.621669Z",3,8678,"watchlist_verb","yes",0,0.0,0,2462,16.391,"#O The boy A touches pebbles on a card with his right finger.","boy touches pebbles on card with his right finger","Core manual task involving fine motor skills and direct interaction with the pebbles.","r002","Playing Instrument","","silver",607.4602009546634,"2026-03-03T01:19:28.621684Z","Bad","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Object Transfer",2463,"1",10,"","2026-03-03T01:19:31.205183Z",4,7241,"","no",0,0.0,0,2463,2.414,"#C C picks up cards from the table with her right hand.","picks up cards from table with her right hand","The action involves picking up objects (cards), which is a logistics step.","r002","Playing Instrument","","silver",636.7394909546634,"2026-03-03T01:19:31.205198Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2464,"1",10,"","2026-03-03T01:19:33.922495Z",3,8673,"watchlist_verb","yes",0,0.0,0,2464,2.553,"#O The boy E moves a pebble around the table with his right hand.","boy e moves pebble around table with his right hand","The action involves moving an object (pebble), which is a logistics step.","r002","Playing Instrument","","silver",644.6523309546634,"2026-03-03T01:19:33.922511Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Object Transfer",2465,"1",10,"","2026-03-03T01:19:43.772946Z",3,11636,"","no",0,0.0,0,2465,9.702,"#C C places cards in her left hand on the table.","places cards in her left hand on table","Logistics step involving picking up and putting down cards.","r002","Playing Instrument","","silver",657.7085709546634,"2026-03-03T01:19:43.772961Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2466,"1",10,"","2026-03-03T01:19:54.053473Z",6,3317,"","no",0,0.0,0,2466,10.135,"#O The boy A places a card in his right hand on the table.","boy places card in his right hand on table","The action involves placing an object, which is a logistics step.","r002","Playing Instrument","","silver",683.2959009546634,"2026-03-03T01:19:54.053491Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2467,"1",10,"","2026-03-03T01:19:56.572890Z",3,10221,"","no",0,0.0,0,2467,2.376,"#O The girl B places cards in her left hand on the table.","girl b places cards in her left hand on table","The action involves picking up and placing objects, which corresponds to logistics and setup steps.","r002","Playing Instrument","","silver",687.1430309546635,"2026-03-03T01:19:56.572905Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2468,"1",10,"","2026-03-03T01:20:00.453406Z",5,4653,"","no",0,0.0,0,2468,3.734,"#O The girl B places the card in her left hand on the table.","girl b places card in her left hand on table","Logistics step, placing the card on the table.","r002","Playing Instrument","","silver",726.2137856213301,"2026-03-03T01:20:00.453421Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2469,"1",10,"","2026-03-03T01:20:03.844420Z",5,4655,"","no",0,0.0,0,2469,3.242,"#O The girl G picks up a card from the table with her right hand.","girl g picks up card from table with her right hand","Logistics step involving picking up an object.","r002","Playing Instrument","","silver",732.5629056213301,"2026-03-03T01:20:03.844435Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2470,"1",10,"","2026-03-03T01:20:06.803228Z",4,6275,"","no",0,0.0,0,2470,2.818,"#O The boy A picks up cards from the table with his left hand.","boy picks up cards from table with his left hand","The action involves picking up objects, which is a logistics step.","r002","Playing Instrument","","silver",737.7733156213301,"2026-03-03T01:20:06.803244Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2471,"1",10,"","2026-03-03T01:20:18.877895Z",12,944,"","no",0,0.0,0,2471,11.903,"#O The boy A places a pebble in his right hand on a card.","boy places pebble in his right hand on card","The action involves picking up and placing an object, which is a logistical step.","r002","Playing Instrument","","silver",741.8745956213301,"2026-03-03T01:20:18.877918Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2472,"1",10,"","2026-03-03T01:20:21.355288Z",5,4423,"","no",0,0.0,0,2472,2.331,"#O The boy E places a pebble in his right hand on the card.","boy e places pebble in his right hand on card","The action involves picking up and placing a pebble, which is a logistics step.","r002","Playing Instrument","","silver",742.82304562133,"2026-03-03T01:20:21.355304Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2473,"1",10,"","2026-03-03T01:20:24.273056Z",3,8677,"watchlist_verb","yes",0,0.0,0,2473,2.771,"#O The boy C moves a pebble around the table with his right hand.","boy moves pebble around table with his right hand","The action involves moving an object (pebble) around, which corresponds to logistics or setup.","r002","Playing Instrument","","silver",775.17917562133,"2026-03-03T01:20:24.273072Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Object Transfer",2474,"1",10,"","2026-03-03T01:20:29.201508Z",9,1638,"","no",0,0.0,0,2474,4.78,"#O The boy A picks up a card from the deck of cards on the table with his right hand.","boy picks up card from deck of cards on table with his right hand","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",785.69038562133,"2026-03-03T01:20:29.201524Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2475,"1",10,"","2026-03-03T01:22:14.111170Z",5,4422,"","no",0,0.0,0,2475,104.757,"#O The boy E picks up a card from the deck of cards on the table with his right hand.","boy e picks up card from deck of cards on table with his right hand","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",786.7975456213301,"2026-03-03T01:22:14.111185Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Essential Operation",2476,"1",10,"","2026-03-03T01:22:18.655910Z",4,6270,"","no",0,0.0,0,2476,4.381,"#O The boy E flips through cards in his left hand with his right hand.","boy e flips through cards in his left hand with his right hand","Core manual task involving high hand activity.","r002","Playing Instrument","","silver",823.3501456213301,"2026-03-03T01:22:18.655925Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Essential Operation",2477,"1",10,"Object Transfer","2026-03-03T01:22:25.719776Z",4,6271,"","no",0,0.0,0,2477,6.924,"#O A boy E plays another card on the table with his right hand.","boy e plays another card on table with his right hand","Core manual task involving hand activity.","r002","Playing Instrument","","silver",826.9979576213301,"2026-03-03T01:22:25.719790Z","Bad","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Essential Operation",2478,"1",10,"","2026-03-03T01:22:28.168455Z",3,10693,"","no",0,0.0,0,2478,2.287,"#O The man A shuffles the cards in his left hand with his right hand.","man shuffles cards in his left hand with his right hand","Core manual task involving high hand activity.","r002","Playing Instrument","","silver",943.03357762133,"2026-03-03T01:22:28.168470Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2479,"1",10,"","2026-03-03T01:22:30.562145Z",10,1418,"","no",0,0.0,0,2479,2.217,"#O The man H plays another card on the table with his right hand.","man h plays another card on table with his right hand","The action involves placing an object (card) on the table, which is a logistics step.","r002","Playing Instrument","","silver",958.50166762133,"2026-03-03T01:22:30.562168Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Essential Operation",2480,"1",10,"","2026-03-03T01:22:34.364652Z",3,10615,"","no",0,0.0,0,2480,3.662,"#O The man F plays another card on the table with his right hand.","man f plays another card on table with his right hand","The action involves a specific manual task (playing a card), which is a core operation with high hand activity.","r002","Playing Instrument","","silver",971.44616762133,"2026-03-03T01:22:34.364665Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2481,"1",10,"","2026-03-03T01:22:38.874045Z",3,10634,"","no",0,0.0,0,2481,4.362,"#O The man A gathers the cards on the table with both hands.","man gathers cards on table with both hands","Logistics step involving picking up and organizing objects.","r002","Playing Instrument","","silver",1035.51700762133,"2026-03-03T01:22:38.874058Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2482,"1",10,"","2026-03-03T01:22:43.637471Z",3,10663,"","no",0,0.0,0,2482,4.622,"#O The man A picks some cards from the table with his right hand.","man picks cards from table with his right hand","Logistics step involving picking up objects.","r002","Playing Instrument","","silver",1119.06850762133,"2026-03-03T01:22:43.637486Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2483,"1",10,"Stationary","2026-03-03T01:22:51.305305Z",5,4544,"","no",0,0.0,0,2483,7.518,"#C C drops both hands.","drops both hands","[CtxFixed] The action of dropping both hands can be interpreted as a deliberate placement of the hands onto a surface, which fits the criteria for 'Object Transfer'.","r002","Playing Instrument","","silver",1182.9578976213302,"2026-03-03T01:22:51.305320Z","Bad","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2484,"1",10,"","2026-03-03T01:23:05.170457Z",5,4421,"","no",0,0.0,0,2484,13.719,"#O The boy D places a pebble in his right hand on the card.","boy d places pebble in his right hand on card","The action involves picking up and placing an object, which is a logistics step.","r002","Playing Instrument","","silver",1377.887290954663,"2026-03-03T01:23:05.170472Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2485,"1",10,"","2026-03-03T01:23:28.210611Z",4,7371,"","no",0,0.0,0,2485,22.891,"#C C places a pebble in her right hand on the card.","places pebble in her right hand on card","The action involves placing an object, which is a logistics step.","r002","Playing Instrument","","silver",1377.9375909546632,"2026-03-03T01:23:28.210625Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2486,"1",10,"","2026-03-03T01:23:30.354578Z",5,4420,"","no",0,0.0,0,2486,1.995,"#O The boy D drops card in his right hand on the table.","boy d drops card in his right hand on table","Refined via regex fallback","r002","Playing Instrument","","silver",1402.527710954663,"2026-03-03T01:23:30.354602Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Stationary",2487,"1",10,"","2026-03-03T01:23:34.224026Z",3,8680,"watchlist_verb","yes",0,0.0,0,2487,3.722,"#O The boy A touches pebbles with his hands.","boy touches pebbles with his hands","The action describes a gentle touch without significant movement.","r002","Playing Instrument","","silver",1423.4121109546631,"2026-03-03T01:23:34.224042Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Object Transfer",2488,"1",10,"","2026-03-03T01:23:36.615436Z",5,4652,"","no",0,0.0,0,2488,2.252,"#O The girl B picks up a card from the deck of cards on the table with her right hand.","girl b picks up card from deck of cards on table with her right hand","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",1485.1656909546632,"2026-03-03T01:23:36.615453Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2489,"1",10,"","2026-03-03T01:23:39.056421Z",3,10231,"","no",0,0.0,0,2489,2.297,"#O The girl G picks up a card from the deck of cards on the table with her right hand.","girl g picks up card from deck of cards on table with her right hand","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",1488.633460954663,"2026-03-03T01:23:39.056437Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Essential Operation",2490,"1",10,"","2026-03-03T01:24:25.689426Z",4,6273,"","no",0,0.0,0,2490,46.463,"#O The boy A flips through cards in his left hand with his right hand.","boy flips through cards in his left hand with his right hand","Core manual task involving high hand activity.","r002","Playing Instrument","","silver",1491.9649409546632,"2026-03-03T01:24:25.689442Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Essential Operation",2491,"1",10,"","2026-03-03T01:24:28.038155Z",3,10220,"","no",0,0.0,0,2491,2.202,"#O The girl B flips through cards in her left hand with her right hand.","girl b flips through cards in her left hand with her right hand","Core manual task involving high hand activity.","r002","Playing Instrument","","silver",1492.6757009546632,"2026-03-03T01:24:28.038170Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2492,"1",10,"","2026-03-03T01:24:30.386560Z",3,10218,"","no",0,0.0,0,2492,2.204,"#O The girl B drops a card in her right hand on the table.","girl b drops card in her right hand on table","The action involves moving an object (dropping a card), which corresponds to logistics or setup steps.","r002","Playing Instrument","","silver",1500.1637109546632,"2026-03-03T01:24:30.386575Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2493,"1",10,"","2026-03-03T01:24:33.927094Z",5,4654,"","no",0,0.0,0,2493,3.388,"#O The girl G drops a card in her right hand on the table.","girl g drops card in her right hand on table","Refined via regex fallback","r002","Playing Instrument","","silver",1511.351620954663,"2026-03-03T01:24:33.927110Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Essential Operation",2494,"1",10,"Stationary","2026-03-03T01:24:42.759782Z",3,8679,"watchlist_verb","yes",0,0.0,0,2494,8.696,"#O The boy A touches pebbles on the table with his right hand.","boy touches pebbles on table with his right hand","The action involves a core manual task, likely related to playing an instrument or performing a specific action with pebbles.","r002","Playing Instrument","","silver",1570.4203909546632,"2026-03-03T01:24:42.759807Z","Bad","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Object Transfer",2495,"1",10,"","2026-03-03T01:24:45.910651Z",3,8676,"watchlist_verb","yes",0,0.0,0,2495,3.002,"#O The boy A moves cards on the table with his right hand.","boy moves cards on table with his right hand","Logistics of moving cards, short bursts of hand acceleration.","r002","Playing Instrument","","silver",1690.470680954663,"2026-03-03T01:24:45.910667Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Object Transfer",2496,"1",10,"","2026-03-03T01:27:12.894195Z",4,6272,"","no",0,0.0,0,2496,146.834,"#O The boy F places a pebble in his right hand on a card.","boy f places pebble in his right hand on card","The action involves picking up and placing a pebble, which is a logistics step.","r002","Playing Instrument","","silver",1703.099830954663,"2026-03-03T01:27:12.894208Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Object Transfer",2497,"1",10,"","2026-03-03T01:27:16.925392Z",4,6620,"","no",0,0.0,0,2497,3.854,"#O The girl B places a pebble in her right hand on a card.","girl b places pebble in her right hand on card","Placing an object on a card, a logistics step.","r002","Playing Instrument","","silver",1703.3344809546631,"2026-03-03T01:27:16.925417Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Stationary",2498,"1",10,"","2026-03-03T01:27:31.770134Z",5,4263,"watchlist_verb","yes",0,0.0,0,2498,14.695,"#O the man C touches a card on the table with his right hand","man touches card on table with his right hand","The action described involves a static interaction with an object, suggesting low body and hand motion.","r002","Playing Instrument","","silver",2255.172030954664,"2026-03-03T01:27:31.770150Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Object Transfer",2499,"1",10,"","2026-03-03T01:27:33.624643Z",3,10581,"","no",0,0.0,0,2499,1.699,"#O the man C drops a letter tile on the table with his right hand","man drops letter tile on table with his right hand","Refined via regex fallback","r002","Playing Instrument","","silver",2309.816580954664,"2026-03-03T01:27:33.624660Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","no"
"Stationary",2500,"1",10,"","2026-03-03T01:27:35.722527Z",3,8729,"watchlist_verb","yes",0,0.0,0,2500,1.952,"#O the girl E touches the card on the table with her right hand","girl e touches card on table with her right hand","The action described involves a gentle touch with the hand, which is likely to have minimal movement and low energy expenditure.","r002","Playing Instrument","","silver",2431.079320954663,"2026-03-03T01:27:35.722543Z","Gold","045451d6-2916-4c07-8e47-7cfdaa579086","yes"
"Search",2501,"1",10,"","2026-03-03T01:27:37.694057Z",6,3519,"","no",0,0.0,0,2501,1.825,"#C C looks at the traffic sign","looks at traffic sign","Head movement (visual search), hands mostly still.","r002","Walking Outdoors","","silver",901.0182433333332,"2026-03-03T01:27:37.694072Z","Gold","0fa75cb3-c4a0-4232-bdc4-15116ed39d88","no"
"Locomotion",2502,"1",10,"","2026-03-03T01:27:39.439507Z",4,7001,"","no",0,0.0,0,2502,1.558,"#O Person A walks on the walkway","person walks on walkway","Body moving through space, high body acceleration.","r002","Walking Outdoors","","silver",989.5766733333334,"2026-03-03T01:27:39.439523Z","Gold","0fa75cb3-c4a0-4232-bdc4-15116ed39d88","no"
"Stationary",2503,"1",10,"","2026-03-03T01:27:42.241887Z",3,10492,"","no",0,0.0,0,2503,2.648,"#C C looks on the compound","looks on compound","The action indicates a state of observation with minimal body movement.","r002","Walking Outdoors","","silver",1251.6423066666666,"2026-03-03T01:27:42.241902Z","Gold","0fa75cb3-c4a0-4232-bdc4-15116ed39d88","no"
"Stationary",2504,"1",10,"Search","2026-03-03T01:27:43.670782Z",3,10494,"","no",0,0.0,0,2504,3.8810000000000002,"#C C looks on the grass","looks on grass","Low body/hand motion, visual inspection.","r002","Walking Outdoors","","silver",1332.1295566666668,"2026-03-03T01:27:48.004646Z","Bad","0fa75cb3-c4a0-4232-bdc4-15116ed39d88","no"
"Stationary",2505,"1",10,"Search","2026-03-03T01:27:53.253439Z",3,10500,"","no",0,0.0,0,2505,4.118,"#C C looks on the walkway","looks on walkway","Low body/hand motion, focus on observation.","r002","Walking Outdoors","","silver",1697.39352,"2026-03-03T01:27:53.253453Z","Bad","0fa75cb3-c4a0-4232-bdc4-15116ed39d88","no"
"Stationary",2506,"1",10,"","2026-03-03T01:27:56.493431Z",4,5978,"watchlist_verb","yes",0,0.0,0,2506,3.094,"#C C holds a phone with his hands. #unsure","holds phone with his hands","Low body/hand motion, holding an object.","r002","Walking Outdoors","","silver",-0.0123047333333333,"2026-03-03T01:27:56.493447Z","Gold","10167fcf-348b-4697-8506-d2411af13df4","yes"
"Stationary",2507,"1",10,"Essential Operation","2026-03-03T01:28:02.739197Z",4,6652,"","no",0,0.0,0,2507,6.102,"#C C highlights words with a mouse","highlights words with mouse","Low body/hand motion, mostly hand activity.","r002","Desk Work","","silver",200.7073286,"2026-03-03T01:28:02.739217Z","Bad","124d8745-52d7-464c-bb46-65b96bbdcffa","no"
