"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Object Transfer",1030,"1",9,"","2026-03-07T20:47:29.536425Z",3,11492,"","no",0,0.0,0,1032,2.038,"#C C picks up a carton from the table","picks up carton from table","Logistics step involving picking up an object.","r002","Carpentry","","silver",511.11095,"2026-03-07T20:47:29.536444Z","Gold","15260985-2664-4bb5-af9c-d65e11ea8bb5","no"
"Object Transfer",1031,"1",9,"","2026-03-07T20:47:31.525489Z",4,8068,"","no",0,0.0,0,1033,1.494,"#C C sets the nail on the hole on the key lock on the furniture","sets nail on hole on key lock on furniture","The action involves placing the nail into a specific location, which is a logistics step.","r002","Carpentry","","silver",525.65523,"2026-03-07T20:47:31.525517Z","Gold","15260985-2664-4bb5-af9c-d65e11ea8bb5","no"
"Object Transfer",1032,"1",9,"","2026-03-07T20:47:33.714815Z",3,11120,"","no",0,0.0,0,1034,1.715,"#C C picks a chisel on a tool table with his right gloved hands.","picks chisel on tool table with his right gloved hands","Logistics step of picking up an object.","r002","Mechanical Repair","","silver",6.21667,"2026-03-07T20:47:33.714849Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","no"
"Essential Operation",1033,"1",9,"","2026-03-07T20:47:35.959136Z",4,8108,"","no",0,0.0,0,1035,1.671,"#C C soldiers a wire on the trafficator switch of the motorbike in his gloved left hand with the soldering iron in his gloved right hand.","soldiers wire on trafficator switch of motorbike in his gloved left hand with soldering iron in his gloved right hand","Core manual task involving high hand activity.","r002","Mechanical Repair","","silver",286.97002,"2026-03-07T20:47:35.959164Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","no"
"Object Transfer",1034,"1",9,"","2026-03-07T20:48:36.421784Z",3,11804,"","no",0,0.0,0,1036,1.367,"#C C places the soldering iron in his gloved right hand on the metal stool on the work table.","places soldering iron in his gloved right hand on metal stool on work table","The action involves placing an object (soldering iron) on a surface (metal stool), which is a logistics/transfer step.","r002","Mechanical Repair","","silver",327.7742,"2026-03-07T20:48:36.421804Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","no"
"Object Transfer",1035,"1",9,"","2026-03-07T20:48:38.961312Z",3,11369,"","no",0,0.0,0,1037,1.184,"#C C picks a scissors from the work table with his gloved right hand.","picks scissors from work table with his gloved right hand","Logistics step involving picking up an object.","r002","Mechanical Repair","","silver",380.45042,"2026-03-07T20:48:38.961330Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","no"
"Object Transfer",1036,"1",9,"","2026-03-07T20:48:40.287285Z",4,7182,"","no",0,0.0,0,1038,0.879,"#C C picks a plier from the work table with his gloved right hand.","picks plier from work table with his gloved right hand","The action involves picking up an object, which is a logistics step.","r002","Mechanical Repair","","silver",384.80297,"2026-03-07T20:48:40.287301Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","no"
"Essential Operation",1037,"1",9,"","2026-03-07T20:48:47.802134Z",4,5867,"watchlist_verb","yes",0,0.0,0,1039,2.331,"#C C adjusts the wires on the trafficator switch of the motorbike in his gloved left hand with both gloved hands. #Unsure","adjusts wires on trafficator switch of motorbike in his gloved left hand with both gloved hands","Core manual task involving fine motor skills and high hand activity.","r002","Mechanical Repair","","silver",483.4743,"2026-03-07T20:48:47.802159Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","yes"
"Object Transfer",1038,"1",9,"","2026-03-07T20:48:49.371660Z",3,10036,"","no",0,0.0,0,1040,1.031,"#C C drops the screwdriver on the work table with his gloved right hand.","drops screwdriver on work table with his gloved right hand","[CtxFixed] The action of dropping the screwdriver onto the work table indicates a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.","r002","Mechanical Repair","","silver",733.7105799999999,"2026-03-07T20:48:49.371678Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","no"
"Essential Operation",1039,"1",9,"","2026-03-07T20:48:50.810815Z",6,3253,"watchlist_verb","yes",0,0.0,0,1041,0.995,"#C C moves a screwdriver on the work table with his gloved right hand.","moves screwdriver on work table with his gloved right hand","Core manual task involving high hand activity.","r002","Mechanical Repair","","silver",825.31718,"2026-03-07T20:48:50.810837Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","yes"
"Stationary",1040,"1",9,"","2026-03-07T20:48:52.792162Z",3,8836,"watchlist_verb","yes",0,0.0,0,1042,1.375,"#C C holds the motorbike with both gloved hands. #Unsure","holds motorbike with both gloved hands","Low body/hand motion, holding position.","r002","Mechanical Repair","","silver",934.02683,"2026-03-07T20:48:52.792185Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","yes"
"Object Transfer",1041,"1",9,"","2026-03-07T20:48:54.855213Z",6,3674,"","no",0,0.0,0,1043,3.238,"#C C picks the screw from the screwdriver with his gloved left hand.","picks screw from screwdriver with his gloved left hand","Logistics step, picking up the screw.","r002","Mechanical Repair","","silver",1095.9266066666669,"2026-03-07T20:48:58.199534Z","Gold","20400762-1e47-462d-a7d1-64a1b162b1f9","no"
"Object Transfer",1042,"1",9,"","2026-03-07T20:49:03.340746Z",5,4861,"","no",0,0.0,0,1045,2.004,"#C C passes the siever to the left hand.","passes siever to left hand","Transferring an object from one hand to another.","r002","Cooking","","silver",14.6525186,"2026-03-07T20:49:03.340774Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1043,"1",9,"","2026-03-07T20:49:04.675766Z",3,10897,"","no",0,0.0,0,1046,0.732,"#C C passes the siever to the right hand.","passes siever to right hand","Transfer of an object from one hand to another.","r002","Cooking","","silver",19.2587386,"2026-03-07T20:49:04.675791Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Essential Operation",1044,"1",9,"","2026-03-07T20:49:06.374805Z",16,553,"","no",0,0.0,0,1047,1.219,"#C C cleans the mushroom.","cleans mushroom","Core task involving manual work, high hand activity.","r002","Cooking","","silver",30.3074286,"2026-03-07T20:49:06.374838Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1045,"1",9,"","2026-03-07T20:49:07.872075Z",4,7142,"","no",0,0.0,0,1048,0.875,"#C C picks the mushrooms.","picks mushrooms","Logistics step involving picking up an object.","r002","Cooking","","silver",38.3384686,"2026-03-07T20:49:07.872098Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1046,"1",9,"","2026-03-07T20:49:09.411053Z",3,10272,"","no",0,0.0,0,1049,0.922,"#C C hangs the siever .","hangs siever","Logistics action of hanging an object.","r002","Cooking","","silver",42.0143886,"2026-03-07T20:49:09.411076Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1047,"1",9,"","2026-03-07T20:49:11.255761Z",14,749,"","no",0,0.0,0,1050,1.336,"#C C puts the mushroom in the bowl.","puts mushroom in bowl","Logistics/Setup step involving picking up and placing an object.","r002","Cooking","","silver",49.2696186,"2026-03-07T20:49:11.255789Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1048,"1",9,"","2026-03-07T20:49:12.856125Z",7,2754,"","no",0,0.0,0,1051,1.064,"#C C passes the onion to the left hand.","passes onion to left hand","Passing an object involves logistics and short bursts of hand acceleration.","r002","Cooking","","silver",136.75871859999998,"2026-03-07T20:49:12.856146Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1049,"1",9,"","2026-03-07T20:49:14.279352Z",5,5336,"","no",0,0.0,0,1052,0.859,"#C C puts the onion on the table.","puts onion on table","Logistics step involving picking up and putting down an object.","r002","Cooking","","silver",137.28787859999997,"2026-03-07T20:49:14.279375Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1050,"1",9,"","2026-03-07T20:49:15.610440Z",4,7757,"","no",0,0.0,0,1053,0.825,"#C C puts the paper in the shelf.","puts paper in shelf","Logistics step involving moving an object to a location.","r002","Cooking","","silver",143.9922786,"2026-03-07T20:49:15.610474Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1051,"1",9,"","2026-03-07T20:49:17.091152Z",4,6964,"","no",0,0.0,0,1054,0.891,"#C C passes the packet to the right hand.","passes packet to right hand","Passing an object involves logistics and short bursts of hand activity.","r002","Cooking","","silver",149.0253186,"2026-03-07T20:49:17.091170Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1052,"1",9,"","2026-03-07T20:49:18.503895Z",5,5344,"","no",0,0.0,0,1055,0.871,"#C C puts the peel in the container.","puts peel in container","Logistics step, placing an object into a container.","r002","Cooking","","silver",199.7415586,"2026-03-07T20:49:18.503926Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1053,"1",9,"","2026-03-07T20:49:19.869131Z",6,3826,"","no",0,0.0,0,1056,0.842,"#C C puts the dirt in the container.","puts dirt in container","Logistics step of picking up and placing the dirt into a container.","r002","Cooking","","silver",214.9014186,"2026-03-07T20:49:19.869150Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1054,"1",9,"","2026-03-07T20:49:21.195952Z",5,5311,"","no",0,0.0,0,1057,0.805,"#C C puts the lid on the chopping board.","puts lid on chopping board","Logistics step involving placing an object.","r002","Cooking","","silver",277.4460086,"2026-03-07T20:49:21.195976Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1055,"1",9,"","2026-03-07T20:49:22.602882Z",4,7717,"","no",0,0.0,0,1058,0.757,"#C C puts the lid on the bottle.","puts lid on bottle","Logistics/Setup step involving picking up and placing the lid.","r002","Cooking","","silver",283.6698086,"2026-03-07T20:49:22.602900Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Stationary",1056,"1",9,"","2026-03-07T20:50:52.224394Z",8,2041,"watchlist_verb","yes",0,0.0,0,1059,89.077,"#C C touches the pan handle.","touches pan handle","Low body/hand motion, indicative of checking or feeling the pan.","r002","Cooking","","silver",396.6025867646215,"2026-03-07T20:50:52.224411Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","yes"
"Object Transfer",1057,"1",9,"","2026-03-07T20:50:53.628584Z",4,6962,"","no",0,0.0,0,1060,0.835,"#C C passes the lid to the left hand.","passes lid to left hand","Logistics step involving the transfer of an object from one hand to another.","r002","Cooking","","silver",412.4753967646215,"2026-03-07T20:50:53.628611Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1058,"1",9,"","2026-03-07T20:50:54.914688Z",5,4854,"","no",0,0.0,0,1061,0.748,"#C C passes the lid to the right hand.","passes lid to right hand","The action involves transferring an object from one hand to another, which is a logistics step.","r002","Cooking","","silver",420.3398167646215,"2026-03-07T20:50:54.914712Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Essential Operation",1059,"1",9,"","2026-03-07T20:50:56.378348Z",4,7437,"","no",0,0.0,0,1062,0.995,"#C C plucks the stem.","plucks stem","Core task involving fine motor skills, high hand activity.","r002","Cooking","","silver",456.7052567646215,"2026-03-07T20:50:56.378367Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1060,"1",9,"","2026-03-07T20:51:20.035036Z",9,1608,"watchlist_verb","yes",0,0.0,0,1063,2.042,"#C C moves the mushrooms.","moves mushrooms","Moving an object (mushrooms), involves picking up and placing down.","r002","Cooking","","silver",486.0070467646215,"2026-03-07T20:51:20.035057Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","yes"
"Object Transfer",1061,"1",9,"","2026-03-07T20:52:36.120742Z",5,5272,"","no",0,0.0,0,1064,75.551,"#C C puts the container on the chopping board.","puts container on chopping board","Logistics step involving picking up and placing down an object.","r002","Cooking","","silver",577.5525276136719,"2026-03-07T20:52:36.120756Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1062,"1",9,"","2026-03-07T20:52:37.633493Z",4,6059,"watchlist_verb","yes",0,0.0,0,1065,0.966,"#C C moves the bell peppers.","moves bell peppers","Logistics step involving moving an object.","r002","Cooking","","silver",608.9641376136719,"2026-03-07T20:52:37.633510Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","yes"
"Object Transfer",1063,"1",9,"","2026-03-07T20:52:39.388347Z",4,6235,"","no",0,0.0,0,1066,1.248,"#C C adds #unsure in the pan.","adds in pan","[CtxFixed] The action of adding something to the pan involves transferring an object (the contents of the container) into the pan.","r002","Cooking","","silver",682.2333776136719,"2026-03-07T20:52:39.388375Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Stationary",1064,"1",9,"","2026-03-07T20:52:41.207054Z",3,9355,"watchlist_verb","yes",0,0.0,0,1067,1.018,"#C C touches the handle.","touches handle","Low body/hand motion, likely involves minimal movement.","r002","Cooking","","silver",702.9655476136719,"2026-03-07T20:52:41.207070Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","yes"
"Object Transfer",1065,"1",9,"","2026-03-07T20:52:42.595879Z",5,5363,"","no",0,0.0,0,1068,0.89,"#C C puts the scissors in the drawer.","puts scissors in drawer","Logistics/Setup step involving picking up and placing an object.","r002","Cooking","","silver",998.53910275328,"2026-03-07T20:52:42.595907Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1066,"1",9,"","2026-03-07T20:52:43.917213Z",4,7878,"","no",0,0.0,0,1069,0.781,"#C C puts water in the container.","puts water in container","Logistics step involving picking up and pouring water.","r002","Cooking","","silver",1460.2211779989575,"2026-03-07T20:52:43.917230Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Stationary",1067,"1",9,"","2026-03-07T20:52:45.412477Z",3,9386,"watchlist_verb","yes",0,0.0,0,1070,1.002,"#C C touches the rope.","touches rope","Low body/hand motion, likely inspecting the rope.","r002","Cooking","","silver",1714.9540924702376,"2026-03-07T20:52:45.412502Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","yes"
"Stationary",1068,"1",9,"","2026-03-07T20:52:56.143565Z",3,10113,"","no",0,0.0,0,1071,10.182,"#C C eats the mushrooms.","eats mushrooms","Low body/hand motion, eating involves minimal movement.","r002","Cooking","Essential Operation","silver",1815.1317158035708,"2026-03-07T20:52:56.143598Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Object Transfer",1069,"1",9,"","2026-03-07T20:52:58.168203Z",11,1259,"","no",0,0.0,0,1072,1.289,"#C C puts the scrubber down","puts scrubber down","Logistics step involving placing an object down.","r002","Cooking","","silver",1913.028188928776,"2026-03-07T20:52:58.168223Z","Gold","228eb02a-6c89-4aa0-9cd4-0cdab1550c83","no"
"Essential Operation",1070,"1",9,"","2026-03-07T20:53:00.239207Z",3,10506,"","no",0,0.0,0,1073,1.559,"#C C loosens a bolt in the flood light on the wall with the allen key in his gloved hands.","loosens bolt in flood light on wall with allen key in his gloved hands","Core manual task involving manipulation with hands, high hand activity.","r002","Carpentry","","silver",45.2754696,"2026-03-07T20:53:00.239235Z","Gold","24902050-6f9d-42bc-aa7d-ecf468d89eef","no"
"Object Transfer",1071,"1",9,"","2026-03-07T20:53:07.488839Z",3,11167,"","no",0,0.0,0,1074,6.747,"#C C picks a drill on the scaffold with his gloved right hand.","picks drill on scaffold with his gloved right hand","Logistics step, picking up an object.","r002","Carpentry","","silver",93.8055296,"2026-03-07T20:53:07.488875Z","Gold","24902050-6f9d-42bc-aa7d-ecf468d89eef","no"
