action,annotation_id,annotator,batch,corrected_action,created_at,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,id,lead_time,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,status,timestamp_sec,updated_at,verdict,video_uid,watchlist_hit
Essential Operation,13096,1,1,Locomotion,2026-03-03T00:47:55.927205Z,3,10913,,no,0,0.0,0,1144295,9.157,#C C penetrates on the shrub,penetrates on shrub,Core task involving manual activity with tools.,r002,Gardening,,silver,2993.4390258298176,2026-03-03T00:47:55.927249Z,Bad,06456897-960d-4d0c-8ce2-cd50a5a57bc3,no
Locomotion,13097,1,1,,2026-03-03T00:48:15.702779Z,7,3092,,no,0,0.0,0,1144296,3.898,#C C walks backwards,walks backwards,Body moving through space in a walking motion.,r002,Gardening,,silver,3116.4882558298177,2026-03-03T00:48:15.702814Z,Gold,06456897-960d-4d0c-8ce2-cd50a5a57bc3,no
Object Transfer,13098,1,1,,2026-03-03T00:48:19.982301Z,4,6650,,no,0,0.0,0,1144297,3.352,#C C hangs the plier in his right hand on the ladder,hangs plier in his right hand on ladder,The action involves moving an object (the pliers) to a specific location (hanging on the ladder).,r002,Carpentry,,silver,31.7708596,2026-03-03T00:48:19.982316Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,13099,1,1,,2026-03-03T00:48:25.137773Z,3,10165,,no,0,0.0,0,1144298,4.217,#C C fixes an end of the wire to the splicing connector #unsure,fixes end of wire to splicing connector,Core manual task involving precise hand movements.,r002,Carpentry,,silver,79.6572096,2026-03-03T00:48:25.137788Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,13100,1,1,,2026-03-03T00:48:32.701457Z,5,5077,,no,0,0.0,0,1144299,6.757,#C C picks up a screwdriver from a table with his right hand #unsure,picks up screwdriver from table with his right hand,Logistics step involving picking up an object.,r002,Carpentry,,silver,126.7267796,2026-03-03T00:48:32.701492Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Stationary,13101,1,1,,2026-03-03T00:48:37.283124Z,8,2006,watchlist_verb,yes,0,0.0,0,1144300,2.69,#C C holds the wires with his left hand,holds wires with his left hand,"Low body/hand motion, holding position.",r002,Carpentry,,silver,143.37217959999998,2026-03-03T00:48:37.283182Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,yes
Object Transfer,13102,1,1,Essential Operation,2026-03-03T00:48:42.969775Z,3,9491,,no,0,0.0,1,1144301,10.711,#C C arranges the wires with both hands,arranges wires with both hands,Arranging wires involves logistics and setup.,r002,Carpentry,,silver,160.16641959999998,2026-03-03T00:48:53.657324Z,Bad,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,13103,1,1,,2026-03-03T00:48:57.140951Z,3,9490,,no,0,0.0,0,1144302,2.629,#C C arranges wires in the junction box with both hands,arranges wires in junction box with both hands,Core task involving high hand activity.,r002,Carpentry,,silver,189.6400296,2026-03-03T00:48:57.140984Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,13104,1,1,,2026-03-03T00:49:00.633592Z,4,6636,,no,0,0.0,0,1144303,2.684,#C C grabs the scissors from his pocket with his right hand #unsure,grabs scissors from his pocket with his right hand,"The action involves picking up an object, which is a logistics step.",r002,Carpentry,,silver,250.1666696,2026-03-03T00:49:00.633625Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,13105,1,1,,2026-03-03T00:49:05.042760Z,4,6394,,no,0,0.0,0,1144304,3.653,#C C cuts the wires with the scissors,cuts wires with scissors,Core task involving high hand activity.,r002,Carpentry,,silver,251.4485996,2026-03-03T00:49:05.042784Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,13106,1,1,,2026-03-03T00:49:09.442299Z,4,6589,,no,0,0.0,0,1144305,3.535,#C C fixes the end of the wire to the splicing connector with both hands #unsure,fixes end of wire to splicing connector with both hands,Core manual task involving high hand activity.,r002,Carpentry,,silver,269.97132960000005,2026-03-03T00:49:09.442331Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,13107,1,1,,2026-03-03T00:49:15.017841Z,4,7526,,no,0,0.0,0,1144306,3.137,#C C pulls a wire with his right hand,pulls wire with his right hand,Core manual task involving high hand activity.,r002,Carpentry,,silver,276.4961796,2026-03-03T00:49:15.017875Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,13108,1,1,,2026-03-03T00:49:19.327624Z,3,8641,watchlist_verb,yes,0,0.0,0,1144307,3.579,#C C adjusts the plier in his right hand,adjusts plier in his right hand,"Adjusting the tool for a core manual task, high hand activity.",r002,Carpentry,,silver,283.30069960000003,2026-03-03T00:49:19.327656Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,yes
Essential Operation,13109,1,1,,2026-03-03T00:49:22.688076Z,7,2609,,no,0,0.0,0,1144308,2.485,#C C cuts the wire with the plier,cuts wire with plier,Core manual task involving high hand activity.,r002,Carpentry,,silver,286.4972409546634,2026-03-03T00:49:22.688098Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Stationary,13110,1,1,Essential Operation,2026-03-03T00:49:30.422108Z,3,9489,,no,0,0.0,0,1144309,6.967,#C C arranges the wire with his left hand,arranges wire with his left hand,"Low body/hand motion, arranging the wire is a precise task with minimal movement.",r002,Carpentry,,silver,299.4714509546634,2026-03-03T00:49:30.422143Z,Bad,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,13111,1,1,,2026-03-03T00:49:33.868638Z,6,3967,,no,0,0.0,0,1144310,2.671,#C C screws a nut in the cut-out with the screwdriver in both hands,screws nut in cut out with screwdriver in both hands,Core manual task involving high hand activity.,r002,Carpentry,,silver,312.6207709546634,2026-03-03T00:49:33.868652Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,13112,1,1,Essential Operation,2026-03-03T00:49:38.010934Z,3,9492,,no,0,0.0,0,1144311,9.203,#C C arranges wires with his left hand,arranges wires with his left hand,Arranging wires involves logistics and handling objects.,r002,Carpentry,,silver,353.1978509546634,2026-03-03T00:49:44.217204Z,Bad,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,13113,1,1,,2026-03-03T00:50:09.110336Z,4,6958,,no,0,0.0,0,1144312,24.044,#C C passes the cable tie in his right hand behind a wire,passes cable tie in his right hand behind wire,Logistics step involving the transfer of an object.,r002,Carpentry,,silver,354.2909509546634,2026-03-03T00:50:09.110377Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,13114,1,1,Essential Operation,2026-03-03T00:50:33.893343Z,4,7515,,no,0,0.0,0,1144313,23.029,#C C pulls the other end of the cable tie from behind the wire with his left hand,pulls other end of cable tie from behind wire with his left hand,"Movement involving the transfer of an object, in this case, pulling a cable tie.",r002,Carpentry,,silver,354.9335609546634,2026-03-03T00:50:33.893376Z,Bad,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,13115,1,1,,2026-03-03T00:50:42.530952Z,3,9910,,no,0,0.0,0,1144314,7.872,#C C drops the cut part on the ground with his left hand #unsure,drops cut part on ground with his left hand,"[CtxFixed] The action of dropping the cut part of the cable tie onto the ground is a deliberate placement, which fits the definition of 'Object Transfer'.",r002,Carpentry,,silver,418.4590409546634,2026-03-03T00:50:42.530985Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,13116,1,1,,2026-03-03T00:50:46.087482Z,4,6382,,no,0,0.0,0,1144315,2.752,#C C cuts parts of the wires with the scissors,cuts parts of wires with scissors,Core task involving high hand activity.,r002,Carpentry,,silver,438.8703409546634,2026-03-03T00:50:46.087497Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Stationary,13117,1,1,,2026-03-03T00:50:48.662655Z,3,8897,watchlist_verb,yes,0,0.0,0,1144316,1.801,#C C holds the splicing connector in both hands #unsure,holds splicing connector in both hands,"Low body/hand motion, holding an object.",r002,Carpentry,,silver,635.5833276213301,2026-03-03T00:50:48.662670Z,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,yes
Essential Operation,13118,1,1,,2026-03-03T00:50:52.028045Z,6,3969,,no,0,0.0,0,1144317,2.691,#C C Scrubs the wall edge,scrubs wall edge,Core task involving high hand activity.,r002,Mechanical Repair,,silver,30.507548600000003,2026-03-03T00:50:52.028077Z,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Object Transfer,13119,1,1,,2026-03-03T00:50:55.908084Z,9,1817,,no,0,0.0,0,1144318,3.174,#C C Places #unsure on the floor,places on floor,"Logistics step, placing an object on the floor.",r002,Mechanical Repair,,silver,375.3441685331248,2026-03-03T00:50:55.908123Z,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,13120,1,1,,2026-03-03T00:51:01.571885Z,8,2353,,no,0,0.0,0,1144319,3.853,#C C Scoops the paint from paint container with paintbrush,scoops paint from paint container with paintbrush,"Core task involving manual operation with a tool, high hand activity.",r002,Mechanical Repair,,silver,450.7806485331248,2026-03-03T00:51:01.571917Z,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,13121,1,1,,2026-03-03T00:51:04.538833Z,3,10864,,no,0,0.0,0,1144320,2.222,#C C paints the ceiling,paints ceiling,"Core manual task, high hand activity.",r002,Mechanical Repair,,silver,691.9352876136719,2026-03-03T00:51:04.538861Z,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Stationary,13122,1,1,Essential Operation,2026-03-03T00:51:11.733528Z,10,1427,,no,0,0.0,0,1144321,6.409,#C C paints the ceiling,paints ceiling,"Painting typically involves holding a brush or roller in place, with minimal body movement.",r002,Mechanical Repair,,silver,706.2629676136719,2026-03-03T00:51:11.733560Z,Bad,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Locomotion,13123,1,1,,2026-03-03T00:51:17.350401Z,4,8428,,no,0,0.0,0,1144322,4.898,#C C Walks to the washroom,walks to washroom,"Body moving through space, high body acceleration.",r002,Mechanical Repair,,silver,852.2383582339817,2026-03-03T00:51:17.350435Z,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Object Transfer,13124,1,1,Essential Operation,2026-03-03T00:51:24.738723Z,3,9713,,no,0,0.0,0,1144323,6.036,#C C Covers the light with cellotape,covers light with cellotape,"The action involves picking up and applying tape, which is a logistics step.",r002,Mechanical Repair,,silver,861.3695882339817,2026-03-03T00:51:24.738745Z,Bad,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,13125,1,1,,2026-03-03T00:51:30.613742Z,17,533,,no,0,0.0,0,1144324,4.156,#C C Scoops the paint from painting container with paintbrush,scoops paint from painting container with paintbrush,Core manual task involving high hand activity.,r002,Mechanical Repair,,silver,1077.1227516989584,2026-03-03T00:51:30.613757Z,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,13126,1,1,,2026-03-03T00:51:35.506189Z,18,444,,no,0,0.0,0,1144325,4.19,#C C Paints on the edges of the wall,paints on edges of wall,Core task involving high hand activity.,r002,Mechanical Repair,,silver,1081.4913716989583,2026-03-03T00:51:35.506222Z,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Object Transfer,13127,1,1,Essential Operation,2026-03-03T00:51:44.070745Z,17,532,,no,0,0.0,0,1144326,7.876,#C C Scoops the paint from the paint container,scoops paint from paint container,"The action involves picking up paint from a container, which is a logistics step.",r002,Mechanical Repair,,silver,1363.427501311125,2026-03-03T00:51:44.070767Z,Bad,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,13128,1,1,,2026-03-03T00:51:48.524196Z,4,6951,,no,0,0.0,0,1144327,3.637,#C C Paints the edge wall with paintbrush,paints edge wall with paintbrush,Core manual task involving high hand activity.,r002,Mechanical Repair,,silver,1365.3475713111252,2026-03-03T00:51:48.524234Z,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Stationary,13129,1,1,Object Transfer,2026-03-03T00:51:56.416854Z,12,1039,,no,1,0.5,2,1144328,7.199,#C C puts phone in the pocket,puts phone in pocket,"Low body/hand motion, brief action.",r002,Cleaning,,silver,3.7412886,2026-03-03T00:51:56.416889Z,Bad,0dbabadf-c3d5-4e98-bb20-ce9d930c2474,no
Stationary,13130,1,1,Essential Operation,2026-03-03T00:52:08.894241Z,9,1943,,no,0,0.0,0,1144329,16.357,#C C turns lights on,turns lights on,Turning lights on is a stationary action with minimal body movement.,r002,Walking Outdoors,Stationary,silver,103.75086,2026-03-03T01:02:41.527894Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,13131,1,1,,2026-03-03T00:52:14.303455Z,3,9791,,no,0,0.0,0,1144330,4.279,#C C dips #unsure in tube rack,dips in tube rack,"[CtxFixed] The current action involves dipping an object (presumably a container or a tool) into a tube rack, which is a deliberate movement involving the transfer of an object.",r002,Walking Outdoors,,silver,154.43378,2026-03-03T00:52:14.303470Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Essential Operation,13132,1,1,,2026-03-03T00:52:19.154454Z,7,2946,,no,0,0.0,0,1144331,3.783,#C C puts liquid in tube,puts liquid in tube,Core manual task involving precise hand movements.,r002,Walking Outdoors,,silver,171.27604,2026-03-03T00:52:19.154489Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,13133,1,1,Object Transfer,2026-03-03T00:52:25.534334Z,11,1256,,no,0,0.0,0,1144332,5.248,#C C puts pen down,puts pen down,Putting an object down is a brief action with low energy.,r002,Walking Outdoors,,silver,177.66788,2026-03-03T00:52:25.534356Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,13134,1,1,Object Transfer,2026-03-03T00:52:35.803038Z,8,1982,watchlist_verb,yes,0,0.0,3,1144333,6.969,#C C closes cabinet,closes cabinet,The action described is a stationary task (closing a cabinet) rather than a movement through space.,r002,Walking Outdoors,,silver,232.03878,2026-03-03T00:52:35.803072Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Essential Operation,13135,1,1,,2026-03-03T00:52:41.810726Z,4,8259,,no,0,0.0,0,1144334,4.352,#C C takes liquid from bottle,takes liquid from bottle,"Core manual task involving the hands, such as pouring liquid.",r002,Walking Outdoors,,silver,251.55604,2026-03-03T00:52:41.810765Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,13136,1,1,Essential Operation,2026-03-03T00:52:51.721859Z,4,8351,,no,0,0.0,0,1144335,18.666,#C C turns lights off,turns lights off,Turning off lights is an action that does not involve significant body movement.,r002,Walking Outdoors,Stationary,silver,274.99348,2026-03-03T01:02:27.445860Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,13137,1,1,Object Transfer,2026-03-03T01:02:15.293377Z,3,9038,watchlist_verb,yes,0,0.0,0,1144336,330.336,#C C moves chair,moves chair,The action involves moving a stationary object rather than locomotion.,r002,Walking Outdoors,,silver,284.16792,2026-03-03T01:02:15.293411Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Stationary,13138,1,1,Object Transfer,2026-03-03T15:54:00.790714Z,8,2322,,no,0,0.0,0,1144337,8.773,#C C puts tube down,puts tube down,"The action 'puts tube down' suggests a momentary pause or end of movement, indicating low energy activity.",r002,Walking Outdoors,,silver,400.25692,2026-03-03T15:54:00.790751Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,13139,1,1,,2026-03-03T15:54:05.931255Z,9,1622,watchlist_verb,yes,0,0.0,0,1144338,4.075,#C C opens tube,opens tube,Logistics action of opening an object.,r002,Walking Outdoors,,silver,402.81319,2026-03-03T15:54:05.931280Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Search,13140,1,1,Stationary,2026-03-03T15:54:23.387059Z,3,10503,,no,0,0.0,0,1144339,16.529,#C C looks through microscope,looks through microscope,"Visual search or inspection, head movement involved.",r002,Walking Outdoors,Search,silver,464.58723,2026-03-03T15:54:23.387090Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,13141,1,1,,2026-03-03T15:54:27.677974Z,4,8315,,no,0,0.0,0,1144340,3.359,#C C throws tissue in bin,throws tissue in bin,"The action involves picking up and disposing of an object, which is a logistics step.",r002,Walking Outdoors,,silver,614.1113133333333,2026-03-03T15:54:27.677997Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,13142,1,1,Essential Operation,2026-03-03T15:55:03.953461Z,4,8389,,no,0,0.0,0,1144341,34.445,#C C uses calculator,uses calculator,Using a calculator involves minimal body movement and is a stationary activity.,r002,Walking Outdoors,Stationary,silver,641.7173233333333,2026-03-03T15:55:03.953475Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Search,13143,1,1,Stationary,2026-03-03T15:55:17.082648Z,4,6750,,no,0,0.0,0,1144342,11.668,#C C looks at drawer,looks at drawer,"Head movement (visual search), hands mostly still.",r002,Walking Outdoors,Search,silver,888.1334833333333,2026-03-03T15:55:17.082685Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,13144,1,1,Object Transfer,2026-03-03T15:55:22.866794Z,7,2467,watchlist_verb,yes,0,0.0,0,1144343,4.899,#C C closes tube,closes tube,"Closing a tube is a small, localized action and does not involve significant body movement.",r002,Walking Outdoors,,silver,935.9624733333332,2026-03-03T15:55:22.866832Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Locomotion,13145,1,1,Object Transfer,2026-03-03T15:55:28.187012Z,22,305,watchlist_verb,yes,0,0.0,0,1144344,4.475,#C C moves container,moves container,Body moving through space while performing a task with a container.,r002,Walking Outdoors,,silver,1046.0302233333332,2026-03-03T15:55:28.187035Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Object Transfer,13146,1,1,,2026-03-03T15:55:34.213536Z,4,7726,,no,0,0.0,0,1144345,5.209,#C C puts measuring tube aside,puts measuring tube aside,"The action involves placing an object (measuring tube) down, which is a logistics step.",r002,Walking Outdoors,,silver,1115.3134566666668,2026-03-03T15:55:34.213575Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Essential Operation,13147,1,1,,2026-03-03T15:55:37.505966Z,9,1930,,no,0,0.0,0,1144346,2.391,#C C takes liquid from tube,takes liquid from tube,Core task involving manual operation with hands.,r002,Walking Outdoors,,silver,1548.0165966666666,2026-03-03T15:55:37.505982Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Essential Operation,13148,1,1,,2026-03-03T15:55:43.593251Z,14,748,,no,0,0.0,0,1144347,4.147,#C C puts liquid in glass,puts liquid in glass,"Core manual task involving pouring liquid, high hand activity.",r002,Walking Outdoors,,silver,1565.4391366666666,2026-03-03T15:55:43.593299Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Essential Operation,13149,1,1,,2026-03-03T15:55:46.428987Z,4,8260,,no,0,0.0,0,1144348,1.983,#C C takes liquid from test tube,takes liquid from test tube,Core manual task involving fine motor skills.,r002,Walking Outdoors,,silver,1636.45533,2026-03-03T15:55:46.429001Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,13150,1,1,,2026-03-03T15:55:48.879506Z,6,4019,,no,0,0.0,0,1144349,1.732,#C C takes container from fridge,takes container from fridge,Logistics step of picking up and transferring an object.,r002,Walking Outdoors,,silver,1684.52158,2026-03-03T15:55:48.879529Z,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,13151,1,1,Object Transfer,2026-03-03T15:55:54.627247Z,8,2285,,no,0,0.0,0,1144350,4.82,#C C puts #unsure down,puts down,"Indicates a pause or uncertainty, suggesting low motion.",r002,Walking Outdoors,,silver,1742.20832,2026-03-03T15:55:54.627264Z,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,13152,1,1,,2026-03-03T15:55:58.497907Z,4,6439,,no,0,0.0,0,1144351,2.016,#C C drops the bottle of alcohol on the table.,drops bottle of alcohol on table,Refined via regex fallback,r002,Cleaning,,silver,-0.044819399999999,2026-03-03T15:55:58.497941Z,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
