"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Essential Operation",11,"2",7,"","2026-03-03T02:10:52.016225Z",3,9732,"","no",0,0.0,0,11,40.62,"#C C cuts chicken with the fork and the table knife.","cuts chicken with fork and table knife","Core manual task involving high hand activity.","r002","Cleaning","","silver",346.2551809546634,"2026-03-03T02:10:52.016245Z","Gold","064e10ee-10ae-4dec-a836-2ca94b02551c","no"
"Object Transfer",12,"2",7,"","2026-03-03T02:11:01.116773Z",3,9577,"","no",0,0.0,0,12,6.46,"#C C carries the plate with her right hand.","carries plate with her right hand","Moving an object from one place to another.","r002","Cleaning","","silver",547.8440409546635,"2026-03-03T02:11:01.116797Z","Gold","064e10ee-10ae-4dec-a836-2ca94b02551c","no"
"Essential Operation",13,"2",7,"","2026-03-03T02:11:10.398298Z",3,9457,"","no",0,0.0,0,13,7.804,"#C C applies soap to the sponge.","applies soap to sponge","Core manual task involving high hand activity.","r002","Cleaning","","silver",594.7019109546634,"2026-03-03T02:11:10.398324Z","Gold","064e10ee-10ae-4dec-a836-2ca94b02551c","no"
"Object Transfer",14,"2",7,"","2026-03-03T02:11:18.531002Z",3,9576,"","no",0,0.0,0,14,4.794,"#C C carries a plate in the sink.","carries plate in sink","Logistics of moving the plate to the sink.","r002","Cleaning","","silver",625.4402609546634,"2026-03-03T02:11:18.531026Z","Gold","064e10ee-10ae-4dec-a836-2ca94b02551c","no"
"Object Transfer",15,"2",7,"","2026-03-03T02:11:25.715582Z",6,3541,"","no",0,0.0,0,15,5.796,"#O man A puts a card on the table","man puts card on table","Logistics/Setup step (placing an object).","r002","Playing Instrument","","silver",56.8982886,"2026-03-03T02:11:25.715606Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",16,"2",7,"","2026-03-03T02:11:34.151582Z",26,241,"","no",0,0.0,0,16,4.333,"#C C plays cards with man A","plays cards with man","Low body/hand motion, likely involves holding cards and interacting.","r002","Playing Instrument","","silver",74.5736786,"2026-03-03T02:11:34.151606Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Object Transfer",17,"2",7,"","2026-03-03T02:11:42.949620Z",5,4784,"","no",0,0.0,0,17,7.224,"#O man A puts hand on the cards","man puts hand on cards","The action involves picking up or putting down objects, which is a logistics step.","r002","Playing Instrument","","silver",77.7208286,"2026-03-03T02:11:42.949645Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",18,"2",7,"Object Transfer","2026-03-03T02:12:43.202897Z",5,4785,"","no",0,0.0,0,18,12.239,"#O man A puts hand on the cards","man puts hand on cards","The action described does not involve significant movement, suggesting a pause or setup phase.","r002","Playing Instrument","","silver",141.9205586,"2026-03-03T02:12:43.202921Z","Bad","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",19,"2",7,"","2026-03-03T02:12:53.797688Z",4,6846,"","no",0,0.0,0,19,8.904,"#O man A puts hand up","man puts hand up","The action describes a static movement without significant body or hand motion.","r002","Playing Instrument","","silver",184.5553186,"2026-03-03T02:12:53.797725Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",20,"2",7,"Essential Operation","2026-03-03T02:13:07.365504Z",4,6778,"","no",0,0.0,0,20,11.701,"#O man A arranges the cards","man arranges cards","The action of arranging cards involves minimal movement and is mostly a stationary task.","r002","Playing Instrument","","silver",192.2391486,"2026-03-03T02:13:07.365526Z","Bad","07884569-3860-4a20-8c85-278eefbd678e","no"
"Object Transfer",21,"2",7,"","2026-03-03T02:13:19.832729Z",9,1850,"","no",0,0.0,0,21,10.074,"#C C puts hand up","puts hand up","Logistics step involving picking up or placing a hand on an object.","r002","Playing Instrument","","silver",195.5345886,"2026-03-03T02:13:19.832750Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Object Transfer",22,"2",7,"","2026-03-03T02:13:28.580928Z",5,4783,"","no",0,0.0,0,22,6.806,"#O man A puts a card on top of other cards","man puts card on top of other cards","The action involves placing one object (card) on top of other objects (cards), which is a logistics step.","r002","Playing Instrument","","silver",312.1213261585938,"2026-03-03T02:13:28.580967Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",23,"2",7,"","2026-03-03T02:13:36.567984Z",3,10692,"","no",0,0.0,0,23,5.682,"#O man A shuffles the cards","man shuffles cards","The action 'shuffles the cards' does not involve significant body movement beyond hand manipulation, which is more akin to a fine motor task rather than locomotion.","r002","Playing Instrument","","silver",400.69851615859375,"2026-03-03T02:13:36.568005Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",24,"2",7,"","2026-03-03T02:13:41.498423Z",4,6046,"watchlist_verb","yes",0,0.0,0,24,3.289,"#O man A touches the cards","man touches cards","Low body/hand motion, indicating a static action like handling cards.","r002","Playing Instrument","","silver",496.9119761585938,"2026-03-03T02:13:41.498447Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","yes"
"Object Transfer",25,"2",7,"","2026-03-03T02:13:54.649989Z",3,10670,"","no",0,0.0,0,25,9.255,"#O man A puts cards on the table","man puts cards on table","Logistics step of placing cards on the table.","r002","Playing Instrument","","silver",809.6661743045784,"2026-03-03T02:13:54.650009Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",26,"2",7,"","2026-03-03T02:14:02.799622Z",6,4037,"","no",0,0.0,0,26,4.376,"#C C taps on the table","taps on table","The action of tapping on the table is a low energy activity, likely involving minimal movement.","r002","Playing Instrument","","silver",1078.542047144922,"2026-03-03T02:14:02.799650Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",27,"2",7,"","2026-03-03T02:14:08.367047Z",4,6820,"","no",0,0.0,0,27,3.721,"#O man A flips the cards","man flips cards","The action of flipping cards is likely done while standing or sitting still, with minimal body movement.","r002","Playing Instrument","","silver",1087.165157144922,"2026-03-03T02:14:08.367069Z","Gold","07884569-3860-4a20-8c85-278eefbd678e","no"
"Stationary",28,"2",7,"","2026-03-03T02:14:14.048626Z",3,10854,"","no",0,0.0,0,28,3.722,"#C C operates a remote","operates remote","Low body/hand motion, likely holding the remote and pressing buttons.","r002","Cleaning","","silver",1217.6510619333333,"2026-03-03T02:14:14.048651Z","Gold","08f5fcdf-c038-4e1f-a1e9-b5939900feba","no"
"Object Transfer",29,"2",7,"","2026-03-03T02:14:21.598063Z",3,11649,"","no",0,0.0,0,29,5.685,"#C C places the container of lubricant on the stool.","places container of lubricant on stool","Logistics step involving placing an object.","r002","Mechanical Repair","","silver",80.0092,"2026-03-03T02:14:21.598084Z","Gold","0b8a87ed-07f2-4434-adde-a1c88f4bb30f","no"
"Stationary",30,"2",7,"","2026-03-03T02:14:27.464502Z",3,10390,"","no",0,0.0,0,30,4.001,"#C C lifts his left hand up.","lifts his left hand up","The action describes a minor movement of the hand, likely in a paused or waiting state, which indicates low energy activity.","r002","Mechanical Repair","","silver",176.32485,"2026-03-03T02:14:27.464524Z","Gold","0b8a87ed-07f2-4434-adde-a1c88f4bb30f","no"
"Stationary",31,"2",7,"Essential Operation","2026-03-03T02:15:00.169328Z",3,8605,"watchlist_verb","yes",0,0.0,0,31,23.62,"#C C adjusts her cloth","adjusts her cloth","Adjusting a cloth is a preparatory action with minimal body or hand motion.","r002","Mechanical Repair","","silver",0.0070286,"2026-03-03T02:15:00.169348Z","Bad","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","yes"
"Object Transfer",32,"2",7,"","2026-03-03T02:15:06.131840Z",9,1876,"","no",0,0.0,0,32,4.213,"#C C puts the tin on the floor","puts tin on floor","Logistics step of placing an object.","r002","Mechanical Repair","","silver",22.5612986,"2026-03-03T02:15:06.131865Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",33,"2",7,"","2026-03-03T02:15:19.082093Z",8,2340,"","no",0,0.0,0,33,10.782,"#C C removes tins from from the cabinet","removes tins from from cabinet","Logistics step involving picking up and moving objects.","r002","Mechanical Repair","","silver",26.5244986,"2026-03-03T02:15:19.082128Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Search",34,"2",7,"","2026-03-03T02:15:28.066364Z",3,9591,"","no",0,0.0,0,34,7.103,"#C C checks the tin","checks tin","Head movement (visual inspection), hands mostly still.","r002","Mechanical Repair","","silver",72.6296486,"2026-03-03T02:15:28.066400Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",35,"2",7,"","2026-03-03T02:15:34.681065Z",4,7967,"","no",0,0.0,0,35,4.751,"#C C removes tin lid from from the cabinet","removes tin lid from from cabinet","Logistics step involving picking up and moving an object.","r002","Mechanical Repair","","silver",97.9238686,"2026-03-03T02:15:34.681087Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",36,"2",7,"","2026-03-03T02:15:43.582982Z",5,5041,"","no",0,0.0,0,36,3.937,"#C C picks tins from the floor","picks tins from floor","Logistics step involving picking up objects.","r002","Mechanical Repair","","silver",630.4577976136719,"2026-03-03T02:15:43.583011Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",37,"2",7,"Essential Operation","2026-03-03T02:15:55.681748Z",3,9486,"","no",0,0.0,0,37,9.753,"#C C arranges the tins","arranges tins","Logistics step, arranging objects.","r002","Mechanical Repair","","silver",635.4045376136719,"2026-03-03T02:15:55.681770Z","Bad","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",38,"2",7,"Essential Operation","2026-03-03T02:16:08.898204Z",3,9485,"","no",0,0.0,0,38,11.138,"#C C arranges the tin in the cupboard","arranges tin in cupboard","Logistics step involving moving the tin to the cupboard.","r002","Mechanical Repair","","silver",705.114347613672,"2026-03-03T02:16:08.898228Z","Bad","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Locomotion",39,"2",7,"","2026-03-03T02:16:15.682031Z",3,10123,"","no",0,0.0,0,39,5.15,"#C C enters the bedroom","enters bedroom","Movement through space, indicative of walking or entering a space.","r002","Mechanical Repair","","silver",808.5180276136718,"2026-03-03T02:16:15.682063Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Locomotion",40,"2",7,"","2026-03-03T02:16:30.714402Z",9,1705,"","no",0,0.0,0,40,13.403,"#C C lifts a box","lifts box","Body moving through space, likely involves significant body acceleration.","r002","Mechanical Repair","","silver",824.6174583830549,"2026-03-03T02:16:30.714423Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",41,"2",7,"","2026-03-03T02:16:36.565538Z",10,1478,"","no",0,0.0,0,41,4.003,"#C C puts the box in the cabinet","puts box in cabinet","Logistics/Setup step involving placing an object.","r002","Mechanical Repair","","silver",847.0471583830549,"2026-03-03T02:16:36.565582Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",42,"2",7,"","2026-03-03T02:16:41.212760Z",5,5038,"","no",0,0.0,0,42,3.263,"#C C picks tin from the counter","picks tin from counter","Logistics step involving picking up an object.","r002","Mechanical Repair","","silver",881.3771883830549,"2026-03-03T02:16:41.212792Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Stationary",43,"2",7,"","2026-03-03T02:17:10.446940Z",5,4486,"","no",1,1.0,1,43,27.406,"#C C covers the tin","covers tin","The action of covering something is likely to involve minimal movement and is more about holding or placing a cover, which corresponds to low energy activity.","r002","Mechanical Repair","","silver",968.9722483830548,"2026-03-03T02:17:10.446972Z","Skip","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",44,"2",7,"","2026-03-03T02:17:15.532162Z",3,11449,"","no",0,0.0,0,44,3.411,"#C C picks tin from the floor","picks tin from floor","Logistics step involving picking up an object.","r002","Mechanical Repair","","silver",976.6724483830548,"2026-03-03T02:17:15.532186Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Object Transfer",45,"2",7,"","2026-03-03T02:17:20.165027Z",5,5040,"","no",0,0.0,0,45,2.57,"#C C picks tins","picks tins","Logistics step involving picking up objects.","r002","Mechanical Repair","","silver",1126.999384937891,"2026-03-03T02:17:20.165051Z","Gold","0d8a3e5c-4263-4f80-b32d-39d4f33008ba","no"
"Stationary",46,"2",7,"","2026-03-03T02:17:28.330915Z",7,2549,"watchlist_verb","yes",0,0.0,0,46,3.277,"#C C touches the mat.","touches mat","Low body/hand motion, likely a minor touch.","r002","Desk Work","","silver",1137.9081573792969,"2026-03-03T02:17:28.330941Z","Gold","13af8d02-be9d-4d80-9999-aa4f31c455b9","yes"
"Essential Operation",47,"2",7,"","2026-03-03T02:17:34.364622Z",4,7455,"","no",0,0.0,0,47,4.152,"#C C pours the egg yolk in to the bowl","pours egg yolk in to bowl","Core task involving manual operation with hands.","r002","Cooking","","silver",86.2420486,"2026-03-03T02:17:34.364645Z","Gold","15d2dc4a-b935-49f4-ae91-4c9100b681c8","no"
"Object Transfer",48,"2",7,"","2026-03-03T02:17:44.049090Z",4,7595,"","no",0,0.0,0,48,7.625,"#C C puts the carrot on the weighing scale","puts carrot on weighing scale","Logistics step, moving the carrot to the scale.","r002","Cooking","","silver",307.76237860000003,"2026-03-03T02:17:44.049119Z","Gold","15d2dc4a-b935-49f4-ae91-4c9100b681c8","no"
"Object Transfer",49,"2",7,"","2026-03-03T02:17:51.231707Z",4,6075,"watchlist_verb","yes",0,0.0,0,49,5.422,"#C C moves the carrot remains from the cutting board","moves carrot remains from cutting board","Logistics step involving moving an object.","r002","Cooking","","silver",348.7290686,"2026-03-03T02:17:51.231733Z","Gold","15d2dc4a-b935-49f4-ae91-4c9100b681c8","yes"
"Essential Operation",50,"2",7,"","2026-03-03T02:18:05.883192Z",4,6073,"watchlist_verb","yes",0,0.0,0,50,9.987,"#C C moves the carrot","moves carrot","Core task, high hand activity.","r002","Cooking","","silver",349.5271586,"2026-03-03T02:18:05.883215Z","Gold","15d2dc4a-b935-49f4-ae91-4c9100b681c8","yes"
"Stationary",51,"2",7,"","2026-03-03T02:18:11.416600Z",3,8767,"watchlist_verb","yes",0,0.0,0,51,3.615,"#C C holds the carrot with the other hand","holds carrot with other hand","Low body/hand motion, holding an object.","r002","Cooking","","silver",435.4618986,"2026-03-03T02:18:11.416621Z","Gold","15d2dc4a-b935-49f4-ae91-4c9100b681c8","yes"
"Object Transfer",52,"2",7,"","2026-03-03T02:18:16.246911Z",3,11114,"","no",0,0.0,0,52,3.272,"#C C picks the carrot remains","picks carrot remains","Logistics step, picking up an item.","r002","Cooking","","silver",836.817007144922,"2026-03-03T02:18:16.246950Z","Gold","15d2dc4a-b935-49f4-ae91-4c9100b681c8","no"
"Search",53,"2",7,"","2026-03-03T02:18:21.482722Z",7,2703,"","no",0,0.0,0,53,3.642,"#C C looks into a mirror","looks into mirror","Head movement (visual search), hands mostly still.","r002","Playing Instrument","","silver",11.4588796,"2026-03-03T02:18:21.482745Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Stationary",54,"2",7,"","2026-03-03T02:18:27.263678Z",31,168,"","no",0,0.0,0,54,4.098,"#C C turns knob","turns knob","Turning a knob is a fine motor task that typically involves minimal whole-body movement.","r002","Playing Instrument","","silver",22.6569196,"2026-03-03T02:18:27.263707Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Object Transfer",55,"2",7,"","2026-03-03T02:18:32.928044Z",4,7151,"","no",0,0.0,0,55,4.077,"#C C picks opener","picks opener","Logistics/Setup step, picking up an object.","r002","Playing Instrument","","silver",52.0208396,"2026-03-03T02:18:32.928072Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Object Transfer",56,"2",7,"","2026-03-03T02:18:44.098036Z",6,3892,"","no",0,0.0,0,56,5.642,"#C C puts spatula down","puts spatula down","Logistics action of putting an object down.","r002","Playing Instrument","","silver",78.84672959999999,"2026-03-03T02:18:44.098060Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Stationary",57,"2",7,"Essential Operation","2026-03-03T02:19:04.767142Z",4,7459,"","no",0,0.0,0,57,18.918,"#C C pours #unsure in the pan","pours in pan","The action described seems to be a setup step or a momentary pause, indicating low energy and motion.","r002","Playing Instrument","","silver",151.3678596,"2026-03-03T02:19:04.767166Z","Bad","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Object Transfer",58,"2",7,"","2026-03-03T02:19:16.931592Z",3,9858,"","no",0,0.0,0,58,9.879,"#C C drops bottle in a box","drops bottle in box","[CtxFixed] The action of dropping a bottle into a box indicates a deliberate placement of the object, which fits the definition of Object Transfer.","r002","Playing Instrument","","silver",171.4035996,"2026-03-03T02:19:16.931612Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Object Transfer",59,"2",7,"Locomotion","2026-03-03T02:19:33.667701Z",11,1154,"","no",0,0.0,0,59,14.793,"#C C lifts tin","lifts tin","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",472.90743095466337,"2026-03-03T02:19:33.667842Z","Bad","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Object Transfer",60,"2",7,"","2026-03-03T02:19:44.515561Z",5,5375,"","no",0,0.0,0,60,8.907,"#C C puts spatula in the tin","puts spatula in tin","Logistics/Setup step, placing an object.","r002","Playing Instrument","","silver",502.2668709546634,"2026-03-03T02:19:44.515586Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Object Transfer",61,"2",7,"","2026-03-03T02:19:50.298335Z",4,7964,"","no",0,0.0,0,61,4.203,"#C C removes spatula from tin","removes spatula from tin","Logistics step (removing an object), short burst of hand activity.","r002","Playing Instrument","","silver",526.2251109546634,"2026-03-03T02:19:50.298361Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Essential Operation",62,"2",7,"","2026-03-03T02:19:57.865845Z",7,3110,"","no",0,0.0,0,62,5.805,"#C C whisks the soup","whisks soup","Core task involving high hand activity.","r002","Playing Instrument","","silver",556.4661409546634,"2026-03-03T02:19:57.865885Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Stationary",63,"2",7,"","2026-03-03T02:20:02.282566Z",3,8803,"watchlist_verb","yes",0,0.0,0,63,2.781,"#C C holds a glove","holds glove","The action 'holds a glove' indicates a static posture with low energy.","r002","Playing Instrument","","silver",831.0191109546633,"2026-03-03T02:20:02.282588Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","yes"
"Stationary",64,"2",7,"Object Transfer","2026-03-03T02:20:15.766652Z",3,8691,"watchlist_verb","yes",0,0.0,0,64,12.013,"#C C closes a cooker","closes cooker","Closing an object typically involves minimal movement.","r002","Playing Instrument","","silver",841.2186009546633,"2026-03-03T02:20:15.766679Z","Bad","18c05110-1ef1-4da2-8b59-c80bf0cc9751","yes"
"Object Transfer",65,"2",7,"","2026-03-03T02:20:20.930272Z",3,10077,"","no",0,0.0,0,65,2.984,"#C C drops a trash in a bin","drops trash in bin","Logistics step (placing the trash in a bin), short burst of hand activity.","r002","Playing Instrument","","silver",924.7945709546634,"2026-03-03T02:20:20.930310Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Stationary",66,"2",7,"","2026-03-03T02:20:28.698640Z",3,8812,"watchlist_verb","yes",0,0.0,0,66,3.299,"#C C holds his hands together","holds his hands together","Low body/hand motion, indicates a pause or preparation.","r002","Playing Instrument","","silver",985.2116909546634,"2026-03-03T02:20:28.698664Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","yes"
"Object Transfer",67,"2",7,"","2026-03-03T02:20:34.397557Z",6,3640,"","no",0,0.0,0,67,3.838,"#C C picks a kitchen cloth","picks kitchen cloth","Logistics/Setup step, picking up an object.","r002","Playing Instrument","","silver",1042.1954709546635,"2026-03-03T02:20:34.397582Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Stationary",68,"2",7,"","2026-03-03T02:20:39.982031Z",3,10197,"","no",0,0.0,0,68,16.514,"#C C folds a plastic bag","folds plastic bag","The action of folding a plastic bag is a low-energy activity, typically performed with minimal body movement.","r002","Playing Instrument","Stationary","silver",1044.607730954663,"2026-03-03T02:20:53.427467Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Stationary",69,"2",7,"Object Transfer","2026-03-03T02:21:06.631360Z",9,1578,"watchlist_verb","yes",0,0.0,0,69,11.037,"#C C closes the cooking pot","closes cooking pot","Closing a pot is a brief action and does not involve continuous movement.","r002","Playing Instrument","","silver",1152.4039709546632,"2026-03-03T02:21:06.631392Z","Bad","18c05110-1ef1-4da2-8b59-c80bf0cc9751","yes"
"Essential Operation",70,"2",7,"","2026-03-03T02:21:13.967553Z",6,4006,"","no",0,0.0,0,70,5.422,"#C C stirs the noodles in the cooking pot","stirs noodles in cooking pot","Core task involving high hand activity.","r002","Playing Instrument","","silver",1168.3889709546634,"2026-03-03T02:21:13.967578Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Stationary",71,"2",7,"","2026-03-03T02:21:23.498161Z",6,3973,"","no",0,0.0,0,71,7.912,"#CC shakes the cooking pot","shakes cooking pot","Shaking a pot is a repetitive action that does not involve significant locomotion or essential operation, but rather a stationary activity with low energy.","r002","Playing Instrument","","silver",1177.4519709546632,"2026-03-03T02:21:23.498189Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Object Transfer",72,"2",7,"","2026-03-03T02:21:29.113763Z",4,5881,"watchlist_verb","yes",0,0.0,0,72,3.832,"#C C closes the cardboard","closes cardboard","The action involves picking up or putting down an object, which is a logistics step.","r002","Playing Instrument","","silver",1197.092970954663,"2026-03-03T02:21:29.113803Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","yes"
"Object Transfer",73,"2",7,"","2026-03-03T02:21:34.949970Z",5,5074,"","no",0,0.0,0,73,3.859,"#C C picks up the scouring pad","picks up scouring pad","Logistics step involving picking up an object.","r002","Playing Instrument","","silver",1214.7629709546632,"2026-03-03T02:21:34.949998Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Essential Operation",74,"2",7,"","2026-03-03T02:21:45.399192Z",4,8450,"","no",0,0.0,0,74,8.945,"#C C washes the cup with the scouring pad","washes cup with scouring pad","Core manual task involving high hand activity.","r002","Playing Instrument","","silver",1379.6089709546632,"2026-03-03T02:21:45.399212Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Essential Operation",75,"2",7,"","2026-03-03T02:21:50.230773Z",4,7989,"","no",0,0.0,0,75,3.387,"#C C rinses the cup with water","rinses cup with water","Core task involving hand activity, such as washing.","r002","Playing Instrument","","silver",1388.2999709546634,"2026-03-03T02:21:50.230800Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Search",76,"2",7,"","2026-03-03T02:21:58.733106Z",5,5576,"","no",0,0.0,0,76,2.896,"#CC stares at the watch","stares at watch","Head movement (staring), passive hands.","r002","Playing Instrument","","silver",1560.9239709546632,"2026-03-03T02:21:58.733134Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
"Essential Operation",77,"2",7,"","2026-03-03T02:22:03.912986Z",4,8498,"","no",0,0.0,0,77,3.334,"#C C wipes the kitchen top with the towel","wipes kitchen top with towel","Core manual task involving high hand activity.","r002","Playing Instrument","","silver",1807.182970954663,"2026-03-03T02:22:03.913019Z","Gold","18c05110-1ef1-4da2-8b59-c80bf0cc9751","no"
