"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Object Transfer",1565,"1",12,"","2026-03-02T00:07:25.990245Z",3,11866,"","no",0,0.0,0,2466,8.856,"#C C plugs one of the network cables into the network cable tester with his left hand.","plugs one of network cables into network cable tester with his left hand","The action involves connecting an object (network cable) to another object (network cable tester), which is a logistics step.","r002","Carpentry","Essential Operation","silver",977.5195252666668,"2026-03-02T00:07:25.990245Z","Gold","0377792b-7b1e-4d67-86fd-f50c9257ea85","no"
"Object Transfer",1566,"1",12,"","2026-03-02T00:07:36.131222Z",4,7390,"","no",0,0.0,0,2467,7.522,"#C C places the scissors on the floor.","places scissors on floor","Logistics action involving placing an object.","r002","Carpentry","","silver",1089.0246342879966,"2026-03-02T00:07:36.131222Z","Gold","0377792b-7b1e-4d67-86fd-f50c9257ea85","no"
"Stationary",1567,"1",12,"","2026-03-02T00:07:43.047641Z",7,2500,"watchlist_verb","yes",0,0.0,0,2468,3.722,"#C C holds the wire with both hands.","holds wire with both hands","Low body/hand motion, holding position.","r002","Carpentry","","silver",1089.3923742879963,"2026-03-02T00:07:43.047641Z","Gold","0377792b-7b1e-4d67-86fd-f50c9257ea85","yes"
"Essential Operation",1568,"1",12,"","2026-03-02T00:07:51.250040Z",5,5239,"","no",0,0.0,0,2469,5.945,"#C C pulls the wire with his left hand.","pulls wire with his left hand","Core manual task involving high hand activity.","r002","Carpentry","","silver",1089.620064287997,"2026-03-02T00:07:51.250040Z","Gold","0377792b-7b1e-4d67-86fd-f50c9257ea85","no"
"Essential Operation",1569,"1",12,"","2026-03-02T00:07:55.618196Z",7,2565,"","no",0,0.0,0,2470,2.239,"#C C bends the wire with his left hand.","bends wire with his left hand","Core manual task involving high hand activity.","r002","Carpentry","","silver",1091.3321742879966,"2026-03-02T00:07:55.618196Z","Gold","0377792b-7b1e-4d67-86fd-f50c9257ea85","no"
"Object Transfer",1570,"1",12,"","2026-03-02T00:07:59.759346Z",4,7300,"","no",0,0.0,0,2471,2.162,"#C C picks the wire from the floor.","picks wire from floor","Logistics step involving picking up an object.","r002","Carpentry","","silver",1111.1286542879966,"2026-03-02T00:07:59.759346Z","Gold","0377792b-7b1e-4d67-86fd-f50c9257ea85","no"
"Stationary",1571,"1",12,"","2026-03-02T00:08:04.927121Z",8,2005,"watchlist_verb","yes",0,0.0,0,2472,2.707,"#C C holds the wire with his left hand.","holds wire with his left hand","Low body/hand motion, holding an object without movement.","r002","Carpentry","","silver",1134.6019542879967,"2026-03-02T00:08:04.927121Z","Gold","0377792b-7b1e-4d67-86fd-f50c9257ea85","yes"
"Object Transfer",1572,"1",12,"","2026-03-02T00:08:10.235943Z",6,3707,"","no",0,0.0,0,2473,3.178,"#C C picks the yellow pepper","picks yellow pepper","Logistics step involving picking an object.","r002","Cooking","","silver",95.3858686,"2026-03-02T00:08:10.235943Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Search",1573,"1",12,"","2026-03-02T00:08:14.751856Z",5,4744,"","no",0,0.0,0,2474,2.258,"#C C looks at the yellow pepper","looks at yellow pepper","Head movement (visual inspection), hands mostly still.","r002","Cooking","","silver",96.9011986,"2026-03-02T00:08:14.751856Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Essential Operation",1574,"1",12,"","2026-03-02T00:08:24.453951Z",4,7947,"","no",0,0.0,0,2475,7.643,"#C C removes pepper seeds","removes pepper seeds","Core task involving manual manipulation, high hand activity.","r002","Cooking","","silver",163.0312986,"2026-03-02T00:08:24.453951Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Object Transfer",1575,"1",12,"","2026-03-02T00:08:29.572285Z",5,5268,"","no",0,0.0,0,2476,2.874,"#C C puts the cleaning sponge down","puts cleaning sponge down","Logistics step involving placing an object.","r002","Cooking","","silver",404.4605560916505,"2026-03-02T00:08:29.572285Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Essential Operation",1576,"1",12,"","2026-03-02T02:49:33.302808Z",6,4119,"","no",0,0.0,0,2477,4.832,"#C C wipes the knife with a kitchen towel","wipes knife with kitchen towel","Core task involving high hand activity.","r002","Cooking","","silver",407.1240760916505,"2026-03-02T02:49:33.302808Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Object Transfer",1577,"1",12,"","2026-03-02T02:49:36.782106Z",5,5011,"","no",0,0.0,0,2478,2.254,"#C C picks salt","picks salt","Logistics step involving picking up an item.","r002","Cooking","","silver",441.17904609165055,"2026-03-02T02:49:36.782106Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Object Transfer",1578,"1",12,"","2026-03-02T02:51:00.061001Z",3,11406,"","no",0,0.0,0,2479,1.69,"#C C picks the soap dish","picks soap dish","Logistics step involving picking up an object.","r002","Cooking","","silver",562.4742776136719,"2026-03-02T02:51:00.061001Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Object Transfer",1579,"1",12,"","2026-03-02T02:51:02.291954Z",4,7568,"","no",0,0.0,0,2480,0.801,"#C C puts the bowl on the dishrack","puts bowl on dishrack","Logistics step involving moving an object from one place to another.","r002","Cooking","","silver",588.1225976136719,"2026-03-02T02:51:02.291954Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Object Transfer",1580,"1",12,"Essential Operation","2026-03-02T02:51:09.904635Z",7,3001,"","no",0,0.0,0,2481,5.847,"#C C rotates the tap","rotates tap","The action involves manipulating an object (tap), which is a logistics step.","r002","Cooking","","silver",709.726967613672,"2026-03-02T02:51:09.904635Z","Bad","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Object Transfer",1581,"1",12,"Essential Operation","2026-03-02T02:51:20.632000Z",5,4483,"","no",0,0.0,0,2482,9.214,"#C C covers butter","covers butter","Logistics step involving picking up and covering the butter.","r002","Cooking","","silver",789.8045876136719,"2026-03-02T02:51:20.632000Z","Bad","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Essential Operation",1582,"1",12,"","2026-03-02T02:51:24.009844Z",14,786,"","no",0,0.0,0,2483,1.654,"#C C waters a plant","waters plant","Core task involving manual operation with the hand.","r002","Cooking","","silver",934.9568982223389,"2026-03-02T02:51:24.009844Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Essential Operation",1583,"1",12,"","2026-03-02T02:51:27.795535Z",4,8188,"","no",0,0.0,0,2484,1.523,"#C C stirs frying carrots","stirs frying carrots","Core task involving high hand activity.","r002","Cooking","","silver",1139.756191275781,"2026-03-02T02:51:27.795535Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Object Transfer",1584,"1",12,"","2026-03-02T02:51:30.532136Z",6,3603,"","no",0,0.0,0,2485,1.318,"#C C picks a bowl of meat","picks bowl of meat","Logistics/Setup step involving picking up an object.","r002","Cooking","","silver",1239.811021275781,"2026-03-02T02:51:30.532136Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Essential Operation",1585,"1",12,"","2026-03-02T02:51:33.816442Z",4,8193,"","no",0,0.0,0,2486,1.899,"#C C stirs the meat stew","stirs meat stew","Core manual task involving high hand activity.","r002","Cooking","","silver",1247.070951275781,"2026-03-02T02:51:33.816442Z","Gold","055f3cf1-1133-4260-b5a0-31e7ca1726a1","no"
"Essential Operation",1586,"1",12,"","2026-03-02T02:51:36.168768Z",9,1649,"","no",0,0.0,0,2487,1.042,"#C C cleans a post with the brush.","cleans post with brush","Core manual task involving cleaning, high hand activity.","r002","Mechanical Repair","","silver",12.10952,"2026-03-02T02:51:36.168768Z","Gold","0be30efe-9d71-4698-8304-f1d441aeea58","no"
"Essential Operation",1587,"1",12,"","2026-03-02T02:51:38.607635Z",3,9614,"","no",0,0.0,0,2488,4.396,"#C C cleans another post with the brush.","cleans another post with brush","Core task involving manual cleaning activity, high hand acceleration.","r002","Mechanical Repair","","silver",66.01044,"2026-03-02T02:51:44.089810Z","Gold","0be30efe-9d71-4698-8304-f1d441aeea58","no"
"Essential Operation",1588,"1",12,"","2026-03-02T02:51:46.504833Z",8,2063,"","no",0,0.0,0,2489,1.069,"#C C cleans the railing with the brush in his right hand.","cleans railing with brush in his right hand","Core manual task involving high hand activity.","r002","Mechanical Repair","","silver",289.32596,"2026-03-02T02:51:46.504833Z","Gold","0be30efe-9d71-4698-8304-f1d441aeea58","no"
"Essential Operation",1589,"1",12,"","2026-03-02T02:51:48.879572Z",7,2586,"","no",0,0.0,0,2490,1.053,"#C C cleans a post with the brush in his right hand.","cleans post with brush in his right hand","Core manual task involving high hand activity.","r002","Mechanical Repair","","silver",294.04851,"2026-03-02T02:51:48.879572Z","Gold","0be30efe-9d71-4698-8304-f1d441aeea58","no"
"Object Transfer",1590,"1",12,"","2026-03-02T02:52:04.377693Z",3,11116,"","no",0,0.0,0,2491,2.079,"#C C picks celery with tong","picks celery with tong","Logistics step, picking up an object.","r002","Cooking","","silver",4.0969686,"2026-03-02T02:52:04.377693Z","Gold","0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73","no"
"Stationary",1591,"1",12,"","2026-03-02T02:52:08.227711Z",4,5982,"watchlist_verb","yes",0,0.0,0,2492,2.082,"#C C holds the plant pot with the left hand","holds plant pot with left hand","Low body/hand motion, holding an object without movement.","r002","Gardening","","silver",2.6120286000000004,"2026-03-02T02:52:08.227711Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","yes"
"Object Transfer",1592,"1",12,"","2026-03-02T02:52:10.614673Z",4,7519,"","no",0,0.0,0,2493,0.891,"#C C pulls the plant thermometer from the soil","pulls plant thermometer from soil","Logistics step involving picking up an object from its location.","r002","Gardening","","silver",14.8420286,"2026-03-02T02:52:10.614673Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Search",1593,"1",12,"Essential Operation","2026-03-02T02:52:15.988007Z",13,888,"","no",0,0.0,0,2494,3.837,"#C C rotates the potted plant","rotates potted plant","Head and body rotation involved in visual search or monitoring.","r002","Gardening","","silver",16.418028600000003,"2026-03-02T02:52:15.988007Z","Bad","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Stationary",1594,"1",12,"","2026-03-02T02:57:52.637465Z",3,8878,"watchlist_verb","yes",0,0.0,0,2495,1.397,"#C C holds the potted plant with the left hand","holds potted plant with left hand","Low body/hand motion, holding a position.","r002","Gardening","","silver",73.8150286,"2026-03-02T02:57:52.637465Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","yes"
"Object Transfer",1595,"1",12,"","2026-03-02T02:57:56.802219Z",4,7774,"","no",0,0.0,0,2496,2.594,"#C C puts plant thermometer on the kitchen counter","puts plant thermometer on kitchen counter","Logistics step involving placing an object.","r002","Gardening","","silver",93.1440286,"2026-03-02T02:57:56.802219Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Stationary",1596,"1",12,"","2026-03-02T02:57:59.027543Z",3,8930,"watchlist_verb","yes",0,0.0,0,2497,0.738,"#C C holds a watering can","holds watering can","Low body/hand motion, holding an object without moving.","r002","Gardening","","silver",95.0161386,"2026-03-02T02:57:59.027543Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","yes"
"Object Transfer",1597,"1",12,"","2026-03-02T02:58:01.047576Z",4,7799,"","no",0,0.0,0,2498,0.612,"#C C puts the potted plant on the kitchen counter","puts potted plant on kitchen counter","Logistics step involving moving an object from one location to another.","r002","Gardening","","silver",95.4030286,"2026-03-02T02:58:01.048557Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Object Transfer",1598,"1",12,"","2026-03-02T02:58:03.436827Z",4,7880,"","no",0,0.0,0,2499,0.838,"#C C puts the watering can on the kitchen counter","puts watering can on kitchen counter","Logistics step involving the placement of an object.","r002","Gardening","","silver",101.9670286,"2026-03-02T02:58:03.436827Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Object Transfer",1599,"1",12,"","2026-03-02T02:58:06.458050Z",4,7296,"","no",0,0.0,0,2500,3.8190000000000004,"#C C picks the watering can","picks watering can","Logistics/Setup step, picking up an object.","r002","Gardening","","silver",109.0930286,"2026-03-02T02:58:11.079267Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Essential Operation",1600,"1",12,"","2026-03-02T02:58:13.296948Z",9,1960,"","no",0,0.0,0,2501,0.875,"#C C waters the potted plant","waters potted plant","Core task involving high hand activity (watering).","r002","Gardening","","silver",111.7050286,"2026-03-02T02:58:13.296948Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Object Transfer",1601,"1",12,"","2026-03-02T02:58:15.709046Z",4,7174,"","no",0,0.0,0,2502,0.994,"#C C picks the plant thermometer","picks plant thermometer","Logistics step, picking up an object.","r002","Gardening","","silver",126.8578386,"2026-03-02T02:58:15.709046Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Object Transfer",1602,"1",12,"","2026-03-02T02:58:18.015692Z",4,7704,"","no",0,0.0,0,2503,0.94,"#C C puts the kettle on the kitchen counter","puts kettle on kitchen counter","Logistics step involving the placement of an object.","r002","Gardening","","silver",215.3600286,"2026-03-02T02:58:18.016247Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Object Transfer",1603,"1",12,"","2026-03-02T02:58:20.387307Z",5,5340,"","no",0,0.0,0,2504,0.692,"#C C puts the paper towel on the kitchen counter","puts paper towel on kitchen counter","Logistics step of placing an object.","r002","Gardening","","silver",224.4500286,"2026-03-02T02:58:20.387307Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Object Transfer",1604,"1",12,"","2026-03-02T02:58:22.572151Z",5,4997,"","no",0,0.0,0,2505,0.711,"#C C picks the plant pot","picks plant pot","Logistics step involving picking up an object.","r002","Gardening","","silver",258.2090286,"2026-03-02T02:58:22.572151Z","Gold","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Stationary",1605,"1",12,"Essential Operation","2026-03-02T02:58:26.335276Z",3,8639,"watchlist_verb","yes",0,0.0,0,2506,2.516,"#C C adjusts the plant thermometer","adjusts plant thermometer","Low body/hand motion, likely involves minor adjustments and observation.","r002","Gardening","","silver",294.70903941854294,"2026-03-02T02:58:26.335276Z","Bad","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","yes"
"Stationary",1606,"1",12,"Essential Operation","2026-03-02T02:58:30.515464Z",5,5358,"","no",0,0.0,0,2507,2.836,"#C C puts right hand on the left hand","puts right hand on left hand","Low body/hand motion, likely involves holding or stabilizing an object without movement.","r002","Gardening","","silver",313.2610394185429,"2026-03-02T02:58:30.515464Z","Bad","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","no"
"Locomotion",1607,"1",12,"Essential Operation","2026-03-02T02:58:34.262218Z",11,1107,"watchlist_verb","yes",0,0.0,0,2508,2.423,"#C C moves the kettle","moves kettle","Body moving through space to relocate an object.","r002","Gardening","","silver",498.9850394185429,"2026-03-02T02:58:34.262218Z","Bad","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","yes"
"Search",1608,"1",12,"Object Transfer","2026-03-02T02:58:39.133887Z",7,2518,"watchlist_verb","yes",0,0.0,0,2509,3.594,"#C C moves plant leaves","moves plant leaves","Movement of plant leaves suggests visual inspection or monitoring.","r002","Gardening","","silver",716.859738271224,"2026-03-02T02:58:39.133887Z","Bad","0dedbbb0-d1a4-4231-a980-2b43acc08cb2","yes"
"Object Transfer",1609,"1",12,"","2026-03-02T02:58:41.450518Z",4,7156,"","no",0,0.0,0,2510,0.771,"#C C picks a pant on the floor.","picks pant on floor","Logistics step, picking up an object.","r002","Cleaning","","silver",20.296878600000003,"2026-03-02T02:58:41.450518Z","Gold","0f809826-2ccb-4a75-abbd-81125f65994c","no"
"Stationary",1610,"1",12,"Essential Operation","2026-03-02T02:58:44.470501Z",3,8628,"watchlist_verb","yes",0,0.0,0,2511,1.719,"#C C adjusts the pant.","adjusts pant","Low body/hand motion, typically involves minor adjustments without significant movement.","r002","Cleaning","","silver",37.5121386,"2026-03-02T02:58:44.470501Z","Bad","0f809826-2ccb-4a75-abbd-81125f65994c","yes"
"Object Transfer",1611,"1",12,"","2026-03-02T02:58:46.506041Z",3,11081,"","no",0,0.0,0,2512,0.728,"#C C picks a bowl in the dishwasher.","picks bowl in dishwasher","Logistics step involving picking up an object.","r002","Cleaning","","silver",153.4551286,"2026-03-02T02:58:46.506041Z","Gold","0f809826-2ccb-4a75-abbd-81125f65994c","no"
"Object Transfer",1612,"1",12,"","2026-03-02T02:58:48.956590Z",3,11339,"","no",0,0.0,0,2513,0.903,"#C C picks plates in the dishwasher.","picks plates in dishwasher","Logistics step involving picking up objects.","r002","Cleaning","","silver",154.63130859999998,"2026-03-02T02:58:48.956590Z","Gold","0f809826-2ccb-4a75-abbd-81125f65994c","no"
"Object Transfer",1613,"1",12,"","2026-03-02T02:58:53.783392Z",5,5604,"","no",0,0.0,0,2514,3.479,"#C C stores the bowl.","stores bowl","Logistics step involving picking up and putting down objects.","r002","Cleaning","","silver",159.58452859999997,"2026-03-02T02:58:53.783392Z","Gold","0f809826-2ccb-4a75-abbd-81125f65994c","no"
"Object Transfer",1614,"1",12,"Essential Operation","2026-03-02T02:58:57.552304Z",3,8595,"watchlist_verb","yes",0,0.0,0,2515,2.491,"#C C adjusts a dishwasher rack.","adjusts dishwasher rack","Logistics of arranging objects within the dishwasher.","r002","Cleaning","","silver",295.18291858987624,"2026-03-02T02:58:57.552304Z","Bad","0f809826-2ccb-4a75-abbd-81125f65994c","yes"
"Essential Operation",1615,"1",12,"","2026-03-02T02:59:00.224237Z",3,9556,"","no",0,0.0,0,2516,1.396,"#C C brushes the vase with a brush.","brushes vase with brush","Core manual task involving high hand activity.","r002","Cleaning","","silver",896.3893658867734,"2026-03-02T02:59:00.224237Z","Gold","0f809826-2ccb-4a75-abbd-81125f65994c","no"
"Stationary",1616,"1",12,"","2026-03-02T02:59:12.878297Z",4,8292,"","no",0,0.0,0,2517,11.363,"#C C talks to child U","talks to child u","Low body/hand motion.","r002","Cleaning","Essential Operation","silver",3.8319396,"2026-03-02T02:59:12.878297Z","Gold","1246d6ec-5620-4f71-8b4b-d823775f58c2","no"
"Stationary",1617,"1",12,"","2026-03-02T02:59:17.800318Z",7,2574,"","no",0,0.0,0,2518,3.541,"#O child U talks to C","child u talks to","Low body/hand motion, likely involves speaking.","r002","Cleaning","Essential Operation","silver",7.9048696,"2026-03-02T02:59:17.800318Z","Gold","1246d6ec-5620-4f71-8b4b-d823775f58c2","no"
"Object Transfer",1618,"1",12,"","2026-03-02T02:59:22.655579Z",3,10975,"","no",0,0.0,0,2519,3.497,"#O person X picks serviette","person x picks serviette","Logistics step involving picking up an object.","r002","Cleaning","","silver",403.6254509546634,"2026-03-02T02:59:22.655579Z","Gold","1246d6ec-5620-4f71-8b4b-d823775f58c2","no"
"Stationary",1619,"1",12,"","2026-03-02T02:59:26.761080Z",5,4892,"","no",0,0.0,0,2520,6.115,"#O person X speaks","person x speaks","Low body/hand motion, speaking involves minimal physical activity.","r002","Cleaning","Essential Operation","silver",497.5796609546634,"2026-03-02T02:59:33.119087Z","Gold","1246d6ec-5620-4f71-8b4b-d823775f58c2","no"
"Stationary",1620,"1",12,"","2026-03-02T02:59:36.721936Z",4,8562,"","no",0,0.0,0,2521,2.347,"#person Y speaks","y speaks","Low body/hand motion, speaking involves minimal movement.","r002","Cleaning","Essential Operation","silver",497.5796609546634,"2026-03-02T02:59:36.721936Z","Gold","1246d6ec-5620-4f71-8b4b-d823775f58c2","no"
"Stationary",1621,"1",12,"","2026-03-02T02:59:39.748698Z",10,1543,"","no",0,0.0,0,2522,1.784,"#C C talks to child Y","talks to child y","Low body/hand motion.","r002","Cleaning","Essential Operation","silver",561.1068242879968,"2026-03-02T02:59:39.748698Z","Gold","1246d6ec-5620-4f71-8b4b-d823775f58c2","no"
"Stationary",1622,"1",12,"","2026-03-02T02:59:42.809047Z",11,1293,"","no",0,0.0,0,2523,1.73,"#C C talks to man E","talks to man e","Low body/hand motion, primarily speaking.","r002","Cleaning","Essential Operation","silver",585.3134142879967,"2026-03-02T02:59:42.809047Z","Gold","1246d6ec-5620-4f71-8b4b-d823775f58c2","no"
"Object Transfer",1623,"1",12,"","2026-03-02T02:59:48.047791Z",5,4934,"","no",0,0.0,0,2524,3.216,"#C C picks clothes on the hanging line","picks clothes on hanging line","Logistics step involving picking up objects.","r002","Cleaning","","silver",1698.3509409546634,"2026-03-02T02:59:48.047791Z","Gold","1246d6ec-5620-4f71-8b4b-d823775f58c2","no"
"Object Transfer",1624,"1",12,"","2026-03-02T02:59:51.007048Z",6,3812,"","no",0,0.0,0,2525,1.549,"#C C puts the cloth to the washing machine","puts cloth to washing machine","Logistics step involving the placement of an object.","r002","Cleaning","","silver",34.341768599999995,"2026-03-02T02:59:51.007048Z","Gold","141b24d2-2fc1-4f9d-89ef-8dc3055213f7","no"
"Object Transfer",1625,"1",12,"","2026-03-02T03:00:50.687800Z",3,11127,"","no",0,0.0,0,2526,1.028,"#C C picks a cloth detergent","picks cloth detergent","Logistics step involving picking up an item.","r002","Cleaning","","silver",84.07371859999999,"2026-03-02T03:00:50.687800Z","Gold","141b24d2-2fc1-4f9d-89ef-8dc3055213f7","no"
"Essential Operation",1626,"1",12,"","2026-03-02T03:00:53.519383Z",3,11896,"","no",0,0.0,0,2527,1.456,"#C C pours a detergent to the jerrycan lid","pours detergent to jerrycan lid","Core manual task involving pouring, high hand activity.","r002","Cleaning","","silver",88.7062886,"2026-03-02T03:00:53.519383Z","Gold","141b24d2-2fc1-4f9d-89ef-8dc3055213f7","no"
