"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Stationary",47,"1",10,"","2026-02-22T05:01:37.865024Z",47,2.81,"#C C holds the flattened dough with both hands.","Low body/hand motion, holding position.","r001","Cooking","silver","Gold","",2326.9985176213304,"2026-02-22T05:01:37.865052Z","002d2729-df71-438d-8396-5895b349e8fd"
"Object Transfer",48,"1",10,"","2026-02-22T05:01:40.801783Z",48,2.775,"#C C lifts the pot on the dinning table with her right hand.","The action involves picking up an object, which is a logistics step.","r001","Cooking","silver","Gold","",2424.7124676213302,"2026-02-22T05:01:40.801804Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",49,"1",10,"","2026-02-22T05:01:46.222544Z",49,5.247,"#C C flattens the dough in her left hand on the chopping board.","Core manual task involving high hand activity.","r001","Cooking","silver","Gold","",2430.10525762133,"2026-02-22T05:01:46.222560Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",50,"1",10,"Object Transfer","2026-02-22T05:02:08.319099Z",50,35.594,"#C C pours sauce on the dough with the spoon in her right hand","Core task involving high hand activity.","r001","Cooking","silver","Gold","",2455.68467762133,"2026-02-23T22:00:03.088632Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",51,"1",10,"","2026-02-22T05:02:15.050243Z",51,6.57,"#C C shapes the dough with her right hand","Core task involving manual shaping, high hand activity.","r001","Cooking","silver","Gold","",2523.7156476213304,"2026-02-22T05:02:15.050258Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",52,"1",10,"","2026-02-22T05:02:22.802106Z",52,7.593,"#C C kneads the pieces of dough with her both hands","Core task involving high hand activity.","r001","Cooking","silver","Gold","",3014.1301142879965,"2026-02-22T05:02:22.802123Z","002d2729-df71-438d-8396-5895b349e8fd"
"Object Transfer",53,"1",10,"","2026-02-22T05:02:36.155368Z",53,13.177,"#C C closes the plate with the cover in her left hand","Logistics step involving picking up and placing an object.","r001","Cooking","silver","Gold","",3092.149794287997,"2026-02-22T05:02:36.155390Z","002d2729-df71-438d-8396-5895b349e8fd"
"Object Transfer",54,"1",10,"Essential Operation","2026-02-22T05:02:51.780130Z",54,23.375,"#C C scoops sauce from the plate with her right hand","Movement involved in picking up and transferring the sauce.","r001","Cooking","silver","Gold","",3122.6799242879965,"2026-02-23T22:00:12.355360Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",55,"1",10,"","2026-02-22T05:02:57.269915Z",55,5.334,"#C C kneads the dough with the roller pin in her right hand","Core manual task involving high hand activity.","r001","Cooking","silver","Gold","",3242.154118954664,"2026-02-22T05:02:57.269933Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",56,"1",10,"Object Transfer","2026-02-22T05:03:34.799015Z",56,37.36,"#C C puts the sauce on the dough with the spoon in her right hand","Core task involving high hand activity.","r001","Cooking","silver","Gold","",3262.318880954663,"2026-02-22T05:03:34.799031Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",57,"1",10,"","2026-02-22T05:03:42.421045Z",57,7.459,"#C C shapes the dough with right hand","Core task involving high hand activity.","r001","Cooking","silver","Gold","",3361.913650954663,"2026-02-22T05:03:42.421062Z","002d2729-df71-438d-8396-5895b349e8fd"
"Object Transfer",58,"1",10,"","2026-02-22T05:03:47.176366Z",58,4.595,"#C C puts the dough inside the plate with her right hand","Logistics step involving moving an object (dough) to a location (plate).","r001","Cooking","silver","Gold","",3391.6505509546632,"2026-02-22T05:03:47.176383Z","002d2729-df71-438d-8396-5895b349e8fd"
"Object Transfer",59,"1",10,"Essential Operation","2026-02-22T05:04:01.456258Z",59,25.269,"#C C scoops sauce from the plate with the spoon in her right hand","Logistics step involving picking up and moving an object.","r001","Cooking","silver","Gold","",3414.483980954663,"2026-02-23T22:00:25.235653Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",60,"1",10,"","2026-02-22T05:05:13.146237Z",60,71.492,"#C C scoops sauce from the plate with the spoon in her right hand","Core task involving high hand activity.","r001","Cooking","silver","","Skip",3420.423860954664,"2026-02-22T05:05:13.146254Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",61,"1",10,"","2026-02-22T05:05:22.225022Z",61,8.906,"#C C adjusts the pieces of dough in the plate with her right hand","Core task involving precise hand movements.","r001","Cooking","silver","Gold","",3468.598150954663,"2026-02-22T05:05:22.225041Z","002d2729-df71-438d-8396-5895b349e8fd"
"Stationary",62,"1",10,"","2026-02-22T05:05:24.871131Z",62,2.486,"#C C adjusts the pieces of dough in a plate with her left hand","Adjusting the pieces of dough involves fine motor skills with minimal body movement.","r001","Cooking","silver","Gold","",3483.826030954663,"2026-02-22T05:05:24.871148Z","002d2729-df71-438d-8396-5895b349e8fd"
"Essential Operation",63,"1",10,"","2026-02-22T05:05:27.458506Z",63,2.43,"#C C washes the plate with the sponge in her right hand","Core task involving high hand activity.","r001","Cooking","silver","Gold","",3542.138900954663,"2026-02-22T05:05:27.458525Z","002d2729-df71-438d-8396-5895b349e8fd"
"Object Transfer",64,"1",10,"","2026-02-22T05:05:34.275427Z",64,6.653,"#C C unloads a ladder from a car","The action involves moving an object (unloading a ladder), which corresponds to logistics or setup.","r001","Carpentry","silver","Gold","",54.0611,"2026-02-22T05:05:34.275445Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Locomotion",65,"1",10,"Object Transfer","2026-02-22T05:06:15.233134Z",65,40.765,"#C C carries a ladder in the house","Body moving through space with an object (ladder), high body acceleration.","r001","Carpentry","silver","Bad","",67.18218,"2026-02-22T05:06:15.233150Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Essential Operation",66,"1",10,"","2026-02-22T05:06:22.988262Z",66,7.541,"#C C removes a lighting cable cover with a pliers","Core manual task involving high hand activity.","r001","Carpentry","silver","Gold","",145.98129,"2026-02-22T05:06:22.988279Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Stationary",67,"1",10,"","2026-02-22T05:06:27.114547Z",67,3.94,"#C C holds a masking tape with both hands","Low body/hand motion, holding an object without moving.","r001","Carpentry","silver","Gold","",200.57727,"2026-02-22T05:06:27.114564Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Essential Operation",68,"1",10,"","2026-02-22T05:06:38.514329Z",68,11.242,"#C C cuts a masking tape with the right hand","Core manual task, high hand activity.","r001","Carpentry","silver","Gold","",217.14996,"2026-02-22T05:06:38.514347Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Essential Operation",69,"1",10,"","2026-02-22T05:06:42.833167Z",69,4.152,"#C C connects lighting cables with a pliers","Core manual task involving high hand activity.","r001","Carpentry","silver","Gold","",275.88124,"2026-02-22T05:06:42.833187Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Essential Operation",70,"1",10,"","2026-02-22T05:06:49.700466Z",70,6.7,"#C C cuts a masking tape with both hands","Core manual task involving high hand activity.","r001","Carpentry","silver","Gold","",304.62253,"2026-02-22T05:06:49.700491Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Stationary",71,"1",10,"","2026-02-22T05:06:53.515856Z",71,3.656,"#C C holds a masking tape on the right hand","Holding an item without significant movement.","r001","Carpentry","silver","Gold","",307.84247,"2026-02-22T05:06:53.515882Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Stationary",72,"1",10,"","2026-02-22T05:06:57.167842Z",72,3.457,"#C C holds lighting wires with the left hand","Low body/hand motion, holding position.","r001","Carpentry","silver","Gold","",334.37734,"2026-02-22T05:06:57.167860Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Stationary",73,"1",10,"","2026-02-22T05:07:00.604773Z",73,3.27,"#C C holds lighting wires with both hands","Low body/hand motion, holding position.","r001","Carpentry","silver","Gold","",348.91769,"2026-02-22T05:07:00.604789Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Stationary",74,"1",10,"","2026-02-22T05:07:04.602117Z",74,3.832,"#C C holds a ladder with both hands in the room","Low body/hand motion, holding position.","r001","Carpentry","silver","Gold","",359.69448,"2026-02-22T05:07:04.602135Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Locomotion",75,"1",10,"","2026-02-22T05:07:08.067846Z",75,3.275,"#C C climbs on the ladder","Body moving through space (climbing). High Body Accel.","r001","Carpentry","silver","Gold","",371.38799,"2026-02-22T05:07:08.067863Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Locomotion",76,"1",10,"","2026-02-22T05:07:10.144738Z",76,1.92,"#C C walks down the ladder","Body moving through space, in this case, walking down a ladder.","r001","Carpentry","silver","Gold","",399.44987,"2026-02-22T05:07:10.144757Z","03be7d83-7394-45b9-9f36-b55ad721aee1"
"Stationary",77,"1",10,"","2026-02-22T05:07:16.595790Z",77,6.291,"#C C holds a knife on a table with her right hand.","Low body/hand motion, holding an object in place.","r001","Cleaning","silver","Gold","",3.8175196,"2026-02-22T05:07:16.595808Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Object Transfer",78,"1",10,"","2026-02-22T05:07:26.628794Z",78,9.884,"#C C takes food on the plate with the fork.","Logistics step involving picking up and transferring food.","r001","Cleaning","silver","Gold","",29.007569600000004,"2026-02-22T05:07:26.628809Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Object Transfer",79,"1",10,"","2026-02-22T05:07:31.101611Z",79,4.318,"#C C takes a table knife in a rack with her right hand.","Logistics/Setup step, picking up an object.","r001","Cleaning","silver","Gold","",182.8714896,"2026-02-22T05:07:31.101637Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Object Transfer",80,"1",10,"Essential Operation","2026-02-22T05:07:46.420016Z",80,15.159,"#C C turns on the tap.","Turning on the tap is a logistics step involving a specific action with the hand.","r001","Cleaning","silver","Bad","",185.1942896,"2026-02-22T05:07:46.420036Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Essential Operation",81,"1",10,"Object Transfer","2026-02-22T05:08:16.443702Z",81,29.853,"#C C moves the food on the plate with the table knife.","Core task involving manipulation with hands, high hand activity.","r001","Cleaning","silver","Bad","",310.4229509546634,"2026-02-22T05:08:16.443719Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Object Transfer",82,"1",10,"","2026-02-22T05:08:21.482531Z",82,4.885,"#C C moves the fork in her right hand to her left hand.","The action involves moving an object from one hand to another, which is a logistics step.","r001","Cleaning","silver","Gold","",344.7407409546634,"2026-02-22T05:08:21.482556Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Stationary",83,"1",10,"","2026-02-22T05:08:38.241022Z",83,16.596,"#C C drinks from the mug.","Drinking from a mug involves minimal body and hand movement.","r001","Cleaning","silver","","Skip",527.3017909546634,"2026-02-22T05:08:38.241042Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Object Transfer",84,"1",10,"","2026-02-22T05:10:25.431285Z",84,107.005,"#C C takes a knife on the table with her right hand.","Logistics/Setup step involving picking up an object.","r001","Cleaning","silver","Gold","",545.9886609546634,"2026-02-22T05:10:25.431301Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Essential Operation",85,"1",10,"","2026-02-22T05:10:31.778815Z",85,6.151,"#C C rinses the mug.","Core manual task involving hand activity.","r001","Cleaning","silver","Gold","",609.1859409546634,"2026-02-22T05:10:31.778839Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Object Transfer",86,"1",10,"","2026-02-22T05:10:34.793810Z",86,2.854,"#C C grabs two forks in the sink.","Logistics action involving picking up objects.","r001","Cleaning","silver","Gold","",639.8965709546634,"2026-02-22T05:10:34.793832Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Essential Operation",87,"1",10,"","2026-02-22T05:10:37.670638Z",87,2.724,"#C C washes the forks with the sponge","Core task involving high hand activity.","r001","Cleaning","silver","Gold","",641.1976709546634,"2026-02-22T05:10:37.670661Z","064e10ee-10ae-4dec-a836-2ca94b02551c"
"Locomotion",88,"1",10,"","2026-02-22T05:10:40.666581Z",88,2.838,"#C C climbs the stool. #Unsure","Body moving through space (climbing). High body acceleration.","r001","Mechanical Repair","silver","Gold","",14.16011,"2026-02-22T05:10:40.666608Z","0b8a87ed-07f2-4434-adde-a1c88f4bb30f"
"Object Transfer",89,"1",10,"","2026-02-22T05:10:44.485161Z",89,3.623,"#C C places the box of tools on the table.","Logistics step involving placing an object.","r001","Mechanical Repair","silver","Gold","",37.45016,"2026-02-22T05:10:44.485186Z","0b8a87ed-07f2-4434-adde-a1c88f4bb30f"
"Search",90,"1",10,"","2026-02-22T05:10:54.199000Z",90,9.549,"#C C examines the chain ring with both hands.","Visual inspection with both hands, indicating a focus on examining the object rather than manipulating it.","r001","Mechanical Repair","silver","Gold","",55.48358,"2026-02-22T05:10:54.199017Z","0b8a87ed-07f2-4434-adde-a1c88f4bb30f"
"Object Transfer",91,"1",10,"","2026-02-22T05:10:57.853888Z",91,3.494,"#C C picks a chain breaker from the table.","The action involves picking up an object, which is a logistics step.","r001","Mechanical Repair","silver","Gold","",63.28571,"2026-02-22T05:10:57.853905Z","0b8a87ed-07f2-4434-adde-a1c88f4bb30f"
"Object Transfer",92,"1",10,"","2026-02-22T05:11:01.568044Z",92,3.559,"#C C takes the nut from the table.","Logistics step involving picking up an object.","r001","Mechanical Repair","silver","Gold","",108.19003,"2026-02-22T05:11:01.568069Z","0b8a87ed-07f2-4434-adde-a1c88f4bb30f"
"Object Transfer",93,"1",10,"","2026-02-22T05:11:03.849791Z",93,2.123,"#C C places the pedal on the stool.","Logistics/Setup step involving placing an object.","r001","Mechanical Repair","silver","Gold","",115.78893,"2026-02-22T05:11:03.849817Z","0b8a87ed-07f2-4434-adde-a1c88f4bb30f"
