"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Stationary",5371,"1",1,"Essential Operation","2026-02-23T19:45:14.627389Z",1126781,19.844,"#C C adjusts cookers knob","Adjusting a knob involves minimal body movement and is a fine motor task.","r001","Cooking","silver","Bad","",901.4867452666668,"2026-02-23T19:45:14.627415Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5373,"1",1,"","2026-02-23T19:45:28.382442Z",1126782,3.717,"#C C placed a pan on a cooker","Logistics step involving the placement of an object.","r001","Cooking","silver","Gold","",996.5080752666668,"2026-02-23T19:45:28.382474Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5375,"1",1,"","2026-02-23T19:45:33.431299Z",1126783,3.666,"#C C taps a pan with spoon","Core task involving high hand activity.","r001","Cooking","silver","Gold","",1026.3650252666666,"2026-02-23T19:45:33.431349Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Locomotion",5376,"1",1,"","2026-02-23T19:46:04.458784Z",1126784,29.41,"#C C stairs #unsure with spoon","[CtxFixed] The action involves moving up the stairs while holding a spoon, which indicates movement and thus falls under the Locomotion category.","r001","Cooking","silver","","Skip",1075.9135352666665,"2026-02-23T19:46:04.458817Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5377,"1",1,"","2026-02-23T19:46:21.622192Z",1126785,15.655,"#C C picks the scraper","Logistics action, picking up an object.","r001","Cooking","silver","Gold","",1119.3517942879969,"2026-02-23T19:46:21.622209Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Stationary",5379,"1",1,"","2026-02-23T19:46:27.761887Z",1126786,3.688,"#C C holds the scraper","Low body/hand motion, holding an object.","r001","Cooking","silver","Gold","",1200.4359342879966,"2026-02-23T19:46:27.761918Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Locomotion",5380,"1",1,"","2026-02-23T19:46:32.802317Z",1126787,3.713,"#C C walks across the kitchen","Movement through space, high body acceleration.","r001","Cooking","silver","Gold","",1381.8603742879966,"2026-02-23T19:46:32.802349Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5382,"1",1,"","2026-02-23T19:46:38.226634Z",1126788,4.276,"#C C washes the blender cover","Core manual task involving hand activity.","r001","Cooking","silver","Gold","",1443.2174042879965,"2026-02-23T19:46:38.226661Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5385,"1",1,"","2026-02-23T19:46:54.868697Z",1126789,13.047,"#C C puts the blender blade in the utensils rack","Logistics step involving placing an object.","r001","Cooking","silver","Gold","",1478.8462742879965,"2026-02-23T19:46:54.868711Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5392,"1",1,"","2026-02-23T19:47:43.701218Z",1126790,47.202,"#C C picks up the blender blade from the utensils rack","Logistics/Setup step involving picking up an object.","r001","Cooking","silver","Gold","",1494.9720942879967,"2026-02-23T19:47:43.701241Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5393,"1",1,"","2026-02-23T19:47:49.624404Z",1126791,4.595,"#C C picks up the nylon paper","Logistics step, picking up an object.","r001","Cooking","silver","Gold","",1543.0391142879969,"2026-02-23T19:47:49.624427Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5395,"1",1,"","2026-02-23T19:47:57.241365Z",1126792,6.151,"#C C puts the silicone spatula spoon on the nylon paper","Logistics step involving placing an object.","r001","Cooking","silver","Gold","",1615.2974789546631,"2026-02-23T19:47:57.241379Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5397,"1",1,"","2026-02-23T19:48:03.112083Z",1126793,4.301,"#C C puts the blender jar on the kitchen counter","Logistics step involving placing an object.","r001","Cooking","silver","Gold","",1623.283358954663,"2026-02-23T19:48:03.112097Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5399,"1",1,"","2026-02-23T19:48:08.343463Z",1126794,3.825,"#C C puts #unsure in the tin","Logistics step, putting an item into another container.","r001","Cooking","silver","Gold","",1864.0008752666663,"2026-02-23T19:48:08.343495Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5401,"1",1,"","2026-02-23T19:48:13.879338Z",1126795,4.079,"#C C scrubs #unsure in the jar with the spoon.","Core task involving high hand activity.","r001","Cooking","silver","Gold","",1933.8762352666663,"2026-02-23T19:48:13.879358Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5403,"1",1,"","2026-02-23T19:48:21.990379Z",1126796,5.687,"#C C picks #unsure on the counter top.","Logistics step of picking up an object.","r001","Cooking","silver","Gold","",1957.2732152666665,"2026-02-23T19:48:21.990413Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5404,"1",1,"","2026-02-23T19:48:26.567953Z",1126797,3.257,"#C C picks the spoon from the smaller jar.","Logistics step involving picking up an object.","r001","Cooking","silver","Gold","",1971.6487252666664,"2026-02-23T19:48:26.567968Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Stationary",5407,"1",1,"","2026-02-23T19:48:58.440232Z",1126798,30.597,"#C C wipes her hands with a towel on the cabinet.","Low body/hand motion, hands are being wiped but no significant movement.","r001","Cooking","silver","","Skip",2013.3371152666664,"2026-02-23T19:48:58.440247Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5408,"1",1,"","2026-02-23T19:49:06.532833Z",1126799,6.857,"#C C puts the jar on the counter top.","Logistics/Setup step involving placing an object.","r001","Cooking","silver","Gold","",2035.1501852666663,"2026-02-23T19:49:06.532848Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5409,"1",1,"","2026-02-23T19:49:10.845980Z",1126800,2.89,"#C C puts the jar on the blender.","Logistics step involving moving an object from one place to another.","r001","Cooking","silver","Gold","",2056.0334452666666,"2026-02-23T19:49:10.846013Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Stationary",5410,"1",1,"","2026-02-23T19:49:44.832786Z",1126801,32.814,"#C C taps the spoon on the jar.","Low body/hand motion, tapping is a minor action.","r001","Cooking","silver","","Skip",2110.8283452666665,"2026-02-23T19:49:44.832819Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Locomotion",5411,"1",1,"","2026-02-23T19:49:50.306626Z",1126802,3.633,"#C C moves around the microwave.","Body moving through space, likely involves walking or moving around.","r001","Cooking","silver","Gold","",2172.297205266667,"2026-02-23T19:49:50.306639Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5412,"1",1,"","2026-02-23T19:49:56.490033Z",1126803,4.919,"#C C picks the blender jug lid from the table","Logistics/Setup step involving picking up an object.","r001","Cooking","silver","Gold","",2201.850705266667,"2026-02-23T19:49:56.490048Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Stationary",5413,"1",1,"","2026-02-23T19:50:39.576406Z",1126804,4.748,"#C C turns the cooker off","Minimal motion involved, likely just a quick turn of a knob or switch.","r001","Cooking","silver","","Skip",2280.830055266667,"2026-02-23T19:50:39.576420Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5414,"1",1,"","2026-02-23T19:50:44.509546Z",1126805,3.788,"#C C drops the plastic on the table","Action involves placing an object down, which is a logistics step.","r001","Cooking","silver","Gold","",2345.159095266667,"2026-02-23T19:50:44.509579Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5415,"1",1,"","2026-02-23T19:50:49.322357Z",1126806,3.637,"#C C takes the blender jug","Logistics/Setup step, picking up an object.","r001","Cooking","silver","Gold","",2363.287035266667,"2026-02-23T19:50:49.322393Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5416,"1",1,"","2026-02-23T19:51:19.701417Z",1126807,28.093,"#C C puts the blender jug on the blender","Logistics step involving the placement of an object.","r001","Cooking","silver","Gold","",2368.4711552666668,"2026-02-23T19:51:19.701444Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5417,"1",1,"","2026-02-23T19:51:25.077574Z",1126808,3.957,"#C C places jar on blender","Logistics step involving placing an object.","r001","Cooking","silver","Gold","",2481.346205266667,"2026-02-23T19:51:25.077589Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5418,"1",1,"","2026-02-23T19:51:29.293866Z",1126809,2.983,"#C C turns on blender","Turning on the blender is a core task involving a manual operation.","r001","Cooking","silver","Gold","",2483.2324252666667,"2026-02-23T19:51:29.293891Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5419,"1",1,"","2026-02-23T19:51:34.634797Z",1126810,3.837,"#C C wipes peanut with a spatula","Core manual task involving high hand activity.","r001","Cooking","silver","Gold","",2569.2227052666667,"2026-02-23T19:51:34.634811Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5420,"1",1,"","2026-02-23T19:51:41.967877Z",1126811,6.046,"#C C puts jug on blender","Logistics step involving placing an object.","r001","Cooking","silver","Gold","",2586.142855266666,"2026-02-23T19:51:41.967890Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5421,"1",1,"","2026-02-23T19:51:49.537058Z",1126812,6.477,"#C C dips brush in oil","Core task involving manual activity with the hand.","r001","Cooking","silver","Gold","",2655.040305266667,"2026-02-23T19:51:49.537072Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5422,"1",1,"","2026-02-23T19:51:53.893574Z",1126813,2.761,"#C C lifts jug","The action involves picking up an object, which is a logistics step.","r001","Cooking","silver","Gold","",2675.491145266667,"2026-02-23T19:51:53.893598Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5423,"1",1,"","2026-02-23T19:52:16.261996Z",1126814,20.212,"#C C picks a ladle","Logistics step of picking up an object.","r001","Cooking","silver","Gold","",2690.525505266666,"2026-02-23T19:52:16.262027Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5424,"1",1,"","2026-02-23T19:52:33.019565Z",1126815,8.888,"#C C places cup on the counter top","Logistics/Setup step involving placing an object.","r001","Cooking","silver","Gold","",2749.447895266667,"2026-02-23T19:52:33.019590Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5425,"1",1,"","2026-02-23T19:52:59.827433Z",1126816,25.667,"#C C puts jug blender on the sink","Logistics step involving the placement of an object.","r001","Cooking","silver","Gold","",2871.9221952666667,"2026-02-23T19:52:59.827448Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5426,"1",1,"","2026-02-23T19:53:06.681473Z",1126817,3.72,"#C C picks up the papers from the table","Logistics action involving picking up objects.","r001","Cooking","silver","Gold","",3066.440225266667,"2026-02-23T19:53:06.681488Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5427,"1",1,"","2026-02-23T19:53:13.730913Z",1126818,5.658,"#C C picks up the paper from under the table","Logistics step involving picking up an object.","r001","Cooking","silver","Gold","",3086.003175266667,"2026-02-23T19:53:13.730945Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5428,"1",1,"","2026-02-23T19:53:23.155497Z",1126819,8.046,"#C C picks up the spoon from the drawer","Logistics/Setup step involving picking up an object.","r001","Cooking","silver","Gold","",3123.834945266666,"2026-02-23T19:53:23.155512Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5429,"1",1,"","2026-02-23T20:11:19.723989Z",1126820,12.81,"#C C shakes the frying pans on the cooker","High hand activity involved in the cooking process.","r001","Cooking","silver","Gold","",3138.8184552666667,"2026-02-23T20:11:19.724022Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5430,"1",1,"","2026-02-23T20:11:25.221063Z",1126821,4.3,"#C C puts the pancake inside the frying pan","Logistics step involving picking up and placing the pancake.","r001","Cooking","silver","Gold","",3145.448375266667,"2026-02-23T20:11:25.221077Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5431,"1",1,"","2026-02-23T20:11:29.345242Z",1126822,2.885,"#C C puts the spoon inside frying pan","Logistics step of placing an object.","r001","Cooking","silver","Gold","",3147.7537052666667,"2026-02-23T20:11:29.345256Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5432,"1",1,"","2026-02-23T20:11:40.981705Z",1126823,10.476,"#C C operates the computer on the table","Core manual task involving interaction with a device.","r001","Cooking","silver","Gold","",3175.976925266667,"2026-02-23T20:11:40.981718Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Stationary",5434,"1",1,"","2026-02-23T20:11:54.777123Z",1126824,12.525,"#C C covers the table with the table","Covering the table is a setup/logistics step that involves minimal movement after the action is complete.","r001","Cooking","silver","","Skip",3222.2250719333333,"2026-02-23T20:11:54.777156Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5435,"1",1,"","2026-02-23T20:12:08.870999Z",1126825,3.088,"#C C hits egg on a pan","Core task involving high hand activity.","r001","Cooking","silver","Gold","",3270.369111933333,"2026-02-23T20:12:08.871016Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5437,"1",1,"","2026-02-23T20:12:14.585301Z",1126826,4.429,"#C C drops kitchen brush in a tin","[CtxFixed] The action of dropping the kitchen brush into a tin is a deliberate placement of the object, which fits the criteria for 'Object Transfer'.","r001","Cooking","silver","Gold","",3350.1385019333334,"2026-02-23T20:12:14.585315Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5438,"1",1,"","2026-02-23T20:12:18.862590Z",1126827,2.804,"#C C cracks the egg on pan","Core task involving high hand activity.","r001","Cooking","silver","Gold","",3369.0148419333336,"2026-02-23T20:12:18.862624Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Essential Operation",5439,"1",1,"","2026-02-23T20:12:22.331072Z",1126828,2.457,"#C C washes the tin","Core task involving manual operation with high hand activity.","r001","Cooking","silver","Gold","",3417.9473719333337,"2026-02-23T20:12:22.331113Z","0fe191ef-c28a-422c-aede-46f8aa8532a6"
"Object Transfer",5441,"1",1,"","2026-02-23T20:12:29.834658Z",1126829,6.403,"#C C moves lampshade from the bedside table","Logistics step involving moving an object.","r001","Cleaning","silver","Gold","",165.15284859999997,"2026-02-23T20:12:29.834683Z","10019839-9ded-439f-a573-5ccacd7d829d"
"Object Transfer",5442,"1",1,"","2026-02-23T20:12:35.215602Z",1126830,3.791,"#C C moves a can to the bed","Moving an object from one location to another.","r001","Cleaning","silver","Gold","",175.77051859999997,"2026-02-23T20:12:35.215635Z","10019839-9ded-439f-a573-5ccacd7d829d"
"Locomotion",5444,"1",1,"Object Transfer","2026-02-23T20:12:44.583884Z",1126831,8.17,"#C C throws #Unsure on the bed","Body movement through space to perform the action (throwing).","r001","Cleaning","silver","Bad","",190.9152086,"2026-02-23T20:12:44.583898Z","10019839-9ded-439f-a573-5ccacd7d829d"
"Object Transfer",5446,"1",1,"","2026-02-23T20:12:53.254815Z",1126832,6.519,"#C C picks flower pot on the window sill","Logistics step involving picking up an object.","r001","Cleaning","silver","Gold","",218.2853686,"2026-02-23T20:12:53.254847Z","10019839-9ded-439f-a573-5ccacd7d829d"
"Object Transfer",5448,"1",1,"","2026-02-23T20:12:58.640698Z",1126833,4.154,"#C C throws photo frame on the bed","[CtxFixed] The action involves moving an object (photo frame) from one location (window sill) to another (bed), which fits the definition of Object Transfer.","r001","Cleaning","silver","Gold","",226.7642386,"2026-02-23T20:12:58.640734Z","10019839-9ded-439f-a573-5ccacd7d829d"
