"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Object Transfer",21,"1",11,"","2026-02-22T19:18:10.988287Z",21,8.564,"#C C puts the electrical cable down on the table","Logistics step involving moving an object (cable).","r001","Cleaning","silver","Gold","",208.87299526666663,"2026-02-22T19:18:10.988302Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Essential Operation",22,"1",11,"","2026-02-22T19:18:23.148471Z",22,6.979,"#C C zip the inner part of the suitcase","Core manual task involving fine motor skills.","r001","Cleaning","silver","Gold","",242.05771526666663,"2026-02-22T19:18:23.148490Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Object Transfer",23,"1",11,"","2026-02-22T19:18:31.062354Z",23,4.921,"#C C drops the cables in suit case.","[CtxFixed] The action of dropping the cables into the suitcase is a deliberate placement, which fits the criteria for Object Transfer.","r001","Cleaning","silver","Gold","",291.71412526666666,"2026-02-22T19:18:31.062367Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Object Transfer",24,"1",11,"","2026-02-22T19:18:37.060192Z",24,4.808,"#C C puts the computer in the vehicle.","Logistics step involving moving an object from one location to another.","r001","Cleaning","silver","Gold","",461.5052852666667,"2026-02-22T19:18:37.060216Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Object Transfer",25,"1",11,"","2026-02-22T19:18:45.769869Z",25,7.729,"#C C grabs a polythene bag","Logistics step involving picking up an object.","r001","Cleaning","silver","Gold","",576.5108852666667,"2026-02-22T19:18:45.769881Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Object Transfer",26,"1",11,"Essential Operation","2026-02-22T19:28:20.693535Z",26,574.147,"#C C closes the suitcase","Closing an object, which involves a short burst of hand activity.","r001","Cleaning","silver","Bad","",713.5412652666668,"2026-02-22T19:28:20.693556Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Essential Operation",27,"1",11,"","2026-02-22T19:29:18.702204Z",27,52.506,"#C C loosens the second tripod","Core manual task, likely involves manipulation and force.","r001","Cleaning","silver","Gold","",1180.3724219333333,"2026-02-22T19:29:18.702218Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Locomotion",28,"1",11,"Object Transfer","2026-02-22T19:43:15.779323Z",28,836.293,"#C C carries the suitcase from the ground","Body moving through space to carry an object.","r001","Cleaning","silver","Bad","",1480.0884919333332,"2026-02-22T19:43:15.779344Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Object Transfer",29,"1",11,"","2026-02-22T19:43:29.701041Z",29,9.082,"#C C places the suitcase on the ground","Logistics step involving the placement of an object.","r001","Cleaning","silver","Gold","",1481.7704219333334,"2026-02-22T19:43:29.701059Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Stationary",30,"1",11,"","2026-02-22T19:43:40.601540Z",30,10.445,"#C C joins two eye glasses together","Low body/hand motion, fine manipulation.","r001","Cleaning","silver","Gold","",1534.1206519333334,"2026-02-22T19:43:40.601560Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Locomotion",31,"1",11,"","2026-02-22T19:43:57.552448Z",31,16.464,"# C C walks around the area","Movement through space, indicative of walking.","r001","Cleaning","silver","Gold","",1835.4090886,"2026-02-22T19:43:57.552467Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Locomotion",32,"1",11,"","2026-02-22T19:44:44.885950Z",32,46.874,"# C C walks towards the door","Body moving through space (walking).","r001","Cleaning","silver","Gold","",1848.3264686,"2026-02-22T19:44:44.885963Z","0cf71e76-0ed9-4fb9-875f-be49528105b7"
"Stationary",33,"1",11,"Essential Operation","2026-02-22T19:49:01.607258Z",33,256.174,"#C C switches off the socket","Low body/hand motion, likely involves pressing a button or flipping a switch.","r001","Cleaning","silver","Bad","",4.5215786,"2026-02-22T19:49:01.607271Z","0dbabadf-c3d5-4e98-bb20-ce9d930c2474"
"Object Transfer",34,"1",11,"Essential Operation","2026-02-22T19:49:16.009344Z",34,7.987,"#C C pulls brush out of the cord","Logistics action involving picking up or moving an object.","r001","Cleaning","silver","Bad","",108.4462586,"2026-02-22T19:49:16.009362Z","0dbabadf-c3d5-4e98-bb20-ce9d930c2474"
"Object Transfer",35,"1",11,"","2026-02-22T19:49:29.680057Z",35,13.023,"#C C puts pipe in a bag compartment","Logistics step, placing an object into a bag.","r001","Cleaning","silver","Gold","",911.4225159242188,"2026-02-22T19:49:29.680075Z","0dbabadf-c3d5-4e98-bb20-ce9d930c2474"
"Search",36,"1",11,"","2026-02-22T19:50:11.672304Z",36,12.113,"#C C looks at wrist","Head movement (looking), hands mostly still.","r001","Walking Outdoors","silver","Gold","",3.25427,"2026-02-22T19:50:11.672318Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",37,"1",11,"Object Transfer","2026-02-22T19:50:18.634223Z",37,6.27,"#C C puts pen down","The action involves a static gesture (putting pen down) with low body and hand motion.","r001","Walking Outdoors","silver","Bad","",78.96478,"2026-02-22T19:50:18.634241Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",38,"1",11,"","2026-02-22T19:50:23.122362Z",38,4.062,"#C C sanitizes hands","Core manual task involving hand activity.","r001","Walking Outdoors","silver","Gold","",129.31068,"2026-02-22T19:50:23.122377Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",39,"1",11,"","2026-02-22T19:50:31.192440Z",39,7.608,"#C C takes bottle from cabinet","Logistics action of picking up an object.","r001","Walking Outdoors","silver","Gold","",208.1547,"2026-02-22T19:50:31.192458Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Search",40,"1",11,"","2026-02-22T19:50:37.899219Z",40,6.297,"#C C looks at bottle from cabinet","Head movement (visual inspection), hands mostly still.","r001","Walking Outdoors","silver","Gold","",220.32043,"2026-02-22T19:50:37.899232Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Search",41,"1",11,"","2026-02-22T19:50:46.175498Z",41,7.753,"#C C looks at tubes","Head movement (looking), hands mostly still.","r001","Walking Outdoors","silver","Gold","",293.38904,"2026-02-22T19:50:46.175516Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",42,"1",11,"","2026-02-22T19:50:52.009336Z",42,5.443,"#C C puts tubes down","Action involves placing objects, short bursts of hand acceleration.","r001","Walking Outdoors","silver","Gold","",295.38891,"2026-02-22T19:50:52.009356Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Search",43,"1",11,"","2026-02-22T19:50:55.539730Z",43,3.187,"#C C looks at glass","Head movement (visual search), hands mostly still.","r001","Walking Outdoors","silver","Gold","",323.63478,"2026-02-22T19:50:55.539746Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",44,"1",11,"","2026-02-22T19:59:22.737710Z",44,506.82,"#C C puts glass down","Logistics step of placing an object.","r001","Walking Outdoors","silver","Gold","",368.04683,"2026-02-22T19:59:22.737726Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",45,"1",11,"","2026-02-22T19:59:30.844891Z",45,7.186,"#C C writes on the glove","Core manual task involving high hand activity.","r001","Walking Outdoors","silver","Gold","",498.224,"2026-02-22T19:59:30.844908Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",46,"1",11,"","2026-02-22T19:59:34.651917Z",46,3.123,"#C C puts plastic in bin","Logistics action of putting an item into a bin.","r001","Walking Outdoors","silver","Gold","",564.3646833333333,"2026-02-22T19:59:34.651936Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",47,"1",11,"","2026-02-22T19:59:38.761100Z",47,3.619,"#C C writes on the glass with a mark pen","Core manual task involving high hand activity.","r001","Walking Outdoors","silver","Gold","",656.6899433333333,"2026-02-22T19:59:38.761117Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",48,"1",11,"Object Transfer","2026-02-22T19:59:50.976714Z",48,11.798,"#C C puts calculator down","The action describes a static action (putting something down) rather than movement through space.","r001","Walking Outdoors","silver","Bad","",676.4629333333334,"2026-02-22T19:59:50.976729Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",49,"1",11,"Locomotion","2026-02-22T20:00:15.380137Z",49,23.759,"#C C swings with chair","[CtxFixed] The action of swinging with a chair does not involve movement from one location to another, nor does it involve transferring an object or searching for something. It is a stationary action where the person is engaged in a repetitive motion with the chair.","r001","Walking Outdoors","silver","Bad","",678.6663133333334,"2026-02-22T20:00:15.380154Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",50,"1",11,"Essential Operation","2026-02-22T20:00:26.404802Z",50,10.536,"#C C opens tube","Logistics step involving opening an object.","r001","Walking Outdoors","silver","Bad","",755.4278433333334,"2026-02-22T20:00:26.404823Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",51,"1",11,"Object Transfer","2026-02-22T20:07:48.740769Z",51,454.53000000000003,"#C C puts liquid in test tube","Core manual task involving precise hand movements.","r001","Walking Outdoors","silver","Gold","",788.0796433333334,"2026-02-22T21:13:03.371411Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",52,"1",11,"","2026-02-22T20:07:52.216355Z",52,2.72,"#C C closes bottle","Closing a bottle involves a specific manual task with high hand activity.","r001","Walking Outdoors","silver","Gold","",795.2402933333333,"2026-02-22T20:07:52.216372Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",53,"1",11,"","2026-02-22T20:07:56.853338Z",53,4.256,"#C C takes liquid from bottle using measuring tube","Core task involving manual manipulation with high hand activity.","r001","Walking Outdoors","silver","Gold","",831.3745533333333,"2026-02-22T20:07:56.853353Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",54,"1",11,"Essential Operation","2026-02-22T20:43:59.785363Z",54,9.642,"#C C sanitizes pack","The action describes a static activity (sanitizing), not involving movement through space.","r001","Walking Outdoors","silver","Bad","",988.7324733333334,"2026-02-22T20:43:59.785380Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",55,"1",11,"","2026-02-22T20:44:09.635597Z",55,8.756,"#C C sanitizes bottle","Core manual task involving high hand activity.","r001","Walking Outdoors","silver","Gold","",1038.2711833333333,"2026-02-22T20:44:09.635621Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",56,"1",11,"","2026-02-22T20:44:13.733874Z",56,3.226,"#C C sanitizes measuring tube","Core task involving high hand activity.","r001","Walking Outdoors","silver","Gold","",1078.3534926666666,"2026-02-22T20:44:13.733888Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",57,"1",11,"Essential Operation","2026-02-22T20:44:22.688280Z",57,8.352,"#C C closes cabinet","The action of closing a cabinet is a discrete movement that does not involve continuous locomotion or high body acceleration.","r001","Walking Outdoors","silver","Bad","",1129.0622166666667,"2026-02-22T20:44:22.688297Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",58,"1",11,"","2026-02-22T20:44:34.841233Z",58,11.322,"#C C puts plastic box down","The action involves placing an object (putting down a plastic box), which is a logistics step.","r001","Walking Outdoors","silver","Gold","",1139.7559766666666,"2026-02-22T20:44:34.841254Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",59,"1",11,"","2026-02-22T20:44:44.712225Z",59,9.421,"#C C puts water gun aside","The action involves setting aside an object, which is a logistics step.","r001","Walking Outdoors","silver","","Skip",1180.9150066666666,"2026-02-22T20:44:44.712239Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",60,"1",11,"","2026-02-22T20:44:54.583696Z",60,9.394,"#C C puts water gun down","Putting an object down indicates a pause in movement, low energy state.","r001","Walking Outdoors","silver","","Skip",1187.3902666666668,"2026-02-22T20:44:54.583709Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",61,"1",11,"Essential Operation","2026-02-22T20:45:01.378706Z",61,6.335,"#C C opens machine","Action involves opening a machine, which is a logistics step.","r001","Walking Outdoors","silver","Bad","",1287.7900166666666,"2026-02-22T20:45:01.378719Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",62,"1",11,"","2026-02-22T20:45:06.290535Z",62,4.536,"#C C puts tube in drawer","Logistics step involving placing an object in a drawer.","r001","Walking Outdoors","silver","Gold","",1292.9428266666666,"2026-02-22T20:45:06.290547Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",63,"1",11,"","2026-02-22T20:45:16.139674Z",63,9.486,"#C C holds test tube","The action describes holding a test tube which involves minimal movement.","r001","Walking Outdoors","silver","Gold","",1328.619146666667,"2026-02-22T20:45:16.139685Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",64,"1",11,"Object Transfer","2026-02-22T20:45:20.989659Z",64,7.836,"#C C puts liquid in tube","Core manual task involving precise hand movements.","r001","Walking Outdoors","silver","Gold","",1385.2490466666668,"2026-02-22T21:14:54.644532Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",65,"1",11,"Object Transfer","2026-02-22T20:45:24.472087Z",65,6.742,"#C C takes liquid from bottle","Core manual task involving the hands with high activity.","r001","Walking Outdoors","silver","Gold","",1456.5240166666667,"2026-02-22T21:15:00.587194Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",66,"1",11,"Essential Operation","2026-02-22T20:45:30.393662Z",66,5.516,"#C C closes tube","Closing a tube is a brief action that does not involve significant movement.","r001","Walking Outdoors","silver","Bad","",1524.9868566666669,"2026-02-22T20:45:30.393687Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",67,"1",11,"Object Transfer","2026-02-22T20:45:33.821319Z",67,6.689,"#C C puts liquid in glass","Core manual task involving pouring liquid, high hand activity.","r001","Walking Outdoors","silver","Gold","",1571.0786566666666,"2026-02-22T21:15:06.388920Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",68,"1",11,"Object Transfer","2026-02-22T20:45:40.178671Z",68,11.594,"#C C puts #unsure down","The action indicates a pause or uncertainty, suggesting low body and hand motion.","r001","Walking Outdoors","silver","Bad","",1652.81564,"2026-02-23T00:32:31.765232Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",69,"1",11,"","2026-02-22T20:45:43.593183Z",69,10.269,"#C C opens #unsure","The action is unclear, but it seems like a brief, stationary interaction.","r001","Walking Outdoors","silver","","Skip",1661.09651,"2026-02-23T00:32:24.445964Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",70,"1",11,"","2026-02-22T20:45:53.126329Z",70,9.144,"#C C picks tube from container","Logistics step of picking up an object.","r001","Walking Outdoors","silver","Gold","",1687.45432,"2026-02-22T20:45:53.126342Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Object Transfer",71,"1",11,"","2026-02-22T20:45:58.006568Z",71,3.951,"#C C picks tube","Logistics step involving picking up an object.","r001","Walking Outdoors","silver","Gold","",1720.15038,"2026-02-22T20:45:58.006583Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",72,"1",11,"Object Transfer","2026-02-22T20:46:08.939276Z",72,13.482000000000001,"#C C takes liquid from test tube","Core task involving manipulation with hands, likely requiring fine motor skills.","r001","Walking Outdoors","silver","Gold","",1723.31006,"2026-02-22T21:15:14.229706Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Stationary",73,"1",11,"","2026-02-22T20:46:15.752496Z",73,5.284,"#C C closes fridge","Action is performed while stationary, not involving locomotion.","r001","Walking Outdoors","silver","Gold","",1793.60987,"2026-02-22T20:46:15.752514Z","0e417ecf-8900-484b-bfb3-ccafef9a185b"
"Essential Operation",74,"1",11,"","2026-02-22T20:46:20.203737Z",74,3.306,"#C C cleans the camera with the cotton wool.","Core manual task involving high hand activity.","r001","Cleaning","silver","Gold","",52.7252906,"2026-02-22T20:46:20.203758Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Object Transfer",75,"1",11,"","2026-02-22T20:46:28.704266Z",75,7.241,"#C C moves the brush from his left to his right hand.","Logistics of moving an object between hands.","r001","Cleaning","silver","Gold","",129.18756059999998,"2026-02-22T20:46:28.704284Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Stationary",76,"1",11,"","2026-02-22T20:46:32.188313Z",76,3.138,"#C C holds the camera with his right hand.","Holding an object with minimal movement.","r001","Cleaning","silver","Gold","",146.41820059999998,"2026-02-22T20:46:32.188331Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Object Transfer",77,"1",11,"","2026-02-22T20:46:36.736834Z",77,4.223,"#C C drops the cotton wool on the table.","Refined via regex fallback","r001","Cleaning","silver","Gold","",172.73921059999998,"2026-02-22T20:46:36.736854Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Essential Operation",78,"1",11,"","2026-02-22T20:46:43.217932Z",78,6.138,"#C C sprays the camera in his left hand with the air blow gun in his right hand. #Unsure","Core cleaning task involving high hand activity with both hands.","r001","Cleaning","silver","Gold","",659.369181432255,"2026-02-22T20:46:43.217949Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Stationary",79,"1",11,"","2026-02-22T20:46:46.646748Z",79,3.026,"#C C holds the camera with both hands.","Low body/hand motion, holding an object without movement.","r001","Cleaning","silver","Gold","",678.1100114322551,"2026-02-22T20:46:46.646822Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Essential Operation",80,"1",11,"","2026-02-22T20:46:51.040975Z",80,4.093,"#C C cleans the camera with the cleaning brush in his right hand.","Core task involving manual operation with the cleaning brush.","r001","Cleaning","silver","Gold","",875.7875954322551,"2026-02-22T20:46:51.040988Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Object Transfer",81,"1",11,"","2026-02-22T20:59:06.761455Z",81,34.261,"#C C grabs the camera carton with both hands.","Logistics step involving picking up an object.","r001","Cleaning","silver","Gold","",934.79437762133,"2026-02-22T20:59:06.761480Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Object Transfer",82,"1",11,"","2026-02-22T20:59:13.974150Z",82,4.886,"#C C picks a cleaning wipe from the table with his right hand","Logistics step involving picking up an object.","r001","Cleaning","silver","Gold","",939.89069762133,"2026-02-22T20:59:13.974163Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Essential Operation",83,"1",11,"","2026-02-22T20:59:22.237941Z",83,7.413,"#C C cuts a piece of the packing tape in his left hand with his right hand.","Core manual task involving precise hand movements.","r001","Cleaning","silver","Gold","",1032.25981762133,"2026-02-22T20:59:22.237956Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Stationary",84,"1",11,"","2026-02-22T20:59:28.053858Z",84,5.203,"#C C holds the piece of packing tape with both hands","Low body/hand motion, holding an object without moving.","r001","Cleaning","silver","Gold","",1074.88565762133,"2026-02-22T20:59:28.053877Z","111ee12a-6af2-4bfc-8586-e706568fd078"
"Object Transfer",85,"1",11,"","2026-02-22T20:59:32.710336Z",85,4.321,"#C C places the cloth in his hands on the chair.","Logistics step involving placing an object (cloth) on a surface (chair).","r001","Cleaning","silver","Gold","",55.0690796,"2026-02-22T20:59:32.710357Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
"Object Transfer",86,"1",11,"","2026-02-22T20:59:37.353077Z",86,4.264,"#C C hangs the towel on the clothes hanger in the bathroom.","Logistics step involving picking up and placing the towel.","r001","Cleaning","silver","Gold","",156.83546959999998,"2026-02-22T20:59:37.353093Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
"Essential Operation",87,"1",11,"","2026-02-22T20:59:40.781221Z",87,3.097,"#C C folds the cloth with his hands.","Core manual task involving high hand activity.","r001","Cleaning","silver","Gold","",164.2619296,"2026-02-22T20:59:40.781238Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
"Object Transfer",88,"1",11,"","2026-02-22T21:00:08.595612Z",88,34.447,"#C C opens a wardrobe door with his left hand.","Logistics step involving opening a wardrobe door.","r001","Cleaning","silver","Gold","",233.9994796,"2026-02-22T21:54:22.997804Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
"Object Transfer",89,"1",11,"","2026-02-22T21:00:15.284467Z",89,6.164,"#C C passes the napkin in his left hand to his right hand.","Transferring an object from one hand to the other, involves logistics.","r001","Cleaning","silver","Gold","",371.4080909546634,"2026-02-22T21:00:15.284486Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
"Locomotion",90,"1",11,"Essential Operation","2026-02-22T21:00:40.073313Z",90,6.841,"#C C cleans with the vacuum cleaner.","Movement through space while performing a task, likely involves walking or moving the body.","r001","Cleaning","silver","Bad","",1094.3100509546634,"2026-02-22T21:00:40.073328Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
"Object Transfer",91,"1",11,"","2026-02-22T21:00:48.070461Z",91,7.436,"#C C moves the curtain with his hands.","Logistics action involving moving an object (curtain).","r001","Cleaning","silver","Gold","",1201.7616509546633,"2026-02-22T21:00:48.070474Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
"Locomotion",92,"1",11,"Object Transfer","2026-02-22T21:01:00.186466Z",92,11.683,"#C C moves the table with his hands.","Body moving through space by pushing an object (table), indicating movement and likely high body acceleration.","r001","Cleaning","silver","Bad","",1240.2383609546632,"2026-02-22T21:01:00.186485Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
"Object Transfer",93,"1",11,"","2026-02-22T21:01:05.101328Z",93,4.578,"#C C hangs the painting on a curtain rod.","The action involves moving and placing an object (hanging a painting), which is a logistics step.","r001","Cleaning","silver","Gold","",1458.9984609546632,"2026-02-22T21:01:05.101350Z","162c1bc4-89df-4475-a549-3faa7ef27c1e"
