action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Object Transfer,1331.0,6.0,5,,2026-02-22T22:24:35.725124Z,1132651,13.629,#C C opens the bottle with her right hand,Logistics action involving opening a bottle.,r001,Cooking,silver,Gold,,118.74137,2026-02-22T22:24:35.725137Z,1120c597-930c-49b7-8a61-f0dce9c31be5
Object Transfer,1332.0,6.0,5,,2026-02-22T22:24:41.131671Z,1132652,4.428,#C C places the phone aside.,Logistics step of putting the phone aside.,r001,Mechanical Repair,silver,Gold,,566.8444921677084,2026-02-22T22:24:41.131694Z,14644fba-afeb-471c-8d82-2a7783dc67c5
Stationary,1333.0,6.0,5,,2026-02-22T22:24:48.191204Z,1132653,5.667,#C C moves his hand away from the steering wheel.,"Low body/hand motion, indicating a pause or transition to a new action.",r001,Mechanical Repair,silver,Gold,,568.6490621677084,2026-02-22T22:24:48.191217Z,14644fba-afeb-471c-8d82-2a7783dc67c5
Essential Operation,1334.0,6.0,5,,2026-02-22T22:24:51.656752Z,1132654,2.481,#C C pulls the gear.,"Core task involving manual effort, likely with high hand acceleration.",r001,Mechanical Repair,silver,Gold,,588.9304021677084,2026-02-22T22:24:51.656775Z,14644fba-afeb-471c-8d82-2a7783dc67c5
Stationary,1335.0,6.0,5,Object Transfer,2026-02-22T22:26:24.592276Z,1132655,60.623,#C C pulls the visor.,The action of pulling a visor is likely a quick movement with minimal body acceleration.,r001,Mechanical Repair,silver,Bad,,933.6292027326308,2026-02-22T22:26:24.592299Z,14644fba-afeb-471c-8d82-2a7783dc67c5
Locomotion,1336.0,6.0,5,Object Transfer,2026-02-22T22:26:46.068708Z,1132656,17.726,#C C pulls up the gear.,"Body movement to pull up an object, indicating a change in position.",r001,Mechanical Repair,silver,Bad,,985.4939727326308,2026-02-22T22:26:46.068731Z,14644fba-afeb-471c-8d82-2a7783dc67c5
Essential Operation,1337.0,6.0,5,,2026-02-22T22:26:49.903762Z,1132657,2.918,#C C dips kitchen cloth in the sink,Core task involving high hand activity.,r001,Cleaning,silver,Gold,,6.1873986,2026-02-22T22:26:49.903776Z,17b06e6c-3823-4825-91d1-68a9864bd983
Object Transfer,1338.0,6.0,5,,2026-02-22T22:26:55.086844Z,1132658,3.759,#C C throws adapter on a window sill,"The action involves placing an object, which is a logistics step.",r001,Cleaning,silver,Gold,,365.2101524964844,2026-02-22T22:26:55.086882Z,17b06e6c-3823-4825-91d1-68a9864bd983
Locomotion,1339.0,6.0,5,Essential Operation,2026-02-22T22:27:09.243700Z,1132659,12.616,#C C sweeps the other part of the yard with a broom,"Movement through space while performing a task, high body acceleration.",r001,Cleaning,silver,Gold,,148.5106296,2026-02-22T22:27:09.243714Z,18edc157-d1d7-4ad6-bfb9-355c14560a65
Essential Operation,1340.0,6.0,5,,2026-02-22T22:27:23.681534Z,1132660,8.629,#C C brushes edge floor with the brush,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,591.5495381211263,2026-02-22T22:27:23.681560Z,18fc3782-9929-4df3-b6c9-40943de4c22d
Essential Operation,1341.0,6.0,5,,2026-02-22T22:27:27.790265Z,1132661,2.608,#C C sands the wall with sand paper,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,776.7106581211262,2026-02-22T22:27:27.790279Z,18fc3782-9929-4df3-b6c9-40943de4c22d
Essential Operation,1342.0,6.0,5,,2026-02-22T22:27:52.939567Z,1132662,24.219,#C C takes #unsure,"[CtxFixed] The current action continues the pattern of cleaning the wall, which is consistent with the previous actions classified as 'Essential Operation'.",r001,Mechanical Repair,silver,,Skip,1246.213498456831,2026-02-22T22:27:52.939595Z,18fc3782-9929-4df3-b6c9-40943de4c22d
Search,1343.0,6.0,5,,2026-02-22T22:27:57.211331Z,1132663,3.159,#C C looks at the screw,"Head movement (visual inspection), hands mostly still.",r001,Carpentry,silver,Gold,,104.49572,2026-02-22T22:27:57.211345Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Stationary,1344.0,6.0,5,,2026-02-22T22:28:02.851958Z,1132664,4.628,#C C touches the machine with right hand,"Low body/hand motion, likely checking or adjusting the machine.",r001,Carpentry,silver,Gold,,172.09295,2026-02-22T22:28:02.851972Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Essential Operation,1345.0,6.0,5,Stationary,2026-02-22T22:28:11.978601Z,1132665,7.943,#C C moves the right hand to the rod,"Core manual task, high hand activity.",r001,Carpentry,silver,Gold,,253.70786,2026-02-22T22:28:11.978614Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Stationary,1346.0,6.0,5,,2026-02-22T22:28:20.164853Z,1132666,7.044,#C C touches the bolt,"The action 'touches the bolt' implies a stationary, low-energy interaction.",r001,Carpentry,silver,Gold,,447.89005,2026-02-22T22:28:20.164867Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Search,1347.0,6.0,5,,2026-02-22T22:28:24.032990Z,1132667,2.33,#C C looks at the bolt,"Head movement (visual inspection), hands mostly still.",r001,Carpentry,silver,Gold,,528.23968,2026-02-22T22:28:24.033008Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Object Transfer,1348.0,6.0,5,,2026-02-22T22:28:48.505500Z,1132668,23.607,#C C puts the hex key on the machine,Logistics step involving placing an object.,r001,Carpentry,silver,Gold,,644.4026533333333,2026-02-22T22:28:48.505514Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Stationary,1349.0,6.0,5,,2026-02-22T22:28:51.914851Z,1132669,2.374,#C C touches the curtain,"Low body/hand motion, likely involves gentle touch.",r001,Carpentry,silver,Gold,,721.8792533333333,2026-02-22T22:28:51.914865Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Search,1350.0,6.0,5,,2026-02-22T22:28:55.639090Z,1132670,2.697,#C C looks at the spanners,"Head movement (visual inspection), hands mostly still.",r001,Carpentry,silver,Gold,,1068.4474826666665,2026-02-22T22:28:55.639104Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Search,1351.0,6.0,5,,2026-02-22T22:28:59.160536Z,1132671,2.519,#C C looks at the cylinders,"Visual inspection, likely involves head movement and minimal hand activity.",r001,Carpentry,silver,Gold,,1186.2702466666667,2026-02-22T22:28:59.160550Z,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d
Locomotion,1352.0,6.0,5,,2026-02-22T22:29:03.662368Z,1132672,3.542,#C C takes #unsure,"Movement through space, likely walking or moving with uncertainty.",r001,Walking Outdoors,silver,,Skip,1.46514,2026-02-22T22:29:03.662394Z,1b3c0015-a687-4237-abb5-cde1bfd1e85f
Stationary,1353.0,6.0,5,Object Transfer,2026-02-22T22:29:38.263697Z,1132673,33.436,#C C presses on the lift button,"Pressing a button involves minimal body movement, primarily hand activity.",r001,Walking Outdoors,silver,Gold,,95.10204,2026-02-22T22:29:38.263734Z,1b3c0015-a687-4237-abb5-cde1bfd1e85f
Locomotion,1354.0,6.0,5,,2026-02-22T22:29:44.848968Z,1132674,5.512,#C C walks back to the previously marked wall,Body moving through space (walking).,r001,Carpentry,silver,Gold,,97.4228196,2026-02-22T22:29:44.848991Z,1bc1f5e9-9d74-4a07-9d1b-39e5410436b6
Locomotion,1355.0,6.0,5,,2026-02-22T22:29:48.789178Z,1132675,2.568,#C C walks back to the driller on the floor,Body moving through space (walking).,r001,Carpentry,silver,Gold,,362.7590209546634,2026-02-22T22:29:48.789191Z,1bc1f5e9-9d74-4a07-9d1b-39e5410436b6
Stationary,1356.0,6.0,5,,2026-02-22T22:29:52.155022Z,1132676,2.526,#C C Holds a packet of pastries with a the other hand,"Low body/hand motion, holding an item.",r001,Cooking,silver,Gold,,8.482655266666667,2026-02-22T22:29:52.155036Z,1d3ef460-0afc-4d50-9701-48204c907b43
Object Transfer,1358.0,6.0,5,,2026-02-22T22:30:34.849199Z,1132677,18.369,#C C Picks utensils on a table,Logistics/Setup step involving picking up objects.,r001,Cooking,silver,Gold,,24.259205266666665,2026-02-22T22:30:34.849213Z,1d3ef460-0afc-4d50-9701-48204c907b43
Object Transfer,1359.0,6.0,5,,2026-02-22T22:30:38.002796Z,1132678,2.192,#C C Closes a cooking pot with a lid,Logistics step involving picking up and placing the lid on the pot.,r001,Cooking,silver,Gold,,37.86719526666667,2026-02-22T22:30:38.002816Z,1d3ef460-0afc-4d50-9701-48204c907b43
Object Transfer,1360.0,6.0,5,,2026-02-22T22:30:41.208978Z,1132679,1.931,#C C Opens a cooking pot,Logistics step involving opening a pot.,r001,Cooking,silver,Gold,,39.59705526666667,2026-02-22T22:30:41.208991Z,1d3ef460-0afc-4d50-9701-48204c907b43
Locomotion,1361.0,6.0,5,Object Transfer,2026-02-22T22:30:49.732010Z,1132680,7.491,#C C Moves a cooking pot on a gas cooker,"Body moving through space to move a pot, high body acceleration expected.",r001,Cooking,silver,Bad,,40.20487526666667,2026-02-22T22:30:49.732044Z,1d3ef460-0afc-4d50-9701-48204c907b43
Object Transfer,1362.0,6.0,5,,2026-02-22T22:30:53.760860Z,1132681,2.633,#C C picks earphones on the table.,Logistics step involving picking up an item.,r001,Cooking,silver,Gold,,301.97768526666664,2026-02-22T22:30:53.760875Z,1d3ef460-0afc-4d50-9701-48204c907b43
Essential Operation,1363.0,6.0,5,,2026-02-22T22:30:57.252932Z,1132682,2.392,#C C cleans cooking stick.,"Core task involving manual cleaning, high hand activity.",r001,Cooking,silver,Gold,,531.8155452666667,2026-02-22T22:30:57.252955Z,1d3ef460-0afc-4d50-9701-48204c907b43
Essential Operation,1364.0,6.0,5,,2026-02-22T22:31:00.492322Z,1132683,2.147,#C C scrubs plate,Core task involving high hand activity.,r001,Cooking,silver,Gold,,560.3866652666667,2026-02-22T22:31:00.492347Z,1d3ef460-0afc-4d50-9701-48204c907b43
Object Transfer,1365.0,6.0,5,,2026-02-22T22:31:03.536190Z,1132684,2.188,#C C picks bowl from the sink,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,580.4965552666667,2026-02-22T22:31:03.536204Z,1d3ef460-0afc-4d50-9701-48204c907b43
Object Transfer,1366.0,6.0,5,,2026-02-22T22:31:12.353255Z,1132685,7.829,#C C flips plate,Logistics step involving the manipulation and movement of an object.,r001,Cooking,silver,Gold,,639.1569252666667,2026-02-22T22:31:12.353307Z,1d3ef460-0afc-4d50-9701-48204c907b43
Stationary,1367.0,6.0,5,,2026-02-22T22:31:15.963035Z,1132686,2.186,#C C holds chopping board in the right hand,Holding an object without significant movement.,r001,Cooking,silver,Gold,,660.1869352666668,2026-02-22T22:31:15.963059Z,1d3ef460-0afc-4d50-9701-48204c907b43
Object Transfer,1368.0,6.0,5,Essential Operation,2026-02-22T22:31:27.956816Z,1132687,3.113,#C C closes the kettle heater,Logistics action involving closing an object.,r001,Cooking,silver,Gold,,12.3196886,2026-02-22T22:31:27.956831Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Object Transfer,1369.0,6.0,5,,2026-02-22T22:31:33.615432Z,1132688,4.596,#C C picks the utensils cleaning scrubber,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,36.6578286,2026-02-22T22:31:33.615448Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,1370.0,6.0,5,,2026-02-22T22:31:37.427286Z,1132689,2.735,#C C holds the spoon with left hand.,"Low body/hand motion, holding an object without movement.",r001,Cooking,silver,Gold,,405.831739069057,2026-02-22T22:31:37.427309Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,1371.0,6.0,5,Essential Operation,2026-02-22T22:31:52.873362Z,1132690,14.631,#C C tastes the mixture.,"Low body/hand motion, primarily involves tasting.",r001,Cooking,silver,Gold,,409.558409069057,2026-02-22T22:31:52.873394Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Object Transfer,1372.0,6.0,5,,2026-02-22T22:31:56.829866Z,1132691,2.5,#C C takes empty packet.,Logistics/Setup step (taking an object).,r001,Cooking,silver,Gold,,492.992299069057,2026-02-22T22:31:56.829891Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Object Transfer,1373.0,6.0,5,Stationary,2026-02-22T22:32:17.057402Z,1132692,19.219,#C C raise hand to the cabinet.,"The action involves reaching for an object, which is a logistics step.",r001,Cooking,silver,Bad,,508.449939069057,2026-02-22T22:32:17.057436Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Essential Operation,1374.0,6.0,5,,2026-02-22T22:32:20.579124Z,1132693,2.416,#C C mixes the mixture.,Core task involving high hand activity.,r001,Cooking,silver,Gold,,513.939609069057,2026-02-22T22:32:20.579159Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Object Transfer,1375.0,6.0,5,,2026-02-22T22:32:27.477914Z,1132694,5.858,#C C puts the bowl in the microwave.,Logistics step involving moving an object to a specific location.,r001,Cooking,silver,Gold,,523.931109069057,2026-02-22T22:32:27.477941Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,1376.0,6.0,5,Essential Operation,2026-02-22T22:32:34.034347Z,1132695,5.387,#C C licks the spoon.,"Minimal body and hand movement, mostly head and tongue motion.",r001,Cooking,silver,Gold,,531.234279069057,2026-02-22T22:32:34.034379Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Essential Operation,1377.0,6.0,5,,2026-02-22T22:32:37.780795Z,1132696,2.606,#C C cuts one piece of banana.,"Core task, high hand activity.",r001,Cooking,silver,Gold,,551.5506318861329,2026-02-22T22:32:37.780819Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,1378.0,6.0,5,,2026-02-22T22:32:42.357746Z,1132697,3.24,#C C holds the items with right hand.,"Low body/hand motion, holding items without active manipulation.",r001,Cooking,silver,Gold,,560.8399518861329,2026-02-22T22:32:42.357768Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,1379.0,6.0,5,Object Transfer,2026-02-22T22:32:58.708472Z,1132698,15.39,#C C arranges kitchen slab.,"Low body/hand motion, arranging likely involves minimal movement.",r001,Cooking,silver,Bad,,562.1181218861328,2026-02-22T22:32:58.708494Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Essential Operation,1380.0,6.0,5,,2026-02-22T22:33:04.391541Z,1132699,4.65,#C C removes excess water from the hand.,Core task involving manual activity with hands.,r001,Cooking,silver,Gold,,620.9814018861329,2026-02-22T22:33:04.391565Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Stationary,1381.0,6.0,5,Essential Operation,2026-02-22T22:33:09.477401Z,1132700,3.995,#C C licks the spices.,"Low body/hand motion, mostly hand to mouth.",r001,Cooking,silver,Gold,,653.7979518861329,2026-02-22T22:33:09.477418Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Object Transfer,1302.0,8.0,5,,2026-02-22T22:21:42.194379Z,1132701,2.525,#C C takes the bowl of food.,Logistics step involving picking up and moving an object.,r001,Cooking,silver,Gold,,674.4191618861329,2026-02-22T22:21:42.194410Z,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065
Object Transfer,1303.0,8.0,5,,2026-02-22T22:21:45.352058Z,1132702,2.292,#C C picks a hand switch button on the tool table with his gloved right hand. #Unsure,"The action involves picking up an object, which is a logistics step.",r001,Mechanical Repair,silver,Gold,,26.62359,2026-02-22T22:21:45.352080Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1304.0,8.0,5,,2026-02-22T22:21:47.465916Z,1132703,1.325,#C C drops the chisel in his gloved right hand on the tool table.,"[CtxFixed] The action of dropping the chisel onto the tool table is a deliberate placement of the object, which fits the definition of 'Object Transfer'.",r001,Mechanical Repair,silver,Gold,,111.75399,2026-02-22T22:21:47.465941Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1305.0,8.0,5,,2026-02-22T22:21:49.312587Z,1132704,1.237,#C C drops the scissors in his gloved right hand on the tool table.,"[CtxFixed] The action of dropping the scissors onto the tool table can be interpreted as a deliberate placement, which fits the definition of 'Object Transfer'.",r001,Mechanical Repair,silver,Gold,,237.59073,2026-02-22T22:21:49.312610Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1306.0,8.0,5,,2026-02-22T22:21:52.135395Z,1132705,2.135,#C C rolls his gloved right fingers on the wire in the hand switch. #Unsure,"High hand activity, likely inspecting or manipulating the wire.",r001,Mechanical Repair,silver,Gold,,251.68227,2026-02-22T22:21:52.135419Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,1307.0,8.0,5,,2026-02-22T22:21:55.763337Z,1132706,2.955,#C C holds the tissue with both hands. #Unsure,"Low body/hand motion, holding an object.",r001,Mechanical Repair,silver,Gold,,273.97809,2026-02-22T22:21:55.763362Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1309.0,8.0,5,,2026-02-22T22:21:58.783802Z,1132707,2.324,#C C places the soldering iron in his gloved right hand into an opening on the work table.,"The action involves placing an object (soldering iron) in a specific location, which is a logistical step.",r001,Mechanical Repair,silver,Gold,,326.09097,2026-02-22T22:21:58.783823Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1310.0,8.0,5,,2026-02-22T22:22:01.529422Z,1132708,1.55,#C C soldiers the wires on the trafficator switch of the motorbike in his gloved left hand with the soldering iron in his gloved right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,339.55514,2026-02-22T22:22:01.529454Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1311.0,8.0,5,,2026-02-22T22:22:03.335027Z,1132709,1.112,#C C soldiers the steel line wire on the metal stool on the work table with the soldering iron in his gloved right hand. #Unsure,Core task involving high hand activity with the soldering iron.,r001,Mechanical Repair,silver,Gold,,430.61569,2026-02-22T22:22:03.335050Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1312.0,8.0,5,,2026-02-22T22:22:12.738973Z,1132710,8.568,#C C clips a wire from the trafficator switch of the motorbike with the plier in his right gloved hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,475.69092,2026-02-22T22:22:12.738986Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1313.0,8.0,5,,2026-02-22T22:22:14.628857Z,1132711,1.011,#C C picks a welding torch from the work table with his gloved right hand.,Logistics/Setup step involving picking up an object.,r001,Mechanical Repair,silver,Gold,,512.20569,2026-02-22T22:22:14.628889Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1314.0,8.0,5,,2026-02-22T22:22:16.229391Z,1132712,0.923,#C C picks a black tape from a hook on the wall with his gloved left hand.,"Logistics step, picking up an object.",r001,Mechanical Repair,silver,Gold,,537.7205,2026-02-22T22:22:16.229414Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1315.0,8.0,5,,2026-02-22T22:22:17.607212Z,1132713,0.717,#C C picks a piece of the tape in his gloved left hand with his gloved right hand.,"The action involves picking up an object, which is a logistics step.",r001,Mechanical Repair,silver,Gold,,544.39426,2026-02-22T22:22:17.607248Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1316.0,8.0,5,,2026-02-22T22:22:20.367504Z,1132714,2.05,#C C tears off the tape with his gloved right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,568.56934,2026-02-22T22:22:20.367528Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1317.0,8.0,5,,2026-02-22T22:22:22.093059Z,1132715,1.015,#C C passes the screwdriver from his gloved right hand to his gloved left hand.,"The action involves passing an object, which is a logistics step.",r001,Mechanical Repair,silver,Gold,,633.50612,2026-02-22T22:22:22.093082Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1318.0,8.0,5,,2026-02-22T22:22:24.131431Z,1132716,1.421,#C C retrieves the screw from the back of the trafficator switch in his left gloved hand with his right gloved hand.,"The action involves picking up an object, which is a logistics step.",r001,Mechanical Repair,silver,Gold,,636.99979,2026-02-22T22:22:24.131445Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1319.0,8.0,5,,2026-02-22T22:22:26.325103Z,1132717,1.204,#C C tightens the trafficator switch with the screw and screwdriver in both gloved hands.,Core manual task involving high hand activity with a tool.,r001,Mechanical Repair,silver,Gold,,721.23343,2026-02-22T22:22:26.325127Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,1320.0,8.0,5,,2026-02-22T22:22:32.793241Z,1132718,5.653,#C C touches the ignition. #Unsure,"Low body/hand motion, possibly inspection or contemplation.",r001,Mechanical Repair,silver,Gold,,761.7677,2026-02-22T22:22:32.793259Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1321.0,8.0,5,Essential Operation,2026-02-22T22:22:37.874500Z,1132719,7.098,#C C opens the bolt & washer with both gloved hands. #Unsure,"The action involves opening an object, which is a logistics step.",r001,Mechanical Repair,silver,Gold,,772.74524,2026-02-22T22:22:44.483383Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,1323.0,8.0,5,Essential Operation,2026-02-22T22:23:01.422445Z,1132720,16.143,#C C supports the windscreen with his gloved left hand.,"Low body/hand motion, holding position.",r001,Mechanical Repair,silver,Gold,,799.3527799999999,2026-02-22T22:23:01.422460Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1382.0,6.0,5,,2026-02-22T22:33:18.842947Z,1132721,5.626,#C C moves a metal stool on the work table with both gloved hands.,Logistics/moving an object (stool) on a surface.,r001,Mechanical Repair,silver,Gold,,845.11877,2026-02-22T22:33:18.842970Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1383.0,6.0,5,,2026-02-22T22:34:10.601243Z,1132722,15.835,#C C picks a screwdriver from the work table with his gloved right hand.,"The action involves picking up an object, which is a logistics step.",r001,Mechanical Repair,silver,Gold,,896.18348,2026-02-22T22:34:10.601257Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1384.0,6.0,5,,2026-02-22T22:34:33.701832Z,1132723,25.973,#C C pulls out the nut and washer from the windscreen with both gloved hands.,"The action involves picking up and removing objects, which is a logistics step.",r001,Mechanical Repair,silver,Gold,,904.89826,2026-02-22T22:35:13.795499Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Object Transfer,1385.0,6.0,5,,2026-02-22T22:35:16.127396Z,1132724,9.141,#C C opens the pillion with both gloved hands. #Unsure,"The action involves opening a drawer or container, which is a logistics step.",r001,Mechanical Repair,silver,Gold,,944.99474,2026-02-22T22:35:16.127420Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Stationary,1386.0,6.0,5,,2026-02-22T22:35:18.991610Z,1132725,1.923,#C C closes the pillion. #Unsure,Closing an item typically involves minimal body movement and can be a static action.,r001,Mechanical Repair,silver,Gold,,963.41688,2026-02-22T22:35:18.991625Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1387.0,6.0,5,Object Transfer,2026-02-22T22:35:33.136962Z,1132726,13.244,#C C pulls back a nylon in the pillion with his gloved left hand. #Unsure,"The action involves a core manual task, likely requiring precise hand movements.",r001,Mechanical Repair,silver,Gold,,973.87918,2026-02-22T22:35:33.136977Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1388.0,6.0,5,Object Transfer,2026-02-22T22:37:07.120585Z,1132727,92.956,#C C pulls back the cloth in the pillion with his gloved left hand. #Unsure,High hand activity involved in the task of cleaning or wiping a surface.,r001,Mechanical Repair,silver,Gold,,982.3816,2026-02-22T22:37:07.120599Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Locomotion,1389.0,6.0,5,,2026-02-22T22:37:10.542153Z,1132728,2.234,#C C walks towards the motorbike.,"Body moving through space, indicative of walking.",r001,Mechanical Repair,silver,Gold,,991.65608,2026-02-22T22:37:10.542177Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1390.0,6.0,5,,2026-02-22T22:37:15.388534Z,1132729,3.681,#C C fastens the nut in the pillion with his gloved right hand. #Unsure,Core manual task involving hand activity.,r001,Mechanical Repair,silver,Gold,,998.07469,2026-02-22T22:37:15.388548Z,20400762-1e47-462d-a7d1-64a1b162b1f9
Essential Operation,1391.0,6.0,5,,2026-02-22T22:37:19.427215Z,1132730,2.844,#C C screws a nut in the pillion with the screwdriver in both gloved hands. #Unsure,Core manual task involving high hand activity with a tool.,r001,Mechanical Repair,silver,Gold,,1001.79568,2026-02-22T22:37:19.427238Z,20400762-1e47-462d-a7d1-64a1b162b1f9
