"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Object Transfer",15,"1",12,"Essential Operation","2026-02-22T07:10:54.725438Z",15,15.255,"#C C hits the top of the paint can with the paint brush.","[CtxFixed] The action involves moving the paint brush and interacting with the paint can, which is part of the process of transferring paint from the can to the brush.","r001","Mechanical Repair","silver","Bad","",1076.690312287997,"2026-02-22T07:10:54.725438Z","036ed5cd-297e-4592-97ee-0611adbc45d2"
"Essential Operation",16,"1",12,"","2026-02-22T07:11:01.777325Z",16,5.372,"#C C paints the balcony with the paint brush.","Core manual task involving repetitive hand movements.","r001","Mechanical Repair","silver","Gold","",1150.9625242879963,"2026-02-22T07:11:01.777325Z","036ed5cd-297e-4592-97ee-0611adbc45d2"
"Stationary",17,"1",12,"","2026-02-22T07:11:15.954198Z",17,12.518,"#C C stretches both legs forward.","Low body/hand motion, indicating a pause or idle action.","r001","Mechanical Repair","silver","Gold","",1201.7832042879966,"2026-02-22T07:11:15.954198Z","036ed5cd-297e-4592-97ee-0611adbc45d2"
"Stationary",18,"1",12,"","2026-02-22T07:11:21.589544Z",18,4.252,"#C C stops hitting the top paint can with the paint brush.","The action indicates a pause in activity, suggesting low energy and a stationary state.","r001","Mechanical Repair","silver","Gold","",1248.6553042879966,"2026-02-22T07:11:21.589544Z","036ed5cd-297e-4592-97ee-0611adbc45d2"
"Locomotion",19,"1",12,"","2026-02-22T07:11:26.548927Z",19,3.56,"#C C walks back to the balcony.","Body moving through space, indicative of walking.","r001","Mechanical Repair","silver","Gold","",1305.1477542879966,"2026-02-22T07:11:26.548927Z","036ed5cd-297e-4592-97ee-0611adbc45d2"
"Stationary",20,"1",12,"","2026-02-22T07:11:30.530859Z",20,2.352,"#C C stops hitting the paint brush on the top of the paint can.","The action describes a pause in motion, indicating low body and hand activity.","r001","Mechanical Repair","silver","Gold","",1402.2755442879966,"2026-02-22T07:11:30.530859Z","036ed5cd-297e-4592-97ee-0611adbc45d2"
"Object Transfer",21,"1",12,"","2026-02-22T07:12:16.229661Z",21,42.134,"C was at the front of a balcony with a paint brush. C took some paint from the paint can. C painted the balcony with the paint brush.","The action involves picking up and using the paint brush, which falls under logistics and setup steps.","r001","Mechanical Repair","silver","","Skip",1441.8543619333332,"2026-02-22T07:12:16.229661Z","036ed5cd-297e-4592-97ee-0611adbc45d2"
"Locomotion",22,"1",12,"","2026-02-22T07:12:22.318332Z",22,3.245,"#C C jumps the fence","Body moving through space with high body acceleration.","r001","Walking Outdoors","silver","Gold","",893.2863918293625,"2026-02-22T07:12:22.318332Z","057bf03d-b337-475c-82a2-79f0b5b6637f"
"Search",23,"1",12,"","2026-02-22T07:12:26.691409Z",23,2.749,"#C C looks at the grass","Head movement (visual inspection), hands mostly still.","r001","Walking Outdoors","silver","Gold","",2213.7839946091144,"2026-02-22T07:12:26.691409Z","057bf03d-b337-475c-82a2-79f0b5b6637f"
"Locomotion",24,"1",12,"Essential Operation","2026-02-22T07:12:32.527360Z",24,4.116,"#C C uproots the plant","The action involves moving through space, likely while walking.","r001","Walking Outdoors","silver","Bad","",2363.4200246091145,"2026-02-22T07:12:32.527360Z","057bf03d-b337-475c-82a2-79f0b5b6637f"
"Essential Operation",25,"1",12,"","2026-02-22T07:12:36.974622Z",25,2.927,"#C C twists the weed","Core manual task involving hand activity.","r001","Walking Outdoors","silver","Gold","",2743.906186816145,"2026-02-22T07:12:36.974622Z","057bf03d-b337-475c-82a2-79f0b5b6637f"
"Stationary",26,"1",12,"","2026-02-22T07:12:40.922424Z",26,2.559,"#C C touches on the seat","The action indicates a brief, stationary interaction with an object.","r001","Walking Outdoors","silver","Gold","",152.57955,"2026-02-22T07:12:40.922424Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Locomotion",27,"1",12,"","2026-02-22T07:12:54.524635Z",27,12.199,"#C C alights from the vehicle","The action describes a transition from a stationary position to movement, indicating the start of walking.","r001","Walking Outdoors","silver","Gold","",158.14817,"2026-02-22T07:12:54.524635Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",28,"1",12,"Essential Operation","2026-02-22T07:13:02.136668Z",28,4.133,"#C C removes pizza sticker","The action involves a small, localized task (removing a sticker) without significant body movement.","r001","Walking Outdoors","silver","Bad","",619.0629066666667,"2026-02-22T07:13:02.136668Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",29,"1",12,"Object Transfer","2026-02-22T07:13:08.746116Z",29,5.212,"#C C puts phone down","Putting down an object indicates a pause in motion, suggesting a low-energy state.","r001","Walking Outdoors","silver","Bad","",637.0548666666666,"2026-02-22T07:13:08.746116Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",30,"1",12,"Essential Operation","2026-02-22T07:13:15.302738Z",30,5.272,"#C C touches on the phone","Low body/hand motion, likely involves hand use but not significant motion.","r001","Walking Outdoors","silver","Bad","",676.4593466666666,"2026-02-22T07:13:15.302738Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Essential Operation",31,"1",12,"","2026-02-22T07:13:21.871620Z",31,5.372,"#C C eats the pizza","Core manual task involving hand activity.","r001","Walking Outdoors","silver","Gold","",815.3004766666667,"2026-02-22T07:13:21.871620Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",32,"1",12,"","2026-02-22T07:13:25.585936Z",32,2.366,"#C C puts carrier bag on table","Logistics step involving placing an object on a surface.","r001","Walking Outdoors","silver","Gold","",1058.2070566666666,"2026-02-22T07:13:25.585936Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",33,"1",12,"","2026-02-22T07:13:28.822854Z",33,1.971,"#C C takes pizza box","Logistics step of picking up the pizza box.","r001","Walking Outdoors","silver","Gold","",1083.6632213333332,"2026-02-22T07:13:28.822854Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",34,"1",12,"","2026-02-22T07:13:33.207751Z",34,2.194,"#C C puts the white paper bag in the bin","Logistics step involving placing an object in a bin.","r001","Walking Outdoors","silver","Gold","",1096.2797133333331,"2026-02-22T07:13:33.207751Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Locomotion",35,"1",12,"","2026-02-22T07:13:44.210124Z",35,9.587,"#O Driver A drives the bus","Body moving through space, indicative of driving which involves significant whole-body motion.","r001","Walking Outdoors","silver","","Skip",1199.7600233333333,"2026-02-22T07:13:44.210124Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Locomotion",36,"1",12,"","2026-02-22T07:13:48.466567Z",36,2.745,"#C C gets off the bus","The action involves moving the body from a stationary position (getting off the bus), which is characterized by high body acceleration.","r001","Walking Outdoors","silver","Gold","",1274.9174333333333,"2026-02-22T07:13:48.466567Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Locomotion",37,"1",12,"","2026-02-22T07:13:53.079387Z",37,3.329,"#C C pulls the trolley","Body moving through space while pulling an object, indicating movement.","r001","Walking Outdoors","silver","Gold","",1324.8567833333334,"2026-02-22T07:13:53.079387Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",38,"1",12,"","2026-02-22T07:13:57.944204Z",38,3.615,"#O Lady A gestures with the right hand","Gesturing with the hand while walking is not consistent with high body acceleration typical of locomotion. The action is more consistent with a stationary activity where the body remains mostly still.","r001","Walking Outdoors","silver","Gold","",1406.2809233333332,"2026-02-22T07:13:57.944204Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",39,"1",12,"","2026-02-22T07:14:02.850677Z",39,3.054,"#O Man B takes the items out of the basket","Logistics step of picking up and putting down items.","r001","Walking Outdoors","silver","Gold","",1421.8634133333337,"2026-02-22T07:14:02.850677Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",40,"1",12,"Essential Operation","2026-02-22T07:14:18.603026Z",40,14.256,"#C C interacts with Cashier F","Interacting with a cashier typically involves speaking and possibly handing over items, which are low-energy activities.","r001","Walking Outdoors","silver","Bad","",1442.0061033333334,"2026-02-22T07:14:18.603026Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Essential Operation",41,"1",12,"","2026-02-22T07:14:23.819994Z",41,3.746,"#O Cashier F rips off the receipt from the machine","Core manual task involving high hand activity.","r001","Walking Outdoors","silver","Gold","",1444.238473333333,"2026-02-22T07:14:23.819994Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Search",42,"1",12,"","2026-02-22T07:14:28.253360Z",42,3.148,"#C C looks at the food stuff items","Head movement (visual search), hands mostly still.","r001","Walking Outdoors","silver","Gold","",1478.2840933333332,"2026-02-22T07:14:28.254373Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Search",43,"1",12,"","2026-02-22T07:14:33.431329Z",43,3.799,"#O Man H looks at items with Man J","Visual search or monitoring (looking at items), hands mostly still.","r001","Walking Outdoors","silver","Gold","",1504.4092833333334,"2026-02-22T07:14:33.431329Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",44,"1",12,"","2026-02-22T07:14:38.960681Z",44,3.861,"#O Cashier G closes the container with the lid","The action involves closing a container, which is a logistics step involving picking up and putting down objects.","r001","Walking Outdoors","silver","Gold","",1527.1039133333334,"2026-02-22T07:14:38.960681Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Essential Operation",45,"1",12,"","2026-02-22T07:14:44.563063Z",45,3.115,"#O Cashier G scoops the olives","Core task involving hand activity, scooping.","r001","Walking Outdoors","silver","Gold","",1534.9312433333334,"2026-02-22T07:14:44.563063Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",46,"1",12,"","2026-02-22T07:14:48.332696Z",46,2.356,"#O Cashier G puts the container on the weighing scale","The action involves placing an object on a scale, which is a logistics step.","r001","Walking Outdoors","silver","Gold","",1538.2551533333333,"2026-02-22T07:14:48.332696Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Search",47,"1",12,"","2026-02-22T07:14:52.479876Z",47,1.904,"#C C looks at the cheese","Head movement (visual inspection), hands mostly still.","r001","Walking Outdoors","silver","Gold","",1631.7963626666665,"2026-02-22T07:14:52.479876Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",48,"1",12,"","2026-02-22T07:14:59.674299Z",48,5.542,"#C C drops the cheese slices in the trolley","[CtxFixed] The current action involves C deliberately placing the cheese slices into the trolley, which fits the criteria for an Object Transfer action.","r001","Walking Outdoors","silver","Gold","",1644.3084166666667,"2026-02-22T07:14:59.674299Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",49,"1",12,"","2026-02-22T07:15:02.674744Z",49,1.828,"#O Cashier B gives C the container","The action involves giving an object (container) to another person, which is a logistics step.","r001","Walking Outdoors","silver","Gold","",1687.2631266666667,"2026-02-22T07:15:02.674744Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Search",50,"1",12,"","2026-02-22T07:15:06.451534Z",50,2.446,"#C C looks at the bacon slices","Head movement (visual inspection), hands mostly still.","r001","Walking Outdoors","silver","Gold","",1690.8851366666668,"2026-02-22T07:15:06.451534Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",51,"1",12,"","2026-02-22T07:15:10.022295Z",51,2.297,"#C C puts the bacon slices in the trolley","Logistics step of placing items, short bursts of hand activity.","r001","Walking Outdoors","silver","Gold","",1693.4069566666667,"2026-02-22T07:15:10.022295Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",52,"1",12,"","2026-02-22T07:15:14.659063Z",52,2.79,"#C C takes another full cream container from the shelf","The action involves picking up and transferring an object, which is a logistics step.","r001","Walking Outdoors","silver","Gold","",1811.2964266666668,"2026-02-22T07:15:14.659063Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Locomotion",53,"1",12,"","2026-02-22T07:15:21.440185Z",53,2.938,"#C C moves up","Body moving through space, likely indicates upward movement such as climbing or walking up an incline.","r001","Walking Outdoors","silver","Gold","",1839.2198866666668,"2026-02-22T07:15:21.440185Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",54,"1",12,"","2026-02-22T07:15:24.074485Z",54,1.504,"#C C takes the spice container from the shelf","Logistics/Setup step, picking up an object.","r001","Walking Outdoors","silver","Gold","",2126.780756,"2026-02-22T07:15:24.074485Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Essential Operation",55,"1",12,"","2026-02-22T07:15:27.235129Z",55,2.091,"#C C shakes the spice container","Core task involving high hand activity.","r001","Walking Outdoors","silver","Gold","",2145.157016,"2026-02-22T07:15:27.235129Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",56,"1",12,"","2026-02-22T07:15:30.558639Z",56,2.079,"#C C takes the beef from the trolley","The action involves picking up an object from the trolley, which is a logistics step.","r001","Walking Outdoors","silver","Gold","",2269.85408,"2026-02-22T07:15:30.558639Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",57,"1",12,"","2026-02-22T07:15:33.966109Z",57,1.843,"#C C puts the beef on the counter","Logistics step involving placing an object.","r001","Walking Outdoors","silver","Gold","",2271.50255,"2026-02-22T07:15:33.966109Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Essential Operation",58,"1",12,"","2026-02-22T07:15:36.962246Z",58,1.747,"#O Cashier A takes the cheese slices","The action involves taking an item, which is a core manual task.","r001","Walking Outdoors","silver","Gold","",2274.28578,"2026-02-22T07:15:36.962246Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",59,"1",12,"","2026-02-22T07:15:42.105710Z",59,1.59,"#C C puts the containers on the counter","Logistics step involving placing objects.","r001","Walking Outdoors","silver","Gold","",2279.55392,"2026-02-22T07:15:42.105710Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",60,"1",12,"Essential Operation","2026-02-22T07:15:49.933619Z",60,6.701,"#C C shows Cashier A his phone","Low body/hand motion, showing something to someone.","r001","Walking Outdoors","silver","Bad","",2358.50255,"2026-02-22T07:15:49.933619Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Object Transfer",61,"1",12,"","2026-02-22T07:15:53.599428Z",61,2.332,"#C C puts the paper bags in the trolley","Logistics step involving putting objects in a container.","r001","Walking Outdoors","silver","Gold","",2393.40061,"2026-02-22T07:15:53.599428Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",62,"1",12,"Object Transfer","2026-02-22T07:16:10.687266Z",62,8.882,"#O Cashier A give C the receipts","The action involves giving receipts, which is a static interaction rather than movement through space.","r001","Walking Outdoors","silver","Bad","",2394.21624,"2026-02-22T07:16:10.687266Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Locomotion",63,"1",12,"","2026-02-22T07:16:14.131076Z",63,2.098,"#C C runs on the road","Body moving through space at a high speed.","r001","Walking Outdoors","silver","Gold","",2425.78752,"2026-02-22T07:16:14.131076Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",64,"1",12,"","2026-02-22T07:16:17.418140Z",64,2.032,"#C C sits on the bus seat","Low body/hand motion, sitting indicates idle state.","r001","Walking Outdoors","silver","Gold","",2453.29639,"2026-02-22T07:16:17.418140Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",65,"1",12,"","2026-02-22T07:16:22.244943Z",65,3.487,"#O Driver A holds the phone","The action describes holding a phone, which is a low-energy, stationary activity.","r001","Walking Outdoors","silver","Gold","",2481.65724,"2026-02-22T07:16:22.244943Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",66,"1",12,"","2026-02-22T07:16:25.714556Z",66,2.185,"#O Driver A gestures with the left hand","The action involves a gesture which is typically a low energy, stationary activity.","r001","Walking Outdoors","silver","Gold","",2497.85944,"2026-02-22T07:16:25.714556Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",67,"1",12,"","2026-02-22T07:16:28.904453Z",67,2.062,"#O Driver A gestures with the right hand","The action involves a gesture with the hand while presumably standing or sitting, indicating low body and hand motion.","r001","Walking Outdoors","silver","Gold","",2587.67273,"2026-02-22T07:16:28.904453Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Locomotion",68,"1",12,"Stationary","2026-02-22T07:16:35.368281Z",68,5.141,"#C C moves the left hand","Movement through space, likely walking which involves whole body motion.","r001","Walking Outdoors","silver","Bad","",2649.42127,"2026-02-22T07:16:35.368281Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Stationary",69,"1",12,"Essential Operation","2026-02-22T07:16:41.518269Z",69,4.895,"#O Driver B swipes on the phone","The action involves a stationary hand movement (swiping on a phone) while the body may be in motion, but the hand motion itself is low energy and brief.","r001","Walking Outdoors","silver","Bad","",2679.774844666667,"2026-02-22T07:16:41.518269Z","05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657"
"Locomotion",70,"1",12,"","2026-02-22T07:16:45.630872Z",70,2.666,"#c c rides a scooter","Body moving through space, high body acceleration.","r001","Walking Outdoors","silver","Gold","",526.44622,"2026-02-22T07:16:45.630872Z","078634f1-0e81-455d-b771-3d35b65a2645"
"Locomotion",71,"1",12,"","2026-02-22T07:16:50.145031Z",71,3.077,"#c c parks scooter","The action of parking a scooter is part of the movement process and involves body movement through space.","r001","Walking Outdoors","silver","Gold","",599.6666633333333,"2026-02-22T07:16:50.145031Z","078634f1-0e81-455d-b771-3d35b65a2645"
"Object Transfer",72,"1",12,"","2026-02-22T07:16:53.827476Z",72,2.251,"#C C puts stalk down","Logistics step of placing an object.","r001","Gardening","silver","Gold","",62.0485586,"2026-02-22T07:16:53.827476Z","07b357ce-0bce-4d5e-b7ab-c16f1d4c7de6"
"Essential Operation",73,"1",12,"","2026-02-22T07:16:56.868982Z",73,1.884,"#C C cuts leaves","Core task, high hand activity.","r001","Gardening","silver","Gold","",156.9803886,"2026-02-22T07:16:56.868982Z","07b357ce-0bce-4d5e-b7ab-c16f1d4c7de6"
"Object Transfer",74,"1",12,"","2026-02-22T07:16:59.725293Z",74,1.687,"#C C puts leaf aside","Logistics step involving picking up and placing down an object.","r001","Gardening","silver","Gold","",611.8382876136719,"2026-02-22T07:16:59.725293Z","07b357ce-0bce-4d5e-b7ab-c16f1d4c7de6"
"Object Transfer",75,"1",12,"","2026-02-22T07:17:02.329538Z",75,1.426,"#C C places cards on the table","Logistics step of placing cards on the table.","r001","Playing Instrument","silver","Gold","",16.0371186,"2026-02-22T07:17:02.329538Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Object Transfer",76,"1",12,"","2026-02-22T07:17:05.274224Z",76,1.74,"#C C places card on the game board","Logistics step involving placing an object.","r001","Playing Instrument","silver","Gold","",118.4632886,"2026-02-22T07:17:05.274224Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Search",77,"1",12,"","2026-02-22T07:17:08.895962Z",77,2.417,"#C C looks at the board game","Head movement (visual search), hands mostly still.","r001","Playing Instrument","silver","Gold","",224.7511386,"2026-02-22T07:17:08.895962Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Object Transfer",78,"1",12,"","2026-02-22T07:17:11.471007Z",78,1.513,"#O woman X tosses the dice","The action involves tossing the dice, which is a short burst of hand activity.","r001","Playing Instrument","silver","Gold","",378.0376686458333,"2026-02-22T07:17:11.471007Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Stationary",79,"1",12,"Essential Operation","2026-02-22T07:17:17.363601Z",79,4.055,"#C C shows card to woman x","The action of showing a card to a woman is likely to involve minimal body movement.","r001","Playing Instrument","silver","Bad","",452.9364586458333,"2026-02-22T07:17:17.363601Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Object Transfer",80,"1",12,"","2026-02-22T07:17:20.385400Z",80,1.525,"#O A woman Y picks cards on table","The action involves picking up objects (cards), which is a logistics step.","r001","Playing Instrument","silver","Gold","",561.9777570505208,"2026-02-22T07:17:20.385400Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Search",81,"1",12,"","2026-02-22T07:17:23.985834Z",81,2.485,"#O A woman Y looks around","Head movement (visual search), hands mostly still.","r001","Playing Instrument","silver","Gold","",675.1611570505208,"2026-02-22T07:17:23.985834Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Stationary",82,"1",12,"Essential Operation","2026-02-22T07:17:29.250932Z",82,4.061,"#O A woman Y shows C a card","Low body/hand motion, likely involves holding the card and showing it.","r001","Playing Instrument","silver","Bad","",685.5179870505209,"2026-02-22T07:17:29.250932Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Stationary",83,"1",12,"Object Transfer","2026-02-22T07:17:38.889070Z",83,8.437,"#O A woman Y puts #unsure on the board","Uncertain action implies low energy and possibly stationary behavior.","r001","Playing Instrument","silver","Bad","",710.2255770505209,"2026-02-22T07:17:38.889070Z","0a47c74a-dad9-42d5-b937-0f375490f034"
"Object Transfer",84,"1",12,"","2026-02-22T07:18:15.853182Z",84,35.774,"#C C drops a rag in his left hand on the ground.","[CtxFixed] The action involves deliberately placing the rag on the ground, which fits the definition of a deliberate placement.","r001","Mechanical Repair","silver","","Skip",1.97409,"2026-02-22T07:18:15.853182Z","0aff43b9-4b48-45f9-b67d-086f9390d8e2"
"Object Transfer",85,"1",12,"","2026-02-22T07:18:30.777740Z",85,12.918,"#C C removes a fuse from the motorcycle battery with his left hand. #Unsure","The action involves picking up and removing an object, which is a logistics step.","r001","Mechanical Repair","silver","Gold","",39.54909,"2026-02-22T07:18:30.777740Z","0aff43b9-4b48-45f9-b67d-086f9390d8e2"
"Essential Operation",86,"1",12,"","2026-02-22T07:18:35.715953Z",86,3.093,"#C C screws a cable on the battery with the screwdriver in his hands.","Core manual task involving high hand activity.","r001","Mechanical Repair","silver","Gold","",55.0373,"2026-02-22T07:18:35.715953Z","0aff43b9-4b48-45f9-b67d-086f9390d8e2"
"Stationary",87,"1",12,"Search","2026-02-22T07:18:40.552155Z",87,3.672,"#C C reads on a phone","Low body/hand motion, focused visual activity.","r001","Desk Work","silver","Bad","",41.95785,"2026-02-22T07:18:40.552155Z","0c2a22d4-8f77-4558-b8f2-2efad1bda1f8"
"Search",88,"1",12,"","2026-02-22T07:18:45.199410Z",88,3.45,"#C C reads on a phone","Head movement (visual search), hands mostly still.","r001","Desk Work","silver","Gold","",45.5489,"2026-02-22T07:18:45.199410Z","0c2a22d4-8f77-4558-b8f2-2efad1bda1f8"
"Object Transfer",89,"1",12,"","2026-02-22T07:18:48.100070Z",89,1.647,"#C C lifts a plate","Logistics step, short burst of hand acceleration.","r001","Cooking","silver","Gold","",198.81116526666665,"2026-02-22T07:18:48.100070Z","0d270946-95c5-4e71-ae49-b9e802548147"
"Stationary",90,"1",12,"","2026-02-22T07:18:51.522499Z",90,1.934,"#C C rotates the bowl with left hand","The action involves minimal movement of the body and hand, indicating a stationary or low-energy state.","r001","Cooking","silver","Gold","",308.67499526666666,"2026-02-22T07:18:51.522499Z","0d270946-95c5-4e71-ae49-b9e802548147"
