action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Stationary,1212.0,4.0,3,,2026-02-22T19:11:45.668111Z,1129771,7.527,#C C adjusts cloth on the iron board,"Low body/hand motion, fine adjustment.",r001,Cleaning,silver,,Skip,1140.154998905176,2026-02-22T19:11:45.668125Z,18a2984e-01d1-41f1-8c0e-2b314c8c233f
Stationary,1213.0,4.0,3,,2026-02-22T19:11:49.707466Z,1129772,3.242,#C C moves his right hand,"Low body/hand motion, likely minor hand movement during stationary activity.",r001,Desk Work,silver,Gold,,235.6393896,2026-02-22T19:11:49.707479Z,1a79947a-72c2-4186-b2b2-463640e00b23
Stationary,1214.0,4.0,3,,2026-02-22T19:18:40.591990Z,1129773,410.206,#C C looks at the monitor,"Low body/hand motion, focused attention.",r001,Desk Work,silver,,Skip,339.0364009546634,2026-02-22T19:18:40.592004Z,1a79947a-72c2-4186-b2b2-463640e00b23
Essential Operation,1215.0,4.0,3,,2026-02-22T19:18:42.707763Z,1129774,1.215,#C C writes on the book,Core manual task involving high hand activity.,r001,Desk Work,silver,Gold,,404.3024109546634,2026-02-22T19:18:42.707777Z,1a79947a-72c2-4186-b2b2-463640e00b23
Search,1216.0,4.0,3,,2026-02-22T19:18:52.193112Z,1129775,8.486,#C C looks at the monitor,"Head movement (visual search), hands mostly still.",r001,Desk Work,silver,,Skip,522.2006009546634,2026-02-22T19:18:52.193145Z,1a79947a-72c2-4186-b2b2-463640e00b23
Stationary,1217.0,4.0,3,,2026-02-22T19:18:56.811806Z,1129776,3.958,#C C clicks the mouse,"Low body/hand motion, mostly finger movement.",r001,Desk Work,silver,Gold,,1027.9182109546634,2026-02-22T19:18:56.811829Z,1a79947a-72c2-4186-b2b2-463640e00b23
Stationary,1218.0,4.0,3,,2026-02-22T19:18:58.852754Z,1129777,1.038,#c c talks,"Low body/hand motion, typically involves speaking without significant movement.",r001,Desk Work,silver,Gold,,2411.7285609546634,2026-02-22T19:18:58.852787Z,1a79947a-72c2-4186-b2b2-463640e00b23
Essential Operation,1219.0,4.0,3,,2026-02-22T19:19:00.477209Z,1129778,0.92,#C C mops the floor with the napkin.,Core manual task involving high hand activity.,r001,Cleaning,silver,Gold,,93.1289996,2026-02-22T19:19:00.477232Z,1bfe5ac2-cbf8-4364-8a30-60d97dd395df
Essential Operation,1220.0,4.0,3,,2026-02-22T19:19:03.426511Z,1129779,1.907,#C C mops the floor with the napkin with her right hand.,Core manual task involving high hand activity.,r001,Cleaning,silver,Gold,,317.2199509546634,2026-02-22T19:19:03.426544Z,1bfe5ac2-cbf8-4364-8a30-60d97dd395df
Object Transfer,1221.0,4.0,3,,2026-02-22T19:19:05.524068Z,1129780,0.984,#C C puts peels in bag,Logistics step of putting peels into a bag.,r001,Cooking,silver,Gold,,591.6899019333334,2026-02-22T19:19:05.524091Z,254e8485-eb84-461a-aed5-a71716588fad
Essential Operation,1222.0,4.0,3,,2026-02-22T19:19:07.249393Z,1129781,0.706,#C C removes onion peels,Core task involving manual dexterity and hand activity.,r001,Cooking,silver,Gold,,672.6089619333334,2026-02-22T19:19:07.249423Z,254e8485-eb84-461a-aed5-a71716588fad
Stationary,1223.0,4.0,3,,2026-02-22T19:19:11.015517Z,1129782,0.991,#C C holds the knife,"Low body/hand motion, holding object without movement.",r001,Cooking,silver,Gold,,852.5982419333334,2026-02-22T19:19:11.015552Z,254e8485-eb84-461a-aed5-a71716588fad
Stationary,1224.0,4.0,3,,2026-02-22T19:19:13.720790Z,1129783,1.863,#C C moves hand up,"Low body/hand motion, likely indicating a minor movement or adjustment.",r001,Cooking,silver,Gold,,866.7100219333335,2026-02-22T19:19:13.720804Z,254e8485-eb84-461a-aed5-a71716588fad
Locomotion,1225.0,4.0,3,,2026-02-22T19:19:15.732073Z,1129784,0.815,#C C walks,"Body moving through space, indicative of walking.",r001,Cooking,silver,Gold,,936.9456819333334,2026-02-22T19:19:15.732106Z,254e8485-eb84-461a-aed5-a71716588fad
Stationary,1226.0,4.0,3,,2026-02-22T19:19:21.751438Z,1129785,4.8,#C C holds the door,"Low body/hand motion, holding position.",r001,Cooking,silver,Gold,,944.0230719333334,2026-02-22T19:19:21.751460Z,254e8485-eb84-461a-aed5-a71716588fad
Locomotion,1227.0,4.0,3,,2026-02-22T19:19:23.364686Z,1129786,0.827,#C C turns around,Turning involves body movement through space.,r001,Cooking,silver,Gold,,963.9919319333334,2026-02-22T19:19:23.364710Z,254e8485-eb84-461a-aed5-a71716588fad
Essential Operation,1228.0,4.0,3,,2026-02-22T19:19:25.083005Z,1129787,0.774,#C C stirs food,Core task involving high hand activity.,r001,Cooking,silver,Gold,,998.9211319333334,2026-02-22T19:19:25.083036Z,254e8485-eb84-461a-aed5-a71716588fad
Locomotion,1229.0,4.0,3,,2026-02-22T19:19:26.642381Z,1129788,0.78,#C C walks around the room,"Body moving through space, indicative of walking.",r001,Cleaning,silver,Gold,,411.5343552666666,2026-02-22T19:19:26.642414Z,256701cd-3317-47ee-b6e3-439dc2ad2bd5
Locomotion,1230.0,4.0,3,,2026-02-22T19:26:21.073480Z,1129789,413.811,#C C bends,"Body movement, changing posture (bending).",r001,Mechanical Repair,silver,Gold,,437.2122509546634,2026-02-22T19:26:21.073494Z,2991b1be-bdae-4fa4-a529-ac46cefb4487
Essential Operation,1231.0,4.0,3,,2026-02-22T19:26:23.582914Z,1129790,1.749,#C C paints the wood.,Core task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,698.7470176213301,2026-02-22T19:26:23.582931Z,2991b1be-bdae-4fa4-a529-ac46cefb4487
Locomotion,1232.0,4.0,3,,2026-02-22T19:26:25.862383Z,1129791,1.586,#C C walks in the kitchen,Body moving through space (walking).,r001,Cooking,silver,Gold,,384.1247243701523,2026-02-22T19:26:25.862397Z,2ba0becb-58c2-43a1-97bb-7e153a34eb47
Search,1233.0,4.0,3,Essential Operation,2026-02-22T19:26:34.634365Z,1129792,7.855,#C C reads the book,"Visual search or monitoring (reading), head movement involved, hands mostly still.",r001,Desk Work,silver,Bad,,1625.1902626666665,2026-02-22T19:26:34.634378Z,325e1bf8-56d8-414b-9e78-07eebe04c13e
Stationary,1234.0,4.0,3,Essential Operation,2026-02-22T19:26:40.277867Z,1129793,4.455,#c c reads the book in the mosque,"Reading involves minimal body movement, primarily focused on visual engagement.",r001,Desk Work,silver,Bad,,3537.340422666666,2026-02-22T19:26:40.277880Z,325e1bf8-56d8-414b-9e78-07eebe04c13e
Object Transfer,1235.0,4.0,3,,2026-02-22T19:26:42.644101Z,1129794,1.378,#O man D drops a card on the table.,"The action involves placing a card on the table, which is a logistics step.",r001,Playing Instrument,silver,Gold,,988.78871762133,2026-02-22T19:26:42.644133Z,3cbd049a-0d7d-410b-b9b0-761efb801c8a
Object Transfer,1236.0,4.0,3,,2026-02-22T19:26:44.430188Z,1129795,0.863,#O man B drops a card on the table.,Refined via regex fallback,r001,Playing Instrument,silver,Gold,,1069.09878762133,2026-02-22T19:26:44.430210Z,3cbd049a-0d7d-410b-b9b0-761efb801c8a
Object Transfer,1237.0,4.0,3,,2026-02-22T19:26:46.006797Z,1129796,0.778,#O man A drops cards on the table.,Refined via regex fallback,r001,Playing Instrument,silver,Gold,,1584.6769209546633,2026-02-22T19:26:46.006820Z,3cbd049a-0d7d-410b-b9b0-761efb801c8a
Object Transfer,1238.0,4.0,3,,2026-02-22T19:26:48.018063Z,1129797,1.284,#C C picks up a card.,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,silver,Gold,,1609.7190909546634,2026-02-22T19:26:48.018094Z,3cbd049a-0d7d-410b-b9b0-761efb801c8a
Object Transfer,1239.0,4.0,3,,2026-02-22T19:32:51.345685Z,1129798,362.569,#O The man A picks a card on the table with his right hand.,"The action involves picking up an object (card), which is a logistics step.",r001,Playing Instrument,silver,Gold,,1726.6074909546633,2026-02-22T19:32:51.345699Z,3cbd049a-0d7d-410b-b9b0-761efb801c8a
Essential Operation,1240.0,4.0,3,,2026-02-22T19:32:57.559735Z,1129799,5.128,#C C adjusts the wheel,Core manual task involving fine hand movements and adjustments.,r001,Mechanical Repair,silver,Gold,,281.97178,2026-02-22T19:32:57.559749Z,3fc288bb-1082-4ec5-96a7-75bb61144b11
Locomotion,1241.0,4.0,3,,2026-02-22T19:35:16.060086Z,1129800,133.399,#C C walks on the road,"Body moving through space, high body acceleration.",r001,Walking Outdoors,silver,Gold,,91.4289986,2026-02-22T19:35:23.262208Z,3fc60e72-91ad-4320-bd07-1cf753f4a5f1
Locomotion,1242.0,4.0,3,,2026-02-22T19:35:18.335100Z,1129801,2.157,#C C walks along the road,"Body moving through space, involves walking.",r001,Walking Outdoors,silver,Gold,,645.1557915043963,2026-02-22T19:35:24.849289Z,3fc60e72-91ad-4320-bd07-1cf753f4a5f1
Stationary,1481.0,4.0,3,Essential Operation,2026-02-23T02:29:25.489200Z,1129802,211.446,#C C captures photo with the phone,Capturing a photo is a brief action that does not involve significant body or hand motion.,r001,Walking Outdoors,silver,Gold,,2142.3952350353065,2026-02-23T02:29:25.489233Z,3fc60e72-91ad-4320-bd07-1cf753f4a5f1
Locomotion,1482.0,4.0,3,,2026-02-23T02:29:28.273043Z,1129803,1.597,#C C walks around,"Body moving through space, high body acceleration.",r001,Walking Outdoors,silver,Gold,,2289.8183095863283,2026-02-23T02:29:28.273057Z,3fc60e72-91ad-4320-bd07-1cf753f4a5f1
Search,1483.0,4.0,3,,2026-02-23T02:29:32.075597Z,1129804,2.867,#C C looks at the wall,"Head movement (visual inspection), hands mostly still.",r001,Carpentry,silver,Gold,,216.7895,2026-02-23T02:29:32.075620Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1484.0,4.0,3,,2026-02-23T02:29:34.290125Z,1129805,0.912,#C C moves the paint brush,Core task involving repetitive hand movement with a tool.,r001,Carpentry,silver,Gold,,274.9293,2026-02-23T02:29:34.290163Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1485.0,4.0,3,,2026-02-23T02:29:36.438585Z,1129806,1.253,#C C paints the wood with a paint brush,Core task involving repetitive hand movements.,r001,Carpentry,silver,Gold,,305.77673,2026-02-23T02:29:36.438608Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1486.0,4.0,3,,2026-02-23T02:29:38.327860Z,1129807,0.98,#C C paints the wall with a roller brush,"Core manual task, high hand activity.",r001,Carpentry,silver,Gold,,536.9494146666667,2026-02-23T02:29:38.327898Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1487.0,4.0,3,,2026-02-23T02:29:42.233842Z,1129808,2.762,#C C moves the roller brush,"Core task involving manual application, high hand activity.",r001,Carpentry,silver,Gold,,548.4577546666667,2026-02-23T02:29:42.233866Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1488.0,4.0,3,,2026-02-23T02:29:43.826747Z,1129809,0.746,#C C paints the wall,Core task involving manual activity with the hand.,r001,Carpentry,silver,Gold,,634.9127366666667,2026-02-23T02:29:43.826782Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Object Transfer,1489.0,4.0,3,,2026-02-23T02:29:48.368177Z,1129810,3.593,#C C takes the paint,"Logistics step, picking up an object.",r001,Carpentry,silver,Gold,,751.3862366666667,2026-02-23T02:29:48.368199Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Locomotion,1496.0,4.0,3,Essential Operation,2026-02-23T02:33:15.149134Z,1129811,205.814,#C C lifts the the roller brush,"Movement of the body to lift an object, involves high body acceleration.",r001,Carpentry,silver,Bad,,831.3518766666666,2026-02-23T02:33:15.149168Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1497.0,4.0,3,,2026-02-23T02:33:17.503464Z,1129812,1.398,#O man Z paints the wall with a paint brush,Core task involving repetitive hand movements.,r001,Carpentry,silver,Gold,,859.3234766666667,2026-02-23T02:33:17.503488Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Stationary,1498.0,4.0,3,,2026-02-23T02:33:22.017395Z,1129813,3.612,#C C moves the left hand,"Low body/hand motion, only one hand mentioned.",r001,Carpentry,silver,Gold,,936.9502166666666,2026-02-23T02:33:22.017410Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Stationary,1499.0,4.0,3,Search,2026-02-23T02:33:48.635121Z,1129814,25.751,#C C looks around,"Low body/hand motion, visual observation.",r001,Carpentry,silver,Bad,,960.8917566666668,2026-02-23T02:33:48.635135Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1500.0,4.0,3,,2026-02-23T02:33:51.246996Z,1129815,1.415,#C C lifts the paint brush,"Core task involving high hand activity, such as handling a tool.",r001,Carpentry,silver,Gold,,1006.1522666666668,2026-02-23T02:33:51.247030Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1501.0,4.0,3,,2026-02-23T02:33:53.447572Z,1129816,1.133,#C C paints the wall with a paint brush,Core manual task involving repetitive hand movements.,r001,Carpentry,silver,Gold,,1061.459566666667,2026-02-23T02:33:53.447596Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Object Transfer,1503.0,4.0,3,Essential Operation,2026-02-23T02:34:00.979317Z,1129817,6.71,#C C lifts the paint brush,"The action involves picking up an object, which is a logistics step.",r001,Carpentry,silver,Gold,,1112.1691633333332,2026-02-23T02:34:00.979350Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1505.0,4.0,3,,2026-02-23T02:34:02.727910Z,1129818,0.829,#C C dips the paint brush on the bucket of paint,Core task involving high hand activity.,r001,Carpentry,silver,Gold,,1152.8199933333333,2026-02-23T02:34:02.727926Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Locomotion,1511.0,4.0,3,Object Transfer,2026-02-23T02:34:23.962217Z,1129819,20.516,#C C moves the roller brush,"Movement through space, likely involves body motion.",r001,Carpentry,silver,Bad,,1255.2779333333333,2026-02-23T02:34:23.962233Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1512.0,4.0,3,,2026-02-23T02:34:26.178444Z,1129820,1.322,#C C dips the paint brush on the bucket with paint,Core task involving high hand activity.,r001,Carpentry,silver,Gold,,1333.0845033333335,2026-02-23T02:34:26.178458Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Search,1514.0,4.0,3,,2026-02-23T02:34:29.459697Z,1129821,2.54,#C C looks at the cupboard,"Head movement (visual inspection), hands mostly still.",r001,Carpentry,silver,Gold,,1608.906528,2026-02-23T02:34:29.459710Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1516.0,4.0,3,,2026-02-23T02:34:32.364682Z,1129822,1.967,#C C scratches the wood with a scraper,Core manual task involving high hand activity.,r001,Carpentry,silver,Gold,,1701.17834,2026-02-23T02:34:32.364696Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Essential Operation,1518.0,4.0,3,Locomotion,2026-02-23T02:34:34.519152Z,1129823,17.746000000000002,#C C makes a step,Core manual task involving high hand activity.,r001,Carpentry,silver,Gold,,1774.25124,2026-02-23T02:34:54.067011Z,40eeac41-9ec3-4960-b0b3-77074a6ad5b3
Locomotion,1521.0,4.0,3,,2026-02-23T02:35:03.733320Z,1129824,8.335,#c c runs in the field,Body moving through space with high body acceleration.,r001,Mechanical Repair,silver,Gold,,1235.9343766666666,2026-02-23T02:35:03.733334Z,4884c61e-a61b-4ba6-8071-4314c6c217b6
Locomotion,1522.0,4.0,3,Essential Operation,2026-02-23T02:35:09.137869Z,1129825,4.332,#c c kicks the ball in the field,"Body moving through space (kick), high body acceleration.",r001,Mechanical Repair,silver,Gold,,1290.7163666666663,2026-02-23T02:35:09.137884Z,4884c61e-a61b-4ba6-8071-4314c6c217b6
Search,1523.0,4.0,3,,2026-02-23T02:35:11.129764Z,1129826,1.096,#c c looks around the field,"Visual search or monitoring, indicative of head movement.",r001,Mechanical Repair,silver,Gold,,1530.8744866666666,2026-02-23T02:35:11.129787Z,4884c61e-a61b-4ba6-8071-4314c6c217b6
Locomotion,1524.0,4.0,3,,2026-02-23T02:35:14.749773Z,1129827,2.684,#c c walks in the field,Body moving through space (walking).,r001,Mechanical Repair,silver,Gold,,1696.51608,2026-02-23T02:35:14.749796Z,4884c61e-a61b-4ba6-8071-4314c6c217b6
Search,1525.0,4.0,3,,2026-02-23T02:35:18.180099Z,1129828,2.344,#C C Looks at the door,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,silver,Gold,,275.18192,2026-02-23T02:35:18.180116Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Locomotion,1526.0,4.0,3,,2026-02-23T02:35:37.800437Z,1129829,7.407,#C C Walks on the gravel,"Body moving through space, indicative of walking.",r001,Walking Outdoors,silver,Gold,,389.76592,2026-02-23T02:35:37.800452Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Locomotion,1527.0,4.0,3,,2026-02-23T02:35:39.557556Z,1129830,0.837,#C C Walks to the tent,"Body moving through space, indicative of walking.",r001,Walking Outdoors,silver,Gold,,424.50915,2026-02-23T02:35:39.557590Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Search,1528.0,4.0,3,,2026-02-23T02:35:41.120350Z,1129831,0.779,#C C Looks at the table,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,silver,Gold,,437.3089,2026-02-23T02:35:41.120375Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Search,1529.0,4.0,3,,2026-02-23T02:35:42.536002Z,1129832,0.67,#C C Looks at the water bottle,"Head movement (visual inspection), hands mostly still.",r001,Walking Outdoors,silver,Gold,,452.21828,2026-02-23T02:35:42.536036Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Object Transfer,1530.0,4.0,3,,2026-02-23T02:35:45.380222Z,1129833,2.124,#C C Picks the wood,Logistics step involving picking up an object.,r001,Walking Outdoors,silver,Gold,,477.49413,2026-02-23T02:35:45.380247Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Locomotion,1532.0,4.0,3,Essential Operation,2026-02-23T02:35:55.000054Z,1129834,8.721,#C C Fixes the wood on the #unsure,"The action implies movement through space, likely walking or adjusting while moving.",r001,Walking Outdoors,silver,Bad,,490.91559,2026-02-23T02:35:55.000082Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Search,1535.0,4.0,3,,2026-02-23T02:36:01.188863Z,1129835,4.135,#C C Looks at the #unsure,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,silver,Gold,,508.70939,2026-02-23T02:36:01.188888Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Locomotion,1537.0,4.0,3,,2026-02-23T02:36:04.518027Z,1129836,1.911,#C C Walks to X,"Body moving through space, high body acceleration.",r001,Walking Outdoors,silver,Gold,,533.7499293333333,2026-02-23T02:36:04.518061Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Stationary,1544.0,4.0,3,Essential Operation,2026-02-23T02:36:39.758820Z,1129837,33.614,#O Man X tightens the #unsure,"The action described seems to be a stationary activity such as adjusting something, which involves low body and hand motion.",r001,Walking Outdoors,silver,Gold,,605.5730133333334,2026-02-23T02:36:39.758834Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Search,1545.0,4.0,3,,2026-02-23T02:36:42.743860Z,1129838,2.035,#C C Looks at the tent,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,silver,Gold,,614.4052733333333,2026-02-23T02:36:42.743876Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Locomotion,1547.0,4.0,3,Object Transfer,2026-02-23T02:36:50.809691Z,1129839,7.036,#C C Moves the box,"Body moving through space, likely involves walking or moving in an outdoor setting.",r001,Walking Outdoors,silver,Bad,,648.7306333333333,2026-02-23T02:36:50.809727Z,49fef38f-ae86-498e-b63e-a89d97e809b5
Object Transfer,1549.0,4.0,3,Stationary,2026-02-23T02:37:00.065912Z,1129840,8.246,#O Man Y holds the wood,"Holding an object, indicating a logistics action.",r001,Walking Outdoors,silver,Bad,,661.4772633333333,2026-02-23T02:37:00.065948Z,49fef38f-ae86-498e-b63e-a89d97e809b5
