action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Object Transfer,8619.0,5.0,4,,2026-02-24T19:41:55.967882Z,1131197,8.098,#C C drops the drilling machine at the other side of the scaffold.,"[CtxFixed] The action of dropping the drilling machine at the other side of the scaffold appears to be a deliberate placement, indicating an intention to move the object to a specific location.",r001,Carpentry,silver,Gold,,278.2509896,2026-02-24T19:41:55.967914Z,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,8620.0,5.0,4,,2026-02-24T19:41:58.823127Z,1131198,1.834,#C C carries the drilling machine.,"Body moving through space with an object, high body acceleration.",r001,Carpentry,silver,Gold,,294.1289509546634,2026-02-24T19:41:58.823159Z,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,8621.0,5.0,4,,2026-02-24T19:42:08.583607Z,1131199,2.479,#C C walks toward the the scaffold steps.,Body moving through space (walking).,r001,Carpentry,silver,Gold,,405.2100209546634,2026-02-24T19:42:08.583630Z,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,8622.0,5.0,4,,2026-02-24T19:42:21.251642Z,1131200,8.328,#C C climbs up to the step of the scaffold.,"Body moving through space, involves movement to a higher elevation.",r001,Carpentry,silver,Gold,,414.7188309546634,2026-02-24T19:42:21.251666Z,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,8623.0,5.0,4,,2026-02-24T19:42:31.668933Z,1131201,9.516,#C C drops the plier and the plastic material. #unsure,"[CtxFixed] The action of dropping the plier and the plastic material onto a surface can be considered a deliberate placement, which fits the criteria for 'Object Transfer'.",r001,Carpentry,silver,Gold,,461.5309309546634,2026-02-24T19:42:31.668966Z,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,8624.0,5.0,4,,2026-02-24T19:42:33.878797Z,1131202,1.243,#C C drops the drilling machine.,"[CtxFixed] The action of dropping the drilling machine can be interpreted as a deliberate placement of the object onto a surface, which fits the definition of 'Object Transfer'.",r001,Carpentry,silver,Gold,,493.8133809546634,2026-02-24T19:42:33.878831Z,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,8625.0,5.0,4,,2026-02-24T19:42:36.977620Z,1131203,2.085,#C C drops the drilling machine wire plug.,"[CtxFixed] The action of dropping the drilling machine wire plug is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'.",r001,Carpentry,silver,Gold,,555.24416562133,2026-02-24T19:42:36.977643Z,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,8626.0,5.0,4,,2026-02-24T19:42:40.205859Z,1131204,2.341,#C C passes the wire plug through the rods of the scaffold.,Logistics step involving passing an object.,r001,Carpentry,silver,Gold,,564.0811356213301,2026-02-24T19:42:40.205883Z,127392a3-036a-4af6-9db9-ca00141229db
Stationary,8627.0,5.0,4,Essential Operation,2026-02-24T19:42:45.841374Z,1131205,4.107,#C C ties the plug around the scaffold.,The action of tying a plug is a fine motor skill that likely involves minimal body movement.,r001,Carpentry,silver,Bad,,573.57430762133,2026-02-24T19:42:45.841408Z,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,8628.0,5.0,4,,2026-02-24T19:42:48.174170Z,1131206,1.483,#C C climbs up the scaffold.,"Body moving through space, involves climbing which results in high body acceleration.",r001,Carpentry,silver,Gold,,616.5504276213301,2026-02-24T19:42:48.174194Z,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,8629.0,5.0,4,,2026-02-24T19:42:51.132237Z,1131207,2.097,#O person W crosses the road.,"Body moving through space, indicative of walking.",r001,Walking Outdoors,silver,Gold,,265.2582686,2026-02-24T19:42:51.132261Z,12d9adba-9c43-4445-8d52-9f7c8c169255
Locomotion,8631.0,5.0,4,,2026-02-24T19:43:27.023206Z,1131208,33.897,#O person I walks opposite direction of C.,Body moving through space in a walking motion.,r001,Walking Outdoors,silver,Gold,,774.5047085055991,2026-02-24T19:43:27.023238Z,12d9adba-9c43-4445-8d52-9f7c8c169255
Essential Operation,8633.0,5.0,4,,2026-02-24T19:43:30.647955Z,1131209,2.443,#C C fetches water,"Fetching water involves a core manual task, likely involving a pitcher or faucet.",r001,Cleaning,silver,Gold,,464.9203586,2026-02-24T19:43:30.647981Z,15afbcca-8b44-4330-88bd-1de820866b9d
Locomotion,8635.0,5.0,4,,2026-02-24T19:43:41.404455Z,1131210,9.272,#C C walks back to the sit,Body moving through space (walking).,r001,Cleaning,silver,Gold,,652.1121086,2026-02-24T19:43:41.404489Z,15afbcca-8b44-4330-88bd-1de820866b9d
Essential Operation,8636.0,5.0,4,Stationary,2026-02-24T19:43:43.907663Z,1131211,4.708,#C C eats banana,"Core manual task involving eating, which involves high hand activity.",r001,Cleaning,silver,Bad,,730.1333486000001,2026-02-24T19:43:48.674964Z,15afbcca-8b44-4330-88bd-1de820866b9d
Object Transfer,8637.0,5.0,4,,2026-02-24T19:43:52.502286Z,1131212,2.975,#C C takes a cup of tea,Logistics step involving picking up or moving an object.,r001,Cleaning,silver,Gold,,764.9083686000001,2026-02-24T19:43:52.502310Z,15afbcca-8b44-4330-88bd-1de820866b9d
Object Transfer,8638.0,5.0,4,,2026-02-24T19:43:54.618801Z,1131213,1.243,#C C puts the banana down,Logistics step involving placing an object.,r001,Cleaning,silver,Gold,,1232.0107386,2026-02-24T19:43:54.618816Z,15afbcca-8b44-4330-88bd-1de820866b9d
Stationary,8640.0,5.0,4,Search,2026-02-24T19:45:32.528332Z,1131214,96.203,#C C browses on a phone,"Low body/hand motion, mostly hand activity while browsing.",r001,Cleaning,silver,Bad,,2206.4339286000004,2026-02-24T19:45:32.528345Z,15afbcca-8b44-4330-88bd-1de820866b9d
Stationary,8641.0,5.0,4,,2026-02-24T19:45:35.942741Z,1131215,1.271,#C C holds the s bottle,"Low body/hand motion, holding an object without movement.",r001,Cleaning,silver,Gold,,2260.6823286000003,2026-02-24T19:45:35.942758Z,15afbcca-8b44-4330-88bd-1de820866b9d
Stationary,8642.0,5.0,4,,2026-02-24T19:45:40.566268Z,1131216,2.845,#C C eats chips,"Low body/hand motion, eating chips typically involves minimal movement.",r001,Cleaning,silver,Gold,,2369.6299786000004,2026-02-24T19:45:40.566282Z,15afbcca-8b44-4330-88bd-1de820866b9d
Essential Operation,8643.0,5.0,4,,2026-02-24T19:45:42.798249Z,1131217,1.539,#C C ties the bread,"Core manual task involving hands, likely with repetitive motion.",r001,Cleaning,silver,Gold,,2808.5748886,2026-02-24T19:45:42.798263Z,15afbcca-8b44-4330-88bd-1de820866b9d
Object Transfer,8644.0,5.0,4,,2026-02-24T19:45:44.938663Z,1131218,1.29,#C C picks up another drug packet,Logistics action of picking up an object.,r001,Cleaning,silver,Gold,,2873.0636986,2026-02-24T19:45:44.938678Z,15afbcca-8b44-4330-88bd-1de820866b9d
Stationary,8645.0,5.0,4,,2026-02-24T19:45:50.361431Z,1131219,5.468,#C C holds his clothes,"Low body/hand motion, holding clothes without movement.",r001,Cooking,silver,Gold,,58.3601186,2026-02-24T19:45:52.483596Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Essential Operation,8646.0,5.0,4,,2026-02-24T19:45:58.785977Z,1131220,5.608,#C C hits the egg against the edge of the bowl,Core task involving high hand activity.,r001,Cooking,silver,Gold,,102.2798086,2026-02-24T19:45:58.786001Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,8647.0,5.0,4,,2026-02-24T19:46:01.123680Z,1131221,1.228,#C C closes the microwave,"Closing the microwave involves a specific action (opening/closing), which falls under logistics.",r001,Cooking,silver,Gold,,145.8244086,2026-02-24T19:46:01.123694Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,8648.0,5.0,4,,2026-02-24T19:46:07.269520Z,1131222,1.962,#C C puts the bottle in the drawer,Logistics/Setup step involving placing an object.,r001,Cooking,silver,Gold,,188.3208886,2026-02-24T19:46:07.269553Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Essential Operation,8649.0,5.0,4,,2026-02-24T19:46:10.207574Z,1131223,1.509,#C C tears the plastic bag,Core task involving manual dexterity with high hand activity.,r001,Cooking,silver,Gold,,302.89660860000004,2026-02-24T19:46:10.207598Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,8650.0,5.0,4,,2026-02-24T19:46:46.956800Z,1131224,31.996,#C C holds the mixer machine,"Low body/hand motion, holding an object without movement.",r001,Cooking,silver,Gold,,331.0542686,2026-02-24T19:46:46.956813Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,8651.0,5.0,4,,2026-02-24T19:46:49.649824Z,1131225,1.883,#C C moves the weighing scale,Logistics/moving an object (weighing scale).,r001,Cooking,silver,Gold,,341.33553860000006,2026-02-24T19:46:49.649847Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Essential Operation,8652.0,5.0,4,,2026-02-24T19:46:52.375661Z,1131226,1.927,#C C cuts the carrot,"Core task, high hand activity.",r001,Cooking,silver,Gold,,357.0080686,2026-02-24T19:46:52.375685Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,8653.0,5.0,4,Essential Operation,2026-02-24T19:46:58.570489Z,1131227,12.468,#C C turns off the mixer machine,Turning off a machine is a brief action with minimal motion.,r001,Cooking,silver,Bad,,364.6800786,2026-02-24T19:47:10.682120Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,8654.0,5.0,4,,2026-02-24T19:47:14.211607Z,1131228,6.093999999999999,#C C holds the carrot remain with the other hand,"Low body/hand motion, holding object without moving.",r001,Cooking,silver,Gold,,433.4134486,2026-02-24T19:47:14.211630Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,8655.0,5.0,4,,2026-02-24T19:47:16.423789Z,1131229,1.351,#C C opens the mixer,"Logistics step, opening an object.",r001,Cooking,silver,Gold,,578.0335994843899,2026-02-24T19:47:16.423813Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Locomotion,8656.0,5.0,4,,2026-02-24T19:47:22.549813Z,1131230,5.126,#C C walks away from the mixer,Body moving through space (walking).,r001,Cooking,silver,Gold,,590.1744794843898,2026-02-24T19:47:22.549835Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Locomotion,8657.0,5.0,4,,2026-02-24T19:47:25.277917Z,1131231,1.399,#C C walks away from the cabinet,Body moving through space (walking).,r001,Cooking,silver,Gold,,622.5453094843899,2026-02-24T19:47:25.277940Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,8658.0,5.0,4,,2026-02-24T19:47:27.599233Z,1131232,1.459,#C C moves the packet,Logistics step involving moving an object.,r001,Cooking,silver,Gold,,640.1952094843899,2026-02-24T19:47:27.599257Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Essential Operation,8659.0,5.0,4,Object Transfer,2026-02-24T19:47:38.484748Z,1131233,8.512,#C C pushes the cutting board,"Core task, high hand activity.",r001,Cooking,silver,Bad,,641.7241294843899,2026-02-24T19:47:38.484780Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,8660.0,5.0,4,,2026-02-24T19:47:42.259003Z,1131234,2.699,#C C holds the mixing device,"Low body/hand motion, holding position.",r001,Cooking,silver,Gold,,931.949537144922,2026-02-24T19:47:42.259026Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,8661.0,5.0,4,,2026-02-24T19:47:44.993156Z,1131235,1.78,#C C puts down the packet,"Logistics step, short burst of hand motion.",r001,Cooking,silver,Gold,,1063.252817144922,2026-02-24T19:47:44.993171Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,8662.0,5.0,4,,2026-02-24T19:47:48.574749Z,1131236,2.095,#C C holds the mixing machine,"Low body/hand motion, holding position.",r001,Cooking,silver,Gold,,1088.954397144922,2026-02-24T19:47:48.574764Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,11648.0,5.0,4,,2026-02-25T20:51:01.694599Z,1131237,2.707,#C C opens the dish holder,Logistics action involving opening a drawer or holder.,r001,Cooking,silver,Gold,,1200.2977753138673,2026-02-25T20:51:01.694633Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,11649.0,5.0,4,,2026-02-25T20:53:26.800095Z,1131238,1.39,#C C puts down the plastic paper,Logistics step involving placing an object.,r001,Cooking,silver,Gold,,1246.8118753138674,2026-02-25T20:53:26.800118Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,11650.0,5.0,4,,2026-02-25T20:53:31.411572Z,1131239,1.319,#C C moves the plastic,Logistics step involving moving an object.,r001,Cooking,silver,Gold,,1251.4292353138671,2026-02-25T20:53:31.411596Z,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Search,11651.0,5.0,4,,2026-02-25T20:53:48.892940Z,1131240,14.957,#C C goes through plastic lids,"Implies visual search through items, head movement likely.",r001,Cooking,silver,Gold,,80.41926959999999,2026-02-25T20:53:48.892953Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,11652.0,5.0,4,,2026-02-25T20:53:52.753434Z,1131241,0.835,#C C interacts with man X,"Low body/hand motion, likely involves talking or gesturing.",r001,Cooking,silver,Gold,,271.78576960000004,2026-02-25T20:53:52.753468Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Locomotion,11653.0,5.0,4,,2026-02-25T20:53:56.067150Z,1131242,1.172,#O child A walks,Body moving through space (walking).,r001,Cooking,silver,Gold,,323.7630709546634,2026-02-25T20:53:56.067185Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Locomotion,11654.0,5.0,4,,2026-02-25T20:54:01.257757Z,1131243,1.087,#O man X walks,"Body moving through space, indicative of walking.",r001,Cooking,silver,Gold,,350.4933809546634,2026-02-25T20:54:01.257788Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,11655.0,5.0,4,,2026-02-25T20:54:04.599218Z,1131244,1.233,#C C talks to child A,Low body/hand motion.,r001,Cooking,silver,Gold,,479.7275509546634,2026-02-25T20:54:04.599233Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Essential Operation,11656.0,5.0,4,,2026-02-25T20:54:08.870251Z,1131245,1.231,#O man X spreads the butter on the yorkshire pudding,Core task involving hands with high activity.,r001,Cooking,silver,Gold,,479.7275509546634,2026-02-25T20:54:08.870273Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,11657.0,5.0,4,,2026-02-25T20:54:11.987748Z,1131246,1.035,#O man X eats,Eating involves minimal movement and is generally a stationary activity.,r001,Cooking,silver,Gold,,559.1308242879968,2026-02-25T20:54:11.987783Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Object Transfer,11658.0,5.0,4,,2026-02-25T20:54:14.566204Z,1131247,0.913,#O man X picks the yorkshire pudding in the plate,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,588.4212842879967,2026-02-25T20:54:14.566237Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Object Transfer,11659.0,5.0,4,,2026-02-25T20:54:17.750443Z,1131248,0.855,#O man X scoops the peanut in the bowl,Logistics step involving picking up and putting down the peanut.,r001,Cooking,silver,Gold,,589.7420742879967,2026-02-25T20:54:17.750479Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,11660.0,5.0,4,,2026-02-25T20:54:33.150476Z,1131249,1.23,#O man X points C,"Low body/hand motion, pointing involves minimal movement.",r001,Cooking,silver,Gold,,598.0472642879968,2026-02-25T20:54:33.150498Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Essential Operation,11661.0,5.0,4,,2026-02-25T20:54:37.745954Z,1131250,1.421,#O man X scoops the butter the knife,"Core task involving scooping with a knife, high hand activity.",r001,Cooking,silver,Gold,,656.8125642879968,2026-02-25T20:54:37.745977Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,11662.0,5.0,4,,2026-02-25T20:54:41.389586Z,1131251,1.323,#O man X talks to child A,"Low body/hand motion, likely involves speaking.",r001,Cooking,silver,Gold,,663.0544542879968,2026-02-25T20:54:41.389600Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Object Transfer,11663.0,5.0,4,,2026-02-25T20:55:16.208696Z,1131252,32.421,#O man X puts the yorkshire pudding in the plate,Logistics step involving picking up and placing the yorkshire pudding.,r001,Cooking,silver,Gold,,670.3405842879968,2026-02-25T20:55:16.208710Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Object Transfer,11664.0,5.0,4,,2026-02-25T20:55:20.157380Z,1131253,1.604,#O man X puts the seed on the plate,"Logistics step, transferring the seed to the plate.",r001,Cooking,silver,Gold,,689.2452442879967,2026-02-25T20:55:20.157394Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Essential Operation,11665.0,5.0,4,,2026-02-25T20:55:23.450567Z,1131254,1.154,#O man X spreads the peanut on the yorkshire pudding,Core manual task involving hand movements.,r001,Cooking,silver,Gold,,693.6378342879967,2026-02-25T20:55:23.450590Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Essential Operation,11666.0,5.0,4,,2026-02-25T20:55:26.812322Z,1131255,1.168,#O man X scoops the butter,Core task involving high hand activity.,r001,Cooking,silver,Gold,,740.3238942879967,2026-02-25T20:55:26.812364Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Essential Operation,11667.0,5.0,4,,2026-02-25T20:55:30.979466Z,1131256,0.893,#C C cuts the butter,"Core task, high hand activity.",r001,Cooking,silver,Gold,,811.8681042879967,2026-02-25T20:55:30.979480Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Object Transfer,11668.0,5.0,4,,2026-02-25T20:55:34.159041Z,1131257,0.684,#O man X picks the yorkshire pudding on the plate,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,811.8681042879967,2026-02-25T20:55:34.159076Z,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
