"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Object Transfer",44,"1",9,"","2026-02-25T20:24:45.580074Z",45,1.545,"#O a child X places the tile on rack","Logistics step, placing an object.","r001","Playing Instrument","silver","Gold","",1159.923101933333,"2026-02-25T20:24:45.580088Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Locomotion",45,"1",9,"","2026-02-25T20:24:47.181189Z",46,0.866,"#O a woman Z walks to the table","The action describes movement through space, indicating walking.","r001","Playing Instrument","silver","Gold","",1164.2321419333334,"2026-02-25T20:24:47.181203Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",46,"1",9,"","2026-02-25T20:24:48.759008Z",47,0.81,"#O a woman Z picks a bag of tiles from the table","The action involves picking up an object, which is a logistics step.","r001","Playing Instrument","silver","Gold","",1173.3760819333334,"2026-02-25T20:24:48.759022Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",47,"1",9,"","2026-02-25T20:24:51.291964Z",48,1.062,"#O a woman Z places the tiles on the table","Placing objects (tiles) on a surface, involves short bursts of hand activity.","r001","Playing Instrument","silver","Gold","",1236.4326619333333,"2026-02-25T20:24:51.291987Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",48,"1",9,"","2026-02-25T20:24:53.145520Z",49,0.849,"#C C picks a tile from the rack","The action involves picking up an object, which is a logistics step.","r001","Playing Instrument","silver","Gold","",1257.2451819333332,"2026-02-25T20:24:53.145536Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",49,"1",9,"","2026-02-25T20:24:54.990766Z",50,0.959,"#C C pushes the tiles on the table","The action involves moving objects (tiles), which is a logistics step.","r001","Playing Instrument","silver","Gold","",1264.0207319333335,"2026-02-25T20:24:54.990783Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",50,"1",9,"","2026-02-25T20:24:56.481551Z",51,0.762,"#O a child Y speaks","Low body/hand motion, speaking involves minimal physical movement.","r001","Playing Instrument","silver","Gold","",1291.6039219333334,"2026-02-25T20:24:56.481563Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",51,"1",9,"","2026-02-25T20:24:57.896740Z",52,0.58,"#O a child Y places the tile on the rack","Logistics step involving placing an object.","r001","Playing Instrument","silver","Gold","",1309.7242619333333,"2026-02-25T20:24:57.896759Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",52,"1",9,"","2026-02-25T20:24:59.657343Z",53,0.892,"#O a child X places the tiles on the table","The action involves placing objects, which is a logistics step.","r001","Playing Instrument","silver","Gold","",1328.3416519333337,"2026-02-25T20:24:59.657354Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",53,"1",9,"","2026-02-25T20:25:02.257548Z",54,1.068,"#O a woman Z picks a tile from the rack","Logistics step involving picking up an object.","r001","Playing Instrument","silver","Gold","",1360.8778419333337,"2026-02-25T20:25:02.257563Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",54,"1",9,"","2026-02-25T20:25:03.931799Z",55,0.808,"#C C moves dice on the table","Logistics step involving moving an object (dice).","r001","Playing Instrument","silver","Gold","",1398.1623319333337,"2026-02-25T20:25:03.931810Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",55,"1",9,"","2026-02-25T20:25:05.659668Z",56,1.016,"#C C removes dice from the purse","Logistics/Setup step involving picking up and transferring an object.","r001","Playing Instrument","silver","Gold","",1436.9430286,"2026-02-25T20:25:05.659694Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",56,"1",9,"","2026-02-25T20:25:07.330550Z",57,0.787,"#C C moves purse on the table","Logistics step, moving an object.","r001","Playing Instrument","silver","Gold","",1440.7331486,"2026-02-25T20:25:07.330567Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",57,"1",9,"","2026-02-25T20:25:09.799232Z",58,0.652,"#O person A talks to person B","Low body/hand motion.","r001","Playing Instrument","silver","Gold","",1672.3621386,"2026-02-25T20:25:09.799248Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",58,"1",9,"","2026-02-25T20:25:11.530315Z",59,0.833,"#O person A hands over a bag of number tiles to person B","Logistics/Setup step involving transferring an object.","r001","Playing Instrument","silver","Gold","",1687.7846986,"2026-02-25T20:25:11.530326Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",59,"1",9,"","2026-02-25T20:25:12.993846Z",60,0.688,"#O person B hands over a bag of number tiles to #C","Logistics/Setup step involving handing over an object.","r001","Playing Instrument","silver","Gold","",1697.3278086,"2026-02-25T20:25:12.993860Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",60,"1",9,"","2026-02-25T20:25:14.714073Z",61,0.81,"#C C picks a bag of number tiles from a table","Logistics/Setup step involving picking up an object.","r001","Playing Instrument","silver","Gold","",1698.3465686,"2026-02-25T20:25:14.714087Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",61,"1",9,"","2026-02-25T20:25:16.281616Z",62,0.82,"#O person B touches his number tiles with his palms on a table","The action describes touching objects with hands while remaining in a stationary position.","r001","Playing Instrument","silver","Gold","",1705.4963386,"2026-02-25T20:25:16.281626Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",62,"1",9,"","2026-02-25T20:25:19.172792Z",63,0.983,"#O person B touches his number tiles","The action 'touches his number tiles' suggests a stationary activity with minimal body movement.","r001","Playing Instrument","silver","Gold","",1729.3686286,"2026-02-25T20:25:19.172807Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",63,"1",9,"","2026-02-25T20:25:21.449359Z",64,0.949,"#O person T hands over to person A a bag of number tiles","Logistics/Transfer step, passing an object.","r001","Playing Instrument","silver","Gold","",1742.9941286,"2026-02-25T20:25:21.449374Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",64,"1",9,"","2026-02-25T20:25:22.917851Z",65,0.817,"#O person B gestures to person #c with his hands","Low body/hand motion, likely involves hand gestures without significant movement.","r001","Playing Instrument","silver","Gold","",1770.6851986,"2026-02-25T20:25:22.917867Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",65,"1",9,"","2026-02-25T20:25:24.538204Z",66,0.894,"#O Person B picks a number tile from a table","Logistics step, picking up an object.","r001","Playing Instrument","silver","Gold","",1839.3428286,"2026-02-25T20:25:24.538220Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",66,"1",9,"","2026-02-25T20:25:26.194783Z",67,0.963,"#o person B passes a number tile to person T","Passing an object, involves short bursts of hand acceleration.","r001","Playing Instrument","silver","Gold","",1884.9141386,"2026-02-25T20:25:26.194798Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",67,"1",9,"","2026-02-25T20:25:28.016699Z",68,0.973,"#O a boy E places his scrabble tile on a scrabble racks","The action involves placing an object (scrabble tile) onto a rack, which is a logistics step.","r001","Playing Instrument","silver","Gold","",1905.5518886,"2026-02-25T20:25:28.016713Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",68,"1",9,"","2026-02-25T20:25:29.683843Z",69,0.987,"#O a boy E leans on her hands","Low body/hand motion, indicative of a resting or idle posture.","r001","Playing Instrument","silver","Gold","",1911.4141386,"2026-02-25T20:25:29.683860Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",69,"1",9,"","2026-02-25T20:25:32.190079Z",70,1.726,"#O a boy E organizes scrabble tiles","Logistics/Setup step (organizing scrabble tiles).","r001","Playing Instrument","silver","Gold","",1945.1495286,"2026-02-25T20:25:32.190104Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",70,"1",9,"","2026-02-25T20:25:34.792832Z",71,0.906,"#O a boy E picks a scrabble tile","The action involves picking up an object, which is a logistics step.","r001","Playing Instrument","silver","Gold","",1961.2988486,"2026-02-25T20:25:34.792844Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Essential Operation",71,"1",9,"","2026-02-25T20:25:36.455782Z",72,0.778,"#O a boy E scraps his face","[CtxFixed] The action of scraping his face is an essential operation that involves a personal care activity.","r001","Playing Instrument","silver","Gold","",1985.1854086,"2026-02-25T20:25:36.455792Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",72,"1",9,"","2026-02-25T20:25:37.745548Z",73,0.617,"#O a boy E drops the scrabble tiles on the table","Refined via regex fallback","r001","Playing Instrument","silver","Gold","",2025.6588286,"2026-02-25T20:25:37.745560Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",73,"1",9,"","2026-02-25T20:25:39.679413Z",74,0.928,"#O a boy E touches his face","Low body/hand motion, touching face is a minor action.","r001","Playing Instrument","silver","Gold","",2035.6069986,"2026-02-25T20:25:39.679434Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",74,"1",9,"","2026-02-25T20:25:41.111894Z",75,0.624,"#O a boy Q holds his head","The action describes a static pose with no significant movement.","r001","Playing Instrument","silver","Gold","",2151.807645266667,"2026-02-25T20:25:41.111911Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",75,"1",9,"","2026-02-25T20:25:42.471014Z",76,0.623,"#O a boy Q converses with C","Low body/hand motion, likely involves speaking.","r001","Playing Instrument","silver","Gold","",2158.776175266667,"2026-02-25T20:25:42.471028Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",76,"1",9,"","2026-02-25T20:25:44.531255Z",77,1.117,"#O a boy Q touches a scrabble tile rack","The action described involves touching an object, which likely involves minimal movement and can be categorized as a stationary action.","r001","Playing Instrument","silver","Gold","",2173.362475266667,"2026-02-25T20:25:44.531267Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Search",77,"1",9,"","2026-02-25T20:25:46.913377Z",78,0.978,"#O man R looks at the chips","Head movement (visual inspection), hands mostly still.","r001","Playing Instrument","silver","Gold","",2200.6197552666667,"2026-02-25T20:25:46.913393Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",78,"1",9,"","2026-02-25T20:25:48.415975Z",79,0.894,"#C C stares at the tablet phone","Low body/hand motion, focused attention.","r001","Playing Instrument","silver","Gold","",2465.445465266667,"2026-02-25T20:25:48.415989Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",79,"1",9,"","2026-02-25T20:25:51.362363Z",80,0.881,"#C C scrolls tablet phone","Low body/hand motion, indicative of a stationary activity.","r001","Playing Instrument","silver","Gold","",2678.779815266667,"2026-02-25T20:25:51.362378Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",80,"1",9,"","2026-02-25T20:25:53.114248Z",81,0.971,"#O a boy K picks a table phone","The action involves picking up an object, which is a logistics step.","r001","Playing Instrument","silver","Gold","",2922.8719119333336,"2026-02-25T20:25:53.114262Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",81,"1",9,"","2026-02-25T20:25:54.689658Z",82,0.861,"#C C twists the left leg","Low body/hand motion, likely maintaining a seated position while playing.","r001","Playing Instrument","silver","Gold","",3384.5684319333336,"2026-02-25T20:25:54.689666Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Search",82,"1",9,"","2026-02-25T20:25:56.454729Z",83,1.099,"#O Child X looks at C","Head movement (visual attention), passive hands.","r001","Playing Instrument","silver","Gold","",3444.429341933333,"2026-02-25T20:25:56.454745Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",83,"1",9,"","2026-02-25T20:25:58.185475Z",84,0.964,"#C C scrolls the screen with finger","Low body/hand motion, focused on screen interaction.","r001","Playing Instrument","silver","Gold","",3458.222711933334,"2026-02-25T20:25:58.185488Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",84,"1",9,"","2026-02-25T20:25:59.770937Z",85,0.907,"#C C scrolls the phone with finger","Low body/hand motion, focused on a small device.","r001","Playing Instrument","silver","Gold","",3783.4214186,"2026-02-25T20:25:59.770952Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",85,"1",9,"","2026-02-25T20:26:02.051098Z",86,1.083,"#C C scratches himself on the coach","Low body/hand motion, likely idle or seated activity.","r001","Playing Instrument","silver","Gold","",3802.4335786,"2026-02-25T20:26:02.051113Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Stationary",86,"1",9,"","2026-02-25T20:26:05.899265Z",87,1.495,"#C C swings the feet.","Swinging the feet while playing an instrument suggests a stationary position with minimal body movement.","r001","Playing Instrument","silver","Gold","",4180.2952586,"2026-02-25T20:26:05.899278Z","025c24db-1ab3-462e-888a-3598fd777ee2"
"Object Transfer",87,"1",9,"","2026-02-25T20:26:07.499111Z",88,0.717,"#O female X gives back the luggage to C","The action involves giving back an object (luggage), which is a logistics step.","r001","Walking Outdoors","silver","Gold","",477.92945,"2026-02-25T20:26:07.499134Z","03634630-7d25-4d31-aeda-b9747f09034d"
"Locomotion",88,"1",9,"","2026-02-25T20:26:09.917581Z",89,0.787,"#C C carries the luggage.","Body moving through space with an object (luggage), high body acceleration.","r001","Walking Outdoors","silver","Gold","",479.61994,"2026-02-25T20:26:09.917594Z","03634630-7d25-4d31-aeda-b9747f09034d"
"Stationary",89,"1",9,"","2026-02-25T20:26:11.281048Z",90,0.635,"#C C scrolls the computer desktop","Low body/hand motion, mostly finger movement.","r001","Desk Work","silver","Gold","",213.47129526666663,"2026-02-25T20:26:11.281059Z","073d8415-2689-451c-a43d-147335ef0003"
"Essential Operation",90,"1",9,"","2026-02-25T20:26:13.199425Z",91,1.16,"#C C Presses button on the keyboard","Core task involving high hand activity.","r001","Desk Work","silver","Gold","",286.94935526666666,"2026-02-25T20:26:13.199440Z","073d8415-2689-451c-a43d-147335ef0003"
"Stationary",91,"1",9,"","2026-02-25T20:26:14.733056Z",92,0.79,"#c c scrolls down using keyboard","Low body/hand motion, primarily finger movement.","r001","Desk Work","silver","Gold","",1098.3546952666666,"2026-02-25T20:26:14.733069Z","073d8415-2689-451c-a43d-147335ef0003"
"Search",92,"1",9,"","2026-02-25T20:26:16.436053Z",93,1.089,"#C C watches the computer screen","Head movement (visual monitoring), hands mostly still.","r001","Desk Work","silver","Gold","",1736.7834519333333,"2026-02-25T20:26:16.436062Z","073d8415-2689-451c-a43d-147335ef0003"
"Search",93,"1",9,"","2026-02-25T20:26:19.899255Z",94,1.546,"#C C looks at a mat on the floor","Head movement (visual search), passive hands.","r001","Desk Work","silver","Gold","",2354.9377219333333,"2026-02-25T20:26:19.899270Z","073d8415-2689-451c-a43d-147335ef0003"
"Search",94,"1",9,"","2026-02-25T20:26:21.593483Z",95,0.788,"#C C looks at a corridor","Head movement (visual search), hands mostly still.","r001","Desk Work","silver","Gold","",2358.7321619333334,"2026-02-25T20:26:21.593498Z","073d8415-2689-451c-a43d-147335ef0003"
"Locomotion",95,"1",9,"","2026-02-25T20:26:23.857290Z",96,1.57,"#C C descends the stairs","Body moving through space (descending stairs), high body acceleration.","r001","Desk Work","silver","Gold","",2456.172661933333,"2026-02-25T20:26:23.857305Z","073d8415-2689-451c-a43d-147335ef0003"
