video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
6a2fa96b-86b5-43e6-9aae-5b144ab15927,928.5015044774711,#C C looks around,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,936.6175144774712,#C C picks a glass of water,Desk Work,Object Transfer,Logistics action of picking up an object.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,937.9123844774712,#C C walks in the house,Desk Work,Locomotion,"Body moving through space, indicative of walking.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,939.2073644774712,#C C opens door,Desk Work,Object Transfer,"Action involves opening a door, which is a logistics step.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,940.8475844774712,#C C walks to the kitchen,Desk Work,Locomotion,"Body moving through space, indicative of walking.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,945.7090144774712,#C C opens water tap,Desk Work,Essential Operation,Core manual task involving hand manipulation.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,946.6041244774711,#C C feels water with finger,Desk Work,Essential Operation,"Core task involving fine motor skills, high hand activity.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,948.4400844774711,#C C pours water in the glass,Desk Work,Essential Operation,Core task involving manual dexterity and hand movement.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,950.1013944774712,#C C closes water tap,Desk Work,Essential Operation,Core task involving fine motor skills and high hand activity.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,951.5216844774714,#C C walks to the living room,Desk Work,Locomotion,Body moving through space (walking).,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,955.4548744774712,#C C drinks water from glass,Desk Work,Stationary,Drinking is a low-energy activity with minimal movement.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,960.3666044774714,#C C places glass on table,Desk Work,Object Transfer,Logistics step involving placing an object.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,964.3072444774712,#C C stares at the laptop,Desk Work,Stationary,"Low body/hand motion, focused gaze.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,969.1590144774711,#C C dances in the house,Desk Work,Locomotion,"Body moving through space, likely with high body acceleration.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,976.6518144774712,#C C turns around,Desk Work,Stationary,Turning around involves minimal movement and is likely part of a stationary activity.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,987.5730844774712,#C C stares at the laptop,Desk Work,Stationary,"Low body/hand motion, focused attention.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,991.7365444774712,#C C dances in the house,Desk Work,Locomotion,Body moving through space with high body acceleration.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1023.3533544774712,#C C looks around,Desk Work,Search,"Head movement (visual search), passive hands.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1025.8092944774712,#C C dances in the house,Desk Work,Locomotion,"Body moving through space, likely with high body acceleration.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1069.1053478108047,#C C stares at the laptop,Desk Work,Stationary,"Low body/hand motion, focused gaze.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1075.5091578108045,#C C looks around,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1080.7473578108045,#C C dances in the house,Desk Work,Locomotion,Body moving through space with high body acceleration.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1091.7314962529947,#C C looks around the house,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1098.3628462529948,#C C dances in the house,Desk Work,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1100.1123362529947,#C C stares at the laptop,Desk Work,Stationary,"Low body/hand motion, focused gaze.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1101.5899662529948,#C C dances in the house,Desk Work,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1118.4452562529948,#C C stops dancing,Desk Work,Stationary,Low body/hand motion after stopping an activity.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1118.8655262529946,#C C walks to the table,Desk Work,Locomotion,Body moving through space to reach the table.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1119.6171062529947,#C C picks a glass of water,Desk Work,Object Transfer,Logistics action involving picking up an object.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1121.7586362529946,#C C drinks water from glass,Desk Work,Stationary,Drinking from a glass involves minimal movement and is generally a stationary activity.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1124.3641362529947,#C C places glass places glass on table,Desk Work,Object Transfer,Logistics step involving placing an object.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1127.4687962529947,#C C walks in the house,Desk Work,Locomotion,Body moving through space (walking).,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1132.4781562529947,#C C looks at the laptop,Desk Work,Stationary,"Low body/hand motion, focused attention.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1135.4223662529948,#C C dances in the house,Desk Work,Locomotion,Body moving through space with high body acceleration.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1139.3989862529947,#C C walks to the table,Desk Work,Locomotion,Body moving through space (walking).,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1142.2670262529948,#C C dances in the house,Desk Work,Locomotion,Body moving through space with high body acceleration.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1143.6461062529947,#C C looks around the house,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1145.9217862529947,#C C looks at the laptop,Desk Work,Stationary,"Low body/hand motion, focused visual activity.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1146.7998762529946,#C C dances in the house,Desk Work,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1171.145326252995,#C C looks at the sofa,Desk Work,Search,"Head movement (visual inspection), hands mostly still.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1173.676846252995,#C C looks around the house,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1179.6994062529948,#C C dances in the house,Desk Work,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1192.3745362529949,#C C turns around,Desk Work,Stationary,"Turning around is a low energy, stationary movement.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1194.1755662529947,#C C looks at the laptop,Desk Work,Stationary,"Low body/hand motion, focused visual activity.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1196.1116562529946,#C C dances in the house,Desk Work,Locomotion,"Body moving through space, likely involves significant body acceleration.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1233.4360762529948,#C C looks around the house,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1242.1239262529948,#C C looks at the laptop,Desk Work,Stationary,"Low body/hand motion, focused visual activity.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1243.0365162529947,#C C dances in the house,Desk Work,Locomotion,Body moving through space with high body acceleration.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1296.6257162529946,#C C walks to the table,Desk Work,Locomotion,Body moving through space to reach the table.,gold
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1297.7168362529949,#C C picks a glass of water,Desk Work,Object Transfer,Logistics action involving picking up an object.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1301.1035062529947,#C C drinks water from glass,Desk Work,Stationary,Drinking is a low-energy action with minimal body motion.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1302.5166062529947,#C C walks around the house,Desk Work,Locomotion,"Body moving through space, indicative of walking.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1307.0568062529946,#C C places glass on table,Desk Work,Object Transfer,Logistics step involving placing an object.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1309.0412062529947,#C C scrolls laptop mouse,Desk Work,Stationary,"Low body motion, focused hand movement.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1318.7880962529948,#C C walks in the house,Desk Work,Locomotion,"Body moving through space, indicative of walking.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1325.1815862529947,#C C stares at the laptop,Desk Work,Stationary,"Low body/hand motion, focusing visually.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1326.7994762529947,#C C dances in the house,Desk Work,Locomotion,"Body moving through space with dancing, involves high body acceleration.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1454.8922253125,#C C sits on the floor,Desk Work,Stationary,Sitting on the floor indicates a stationary position with minimal movement.,silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1464.7466953125,#C C does some work outs while she sits on the floor,Desk Work,Stationary,"Low body/hand motion, indicative of a stationary activity.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1514.3159953125,#C C stands up,Desk Work,Locomotion,"Body movement through space, specifically standing up.",silver
6a2fa96b-86b5-43e6-9aae-5b144ab15927,1535.2017353125,#C C does some work out exercises in the house,Desk Work,Locomotion,"Body moving through space, likely involves walking or standing exercises.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,0.2580795999999999,#C C lowers her right hand.,Cooking,Stationary,"Low body/hand motion, indicates a pause or preparatory action.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,1.3177496,#C C stands.,Cooking,Stationary,"Low body/hand motion, indicating a pause or idle state.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,2.5584996,#C C picks up a phone from a table.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,4.3117396,#C C walks to a laundry room.,Cooking,Locomotion,Body moving through space (walk).,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,12.7777396,#C C holds a door knob with her right hand.,Cooking,Stationary,"The action involves holding a door knob, which implies a static posture with minimal movement.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,13.7002096,#C C opens the door.,Cooking,Object Transfer,"Opening an object (door), a logistics step.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,17.3400396,#C C switches on the light.,Cooking,Stationary,"Low body/hand motion, primarily an action with minimal movement.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,19.0496796,#C C touches a washing machine with her right hand.,Cooking,Stationary,"The action involves minimal movement, indicating a low-energy state.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,21.505249600000003,#C C removes her hand from the machine.,Cooking,Stationary,"The action indicates a pause or cessation of motion, likely resulting in a low energy state.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,22.3903896,#C C touches the washing machine.,Cooking,Stationary,"Low body/hand motion, likely an idle or inspection action.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,31.2411096,#C C switches off the light.,Cooking,Stationary,"Low body/hand motion, primarily an action involving a switch or light source.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,33.2923496,#C C closes the door.,Cooking,Stationary,Low body/hand motion after a brief action.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,35.5139896,#C C walks to the kitchen.,Cooking,Locomotion,Body moving through space.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,41.9387896,#C C picks up an apron from a door.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,43.4185796,#C C puts on the apron.,Cooking,Stationary,Putting on an apron involves minimal body movement and is a preparatory action.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,50.1749196,#C C walks to a sink.,Cooking,Locomotion,Body moving through space (walking).,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,52.9087796,#C C turns a tap to the right side of the sink.,Cooking,Object Transfer,"Turning a tap involves a specific action to manipulate an object, which is a logistics step.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,53.8003396,#C C turns on the tap.,Cooking,Essential Operation,Turning on the tap involves a core manual task with focused hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,54.7135596,#C C washes her hands.,Cooking,Essential Operation,Core manual task involving hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,55.1788096,#C C picks up a liquid soap container from the counter.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,56.6451396,#C C puts soap on her left hand.,Cooking,Object Transfer,"Logistics step, transferring soap to hand.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,57.682939600000005,#C C puts the soap container on the counter.,Cooking,Object Transfer,Logistics step involving moving an object to a location.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,59.046659600000005,#C C washes her hands.,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,66.8781796,#C C turns the tap to the left side of the sink.,Cooking,Object Transfer,Turning the tap involves a specific action to interact with an object (the tap).,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,67.7858296,#C C picks up a sponge.,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,69.0419696,#C C turns on the tap.,Cooking,Essential Operation,Turning on the tap involves a core manual task with hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,69.5570396,#C C squeezes the sponge.,Cooking,Essential Operation,Core task involving high hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,70.03480959999999,#C C picks up the liquid soap container.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,71.01766959999999,#C C puts some soap on the sponge.,Cooking,Object Transfer,Logistics step of transferring soap to sponge.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,73.1319896,#C C puts the soap container on the counter.,Cooking,Object Transfer,"Logistics step, moving an object to a location.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,74.33307959999999,#C C turns off the tap.,Cooking,Essential Operation,Turning off the tap is a core manual task involving fine hand movements.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,75.6388096,#C C picks up a plastic lid from the sink.,Cooking,Object Transfer,Logistics action involving picking up an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,76.1066896,#C C washes the lid.,Cooking,Essential Operation,Core task involving manual activity with hands.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,79.8105796,#C C turns on the tap.,Cooking,Essential Operation,Turning on the tap is a core manual task involving fine motor skills and hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,80.8643496,#C C rinses the lid.,Cooking,Essential Operation,Core task involving high hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,88.49563959999999,#C C puts the lid on the counter.,Cooking,Object Transfer,Logistics step involving placing an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,89.5975096,#C C picks up a plastic container from the sink.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,90.2430896,#C C empties the water in the container into the sink.,Cooking,Object Transfer,Logistics step involving the transfer of water from one container to another.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,91.6465996,#C C washes the container.,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,95.5965796,#C C rinses the container.,Cooking,Essential Operation,Core task involving high hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,97.0782696,#C C puts the sponge on the counter.,Cooking,Object Transfer,"Logistics/Setup step, involves placing an object.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,103.1373596,#C C turns off the tap.,Cooking,Essential Operation,Turning off the tap is a core manual task involving fine motor skills.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,103.8469396,#C C puts the container on the counter.,Cooking,Object Transfer,Logistics step involving placing an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,104.5342796,#C C picks up the sponge from the counter.,Cooking,Object Transfer,"Logistics/Setup step, involves picking up an object.",silver
cd8590b6-4c27-4932-9ccf-501380d35b14,104.9859696,#C C picks up a cup from the sink,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,105.5978296,#C C washes the cup.,Cooking,Essential Operation,Core task involving repetitive hand movements.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,108.0158596,#C C turns on the tap.,Cooking,Essential Operation,Turning on the tap involves a core manual task with hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,108.9883096,#C C washes the cup.,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,110.1380096,#C C turns on the tap.,Cooking,Essential Operation,Turning on the tap is a core manual task involving fine motor control.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,110.2714196,#C C rinses the cup.,Cooking,Essential Operation,Core manual task involving hand movement and activity.,silver
cd8590b6-4c27-4932-9ccf-501380d35b14,116.7937496,"#C C places the cup on the plastic lid, on the counter.",Cooking,Object Transfer,Logistics step involving placing an object.,silver
