batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,125.3061686,#C C picks a snack,Playing Instrument,Object Transfer,Logistics/Setup step (picking up an object).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,126.1880686,#C C eats the snack,Playing Instrument,Stationary,"Low body/hand motion, eating is a passive activity."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,128.38038859999995,#C C puts the snack in the plate,Playing Instrument,Object Transfer,Logistics/Setup step involving moving an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,130.78348859999997,#C C stares at the scrabble board,Playing Instrument,Stationary,"Low body/hand motion, indicating an idle or observational state."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,135.5131286,#C C picks scrabble tiles,Playing Instrument,Object Transfer,"Logistics/Setup step, picking up objects."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,143.75253859999998,#C C passes the scrabble tiles to the left hand,Playing Instrument,Object Transfer,Logistics step involving the transfer of an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,144.68376859999998,#C C picks glass with a drink,Playing Instrument,Object Transfer,Logistics step involving picking up an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,145.7334986,#C C drinks the drink,Playing Instrument,Stationary,Drinking is a low-energy activity with minimal body movement.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,148.3028286,#C C places the glass on the table,Playing Instrument,Object Transfer,Logistics step involving placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,149.52403859999998,#C C arranges the scrabble tiles in the tile holder,Playing Instrument,Object Transfer,"Logistics step, arranging objects."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,163.8401586,#C C stares at the scrabble tiles,Playing Instrument,Stationary,"Low body/hand motion, focused gaze."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,164.6469086,#C C moves scrabble tiles in the tile holder,Playing Instrument,Object Transfer,"Logistics/moving objects, short bursts of hand activity."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,165.80955859999997,#C C picks a scrabble tile,Playing Instrument,Object Transfer,Logistics/Setup step (picking up an object).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,166.1212086,#C C moves scrabble tiles in the tile holder,Playing Instrument,Object Transfer,"Logistics of moving objects (scrabble tiles), short bursts of hand activity."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,166.8113886,#C C puts scrabble tile in the tile holder,Playing Instrument,Object Transfer,Logistics step involving picking up and placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,167.2999486,#C C picks a scrabble tile,Playing Instrument,Object Transfer,Logistics/Setup step.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,167.74068859999997,#C C moves scrabble tiles in the tile holder,Playing Instrument,Object Transfer,"Logistics of moving objects (scrabble tiles), short bursts of hand activity."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,168.3623586,#C C puts scrabble tile in the tile holder,Playing Instrument,Object Transfer,"Logistics/Setup step, placing object in a specific location."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,168.8522386,#C C picks a scrabble tile,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,169.5588086,#C C moves scrabble tiles in the tile holder,Playing Instrument,Object Transfer,"Logistics/moving objects, short bursts of hand acceleration."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,169.94908859999998,#C C puts scrabble tile in the tile holder,Playing Instrument,Object Transfer,Logistics step of placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,170.46910859999997,#C C moves the tile holder,Playing Instrument,Stationary,Movement described is likely minimal and does not involve significant body motion.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,171.36085859999997,#C C stares at the scrabble tiles,Playing Instrument,Stationary,"Low body/hand motion, indicating a state of observation or thought."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,175.9239486,#C C moves the scrabble tiles,Playing Instrument,Stationary,"The action described does not indicate any significant body or hand motion, suggesting a low-energy state."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,178.44406859999998,#C C stares at the scrabble board,Playing Instrument,Stationary,"Low body/hand motion, focused attention."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,188.5720286,#C C moves the scrabble tile holder,Playing Instrument,Object Transfer,"Logistics/movement of an object, short bursts of hand acceleration."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,189.5475686,#C C rotates the scrabble board,Playing Instrument,Search,"Head and/or hand movement (visual search/monitoring), possibly passive hands."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,192.1476886,#C C interacts with man Y,Playing Instrument,Stationary,Interacting with another person typically involves low body and hand motion.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,196.5852886,#C C moves the scrabble tile holder,Playing Instrument,Object Transfer,"The action involves moving an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,198.1235886,#C C stares at the scrabble board,Playing Instrument,Stationary,"Low body/hand motion, focused attention."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,220.3710386,#C C picks the booklet manual,Playing Instrument,Object Transfer,Logistics/Setup step.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,222.2656086,#C C flips the booklet manual,Playing Instrument,Object Transfer,Logistics step involving picking up or flipping an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,223.2550286,#C C stares at the booklet manual,Playing Instrument,Stationary,"Low body/hand motion, focused gaze."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,223.9118786,#C C flips the booklet manual,Playing Instrument,Object Transfer,"The action involves picking up and flipping an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,225.3602086,#C C stares at the booklet manual,Playing Instrument,Stationary,"Low body/hand motion, focused gaze."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,225.9933386,#C C flips the booklet manual,Playing Instrument,Object Transfer,"The action involves picking up or flipping an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,226.4373686,#C C places the booklet manual on the table,Playing Instrument,Object Transfer,"Logistics/Setup step, placing an object."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,227.5403186,#C C moves the scrabble tile holder,Playing Instrument,Object Transfer,"Logistics/movement of an object, likely involves picking up and placing down."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,229.3505586,#C C stares at the scrabble tiles,Playing Instrument,Stationary,"Low body/hand motion, indicative of idle observation."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,246.6246286,#C C picks a scrabble tile,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,247.2020786,#C C stares at the scrabble tiles,Playing Instrument,Stationary,"Low body/hand motion, focused gaze."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,249.8113686,#C C moves the scrabble tiles in the tile holder,Playing Instrument,Object Transfer,Logistics step involving moving objects (scrabble tiles).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,252.7466986,#C C puts the scrabble tile in the tile holder,Playing Instrument,Object Transfer,Logistics step involving placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,253.6064686,#C C stares at the scrabble tiles,Playing Instrument,Stationary,"Low body/hand motion, focusing visually."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,271.1213286,#C C interacts with man Y,Playing Instrument,Stationary,"The action description does not indicate any specific movement or interaction that would suggest locomotion, essential operation, object transfer, search, or error/correction. It implies a stationary interaction, such as talking or observing."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,273.7809686,#C C stares at the scrabble tiles,Playing Instrument,Stationary,"Low body/hand motion, focused gaze."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,278.2182786,#C C touches scrabble tiles,Playing Instrument,Stationary,The action of touching scrabble tiles is likely a stationary activity with low body/hand motion.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,0.0070286,#O man Y stares at the phone,Playing Instrument,Stationary,"Low body/hand motion, focused attention."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,2.7287486000000003,#O man Y picks the phone,Playing Instrument,Object Transfer,"Picking up an object (phone), involves short bursts of hand acceleration."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,3.907338600000001,#O man Y places the phone on the table,Playing Instrument,Object Transfer,Logistics step (placing an object).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,4.7460386,#O man Y interacts with C,Playing Instrument,Essential Operation,Interacting with an instrument typically involves high hand activity.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,5.7045186,#O man Y claps hands,Playing Instrument,Stationary,"The action of clapping hands is a brief, non-locomotive movement, often associated with a momentary pause or reaction rather than continuous motion."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,7.7881386,#O man Y opens a box,Playing Instrument,Object Transfer,Logistics/Setup step (opening a box).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,9.8097686,#O man Y places the box cover on the table,Playing Instrument,Object Transfer,Logistics step involving placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,11.2246686,#O man Y picks the box,Playing Instrument,Object Transfer,Logistics step of picking up the instrument.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,12.7749386,#O man Y places the box on the box cover,Playing Instrument,Object Transfer,Logistics step of placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,13.4611686,#O man Y picks the booklet manual,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,14.4691086,#O man Y holds the booklet manual,Playing Instrument,Stationary,"Low body/hand motion, holding a static object."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,16.579548600000003,#O man Y places the booklet manual on the table,Playing Instrument,Object Transfer,"Logistics step, placing an object on a surface."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,17.321588600000002,#O man Y pulls a paper,Playing Instrument,Object Transfer,"Logistics/Setup step, moving or handling an object."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,17.9334886,#O man Y pushes boxes,Playing Instrument,Object Transfer,Logistics of moving objects (pushing boxes).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,19.205278600000003,#O man Y picks scrabble tile holder,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,20.2255786,#O man Y passes the scrabble tile holder to the right hand,Playing Instrument,Object Transfer,"Passing an object, involves logistics of moving the tile holder."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,20.7958986,#O man Y places the scrabble tile holder on the table,Playing Instrument,Object Transfer,Logistics step of placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,21.5828586,#O man Y picks scrabble tile holder,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,22.2424686,#O man Y places the scrabble tile holder on the table,Playing Instrument,Object Transfer,Logistics step involving placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,23.332638600000003,#O man Y places the scrabble tile holder on the table,Playing Instrument,Object Transfer,"The action involves placing an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,23.7996286,#O man Y moves scrabble tile holder,Playing Instrument,Object Transfer,Logistics/Setup step involving moving an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,24.8599686,#O man Y turns the scrabble tiles,Playing Instrument,Stationary,"The action described is turning scrabble tiles, which involves minimal movement and can be considered a stationary activity."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,74.4520586,#O man Y picks glass with a drink,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,75.5008686,#O man Y drinks the drink,Playing Instrument,Stationary,"Low body/hand motion, likely holding the drink."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,78.8947886,#O man Y places the glass on the table,Playing Instrument,Object Transfer,"Placing an object, involves picking up and putting down."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,80.4473686,#O man Y picks scrabble tile,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,81.6299186,#O man Y stares at the scrabble tile,Playing Instrument,Search,"Visual search or monitoring (staring at the tile), head movement involved."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,83.1596486,#O man Y places the scrabble tile on the scrabble board,Playing Instrument,Object Transfer,Logistics of placing an object (scrabble tile).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,84.02124859999999,#O man Y picks scrabble tile,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,85.49818859999999,#O man Y stares at the scrabble tile,Playing Instrument,Search,"Visual search or monitoring (staring at the scrabble tile), head movement, hands mostly still."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,88.3667186,#O man Y places the scrabble tile on the scrabble board,Playing Instrument,Object Transfer,The action involves placing an object (scrabble tile) on a specific location (scrabble board).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,89.4607786,#O man Y interacts with C,Playing Instrument,Essential Operation,Interacting with an instrument typically involves focused hand movements.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,96.2098386,#O man Y picks scrabble tile,Playing Instrument,Object Transfer,"Logistics/Setup step, picking up an object."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,97.0090186,#O man Y stares at the scrabble tile,Playing Instrument,Search,"Visual focus on a specific object (tile), minimal body motion."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,99.0180986,#O man Y holds the scrabble tile,Playing Instrument,Stationary,The action describes holding an object without any significant movement.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,101.3622286,#O man Y interacts with C,Playing Instrument,Essential Operation,Core manual task involving high hand activity.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,102.1722386,#O man Y places the scrabble tile on the scrabble board,Playing Instrument,Object Transfer,"The action involves placing a scrabble tile, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,103.0841086,#O man Y picks scrabble tile,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,104.4432686,#O man Y places the scrabble tile on the scrabble board,Playing Instrument,Object Transfer,Placing an object (logistics/setup step).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,105.0429786,#O man Y interacts with C,Playing Instrument,Stationary,"The action description does not specify any specific movement or task, implying a low-energy state such as talking or idle interaction."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,109.4293986,#O man Y picks scrabble tile,Playing Instrument,Object Transfer,Logistics step involving picking up an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,110.5018186,#O man Y stares at the scrabble tile,Playing Instrument,Search,"Head movement (visual inspection), hands mostly still."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,112.3748386,#O man Y holds the scrabble tile,Playing Instrument,Stationary,"The action describes holding a tile, which is a low energy, stationary action."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,115.3877186,#O man Y places the scrabble tile on the scrabble board,Playing Instrument,Object Transfer,Logistics of placing the tile on the board.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,116.2845486,#O man Y picks scrabble tiles,Playing Instrument,Object Transfer,"Logistics of picking up objects, short bursts of hand activity."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,117.2151086,#O man Y puts the scrabble tiles in the box,Playing Instrument,Object Transfer,Logistics step involving picking up and putting down objects.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,118.4065886,#O man Y picks scrabble tiles,Playing Instrument,Object Transfer,Logistics/Setup step (picking up objects).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,119.4087786,#O man Y puts the scrabble tiles in the box,Playing Instrument,Object Transfer,Logistics step involving moving objects (scrabble tiles).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,121.3844986,#O man Y rotates box with the scrabble tiles,Playing Instrument,Stationary,The action describes a rotation which is likely a low energy movement.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,124.3922886,#O man Y touches the scrabble tiles,Playing Instrument,Stationary,The action described involves touching objects without any significant movement or task being performed.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,126.3231086,#O man Y moves scrabble tile holder on the table,Playing Instrument,Object Transfer,Movement of an object (tile holder) on the table.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,127.4139986,#O man Y picks scrabble tiles,Playing Instrument,Object Transfer,"The action involves picking up objects (scrabble tiles), which is a logistics step."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,129.11309859999997,#O man Y places the scrabble tiles on the table,Playing Instrument,Object Transfer,"Logistics step of placing objects, short bursts of hand activity."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,129.6704786,#O man Y picks scrabble tiles,Playing Instrument,Object Transfer,"Logistics of picking up objects, short bursts of hand acceleration."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,131.0607086,#O man Y places the scrabble tiles on the table,Playing Instrument,Object Transfer,"Logistics/Setup step, placing objects."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,131.6175286,#O man Y picks scrabble tiles,Playing Instrument,Object Transfer,Logistics/Setup step (picking up objects).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,133.2609986,#O man Y places the scrabble tiles on the table,Playing Instrument,Object Transfer,"Logistics step of placing objects, short bursts of hand acceleration."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,134.1080586,#O man Y arranges the scrabble tiles in the tile holder,Playing Instrument,Object Transfer,"Logistics step, arranging items."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,146.3932586,#O man Y stares at the scrabble tiles,Playing Instrument,Stationary,"Low body/hand motion, likely involves visual focus with minimal movement."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,180.2613886,#O man Y places scrabble tiles on the scrabble board,Playing Instrument,Object Transfer,Logistics step of placing tiles on the board.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,187.0467886,#O man Y rotates the scrabble board,Playing Instrument,Search,"Head movement (visual search), hands mostly still."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,192.1514286,#O man Y moves scrabble tiles in the tile holder,Playing Instrument,Object Transfer,Logistics/Setup step involving moving objects (scrabble tiles).
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,193.7568586,#O man Y interacts with C,Playing Instrument,Essential Operation,Interacting with an instrument typically involves focused hand movements and manipulation.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,194.2635886,#O man Y rotates the scrabble board,Playing Instrument,Search,"Head movement (visual search), hands mostly still."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,220.4417686,#O man Y writes on a paper,Playing Instrument,Stationary,"The action involves writing on a paper, which is a low-energy activity with minimal body movement."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,226.8354986,#O man Y places the pen on the tabele,Playing Instrument,Object Transfer,Logistics step of placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,231.7612786,#O man Y places booklet manual on the table,Playing Instrument,Object Transfer,Logistics step involving placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,267.8567286,#O man Y interacts with C,Playing Instrument,Essential Operation,Interacting with an instrument typically involves high hand activity and precise movements.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,283.1951692850099,#C C places the scrabble tile on the scrabble board,Playing Instrument,Object Transfer,"Placing an object, short burst of hand activity."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,280.2061892850099,#C C picks scrabble tile,Playing Instrument,Object Transfer,"Logistics step, picking up an object."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,285.4421492850099,#C C picks scrabble tile,Playing Instrument,Object Transfer,"Logistics/Setup step, picking up an object."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,286.1522392850099,#C C places the scrabble tile on the scrabble board,Playing Instrument,Object Transfer,Logistics step involving placing an object.
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,288.05739928500986,#C C picks scrabble tile,Playing Instrument,Object Transfer,"Logistics/Setup step, picking up an object."
0,4e554e70-de52-4f24-b5f0-78012b57c5c2,289.0071192850099,#C C places the scrabble tile on the scrabble board,Playing Instrument,Object Transfer,Logistics step of placing an object.
