video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round
06456897-960d-4d0c-8ce2-cd50a5a57bc3,670.290317613672,#C C holds the branches,Gardening,Stationary,The action of holding branches indicates a static posture with minimal movement.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,821.8935782616542,#C C trims the hedge,Gardening,Essential Operation,Core task involving repetitive hand movements.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,833.2034582616541,#C C plucks the bush,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,960.9595882616542,#C C throws the hedge shear on the ground,Gardening,Object Transfer,"[CtxFixed] The action of throwing the hedge shear on the ground is a deliberate placement of the object onto the ground, which fits the criteria for Object Transfer.",silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1586.470477247718,#C C touches the shrubs,Gardening,Search,"Implies a visual or tactile inspection, likely with head and hand movement.",silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1623.896657247718,#C C removes branches,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1640.3894971449215,#C C prunes with hedge shears,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1933.4913468066525,#C C prunes the shrub,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1984.0715768066525,#C C picks another hedge shear,Gardening,Object Transfer,Logistics action of picking up an object.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2020.4160268066523,#C C places down the hedge shear,Gardening,Object Transfer,Logistics step of placing down an object.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2212.174626158594,#C C places hedge shear on the shrub,Gardening,Object Transfer,Logistics of placing an object on a surface.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2247.7658061585944,#C C removes the grass with the hand,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2279.918716158594,#C C removes the pieces of shrub,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2315.581016158594,#C C cuts the grass with a hedge shear,Gardening,Essential Operation,"Core task involving repetitive cutting motion, high hand activity.",silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2376.4589961585943,#C C leans the the rake on the shrub,Gardening,Stationary,"The action involves placing the rake, which is a low-energy, static interaction.",silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,3100.769625829818,#C C penetrates in the shrub,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001
06456897-960d-4d0c-8ce2-cd50a5a57bc3,3128.215965829818,#C C drops gardening shear,Gardening,Object Transfer,"[CtxFixed] The action of dropping the gardening shear appears to be a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",silver,1,r001
08f5fcdf-c038-4e1f-a1e9-b5939900feba,1104.4539719333334,#C C stares a fridge,Cleaning,Stationary,"Low body/hand motion, likely just looking.",silver,1,r001
08f5fcdf-c038-4e1f-a1e9-b5939900feba,1135.2079019333332,#C C pours salt on the food,Cleaning,Essential Operation,Core task involving manual operation with hands.,silver,1,r001
08f5fcdf-c038-4e1f-a1e9-b5939900feba,1218.1728919333334,#C C stares at the television,Cleaning,Stationary,"Low body/hand motion, likely idle state.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,74.58794526666667,#C C turns the monitor,Cooking,Search,Head and hand movement for visual search or monitoring.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,593.7018952666667,#c c dials the scale,Cooking,Stationary,"Low body/hand motion, likely involves fine motor control with one hand.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,659.9784452666668,#c c turns a light on,Cooking,Object Transfer,Turning on a light involves an action to manipulate an object (the light switch).,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,677.5258052666667,#c c picks a blender jug,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,839.9588752666667,#C C turns around a kitchen room,Cooking,Locomotion,"Movement through space, likely involves walking or turning which generates body acceleration.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,846.5134352666668,#C C places tin on a kitchen counter,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,860.5955252666668,#C C lifts a pan,Cooking,Object Transfer,Logistics step involving lifting an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,901.4867452666668,#C C adjusts cookers knob,Cooking,Stationary,Adjusting a knob involves minimal body movement and is a fine motor task.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,996.5080752666668,#C C placed a pan on a cooker,Cooking,Object Transfer,Logistics step involving the placement of an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1026.3650252666666,#C C taps a pan with spoon,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1075.9135352666665,#C C stairs #unsure with spoon,Cooking,Locomotion,"[CtxFixed] The action involves moving up the stairs while holding a spoon, which indicates movement and thus falls under the Locomotion category.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1119.3517942879969,#C C picks the scraper,Cooking,Object Transfer,"Logistics action, picking up an object.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1200.4359342879966,#C C holds the scraper,Cooking,Stationary,"Low body/hand motion, holding an object.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1381.8603742879966,#C C walks across the kitchen,Cooking,Locomotion,"Movement through space, high body acceleration.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1443.2174042879965,#C C washes the blender cover,Cooking,Essential Operation,Core manual task involving hand activity.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1478.8462742879965,#C C puts the blender blade in the utensils rack,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1494.9720942879967,#C C picks up the blender blade from the utensils rack,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1543.0391142879969,#C C picks up the nylon paper,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1615.2974789546631,#C C puts the silicone spatula spoon on the nylon paper,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1623.283358954663,#C C puts the blender jar on the kitchen counter,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1864.0008752666663,#C C puts #unsure in the tin,Cooking,Object Transfer,"Logistics step, putting an item into another container.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1933.8762352666663,#C C scrubs #unsure in the jar with the spoon.,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1957.2732152666665,#C C picks #unsure on the counter top.,Cooking,Object Transfer,Logistics step of picking up an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,1971.6487252666664,#C C picks the spoon from the smaller jar.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2013.3371152666664,#C C wipes her hands with a towel on the cabinet.,Cooking,Stationary,"Low body/hand motion, hands are being wiped but no significant movement.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2035.1501852666663,#C C puts the jar on the counter top.,Cooking,Object Transfer,Logistics/Setup step involving placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2056.0334452666666,#C C puts the jar on the blender.,Cooking,Object Transfer,Logistics step involving moving an object from one place to another.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2110.8283452666665,#C C taps the spoon on the jar.,Cooking,Stationary,"Low body/hand motion, tapping is a minor action.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2172.297205266667,#C C moves around the microwave.,Cooking,Locomotion,"Body moving through space, likely involves walking or moving around.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2201.850705266667,#C C picks the blender jug lid from the table,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2280.830055266667,#C C turns the cooker off,Cooking,Stationary,"Minimal motion involved, likely just a quick turn of a knob or switch.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2345.159095266667,#C C drops the plastic on the table,Cooking,Object Transfer,"Action involves placing an object down, which is a logistics step.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2363.287035266667,#C C takes the blender jug,Cooking,Object Transfer,"Logistics/Setup step, picking up an object.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2368.4711552666668,#C C puts the blender jug on the blender,Cooking,Object Transfer,Logistics step involving the placement of an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2481.346205266667,#C C places jar on blender,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2483.2324252666667,#C C turns on blender,Cooking,Essential Operation,Turning on the blender is a core task involving a manual operation.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2569.2227052666667,#C C wipes peanut with a spatula,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2586.142855266666,#C C puts jug on blender,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2655.040305266667,#C C dips brush in oil,Cooking,Essential Operation,Core task involving manual activity with the hand.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2675.491145266667,#C C lifts jug,Cooking,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2690.525505266666,#C C picks a ladle,Cooking,Object Transfer,Logistics step of picking up an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2749.447895266667,#C C places cup on the counter top,Cooking,Object Transfer,Logistics/Setup step involving placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,2871.9221952666667,#C C puts jug blender on the sink,Cooking,Object Transfer,Logistics step involving the placement of an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3066.440225266667,#C C picks up the papers from the table,Cooking,Object Transfer,Logistics action involving picking up objects.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3086.003175266667,#C C picks up the paper from under the table,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3123.834945266666,#C C picks up the spoon from the drawer,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3138.8184552666667,#C C shakes the frying pans on the cooker,Cooking,Essential Operation,High hand activity involved in the cooking process.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3145.448375266667,#C C puts the pancake inside the frying pan,Cooking,Object Transfer,Logistics step involving picking up and placing the pancake.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3147.7537052666667,#C C puts the spoon inside frying pan,Cooking,Object Transfer,Logistics step of placing an object.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3175.976925266667,#C C operates the computer on the table,Cooking,Essential Operation,Core manual task involving interaction with a device.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3222.2250719333333,#C C covers the table with the table,Cooking,Stationary,Covering the table is a setup/logistics step that involves minimal movement after the action is complete.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3270.369111933333,#C C hits egg on a pan,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3350.1385019333334,#C C drops kitchen brush in a tin,Cooking,Object Transfer,"[CtxFixed] The action of dropping the kitchen brush into a tin is a deliberate placement of the object, which fits the criteria for 'Object Transfer'.",silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3369.0148419333336,#C C cracks the egg on pan,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001
0fe191ef-c28a-422c-aede-46f8aa8532a6,3417.9473719333337,#C C washes the tin,Cooking,Essential Operation,Core task involving manual operation with high hand activity.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,165.15284859999997,#C C moves lampshade from the bedside table,Cleaning,Object Transfer,Logistics step involving moving an object.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,175.77051859999997,#C C moves a can to the bed,Cleaning,Object Transfer,Moving an object from one location to another.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,190.9152086,#C C throws #Unsure on the bed,Cleaning,Locomotion,Body movement through space to perform the action (throwing).,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,218.2853686,#C C picks flower pot on the window sill,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,226.7642386,#C C throws photo frame on the bed,Cleaning,Object Transfer,"[CtxFixed] The action involves moving an object (photo frame) from one location (window sill) to another (bed), which fits the definition of Object Transfer.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,261.6098786,#C C unrolls the serviette,Cleaning,Object Transfer,"The action involves picking up and unfolding an object, which is a logistics step.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,306.7498923647172,#C C picks #Unsure from the bed side table,Cleaning,Object Transfer,"Logistics step, picking up an item.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,313.5705323647172,#C C picks #Unsure from the bed,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,414.0592323647172,#C C wipes the bedframe table,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,488.9254223647172,#C C places flower pots on the window sill,Cleaning,Object Transfer,Logistics step involving picking up and placing objects.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,525.3686923647172,#C C places photo frame on the window sill,Cleaning,Object Transfer,"Logistics step of placing an object, short bursts of hand acceleration.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,531.5442956980506,#C C moves photo frame on the window sill,Cleaning,Object Transfer,Logistics step involving moving an object.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,552.5473021677084,#C C place candle on the card holder,Cleaning,Object Transfer,Logistics step involving picking up and placing an object.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,577.2734621677084,#C C moves photo frames on the window sill,Cleaning,Object Transfer,Logistics step involving moving objects.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,611.2890421677084,#C C touches the table,Cleaning,Stationary,"Low body/hand motion, likely inspecting or feeling the surface.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,646.0266421677084,#C C places the bottles on the floor,Cleaning,Object Transfer,Logistics step involving picking up and placing down objects.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,690.7624021677084,#C C vacuum cleans the floor,Cleaning,Locomotion,"Body moving through space while performing a cleaning task, likely involves significant body acceleration.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,815.7698121677083,#C C places the wires on the bedside table,Cleaning,Object Transfer,Logistics step involving picking up and placing an object.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,897.1720039799025,#C C joins pipe to the vacuum cleaner,Cleaning,Essential Operation,Connecting the pipe to the vacuum cleaner is a core manual task involving high hand activity.,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,1039.7563339799026,#C C moves the vacuum cleaner,Cleaning,Locomotion,Body moving through space with a tool (vacuum cleaner).,silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,1085.9636473132357,#C C touches the vacuum cleaner,Cleaning,Stationary,"Low body/hand motion, likely inspecting the vacuum cleaner.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,1098.782695266667,#O Man X walks on the floor,Cleaning,Locomotion,"Body moving through space, involves walking.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,1256.8629852666666,#C C slides table on the floor,Cleaning,Locomotion,"Movement of the table through space, indicating significant body motion.",silver,1,r001
10019839-9ded-439f-a573-5ccacd7d829d,1345.6734152666666,#C C lifts the cleaning pipe,Cleaning,Locomotion,"Body movement involved in lifting an object, which can involve significant body acceleration.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,93.37772,#C C hammers the screwdriver with his gloved right hand. #Unsure,Mechanical Repair,Essential Operation,"[CtxFixed] The current action involves using the hammer to drive the screwdriver, which is a part of the essential operation of assembling or repairing the bike.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,181.21954,#C C drops the iron rod on the workbench with his gloved right hand,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping the iron rod onto the workbench is a deliberate placement, indicating that the subject is intentionally moving the object to a specific location.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,207.77371,#C C passes the piece of tissue paper from his gloved right hand to his gloved left hand.,Mechanical Repair,Object Transfer,"The action involves passing an object between hands, which is a logistics step.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,234.90555,#C C fits the washer around the bike steering rod with his gloved right hand.,Mechanical Repair,Essential Operation,Core manual task involving fine hand movements.,silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,292.43531,#C C picks the tissue paper on the tool bench with his gloved right hand,Mechanical Repair,Object Transfer,Logistics action involving picking up an object.,silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,306.97035,#C C walks toward the workbench.,Mechanical Repair,Locomotion,"Body moving through space, indicative of walking.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,339.38044,#C C applies grease on the washer with his gloved right hand.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,368.88518,#C C scoops grease from the container with his gloved right hand,Mechanical Repair,Object Transfer,Logistics step involving picking up the grease.,silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,374.37258,#C C mixes the grease with the brush in his gloved right hand. #unsure,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,602.8478366666667,#C C holds the hydraulic suspension with his gloved left hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding in place.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,604.9462666666667,#C C holds the hydraulic suspension with gloved hands,Mechanical Repair,Stationary,"Low body/hand motion, holding an object.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,659.4122966666666,#C C picks a washer nut with his gloved right hand on the workbench.,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,661.3631166666667,#C C moves a washer nut on the workbench with his gloved right hand,Mechanical Repair,Object Transfer,Logistics/moving an object on a surface.,silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,691.6589866666667,#C C holds the caliper around the washer nut in his right gloved hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding position.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,704.4346766666666,#C C holds the caliper with gloved hands,Mechanical Repair,Stationary,"Low energy activity, holding an object without movement.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,814.1729466666667,#C C adjusts the front fender with his left hand.,Mechanical Repair,Essential Operation,Core manual task involving precise hand movements.,silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,873.1535266666667,#C C picks a washer in the carton on the workbench with his gloved left hand,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,1,r001
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,927.6272166666666,#C C takes off the glove on his left hand with his right hand.,Mechanical Repair,Object Transfer,"The action involves taking off a glove, which is a logistics step.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,89.8477286,#C C pours seeds on the chop board,Cooking,Essential Operation,Core task involving manual operation with high hand activity.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,106.8927086,#C C picks knife from the table,Cooking,Object Transfer,"Logistics/Setup step, involves picking up an object.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,195.3116386,#C C puts the chop boad on the table,Cooking,Object Transfer,Logistics/Setup step involving moving an object.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,271.58032731263705,#C C inserts the tin on the drawer,Cooking,Object Transfer,"Logistics/Setup step, moving an object to a specific location.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,272.29446731263704,#C C pulls back bot hands,Cooking,Stationary,"Pulling back both hands suggests a pause or preparation, indicating low body/hand motion.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,282.36385731263704,#C C puts the food on the fridge,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,302.6359073126371,#C C looks at the broccoli,Cooking,Search,"Head movement (visual inspection), hands mostly still.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,330.57445731263704,#C C pulls the paper,Cooking,Object Transfer,"Logistics step, likely picking up or moving an object.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,375.85765731263706,#C C cuts the fish fillet with a knife,Cooking,Essential Operation,Core task involving precise hand movements.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,454.613867312637,# C C moves both hands,Cooking,Stationary,"Low body/hand motion, could imply a pause or stationary action.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,498.998717312637,#C C lifts both hands,Cooking,Stationary,"Lifting hands without moving through space or performing a task indicates a pause or preparation, which is low energy.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,558.823097613672,#C C lifts the bowl,Cooking,Object Transfer,"Lifting an object, short burst of hand acceleration.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,571.871367613672,#C C pushes the fish fillet,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,573.9991876136719,#C C pours the fish fillet on the bowl,Cooking,Essential Operation,Core task involving manual manipulation with high hand activity.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,618.1988776136719,#C C stirs the fish fillet together with egg,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,632.530897613672,#C C lifts the fish fillet with a fork,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,652.891667613672,#C C drops the fish fillet on the bowl with egg,Cooking,Object Transfer,Refined via regex fallback,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,697.8149176136719,#C C picks fish fillet with a fork,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,697.997347613672,#C C puts the fish fillet on a bowl with #Unsure,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,738.6395276136719,#C C Places the fish fillet on the paper,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,767.645957613672,#C C drops the bowl on the sink,Cooking,Object Transfer,Refined via regex fallback,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,786.0702376136719,#C C closes the oven,Cooking,Object Transfer,"Logistics action (closing an object), short burst of hand activity.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,808.941797613672,#C C lifts the broccoli,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,858.6531395863282,#C C picks dirt from the table,Cooking,Object Transfer,Logistics step involving picking up and putting down an object.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,903.676969586328,#C C cuts the broccoli on the chop board,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,1031.6366195863282,#C C picks fabric from the table,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,1,r001
12bf3659-40c4-4094-a4d3-507ec04bc512,1047.7607795863282,#C C picks dish from the floor,Cooking,Object Transfer,"[CtxFixed] The action involves picking up the dish from the floor, which is a deliberate movement of an object and thus classified as Object Transfer.",silver,1,r001
