video_uid,scenarios,duration_sec
0a81d795-8261-4059-8afa-d302084b1aab,['Cooking'],437.6
0ad80ef0-076c-40cb-852a-ac36360d377a,['Cooking'],555.43
0ae6293e-eda5-44f7-b56e-e8f27fcde953,['Cooking'],161.9
0aec2b0c-18e1-453b-a6ed-e484698d41df,['Carpenter'],2893.69
0afbf08b-09a5-4c15-a85a-5ebf88866443,['Bike'],1045.53
0b215326-8706-4611-9b76-3402d617f19e,['Cooking'],467.2
0b245a61-32d6-4b14-897c-724adad5b231,['Carpenter'],706.97
0b2e10d7-6d96-4a4d-a7f9-69656f3ac20b,['Carpenter'],3188.27
0b6fc89d-bf4b-44f3-82e7-67ee02517459,['Cooking'],151.64
0b703793-134a-4889-bc40-c19328d8f7cd,"['Cleaning / laundry', 'Cooking', 'Practicing a musical instrument', 'Talking with family members', 'Working at desk']",4631.32
0b90f635-f966-4b97-988d-6594183bc08d,"['Cleaning / laundry', 'Cooking', 'Eating']",968.12
0ba47c77-96fe-4930-b167-340e62ab851c,['Cooking'],708.03
0bf44b90-8f6f-4007-a0d2-8a471359c97d,"['Cleaning / laundry', 'Cooking']",1800.0
0c0ec306-2554-42fe-a744-cd1fec78f689,['Cooking'],54.47
0c169d77-43f8-402b-b86c-04c885c46294,['Cooking'],532.01
0c3f8dc4-f899-4319-bc7c-beaa5ae10b50,['Cooking'],29.68
0c6c26f8-4519-452e-bfa8-7870cb4f253e,['Carpenter'],162.6
0cee9109-939a-4121-99a9-086f293305a8,"['Cleaning / laundry', 'Cooking']",1211.87
0cf6e8bd-48a6-4764-9367-c59603a00e4e,['Cooking'],708.03
0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73,['Cooking'],301.8
0d2231f9-d67a-4df0-b36f-40cbf374ed03,['Carpenter'],3250.77
0d23c547-019c-4079-9f3f-531598270143,['Cooking'],708.03
0d270946-95c5-4e71-ae49-b9e802548147,"['Cleaning / laundry', 'Cooking']",1386.0
0d32d3bd-bfc8-4631-9002-7ffd97e4d65f,['Cooking'],708.03
0d3641c6-68db-492c-967e-a396c9de59e6,['Cooking'],359.57
0d572bb4-543a-4fa2-afce-876f854a559a,['Cooking'],1058.07
0d807e15-cf55-4038-83c4-d064a9ec2b46,['Cooking'],708.03
0daaa66c-fb5f-4680-b84c-2f65f0f0bd9b,"['Bike', 'Talking with family members']",1334.17
0dd042a0-b5be-4057-b23e-13937480a759,"['Gardening', 'Getting car fixed']",1363.57
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,['Gardening'],834.4
0df89feb-74a6-48ca-9fe9-2c81fc1306e2,"['Bike', 'Going to the gym - exercise machine, class, weights']",459.57
0e6fb738-05fc-4dd5-9746-a8e10efe8c20,['Cooking'],3521.45
0eb88d90-6da1-4957-bc4f-1ced804cd7ce,['Cooking'],708.03
0ebb682e-6aec-482c-bbb7-774ec5eca906,['Cooking'],3174.22
0ed57e80-0e57-47d3-8942-54450722dc95,['Cooking'],227.86
0ed86ac8-75ac-48f4-985e-ac5b991d6b37,"['Cooking', 'Watching tv']",4253.97
0ee8d0ef-c5ba-42c5-9c40-8718faa081ec,['Cooking'],263.51
0f07958c-04e3-4be9-9118-f3313c4e183e,['Cooking'],550.87
0f1024e6-ff80-46e2-aea8-3878f11bc1d7,"['Bike', 'Going to the park', 'Talking with family members']",1540.07
0f15eea3-442e-41d1-a6bf-f200c28d4eca,['Gardening'],370.02
0f39b336-3e41-4305-9325-bb9cd74b8146,"['Bike', 'Cooking', 'Watching tv']",2273.97
0f5b2d21-5aaf-4073-a63f-2e56b651e132,['Cooking'],203.23
0f74f1ba-7223-4990-8fb8-41df61742988,['Cooking'],708.01
0fb8012d-430d-4b45-a8eb-5fd8cb43f5b0,['Cooking'],3827.28
0fcf23a0-fc53-4378-9a99-18c4f109f659,['Cooking'],426.33
0fd866bf-bce5-44b4-b983-2b34887a16de,['Cooking'],474.2
0fe191ef-c28a-422c-aede-46f8aa8532a6,['Cooking'],3521.37
0fedfa42-bfda-47c1-8f59-2c91b2c229fe,['Cooking'],3733.03
100c9cc8-4915-4add-94de-7d34743319bb,['Cooking'],2116.14
10102177-0562-4c6f-885a-ad8c25262bdd,['Cooking'],88.0
1025f75a-dc3d-4a90-9542-8a92755e0761,['Cooking'],1058.09
10341975-6612-4137-b0c2-703847ad4dba,['Cooking'],708.01
10358e57-51f9-4db5-903e-11529bdde9a6,['Cooking'],333.87
105d3303-8e2d-4c20-96ff-e9a8ff325109,['Cooking'],1787.04
106e9447-8a09-4e89-964e-61c927827a56,['Cooking'],1933.78
1074214d-81aa-4dcf-865b-29816133d26c,"['Cleaning / laundry', 'Cooking', 'Eating', 'Talking on the phone', 'Talking with family members']",4610.37
108c50a3-aa31-4df9-9915-78b16f000d5b,['Cooking'],705.09
10a4f3e3-0f2d-4481-89da-58a8bb983341,['Gardening'],1501.0
10a7fd5a-169d-4b0c-ba8b-825af7bd2117,"['Car - commuting, road trip', 'Cleaning / laundry', 'Cooking', 'Daily hygiene', 'Grocery shopping indoors', 'Play with cellphone', 'Talking on the phone', 'Walking on street', 'Working at desk']",2091.43
10c5996e-c650-4408-a06f-540ffc1a2f42,['Cooking'],5598.79
10c90fd9-1668-4293-b24f-93679a355209,['Cooking'],708.03
10e135e0-b85a-4e46-9d91-8884b26fb9c4,['Cooking'],298.33
10fe0677-6ee2-4252-b007-e75a3797e807,['Cooking'],1058.09
110352df-c7a3-4fec-a707-42936d101c28,['Cooking'],290.7
111246e4-551f-493e-867e-81beb00367ea,['Cooking'],431.07
1120c597-930c-49b7-8a61-f0dce9c31be5,['Cooking'],212.9
11286c45-7869-4b84-81a5-7fcb9a247e9d,['Cooking'],120.09
1134205f-6f03-47ac-bf8e-ae1453dc7fc9,['Cooking'],491.09
114d86a7-2849-46de-8bb7-8fe1e1a48be8,['Cooking'],275.46
115cb95f-7030-4eab-b5de-120b63b3f21c,['Cooking'],6348.42
119cd9ee-665e-477c-a271-80c06e78e3d4,['Carpenter'],767.66
11ea0e12-7398-48d0-a674-1c66da3a55eb,['Carpenter'],273.75
1237a78f-3a97-48e6-8ffc-81b49b64fc40,"['Bike', 'Cleaning / laundry', 'Cooking', 'Grocery shopping indoors', 'Working at desk']",1081.7
1244d83b-fb99-469c-a943-354ac4d95361,['Cooking'],370.73
126ba61b-9126-4f0d-a128-a1782e4a8c7d,['Carpenter'],3722.47
126fe8f1-226a-4161-ad6e-84f9e5baeb3a,['Cooking'],36.33
128f69dd-f61d-494f-84c2-f3a8c937ae8f,['Gardening'],1501.0
12946f28-5f4a-4ba5-8296-c08cbeeca501,['Cooking'],708.01
12bf3659-40c4-4094-a4d3-507ec04bc512,['Cooking'],1063.03
12c94eea-9d2c-4a0e-a25c-c3d286f566d0,['Cooking'],280.77
12eeb457-8acc-4ae1-a7d8-2b9814612c8e,['Carpenter'],180.05
130e4f24-c55c-4d09-a1fc-7d9198ae1030,['Carpenter'],560.73
1314208b-b64d-4ebc-bc9a-fc05c091ed45,['Cooking'],25.41
1348c9f9-fc8b-40c7-b1ab-5b6281e5d390,['Gardening'],1056.82
1354757f-0c1d-4751-9aca-cb6985e127ed,['Carpenter'],745.4
13ad6098-f496-46a9-8085-c922b0ef99a8,"['Gardening', 'Indoor Navigation (walking)']",664.43
13afdff5-2f0b-411a-a8ee-09991373b3ed,['Gardening'],41.5
13c76616-f168-4af0-8d2a-fe82ce232d6a,['Cooking'],1639.83
13d7173f-e8d1-4124-a66b-2ae648da9dbd,"['Cooking', 'Talking with family members']",1403.4
14177ca9-924f-4e68-b218-6009dbddc7cc,['Cooking'],496.28
141ce529-f793-48be-acde-24747af68b07,"['Car/scooter washing', 'Gardening', 'Walking on street']",1504.57
141e36da-2551-4fb5-aeff-021a3682c60a,['Carpenter'],1404.87
143f43b6-3108-4977-ae62-d94e74e14ad6,['Cooking'],21.14
145881ef-5578-460d-bb5a-6fb80ef7d457,['Cooking'],967.66
146d77cc-be02-48cc-8c95-afd7566edfae,['Cooking'],227.03
148bbdfe-f5c9-450a-a39f-9ed79a0d23ed,['Gardening'],589.78
14bcb17c-f70a-41d5-b10d-294388084dfc,"['Cleaning / laundry', 'Cooking']",124.57
15260985-2664-4bb5-af9c-d65e11ea8bb5,['Carpenter'],576.07
1558e9f2-d7f3-4a23-9627-4240f506d7df,['Cooking'],2093.03
15647081-195d-47da-a594-db6cf599b56f,['Carpenter'],925.7
15758e99-690c-49d0-ae5f-92acc47df06e,['Cooking'],2116.16
1591bc4a-48df-4d5f-a021-240b850e7178,['Carpenter'],341.93
1594b1d3-b5f9-4404-b14f-954d4ccef030,['Carpenter'],39.87
15c5a595-c577-4b4b-b26a-639517f140c9,['Gardening'],1800.13
15d2dc4a-b935-49f4-ae91-4c9100b681c8,['Cooking'],1296.68
160cdfb0-0522-4f04-be51-1c42de7be441,['Carpenter'],1492.73
1635447d-f96f-4f1b-8e02-faaebcd8a6d2,"['Cleaning / laundry', 'Cooking', 'Eating', 'Talking with family members']",2046.09
1652a22c-c350-4c2c-9e4c-71e055d1a268,['Cooking'],469.83
1655f1ca-cada-4b2d-895d-a23ca2b0238c,"['Cooking', 'Talking with friends/housemates']",335.13
1680e3e9-d3fc-4903-94d8-aa8e74016d74,['Gardening'],507.4
168f91fd-53c2-4eee-9d2d-e25e1ad73438,"['Carpenter', 'Fixing something in the home', 'Talking with family members']",806.67
16a1999e-f488-4da8-a367-a037a94ac79f,['Cooking'],210.14
16d55886-6e1e-4195-9918-12dc4568320e,['Cooking'],7223.98
1707542b-3bdf-4671-a4e4-06a04eea3974,['Cooking'],131.33
174bee0b-b5d6-4e22-b81d-048005ae6ba6,['Cooking'],668.14
17feccd5-5a0d-4115-b8a6-a21c81716a37,['Carpenter'],469.29
188085b1-9719-4fe9-b505-6171370e92f2,['Cooking'],148.91
18a3840b-7463-43c4-9aa9-b1d8e486fa84,['Carpenter'],4052.77
18e6ce4e-d21a-47f3-baf7-fd0e42ff0fff,['Cooking'],4796.96
18e84829-901a-414d-8a2b-d1d2b3244db7,"['Carpenter', 'Fixing something in the home']",1800.13
18f5c2be-cb79-46fa-8ff1-e03b7e26c986,['Cooking'],658.3
192e4b6b-cbc0-4b6f-995d-fbe11df9044e,['Cooking'],46.29
1938c632-f575-49dd-8ae0-e48dbb467920,['Cooking'],682.6
196e0e8c-f29f-48de-8e1e-ce52c2e76641,"['Cleaning / laundry', 'Cooking', 'Gardening', 'Talking with family members', 'Working at desk']",4229.94
1982af6d-8f53-43a5-b81a-cda5a8099e6e,['Cooking'],63.6
19be4e3e-0e16-4607-8aa4-fe05df3561a5,['Carpenter'],1973.74
19e8934e-9806-41ed-a6f2-82e775eed809,"['Bike', 'Indoor Navigation (walking)', 'Rowing']",1800.13
19fb5546-43a2-4a7b-9afd-672e7fd257c4,['Cooking'],454.21
19fed6e1-5a0b-4042-9d6e-bb606936cb50,['Cooking'],532.03
1a327b0c-b78b-4ae2-add0-49334bccddcd,['Cooking'],1800.13
1a539495-14e5-437d-abd6-2e2e958fe123,['Cooking'],101.33
1a7e6155-3613-4f55-865c-00e196db0da0,"['Cleaning / laundry', 'Cooking', 'Crafting/knitting/sewing/drawing/painting', 'Daily hygiene', 'Eating', 'Indoor Navigation (walking)', 'Talking with family members']",3842.49
1a9bb53f-01ae-4bd7-afa3-a92570679a7a,['Cooking'],364.83
1aa28dec-e81d-4a76-b808-b804efaae529,['Cooking'],35.44
1aa9115a-ed78-43aa-a084-3fa62ec69e14,['Gardening'],876.3
1ab9d5f7-0181-458e-a5e7-72ce87501f3e,['Cooking'],571.39
1b1de020-96f5-4f23-a016-b02f1e8a5f6d,['Carpenter'],1051.57
1b204c9b-30da-47cc-b793-8813169e72c7,['Cooking'],1695.06
1b2f832a-7c17-4ca8-b7c3-49ac9dbaceb3,['Cooking'],708.03
1bbefe41-4f2a-4ef2-97df-24364aac3790,['Carpenter'],310.57
1bec800a-c3cf-431f-bf0a-7632ad53bcb7,"['Bike', 'Cleaning / laundry', 'Cooking', 'Grocery shopping indoors', 'Listening to music', 'Working at desk']",2605.89
1bece8d5-2d0f-47bb-a1f0-4fc3f94970f5,['Cooking'],1548.11
1bfe3bec-79fd-4b1b-8738-4d313f3f79b9,"['Cooking', 'Talking with family members']",655.7
1c0ba820-4a30-47dd-852d-c30685c7051e,"['Cleaning / laundry', 'Cooking']",1705.87
1c14c094-8a86-4e61-bf94-5e3ad7cbd120,['Cooking'],1079.9
1c2d34d7-249c-4426-ad55-77c9063a132e,['Bike'],1234.53
1c36b36d-8390-435c-bbf9-054e11534df8,['Cooking'],708.03
1c3e10cd-45c5-4e67-87a8-5424b50997e5,"['Carpenter', 'Crafting/knitting/sewing/drawing/painting']",699.5
1c7426ad-b6ba-4494-897c-537dd4a201e9,['Carpenter'],4186.45
1c795a0e-e718-466f-8bee-46febdc2b17a,"['Cooking', 'Eating']",422.23
1cd5c2fd-d756-4bd8-af39-4e880aa69ef8,['Cooking'],424.45
1ce16a97-f614-4660-b21c-4205b33c8bab,"['Cleaning / laundry', 'Cooking', 'Eating', 'Gardening', 'Indoor Navigation (walking)', 'Talking with family members', 'Watching tv', 'Working at desk']",4828.0
1d307dd3-c138-4577-9c76-39674cb37cf5,['Gardening'],1501.0
1d3ef460-0afc-4d50-9701-48204c907b43,"['Cleaning / laundry', 'Cooking', 'Working at desk']",720.77
1d920f78-73d0-4323-b8b1-be51d27a69a7,['Cooking'],708.01
1dac32da-dcbe-45cb-8ee5-ca1c5b4df01e,['Carpenter'],383.1
1dc85adb-fbdd-4275-b9cf-42976acb4d14,['Cooking'],2408.36
1dd24d94-8770-4f2c-b1ee-008ddc561ba9,['Cooking'],1125.82
1def75d5-bd39-4638-8b3d-a4e1c2ceefeb,"['Cleaning / laundry', 'Cooking']",1353.18
1e1f9480-f15b-42e3-9948-08ff3f71e8ce,['Carpenter'],203.3
1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065,['Cooking'],695.97
1e64cbac-80af-4aa8-86bd-cc03c081ab1a,['Cooking'],180.22
1e886e3d-9102-424c-8455-375bb24d3ff3,"['Cleaning / laundry', 'Cooking', 'Eating', 'Hosting a party', 'On a screen (phone/laptop)', 'Talking with friends/housemates']",1500.0
1ead2ccf-0c67-41e7-88d3-de7ecd0c8c7c,['Cooking'],1463.51
1ebbf490-8a85-46b9-99c9-cd0f7e3b634b,"['Attending sporting events - watching and participating in', 'Bike', 'Indoor Navigation (walking)', 'Talking to colleagues', 'Walking on street', 'Working out outside']",2402.23
1ece4937-dc98-4d2a-ba7a-82504528157d,['Cooking'],708.01
1eea73ff-1781-4a36-9f81-1caf078f9d8b,"['Bike', 'Working out at home', 'Working out outside']",594.9
1f110c61-1f3e-4f23-8e0d-886f5cdfb761,['Cooking'],1295.2
1f24a3cf-b5b4-4c8a-abcf-fcee43ec4a0a,['Cooking'],708.03
1f4f8bf2-3fa9-4544-bf6b-baf5b9568efd,['Cooking'],708.03
1f65c1a4-00a1-49fb-a7bf-91b70c606316,['Cooking'],306.84
1f6e01ad-350e-4665-b094-dbff31d0460d,['Cooking'],708.03
1f7f513e-5b60-4adc-b0f2-d0cf384570b0,['Carpenter'],327.51
1f82557c-77a2-4245-a66d-5b3ee95a2670,"['Bike', 'Indoor Navigation (walking)', 'Playing with pets', 'Talking with family members']",540.17
1f84d80d-6f8d-4e40-aabb-b33aad3ba594,['Gardening'],1141.85
1f9c087f-0d2e-424a-8f90-d5402d639fb8,['Cooking'],708.03
1fae6ecb-2ad9-4160-b388-c34e7d018915,['Cooking'],2454.29
1faf93ec-7266-4a74-8b33-5e74a5c9a080,['Cooking'],130.01
1fc5abc4-cdae-4f38-8927-ff6135213977,['Cooking'],79.38
200a8f32-c44a-463d-ba39-0190a0bddf7a,['Gardening'],2807.09
201af2e0-72dd-466c-8280-8c3dc00a7981,['Cooking'],1442.7
206cef4f-5301-4a9e-8f87-1fa3905bf9bd,['Cooking'],1319.2
20a7d928-dc54-423d-8cfd-c15f29dceba8,['Cooking'],706.56
20b27403-1876-4fe6-8acc-d319622f3758,['Cooking'],708.03
20bc995f-c3de-4789-bd7a-34cf1a313b0c,['Cooking'],3606.61
20bdff17-7831-4982-a4d2-705697c49b42,['Cooking'],708.03
20f345f7-d592-4d52-851f-3ee4544a847d,['Bike'],379.8
210b5b51-6dae-43b2-9cf8-28e04a785f18,['Cooking'],532.03
21247536-db56-454f-8781-133fbfabe60b,"['Cleaning / laundry', 'Cooking']",481.4
216e3f0e-ccb9-4d54-ba56-d275fedbf52f,['Cooking'],680.45
217b513e-ce31-4118-875d-51393db09cfe,['Cooking'],386.24
21801102-2a03-4840-baa1-239e18ba7951,"['Cooking', 'Crafting/knitting/sewing/drawing/painting']",1534.02
21d4012a-bc29-46ac-a2d0-d2ba504a2f83,['Cooking'],708.03
21dabbc1-d8b9-4631-846b-4e8a0fc60048,['Cooking'],1113.7
223a838a-385b-46c8-b750-b590580e6cab,"['Cleaning / laundry', 'Cooking', 'Crafting/knitting/sewing/drawing/painting', 'Indoor Navigation (walking)', 'Watching tv']",2386.9
224c3de4-9683-462a-8eb4-224773425a7e,['Cooking'],532.01
2270f91a-6ef7-47ff-a743-cead1744fa74,"['Cooking', 'Preparing hopot', 'Talking with friends/housemates']",1764.93
227165a6-277b-451c-bcda-1d2cf60577ab,['Cooking'],971.77
227ecabf-1e9c-4573-85f0-c7e89dfb29a3,['Cooking'],54.55
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,['Cooking'],1995.49
22981bfd-56c4-4ea8-b46b-20830bd40b1d,['Carpenter'],102.53
229e8124-605e-4c86-b4ac-fc03e0a71111,['Cooking'],532.03
22a3ba4e-c70d-4905-b40f-f8dcfcee5835,['Carpenter'],232.13
22d198c2-4057-47b7-978f-90a1599c5980,"['Cleaning / laundry', 'Cooking', 'Talking with family members']",1612.11
22db2380-7ca6-4747-ad13-79a1a084bf54,['Cooking'],194.22
233492ff-a739-42b6-ad4d-ab8ca767d848,['Cooking'],63.6
23827365-f8be-47c7-bb66-76905cf1022f,"['Cooking', 'Talking with family members']",58.0
238c275a-c8ce-4429-922e-4dceabe09d29,['Cooking'],708.01
23910a31-45bb-4c41-9b74-91ba2bb8be60,['Carpenter'],221.4
2409a5a7-a4ed-4fcb-ad77-024dc20988ca,['Cooking'],708.03
2413dce7-2c3e-43cd-8482-fbc3ed465adf,['Cooking'],1059.07
241db0c6-c1f7-4b02-84c1-e09581baa75c,['Cooking'],86.44
2422d726-0286-48bc-96a6-fe29c45cc409,['Cooking'],708.03
244f1dda-4607-4913-a0bc-4a545897ec3e,"['Carpenter', 'Fixing something in the home']",1368.13
245cde61-d0a0-49c8-840d-e484b5f71a04,['Cooking'],708.01
248c055c-8ee9-42ad-8519-b1e2678c7f1e,['Cooking'],708.03
24a27df2-892b-4630-909a-6e1b1d3cf043,"['Cleaning / laundry', 'Eating', 'Gardening', 'On a screen (phone/laptop)', 'Playing with pets']",1800.13
24a98327-daa1-4afb-a445-fedb484de788,['Cooking'],151.43
24ba7993-7fc8-4447-afd5-7ff6d548b11a,['Cooking'],151.97
254e8485-eb84-461a-aed5-a71716588fad,"['Cooking', 'Listening to music', 'Watching tv']",1820.67
25601160-c28d-4fe0-a6d7-fdf8f61b62e2,['Cooking'],135.85
25b86bdb-b2ca-4d25-b139-2d203cc48979,['Cooking'],3174.22
25c120c8-8e0c-43e0-b458-db26a6e71327,['Cooking'],454.66
25e093a8-86d5-47e9-b09f-5a8afef85b74,['Cooking'],708.01
260a474a-bdbe-4648-b0b2-af83209d7fc8,['Cooking'],681.49
263105fb-18d9-4628-90b5-c5e7b228c705,['Cooking'],1809.06
26679d4b-9d7a-468e-9baa-0538be491975,['Cooking'],652.27
2676cabc-0f50-4c8a-bcbd-285b29461127,['Carpenter'],6234.77
269eea13-c70a-42f6-aba5-41ef622d3112,['Cooking'],5409.13
26a3f39e-16e3-4146-824f-859cdd3c580f,['Cooking'],1058.09
26b4e1c1-54c7-419f-b2d3-63ea52fd3540,"['Baker', 'Cooking']",315.93
26dc2fae-b3b5-4c4a-ba51-efc6bc740f52,"['Bike', 'Going to the park', 'Maker Lab (making items in different materials, wood plastic and also electronics), some overlap with construction etc. but benefit is all activities take place within a few rooms', 'Walking on street', 'Working out outside']",990.63
26f1c77e-814e-4609-ad67-12447d1627e1,['Cooking'],1187.87
27049008-0644-4899-9ade-27868c873c94,['Carpenter'],910.76
2725d34b-04d5-411a-b405-c5e12d167ade,['Cooking'],2886.98
272e8bcd-32a8-48ce-a9c4-a5f0a4f15145,['Cooking'],3847.22
27825332-6946-4c1c-9b4f-e4de4f13b718,['Cooking'],708.03
27943b29-52b6-493b-b917-7634d99d60d8,['Cooking'],632.64
27ddfcaf-4c2c-4193-917d-22ff60222a60,['Cooking'],1725.03
281915aa-bb7f-4b0d-8546-9526cc94b35c,['Cooking'],708.03
282c73cf-c710-442d-98fb-3f5a6f4265c2,['Bike'],1048.13
282e9dfa-a79f-4cee-b251-59b48ce05815,"['Cleaning / laundry', 'Cooking', 'Eating']",1800.13
28313dbe-ad68-43cb-bb72-602d5600d15a,['Carpenter'],759.47
2859218c-84ee-4e85-833f-74255b355032,['Carpenter'],3188.4
2876b375-e848-412c-8a6f-0664cbab6a33,"['Bike', 'Grocery shopping indoors', 'Indoor Navigation (walking)', 'Walking on street']",712.8
2893f124-f815-4a0b-860c-a694e2540783,['Carpenter'],543.15
28bc1ee7-b0c1-4f30-934a-0ab665779d90,['Cooking'],1394.27
28d73c89-e96d-4296-876a-329f908aeac6,['Carpenter'],789.37
28e0affc-cacb-4db8-ab32-dfc16931b86a,['Cooking'],31.67
291e4d57-380b-4f8f-81e0-a67a3c3528a4,"['Cleaning / laundry', 'Cooking']",1282.87
292b2447-407d-45b5-8663-8d92a3f03064,['Cooking'],708.03
296095cb-629f-4875-b178-7a15edd5b4b0,['Cooking'],594.97
2970b84a-d6cf-4593-a487-53f853f0418f,"['Cooking', 'Eating', 'Gardening', 'Talking with family members']",3692.34
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,['Cooking'],1053.24
