"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Search",1252,"8",2,"","2026-02-22T22:03:21.335121Z",1128256,14.799,"#C C looks at person A","Head movement (visual search), hands mostly still.","r001","Walking Outdoors","silver","","Skip",108.51484,"2026-02-22T22:03:24.696349Z","0fa75cb3-c4a0-4232-bdc4-15116ed39d88"
"Search",1253,"8",2,"Stationary","2026-02-22T22:03:54.632838Z",1128257,29.008,"#O Person A looks at person C","Head movement (visual search), hands mostly still.","r001","Walking Outdoors","silver","Bad","",490.71991,"2026-02-22T22:03:54.632856Z","0fa75cb3-c4a0-4232-bdc4-15116ed39d88"
"Search",1254,"8",2,"","2026-02-22T22:03:57.945106Z",1128258,2.381,"#C C looks at the bridge","Head movement (visual search), hands mostly still.","r001","Walking Outdoors","silver","Gold","",673.0045933333333,"2026-02-22T22:03:57.945121Z","0fa75cb3-c4a0-4232-bdc4-15116ed39d88"
"Search",1255,"8",2,"Stationary","2026-02-22T22:04:01.089685Z",1128259,12.57,"#C C looks at the building","Head movement (visual search), hands mostly still.","r001","Walking Outdoors","silver","Gold","",1339.9398466666669,"2026-02-22T22:04:31.223096Z","0fa75cb3-c4a0-4232-bdc4-15116ed39d88"
"Search",1256,"8",2,"Stationary","2026-02-22T22:04:11.840743Z",1128260,9.974,"#C C looks at the lights","Head movement (visual search), hands mostly still.","r001","Walking Outdoors","silver","Gold","",1556.2687766666668,"2026-02-22T22:04:11.840781Z","0fa75cb3-c4a0-4232-bdc4-15116ed39d88"
"Object Transfer",1257,"8",2,"Essential Operation","2026-02-22T22:04:58.941872Z",1128261,26.105,"#C C Pours the drink into the glass","Logistics step involving pouring, which involves short bursts of hand acceleration.","r001","Cooking","silver","Gold","",202.2818686,"2026-02-22T22:04:58.941888Z","106e9447-8a09-4e89-964e-61c927827a56"
"Stationary",1258,"8",2,"Essential Operation","2026-02-22T22:05:09.646901Z",1128262,9.951,"# C C Shakes the food with right hand","Low body/hand motion, shaking is a small movement.","r001","Cooking","silver","Bad","",938.6137937171876,"2026-02-22T22:05:09.646919Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1259,"8",2,"","2026-02-22T22:05:16.584609Z",1128263,5.932,"# C C Picks beetroot from the chopping board","Logistics step involving picking up an object.","r001","Cooking","silver","Gold","",939.1955337171876,"2026-02-22T22:05:16.584624Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1260,"8",2,"","2026-02-22T22:05:20.674918Z",1128264,3.362,"# C C Places the sauce pan on the stove","Logistics step involving placing an object.","r001","Cooking","silver","Gold","",989.4646237171876,"2026-02-22T22:05:20.674932Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1261,"8",2,"","2026-02-22T22:05:24.733300Z",1128265,3.201,"# C C Places the weigh meter on the chopping board","Logistics step involving placing an object.","r001","Cooking","silver","Gold","",998.8165337171876,"2026-02-22T22:05:24.733324Z","106e9447-8a09-4e89-964e-61c927827a56"
"Locomotion",1262,"8",2,"","2026-02-22T22:05:30.327648Z",1128266,4.904,"# C C Walks towards the staircase","Body moving through space (walking).","r001","Cooking","silver","Gold","",1010.7628337171876,"2026-02-22T22:05:30.327662Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1263,"8",2,"","2026-02-22T22:05:33.298497Z",1128267,2.199,"# C C Picks #unsure from the counter top","Logistics step of picking up an object, involves a short burst of hand acceleration.","r001","Cooking","silver","Gold","",1049.0933237171876,"2026-02-22T22:05:33.298536Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1264,"8",2,"Essential Operation","2026-02-22T22:05:43.986754Z",1128268,10.03,"# C C Pours water into the sink","Logistics step involving pouring, which is a transfer action.","r001","Cooking","silver","Gold","",1131.9824680269608,"2026-02-22T22:05:43.986768Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1265,"8",2,"","2026-02-22T22:05:48.790684Z",1128269,4.151,"# C C picks stainer from the cupboard","Logistics/Setup step, picking up an object.","r001","Cooking","silver","Gold","",1300.4001080269604,"2026-02-22T22:05:48.790716Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1266,"8",2,"","2026-02-22T22:05:54.590686Z",1128270,4.533,"# C C Places the strainer on the sauce pan","Logistics step involving placing an object.","r001","Cooking","silver","Gold","",1302.8155780269606,"2026-02-22T22:05:54.590708Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1267,"8",2,"","2026-02-22T22:05:56.315589Z",1128271,1.036,"# C C Places the veggies into the stainer","Logistics step involving placing objects.","r001","Cooking","silver","Gold","",1308.4524880269605,"2026-02-22T22:05:56.315603Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1268,"8",2,"","2026-02-22T22:05:58.446138Z",1128272,1.288,"# C C Opens the drawer","Logistics/Setup step involving opening a drawer.","r001","Cooking","silver","Gold","",1345.5145980269606,"2026-02-22T22:05:58.446161Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1269,"8",2,"Essential Operation","2026-02-22T22:06:02.415976Z",1128273,12.059,"#C C puts the food in the chopping board","Logistics step involving moving the food to the chopping board.","r001","Cooking","silver","Bad","",1397.8501532484372,"2026-02-22T22:06:11.645607Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1270,"8",2,"","2026-02-22T22:06:14.830820Z",1128274,2.321,"#C C picks a container lid","Logistics action involving picking up an object.","r001","Cooking","silver","Gold","",1427.9021132484372,"2026-02-22T22:06:14.830842Z","106e9447-8a09-4e89-964e-61c927827a56"
"Essential Operation",1271,"8",2,"","2026-02-22T22:06:19.529878Z",1128275,3.618,"#C C shakes the water bottle","Shaking involves high hand activity and is a core manual task.","r001","Cooking","silver","Gold","",1586.9400332484372,"2026-02-22T22:06:19.529903Z","106e9447-8a09-4e89-964e-61c927827a56"
"Essential Operation",1272,"8",2,"","2026-02-22T22:06:25.831907Z",1128276,5.559,"#C C pours milk to his hand","Core task involving high hand activity.","r001","Cooking","silver","Gold","",1589.1732632484373,"2026-02-22T22:06:25.831922Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1273,"8",2,"","2026-02-22T22:06:33.011138Z",1128277,3.843,"#C C drops gloves on the slab.","[CtxFixed] The action of dropping gloves on the slab indicates a deliberate placement of an object, which fits the definition of 'Object Transfer'.","r001","Cooking","silver","Gold","",1694.4589433046135,"2026-02-22T22:06:33.011170Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1274,"8",2,"","2026-02-22T22:06:34.898543Z",1128278,1.117,"#C C drops knife down.","Refined via regex fallback","r001","Cooking","silver","Gold","",1757.4855933046138,"2026-02-22T22:06:34.898567Z","106e9447-8a09-4e89-964e-61c927827a56"
"Object Transfer",1275,"8",2,"","2026-02-22T22:06:36.490678Z",1128279,0.901,"#C C picks knife.","Logistics/Setup step.","r001","Cooking","silver","Gold","",1814.8371433046136,"2026-02-22T22:06:36.490712Z","106e9447-8a09-4e89-964e-61c927827a56"
"Locomotion",1276,"8",2,"","2026-02-22T22:06:42.483321Z",1128280,5.288,"#C c shoots the basket ball to the hoop","Body movement through space, likely involves walking or running to shoot the basketball.","r001","Walking Outdoors","silver","Gold","",110.32231,"2026-02-22T22:06:42.483344Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Object Transfer",1277,"8",2,"","2026-02-22T22:06:51.807986Z",1128281,8.469,"#C c takes the ball from the field","The action involves picking up an object (the ball), which is a logistics step.","r001","Walking Outdoors","silver","Gold","",122.74464,"2026-02-22T22:06:51.808009Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1278,"8",2,"","2026-02-22T22:06:56.504003Z",1128282,3.998,"#C c bounces the ball","The action involves a high level of hand activity with the ball.","r001","Walking Outdoors","silver","Gold","",201.37944,"2026-02-22T22:06:56.504016Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1279,"8",2,"","2026-02-22T22:07:00.422394Z",1128283,3.141,"#C C catches the basketball","High hand activity involved in catching the ball.","r001","Walking Outdoors","silver","Gold","",347.27056,"2026-02-22T22:07:00.422409Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1280,"8",2,"Object Transfer","2026-02-22T22:07:14.794172Z",1128284,18.82,"#O man X throws the basketball in the basket","The action involves a specific task (throwing the ball into the basket), which is a core manual task.","r001","Walking Outdoors","silver","Gold","",356.04047,"2026-02-22T22:07:29.326268Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1281,"8",2,"","2026-02-22T22:07:18.011351Z",1128285,2.194,"#C C walks towards the basketball","Body moving through space, indicative of walking.","r001","Walking Outdoors","silver","Gold","",441.5872,"2026-02-22T22:07:18.011374Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Object Transfer",1282,"8",2,"","2026-02-22T22:07:22.785153Z",1128286,7.121,"#O x takes the ball","Taking an object (the ball), involves a short burst of hand activity.","r001","Walking Outdoors","silver","Gold","",595.8651866666667,"2026-02-22T22:19:06.248627Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1283,"8",2,"Essential Operation","2026-02-22T22:07:39.277897Z",1128287,10.676,"#O x shoots the ball to the hoop","The action implies movement through space, likely involving walking or running to shoot the ball.","r001","Walking Outdoors","silver","","Delete Row",605.2004866666666,"2026-02-22T22:19:01.684061Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1284,"8",2,"Essential Operation","2026-02-22T22:07:48.113464Z",1128288,11.102,"#C c shoots the ball to the hoop","The action involves moving through space, likely with high body acceleration.","r001","Walking Outdoors","silver","","Delete Row",639.2802766666666,"2026-02-22T22:18:58.064521Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Object Transfer",1285,"8",2,"Essential Operation","2026-02-22T22:17:11.778030Z",1128289,60.690000000000005,"#O x catches the ball","[CtxFixed] The action of catching the ball indicates a deliberate placement of the ball in the user's possession, which aligns with the 'Object Transfer' category.","r001","Walking Outdoors","silver","Gold","",783.2706666666667,"2026-02-22T22:18:53.808418Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1286,"8",2,"Object Transfer","2026-02-22T22:17:20.558055Z",1128290,11.131,"#O x throws the ball into the hoop","The action involves a deliberate and forceful motion, likely with high hand acceleration, to throw the ball.","r001","Walking Outdoors","silver","","Delete Row",796.3609866666667,"2026-02-22T22:18:48.430664Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1287,"8",2,"Essential Operation","2026-02-22T22:17:27.443461Z",1128291,12.786,"#O x shoots the ball","Body moving through space, likely involves walking or running.","r001","Walking Outdoors","silver","","Delete Row",867.3527166666667,"2026-02-22T22:18:43.842632Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1288,"8",2,"Essential Operation","2026-02-22T22:17:41.865298Z",1128292,11.676,"#C c shoots the ball","Body moving through space, likely involves walking or running.","r001","Walking Outdoors","silver","","Delete Row",910.0801866666668,"2026-02-22T22:18:40.182810Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1289,"8",2,"Object Transfer","2026-02-22T22:18:04.314303Z",1128293,16.988,"#C c throws the ball to #O","Body moving through space while performing an action (throwing a ball).","r001","Walking Outdoors","silver","","Delete Row",969.1601066666668,"2026-02-22T22:18:04.314336Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1186,"3",2,"","2026-02-22T17:23:39.776333Z",1128294,5.539,"#O x throws the ball to #C","The action involves movement through space, which is characteristic of locomotion.","r001","Walking Outdoors","silver","","Delete Row",990.9383066666668,"2026-02-22T22:18:34.541357Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1290,"8",2,"","2026-02-22T22:18:19.198415Z",1128295,17.658,"#C c throws the ball to the hoop","Body moving through space while performing an action that involves throwing, which is not the primary focus of the motion classification.","r001","Walking Outdoors","silver","","Delete Row",1099.90541,"2026-02-22T22:18:29.260178Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1291,"8",2,"","2026-02-22T22:19:13.774706Z",1128296,3.474,"#O x throws the ball to the hoop","The action involves a targeted throw, which is a core manual task requiring precise hand movements.","r001","Walking Outdoors","silver","","Delete Row",1151.05415,"2026-02-22T22:19:13.774740Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1292,"8",2,"Essential Operation","2026-02-22T22:19:21.204953Z",1128297,6.511,"#O man X catches the basketball","[CtxFixed] Catching the basketball is a necessary step in the process of playing basketball, such as preparing to throw the ball towards the basket. This action is not about movement or transfer of the object itself but rather an essential part of the game.","r001","Walking Outdoors","silver","","Delete Row",1400.96801,"2026-02-22T22:19:21.204977Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1293,"8",2,"","2026-02-22T22:19:25.510821Z",1128298,3.486,"#O man X runs towards the basketball","Body moving through space at a fast pace.","r001","Walking Outdoors","silver","Gold","",1405.36823,"2026-02-22T22:19:25.510844Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1294,"8",2,"","2026-02-22T22:19:28.533836Z",1128299,1.82,"#O man X dribbles the basketball","Body moving through space while performing a locomotive action (dribbling while walking).","r001","Walking Outdoors","silver","Gold","",1604.8185193333334,"2026-02-22T22:19:28.533859Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1295,"8",2,"","2026-02-22T22:19:35.520311Z",1128300,6.318,"#O man X throws the basketball at the basket","The action involves a specific task (throwing the ball), which is a focused manual operation.","r001","Walking Outdoors","silver","Gold","",1661.9981833333336,"2026-02-22T22:19:35.520326Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1296,"8",2,"Essential Operation","2026-02-22T22:19:39.986219Z",1128301,9.027,"#C C throws the basketball at the basket","The action involves a specific task (throwing the ball), which is a core manual task with high hand acceleration.","r001","Walking Outdoors","silver","","Delete Row",1666.4144533333335,"2026-02-22T22:19:45.986876Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1297,"8",2,"Object Transfer","2026-02-22T22:19:56.466352Z",1128302,9.527,"#C C throws the basketball in the basket","The action involves a specific task (throwing the basketball), which is a core manual operation with high hand acceleration.","r001","Walking Outdoors","silver","Gold","",1735.5030733333335,"2026-02-22T22:19:56.466386Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Object Transfer",1298,"8",2,"","2026-02-22T22:20:09.011750Z",1128303,11.736,"#O man X catches the basketball","[CtxFixed] The action of catching the basketball is a deliberate placement of the object in the man's possession, which fits the criteria for 'Object Transfer'.","r001","Walking Outdoors","silver","Gold","",1756.9160433333336,"2026-02-22T22:20:09.011764Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",1299,"8",2,"Object Transfer","2026-02-22T22:20:16.706462Z",1128304,6.861,"#O man X throws the basketball at C","The action involves a deliberate and forceful motion to throw the ball, indicating high hand activity.","r001","Walking Outdoors","silver","Gold","",1766.1243933333335,"2026-02-22T22:20:16.706477Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Object Transfer",1300,"8",2,"","2026-02-22T22:20:26.831604Z",1128305,9.347,"#C c takes the ball from the ground","The action involves picking up an object (the ball), which is a logistics step.","r001","Walking Outdoors","silver","Gold","",2010.3857433333333,"2026-02-22T22:20:26.831638Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",1301,"8",2,"","2026-02-22T22:21:38.412875Z",1128306,70.73,"#O Man A throws the ball into the net","The action involves movement through space, likely including walking or running to throw the ball.","r001","Walking Outdoors","silver","","Delete Row",2222.9373466666666,"2026-02-22T22:21:38.412889Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",4466,"8",2,"","2026-02-23T16:29:28.118486Z",1128307,27.11,"#O Man A catches the ball","[CtxFixed] Catching the ball is a fundamental part of the game and involves a deliberate action to stop the ball, which is not an error or correction but a necessary operation in the context of the game.","r001","Walking Outdoors","silver","Gold","",2252.0532566666666,"2026-02-23T16:29:38.309138Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Object Transfer",4469,"8",2,"","2026-02-23T16:29:50.954675Z",1128308,9.907,"#O Man A takes the ball","Action involves picking up an object (the ball), which is a logistics step.","r001","Walking Outdoors","silver","Gold","",2277.240556666666,"2026-02-23T16:29:50.954689Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4470,"8",2,"Essential Operation","2026-02-23T16:30:05.026369Z",1128309,13.229,"#O Man A dribbles the ball","Body moving through space (walking while dribbling a ball).","r001","Walking Outdoors","silver","Gold","",2277.4639166666666,"2026-02-23T16:30:05.026405Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4478,"8",2,"","2026-02-23T16:31:17.357243Z",1128310,69.918,"#O Man A throws the ball","Body moving through space, likely involves walking or running.","r001","Walking Outdoors","silver","","Delete Row",2334.958976666667,"2026-02-23T16:31:17.357257Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4480,"8",2,"Essential Operation","2026-02-23T16:31:22.148126Z",1128311,3.922,"#C C dribbles the ball","Body moving through space while engaging in a physical activity (dribbling a ball), which involves high body acceleration.","r001","Walking Outdoors","silver","Gold","",2390.5659966666667,"2026-02-23T16:31:22.148141Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4481,"8",2,"","2026-02-23T16:31:24.850136Z",1128312,1.954,"#C C walks on the court","Body moving through space, high body acceleration.","r001","Walking Outdoors","silver","Gold","",2421.576936666667,"2026-02-23T16:31:24.850150Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4483,"8",2,"","2026-02-23T16:31:31.371170Z",1128313,7.452999999999999,"#O Man A raises the right hand","The action is taking place while the person is in motion, which indicates locomotion.","r001","Walking Outdoors","silver","","Delete Row",2428.8712666666665,"2026-02-23T16:31:33.732381Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4485,"8",2,"","2026-02-23T16:31:38.189730Z",1128314,3.65,"#O Man A lowers the right hand","Action is likely part of the walking motion, involving body movement through space.","r001","Walking Outdoors","silver","","Delete Row",2439.579976666667,"2026-02-23T16:31:38.189749Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Stationary",4486,"8",2,"","2026-02-23T16:31:41.117979Z",1128315,2.087,"#O Man A raises his hands","Raising hands is a static action with low body motion.","r001","Walking Outdoors","silver","","Delete Row",2444.5351466666666,"2026-02-23T16:31:41.118020Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4487,"8",2,"","2026-02-23T16:31:44.337672Z",1128316,2.573,"#C C runs on the court","Body moving through space with high body acceleration.","r001","Walking Outdoors","silver","Gold","",2456.723646666667,"2026-02-23T16:31:44.337687Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4498,"8",2,"","2026-02-23T16:33:11.839342Z",1128317,86.648,"#O Man A follows C on the court","Body moving through space (walking).","r001","Walking Outdoors","silver","Gold","",2532.3716266666665,"2026-02-23T16:33:11.839357Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Essential Operation",4500,"8",2,"","2026-02-23T16:33:18.549480Z",1128318,5.822,"#O Man A hits the ball with the left hand","The action involves a core manual task (hitting the ball with the hand), which is characterized by high hand acceleration and irregular motion.","r001","Walking Outdoors","silver","","Delete Row",2545.952836666667,"2026-02-23T16:33:18.549495Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Object Transfer",4501,"8",2,"","2026-02-23T16:33:25.823327Z",1128319,6.414,"#C C catches the ball","[CtxFixed] Catching the ball involves the deliberate action of receiving an object, which is a form of object transfer.","r001","Walking Outdoors","silver","","Delete Row",2606.2272066666665,"2026-02-23T16:33:25.823347Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Stationary",4502,"8",2,"","2026-02-23T16:33:29.450180Z",1128320,2.403,"#O Man A puts hands on his waist","Low body/hand motion, indicates a pause or stationary action.","r001","Walking Outdoors","silver","Gold","",2753.8496600000003,"2026-02-23T16:33:29.450203Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Locomotion",4503,"8",2,"","2026-02-23T16:33:32.993943Z",1128321,2.681,"#O Man D goes for the ball","Body moving through space (walking).","r001","Walking Outdoors","silver","Gold","",2984.58145,"2026-02-23T16:33:32.993958Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Search",4504,"8",2,"","2026-02-23T16:33:41.319898Z",1128322,7.255,"#C C checks his phone","Head movement (looking at phone), hands mostly still.","r001","Walking Outdoors","silver","Gold","",3245.0298193333333,"2026-02-23T16:33:41.319912Z","114cdc4b-4ae5-4938-8218-151e1e35b3db"
"Stationary",4518,"8",2,"","2026-02-23T16:37:25.185367Z",1128323,222.854,"#C C holds a tissue paper in his right hand.","Holding an object with minimal movement.","r001","Mechanical Repair","silver","Gold","",0.0,"2026-02-23T16:37:25.185389Z","12cc8ad3-5cee-457f-8657-1db8ed812558"
"Stationary",4519,"8",2,"","2026-02-23T16:37:28.855979Z",1128324,2.685,"#C C holds a suspension spring in his left hand. #Unsure","Low body/hand motion, holding an object without movement.","r001","Mechanical Repair","silver","Gold","",0.0,"2026-02-23T16:37:28.855994Z","12cc8ad3-5cee-457f-8657-1db8ed812558"
"Essential Operation",4520,"8",2,"","2026-02-23T16:37:33.469881Z",1128325,3.865,"#C C waters #Unsure","Core task involving repetitive hand movements with a watering tool.","r001","Gardening","silver","Gold","",399.65034,"2026-02-23T16:37:33.469913Z","141ce529-f793-48be-acde-24747af68b07"
"Search",4521,"8",2,"","2026-02-23T16:37:35.746675Z",1128326,1.554,"#C C looks at the garage","Head movement (visual search), hands mostly still.","r001","Gardening","silver","Gold","",667.92875,"2026-02-23T16:37:35.746700Z","141ce529-f793-48be-acde-24747af68b07"
"Stationary",4523,"8",2,"Essential Operation","2026-02-23T16:37:47.678857Z",1128327,10.576,"#C C waters the grass","Low body/hand motion, holding position while performing task.","r001","Gardening","silver","Bad","",711.1015,"2026-02-23T16:37:47.678873Z","141ce529-f793-48be-acde-24747af68b07"
"Essential Operation",4525,"8",2,"","2026-02-23T16:37:57.709673Z",1128328,9.192,"#C C bends the quad bike","[CtxFixed]","r001","Gardening","silver","Gold","",1084.33418,"2026-02-23T16:37:57.709688Z","141ce529-f793-48be-acde-24747af68b07"
"Search",4527,"8",2,"","2026-02-23T16:38:12.048373Z",1128329,1.703,"#C C looks to the side","Head movement (visual search), hands mostly still.","r001","Gardening","silver","Gold","",1421.99269,"2026-02-23T16:38:12.048398Z","141ce529-f793-48be-acde-24747af68b07"
"Essential Operation",4529,"8",2,"","2026-02-23T16:38:16.084333Z",1128330,3.235,"#C C stirs the food in the cooking pan on the cooking gas","Core manual task involving high hand activity.","r001","Cooking","silver","Gold","",8.147805266666666,"2026-02-23T16:38:16.084358Z","1c795a0e-e718-466f-8bee-46febdc2b17a"
"Search",4530,"8",2,"","2026-02-23T16:38:18.401398Z",1128331,1.547,"#C C looks at her hand watch","Head movement (checking time), passive hands.","r001","Cooking","silver","Gold","",63.38635526666667,"2026-02-23T16:38:18.401423Z","1c795a0e-e718-466f-8bee-46febdc2b17a"
"Essential Operation",4531,"8",2,"","2026-02-23T16:38:20.248446Z",1128332,1.212,"#C C stirs the food in the cooking pot on the cooking gas","Core task involving repetitive hand movements.","r001","Cooking","silver","Gold","",97.82746526666666,"2026-02-23T16:38:20.248467Z","1c795a0e-e718-466f-8bee-46febdc2b17a"
"Stationary",4533,"8",2,"","2026-02-23T16:38:23.609290Z",1128333,2.254,"#C C stands in the kitchen room","The action describes C standing still, indicating low energy and no movement.","r001","Cooking","silver","Gold","",137.30538526666666,"2026-02-23T16:38:23.609305Z","1c795a0e-e718-466f-8bee-46febdc2b17a"
"Essential Operation",4534,"8",2,"","2026-02-23T16:38:26.315495Z",1128334,1.639,"#C C scoops the macaroni","Core task involving high hand activity.","r001","Cooking","silver","Gold","",315.58673526666666,"2026-02-23T16:38:26.315508Z","1c795a0e-e718-466f-8bee-46febdc2b17a"
"Locomotion",4536,"8",2,"","2026-02-23T16:38:29.907537Z",1128335,2.997,"#C C moves towards the sink","Movement through space, likely involves walking or moving the body towards the sink.","r001","Cooking","silver","Gold","",333.49986526666663,"2026-02-23T16:38:29.907553Z","1c795a0e-e718-466f-8bee-46febdc2b17a"
