row_index,video_uid,timestamp_sec,narration_text,old_action,new_action,reasoning
489,c5851c24-4ae3-4430-b867-f43800f0f56e,652.9366252666667,#C C drops potato skin,Unknown,Object Transfer,"The action of dropping the potato skin is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
509,c5851c24-4ae3-4430-b867-f43800f0f56e,697.6378652666667,#C C drops knife,Unknown,Object Transfer,"The action of dropping the knife is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
510,c5851c24-4ae3-4430-b867-f43800f0f56e,700.0039052666667,#C C drops potato skins,Unknown,Object Transfer,"The action of dropping the potato skins is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
516,c5851c24-4ae3-4430-b867-f43800f0f56e,716.8906752666668,#C C drops knife,Unknown,Object Transfer,"The action of dropping the knife is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
522,c5851c24-4ae3-4430-b867-f43800f0f56e,722.2802052666667,#C C drops potato skin,Unknown,Object Transfer,"The action of dropping the potato skin onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
528,c5851c24-4ae3-4430-b867-f43800f0f56e,724.4383852666667,#C C drops potato skins,Unknown,Object Transfer,"The action of dropping the potato skins is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
535,c5851c24-4ae3-4430-b867-f43800f0f56e,744.7836452666667,#C C drops potato skin,Unknown,Object Transfer,"The action of dropping the potato skin is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
543,c5851c24-4ae3-4430-b867-f43800f0f56e,750.8055852666668,#C C drops knife,Unknown,Object Transfer,"The action of dropping the knife onto a surface can be considered a deliberate placement, which fits the criteria for 'Object Transfer'."
544,c5851c24-4ae3-4430-b867-f43800f0f56e,751.7808952666668,#C C drops potato skin,Unknown,Object Transfer,"The action involves deliberately placing the potato skin onto a surface, which fits the criteria for Object Transfer."
546,c5851c24-4ae3-4430-b867-f43800f0f56e,753.6143752666667,#C C drops potato skin,Unknown,Object Transfer,"The action of dropping the potato skin is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
554,c5851c24-4ae3-4430-b867-f43800f0f56e,776.4408052666668,#C C drops potato skins,Unknown,Object Transfer,"The action of dropping potato skins is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
569,c5851c24-4ae3-4430-b867-f43800f0f56e,819.8760552666666,#C C drops potato skin,Unknown,Object Transfer,"The action of dropping the potato skin is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
573,c5851c24-4ae3-4430-b867-f43800f0f56e,823.1103552666667,#C C drops potato skin,Unknown,Object Transfer,"The action of dropping the potato skin is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
575,c5851c24-4ae3-4430-b867-f43800f0f56e,823.6569652666667,#C C drops potato skin,Unknown,Object Transfer,"The action of dropping the potato skin is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
645,c5851c24-4ae3-4430-b867-f43800f0f56e,975.2784452666668,#C C drops snack,Unknown,Object Transfer,"The action of dropping a snack is a deliberate placement onto a surface, which fits the criteria for Object Transfer."
730,c5851c24-4ae3-4430-b867-f43800f0f56e,1198.1708052666663,#C C Removes vegetable on a finger,Unknown,Object Transfer,"The action involves moving the vegetable from a stationary position on the hand to another location, which fits the definition of transferring an object."
833,c5851c24-4ae3-4430-b867-f43800f0f56e,1444.3176252666667,#O Man A drops phone,Unknown,Object Transfer,"The action of dropping the phone is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
841,c5851c24-4ae3-4430-b867-f43800f0f56e,1458.434715266667,#C C drops fork,Unknown,Object Transfer,"The action of dropping the fork onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
846,c5851c24-4ae3-4430-b867-f43800f0f56e,1463.786835266667,#C C drops seed,Unknown,Object Transfer,"The action of dropping an object (seed) onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
850,c5851c24-4ae3-4430-b867-f43800f0f56e,1470.0649952666663,#C C drops seed,Unknown,Object Transfer,"The action of dropping a seed onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
865,c5851c24-4ae3-4430-b867-f43800f0f56e,1503.4410052666665,#O Man A drops fork,Unknown,Object Transfer,"The action of dropping the fork is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
882,c5851c24-4ae3-4430-b867-f43800f0f56e,1528.3220352666665,#C C drops seed,Unknown,Object Transfer,"The action of dropping a seed onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
885,c5851c24-4ae3-4430-b867-f43800f0f56e,1535.4687052666666,#C C drops seed,Unknown,Object Transfer,"The action of dropping a seed is a deliberate placement onto a surface, which fits the criteria for Object Transfer."
886,c5851c24-4ae3-4430-b867-f43800f0f56e,1539.787465266667,#C C drops seed,Unknown,Object Transfer,"The action of dropping a seed is a deliberate placement onto a surface, which fits the criteria for Object Transfer."
896,c5851c24-4ae3-4430-b867-f43800f0f56e,1559.9638552666663,#C C drops fork,Unknown,Object Transfer,"The action of dropping the fork is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
901,c5851c24-4ae3-4430-b867-f43800f0f56e,1570.8264352666663,#C C drops seed,Unknown,Object Transfer,"The action of dropping a seed onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
903,c5851c24-4ae3-4430-b867-f43800f0f56e,1573.9838552666663,#C C drops seed,Unknown,Object Transfer,"The action of dropping a seed onto a surface can be considered a deliberate placement, which fits the criteria for 'Object Transfer'."
905,c5851c24-4ae3-4430-b867-f43800f0f56e,1580.4336152666667,#C C drops seed,Unknown,Object Transfer,"The action of dropping a seed onto a surface can be considered a deliberate placement, which fits the criteria for 'Object Transfer'."
906,c5851c24-4ae3-4430-b867-f43800f0f56e,1611.8528819333333,#C C drops phone,Unknown,Object Transfer,"The action of dropping the phone is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
980,c5851c24-4ae3-4430-b867-f43800f0f56e,1739.6457919333334,#C C drops fruit seed on the lid,Unknown,Object Transfer,"The action involves deliberately placing a fruit seed onto a surface, which fits the criteria for Object Transfer."
983,c5851c24-4ae3-4430-b867-f43800f0f56e,1751.3811119333334,#C C fixes camera,Unknown,Essential Operation,"Fixing a camera is a deliberate and purposeful action, similar to operating a laptop, which falls under the category of Essential Operation."
1002,c5851c24-4ae3-4430-b867-f43800f0f56e,1788.0377219333334,#C C drops fruit seed on the lid,Unknown,Object Transfer,"The action involves deliberately placing an object (fruit seed) onto a surface (lid), which fits the criteria for Object Transfer."
1014,c5851c24-4ae3-4430-b867-f43800f0f56e,1806.2256519333328,#C C drops fruit seed on the lid,Unknown,Object Transfer,"The action involves deliberately placing the fruit seed onto the lid, which fits the criteria for Object Transfer."
1110,c5851c24-4ae3-4430-b867-f43800f0f56e,2149.8557086,#C C drops seed,Unknown,Object Transfer,"The action of dropping a seed is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
1133,c5851c24-4ae3-4430-b867-f43800f0f56e,2228.7724486,#C C drops seeds on container lid,Unknown,Object Transfer,"The action involves dropping seeds onto a container lid, which is a deliberate placement of an object onto a surface."
1316,c5851c24-4ae3-4430-b867-f43800f0f56e,2537.2958286000003,#C C knocks folk on the cup,Unknown,Object Transfer,"The action of knocking the folk on the cup appears to be a deliberate placement or interaction with an object, which fits the 'Object Transfer' category."
1461,c5851c24-4ae3-4430-b867-f43800f0f56e,2752.8535586000003,#C C does #unsure with the left hand,Unknown,Object Transfer,"The action of doing something with the left hand, after previously performing actions with the right hand, suggests a deliberate placement or manipulation of an object, likely the glass of water mentioned in the previous action."
1522,c5851c24-4ae3-4430-b867-f43800f0f56e,2879.0666086,#C C does #unsure with the right hand,Unknown,Essential Operation,"The current action involves C using the right hand, likely interacting with the phone in some essential manner, such as typing or scrolling, which falls under the category of Essential Operation."
2243,50e55c8f-b939-4b5c-86b5-e0b53d199d27,643.5907233333334,#O a man A drops a display,Unknown,Object Transfer,"The action of dropping an object onto a surface is considered a deliberate placement, which fits the criteria for 'Object Transfer'."
2540,2090d1c2-8308-4966-b903-e860b498f4e3,676.3497221677084,#x x writes,Unknown,Essential Operation,"Writing is considered an essential operation as it involves creating or recording information, which is different from locomotion, object transfer, search, or stationary actions like talking or writing in place."
2570,2090d1c2-8308-4966-b903-e860b498f4e3,806.3681331540365,#C C drops the dices.,Unknown,Object Transfer,"The current action involves the deliberate placement of the dice onto a surface, which fits the criteria for 'Object Transfer'."
2858,a65500f7-956f-486d-872a-61742acb90d8,1858.4909809546632,#C C drops the vacuum cable,Unknown,Object Transfer,"The action of dropping the vacuum cable is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
2902,a65500f7-956f-486d-872a-61742acb90d8,2239.9639586000003,#C C polythene paper,Unknown,Object Transfer,The action of handling polythene paper suggests a deliberate placement or transfer of the object.
3046,a65500f7-956f-486d-872a-61742acb90d8,3631.5235919333336,#C C throws #unsure to the ground,Unknown,Object Transfer,"The action of throwing an object to the ground can be considered a form of deliberate placement, even though it is not a typical 'putting down' action. The object is being transferred from the person's possession to the ground."
3113,a65500f7-956f-486d-872a-61742acb90d8,3964.3828586,#C C opens a wore drope,Unknown,Object Transfer,"The action of opening a drawer is considered a deliberate placement or interaction with an object, which fits the 'Object Transfer' category."
3257,ad09372b-2863-4de9-a86c-c46b2f502fe4,98.4332996,#C C drops the iron on the ironing table.,Unknown,Object Transfer,"The action involves deliberately placing the iron onto the ironing table, which fits the criteria for an Object Transfer."
3271,ad09372b-2863-4de9-a86c-c46b2f502fe4,144.0356396,#C C drops the iron on the ironing table.,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
3327,ad09372b-2863-4de9-a86c-c46b2f502fe4,273.9114909546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3344,ad09372b-2863-4de9-a86c-c46b2f502fe4,337.4288409546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3350,ad09372b-2863-4de9-a86c-c46b2f502fe4,346.9894909546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3354,ad09372b-2863-4de9-a86c-c46b2f502fe4,352.7096909546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3361,ad09372b-2863-4de9-a86c-c46b2f502fe4,363.9645409546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3375,ad09372b-2863-4de9-a86c-c46b2f502fe4,398.8144109546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3379,ad09372b-2863-4de9-a86c-c46b2f502fe4,412.0963209546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3383,ad09372b-2863-4de9-a86c-c46b2f502fe4,424.5484809546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3387,ad09372b-2863-4de9-a86c-c46b2f502fe4,433.93940095466337,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3392,ad09372b-2863-4de9-a86c-c46b2f502fe4,444.4847409546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3396,ad09372b-2863-4de9-a86c-c46b2f502fe4,450.8512909546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3407,ad09372b-2863-4de9-a86c-c46b2f502fe4,491.2755109546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3413,ad09372b-2863-4de9-a86c-c46b2f502fe4,505.8949209546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3417,ad09372b-2863-4de9-a86c-c46b2f502fe4,514.2529109546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3422,ad09372b-2863-4de9-a86c-c46b2f502fe4,528.0357109546634,#C C drops pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3423,ad09372b-2863-4de9-a86c-c46b2f502fe4,528.8315909546634,#C C turns out jean short,Unknown,Essential Operation,"Turning out a jean short is a deliberate action to access the inside of the garment, which is part of the process of pressing or maintaining the garment."
3483,ad09372b-2863-4de9-a86c-c46b2f502fe4,653.65491762133,#C C drops the iron on the ironing table.,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
3495,ad09372b-2863-4de9-a86c-c46b2f502fe4,669.3221776213301,#C C drops the iron on the ironing table.,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
3500,ad09372b-2863-4de9-a86c-c46b2f502fe4,676.7850276213301,#C C drops the iron on the ironing table.,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
3518,ad09372b-2863-4de9-a86c-c46b2f502fe4,735.80592762133,#C C drops the iron on the ironing table.,Unknown,Object Transfer,"The action involves deliberately placing the iron onto the ironing table, which fits the criteria for Object Transfer."
3523,ad09372b-2863-4de9-a86c-c46b2f502fe4,752.3157276213301,#C C drops the iron on the ironing table.,Unknown,Object Transfer,"The action involves deliberately placing the iron onto the ironing table, which fits the criteria for an Object Transfer."
3534,ad09372b-2863-4de9-a86c-c46b2f502fe4,774.8702176213301,#C C drops the iron on the ironing table.,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for Object Transfer."
3562,ad09372b-2863-4de9-a86c-c46b2f502fe4,833.54567762133,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3569,ad09372b-2863-4de9-a86c-c46b2f502fe4,869.9733876213301,#C C drops the cloth.,Unknown,Object Transfer,"The action of dropping the cloth is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3575,ad09372b-2863-4de9-a86c-c46b2f502fe4,882.6346976213301,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3579,ad09372b-2863-4de9-a86c-c46b2f502fe4,891.5810076213301,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3583,ad09372b-2863-4de9-a86c-c46b2f502fe4,899.2498176213301,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3588,ad09372b-2863-4de9-a86c-c46b2f502fe4,908.75361762133,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3592,ad09372b-2863-4de9-a86c-c46b2f502fe4,929.12830762133,#C C drops the cloth,Unknown,Object Transfer,"The action of dropping the cloth is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3615,ad09372b-2863-4de9-a86c-c46b2f502fe4,995.89581762133,#C C drops the short,Unknown,Object Transfer,"The action involves deliberately placing the short onto a surface, which fits the definition of 'Object Transfer'."
3625,ad09372b-2863-4de9-a86c-c46b2f502fe4,1028.08990762133,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3630,ad09372b-2863-4de9-a86c-c46b2f502fe4,1047.61139762133,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3634,ad09372b-2863-4de9-a86c-c46b2f502fe4,1052.21883762133,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3640,ad09372b-2863-4de9-a86c-c46b2f502fe4,1065.010472287997,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3644,ad09372b-2863-4de9-a86c-c46b2f502fe4,1077.1280222879966,#C C drops the pressing iron,Unknown,Object Transfer,"The action of dropping the pressing iron is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
3899,ad09372b-2863-4de9-a86c-c46b2f502fe4,1702.568470954663,#C C drops the cuff off her hand,Unknown,Object Transfer,"The current action involves C dropping the cuff off her hand, which is a deliberate placement of the object onto a surface. This fits the criteria for 'Object Transfer'."
4121,ad09372b-2863-4de9-a86c-c46b2f502fe4,2132.6392956213303,#C C shakes the sleeve,Unknown,Essential Operation,Shaking the sleeve of the shirt is an essential operation to check the quality or feel of the fabric.
4131,ad09372b-2863-4de9-a86c-c46b2f502fe4,2154.3720156213303,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The current action involves deliberately placing the iron onto the ironing board, which fits the criteria for an Object Transfer action."
4233,ad09372b-2863-4de9-a86c-c46b2f502fe4,2459.3167776213304,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4237,ad09372b-2863-4de9-a86c-c46b2f502fe4,2479.3614076213303,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4242,ad09372b-2863-4de9-a86c-c46b2f502fe4,2504.91097762133,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4248,ad09372b-2863-4de9-a86c-c46b2f502fe4,2522.99539762133,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4265,ad09372b-2863-4de9-a86c-c46b2f502fe4,2564.15529762133,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4271,ad09372b-2863-4de9-a86c-c46b2f502fe4,2574.22181762133,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4277,ad09372b-2863-4de9-a86c-c46b2f502fe4,2583.16627762133,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4326,ad09372b-2863-4de9-a86c-c46b2f502fe4,2700.3849422879966,#C C drops the shirt on her laps,Unknown,Object Transfer,"The action involves C dropping the shirt onto her laps, which is a deliberate placement of the shirt. This fits the criteria for 'Object Transfer' as it involves transferring the shirt from one location to another."
4348,ad09372b-2863-4de9-a86c-c46b2f502fe4,2771.5061342879967,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4354,ad09372b-2863-4de9-a86c-c46b2f502fe4,2786.158724287997,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4362,ad09372b-2863-4de9-a86c-c46b2f502fe4,2806.8862542879965,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4366,ad09372b-2863-4de9-a86c-c46b2f502fe4,2837.4700342879964,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4370,ad09372b-2863-4de9-a86c-c46b2f502fe4,2849.4182742879966,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4378,ad09372b-2863-4de9-a86c-c46b2f502fe4,2896.8227242879966,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4385,ad09372b-2863-4de9-a86c-c46b2f502fe4,2942.3463942879966,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4389,ad09372b-2863-4de9-a86c-c46b2f502fe4,2968.4063642879964,#C C drops the iron on the ironing board,Unknown,Object Transfer,"The action of dropping the iron onto the ironing board is a deliberate placement, which fits the criteria for 'Object Transfer'."
4394,ad09372b-2863-4de9-a86c-c46b2f502fe4,2986.0182342879966,#C C drops iron on the ironing table,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
4398,ad09372b-2863-4de9-a86c-c46b2f502fe4,3008.1295842879967,#C C drops the iron on the ironing table,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
4402,ad09372b-2863-4de9-a86c-c46b2f502fe4,3016.8402542879967,#C C drops the iron on the ironing table,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
4406,ad09372b-2863-4de9-a86c-c46b2f502fe4,3069.1095942879965,#C C drops the iron on the ironing table,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
4410,ad09372b-2863-4de9-a86c-c46b2f502fe4,3075.6529342879967,#C C drops the iron on the ironing table,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
4449,ad09372b-2863-4de9-a86c-c46b2f502fe4,3194.6626089546635,#C C drops the iron on the ironing table,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
4453,ad09372b-2863-4de9-a86c-c46b2f502fe4,3219.395308954663,#C C drops the iron on the ironing table,Unknown,Object Transfer,"The action of dropping the iron onto the ironing table is a deliberate placement, which fits the criteria for 'Object Transfer'."
4484,ad09372b-2863-4de9-a86c-c46b2f502fe4,3321.151080954663,#C C touches her face with her left hand #unsure,Unknown,Stationary,The action of touching her face with her left hand is a stationary action as it does not involve movement from one location to another or any form of object transfer.
4610,40eeac41-9ec3-4960-b0b3-77074a6ad5b3,200.6457,#C C steps o the paper,Unknown,Locomotion,"The current action describes C stepping onto the paper, which is a movement from one location to another, fitting the definition of locomotion."
5292,40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1432.5941433333332,#C C drops the dry paint,Unknown,Object Transfer,"The action of dropping the dry paint onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
5295,40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1435.325023333333,#C C drops the dry paint,Unknown,Object Transfer,"The action of dropping the dry paint onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
5514,40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1762.59735,#C C presses the paper of #Unsure,Unknown,Essential Operation,"The action of pressing the paper is a repetitive and deliberate operation, which falls under the category of Essential Operation."
5529,40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1775.3314,#C C drops the paper,Unknown,Object Transfer,"The action of dropping the paper is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
6115,50a395ca-e434-46f3-a2f8-67fc4ca3874b,313.08437860000004,#C C drops down the crayon box,Unknown,Object Transfer,"The action of dropping the crayon box is a deliberate placement onto a surface, which fits the criteria for Object Transfer."
6124,50a395ca-e434-46f3-a2f8-67fc4ca3874b,344.28531860000004,#C C drops the scissor in the crate,Unknown,Object Transfer,"The action involves deliberately placing the scissor into the crate, which fits the definition of 'Object Transfer'."
6299,50a395ca-e434-46f3-a2f8-67fc4ca3874b,954.388687613672,#C C moves #unsure,Unknown,Locomotion,"The current action describes a movement of the person, which does not involve any object transfer, essential operation, search, or stationary behavior."
