video_uid,scenario,split
01db7c39-a512-4bac-b284-dff8c7360e80,Carpentry,train
01dcc50d-d560-49cf-aff7-c9a7dfdddbaa,Mechanical Repair,train
02034aeb-0622-480d-9306-6124c2ead6d2,Playing Instrument,train
0219ad48-8f54-4f61-b22f-4d1e8173e584,Cleaning,train
022a0833-bd07-4dc6-8b94-2d82f0881009,Carpentry,train
0235dafb-ec68-4177-8aff-e36d6c63742d,Walking Outdoors,train
023bf95e-28de-43b4-a43f-720edba667a5,Cleaning,train
024713b7-b198-4502-a114-02ca0485353b,Cooking,train
02497a97-5de2-469c-b2e9-c940b78c2060,Walking Outdoors,train
025c24db-1ab3-462e-888a-3598fd777ee2,Playing Instrument,train
025c63c9-a371-4de7-87a9-ef3949040e8c,Walking Outdoors,train
025fa90b-bf23-4023-ab5b-6eefbad57e7e,Mechanical Repair,train
0260596a-0da1-422a-9ceb-e4f50769f8e2,Carpentry,train
0265d9f8-923f-4660-9977-c682565f3ed0,Desk Work,train
026dac2d-2ab3-4f9c-9e1d-6198db4fb080,Cooking,train
028482e5-1376-4a2a-b588-335802d30c5a,Playing Instrument,train
02877cad-35c5-423b-8e93-11cf79fe4b31,Walking Outdoors,train
029532a0-3b50-457d-a790-f9dcabf93101,Cooking,train
02953bf3-4b5b-45ea-8339-465ed47a9337,Cooking,train
0296707b-0b42-45dd-98dc-ca8ce0a26a50,Playing Instrument,train
029b759d-4b65-49bb-8640-80a2ce5dfd53,Cooking,val
029eeb9a-8853-48a4-a1dc-e8868b58adf3,Carpentry,train
029ff9ab-ac4c-43a5-ae53-153228c52a21,Cleaning,train
02ae15c9-7d9c-4821-bc8f-10281332d69b,Mechanical Repair,test
02aeefb5-0350-4b3c-ac2b-5cfebdc181df,Carpentry,train
02bec245-e840-456d-b340-e7108c27dc08,Walking Outdoors,test
02c626cf-058c-444c-b1f9-5340ed8b4bd3,Carpentry,train
02c9f4ca-88f3-4439-ae42-a819cedc67e2,Cooking,train
02ca6897-bf08-4cfb-bbc7-7810dbf5cca2,Mechanical Repair,train
02cf2e59-26be-43be-a4d9-7d6cbcfd0898,Playing Instrument,val
02ec195f-1841-402c-8a83-34f345d96a0c,Carpentry,test
031314bd-fa48-42ef-8341-bc5ca17f6a4a,Carpentry,train
032f0478-17c5-4ac3-845c-0dd87c2ef113,Cooking,train
033520cd-e7e4-4649-b551-83bb451a4802,Desk Work,train
03551c71-b8ec-4a5d-9f41-5543e2fcf567,Cooking,train
03634630-7d25-4d31-aeda-b9747f09034d,Walking Outdoors,train
036ed5cd-297e-4592-97ee-0611adbc45d2,Mechanical Repair,train
0377792b-7b1e-4d67-86fd-f50c9257ea85,Carpentry,multi
038239a7-36ad-4296-af31-fd17a54b2395,Carpentry,train
0386e502-b034-4cb3-ab3e-f44c154f18dc,Walking Outdoors,train
03a84301-1175-41f4-bed3-7a71fda30913,Carpentry,test
03acb84e-6cb8-487c-b413-630bcbf9f406,Cleaning,train
03be7d83-7394-45b9-9f36-b55ad721aee1,Carpentry,val
03d4c383-b80e-4095-9328-c964f2803a26,Mechanical Repair,train
03d6e9bf-389a-4828-bf82-0ef6decf7671,Cooking,train
03e12aff-3e22-4922-af0f-cb188c284b2e,Carpentry,val
03e90bbc-7d6b-423c-84d9-b5be3eff11c5,Mechanical Repair,val
03f46720-8327-4215-ba56-5d739f6795ef,Carpentry,test
03febedb-2ce4-465b-9f51-953a81609d56,Mechanical Repair,train
040f2150-b7a8-42e7-a1f3-7b419da1f4c4,Carpentry,test
041b9423-9695-45cb-bc58-266af7f91039,Cleaning,train
043323ee-0ef9-4e6e-be31-c964bc3ea999,Cleaning,train
045451d6-2916-4c07-8e47-7cfdaa579086,Playing Instrument,train
045b9a27-b894-49be-9d88-7d9f09ec77ef,Walking Outdoors,test
046855d7-41d7-4f41-a6a7-fce921ea8133,Mechanical Repair,val
0473ae1a-a1bf-486b-97a1-30a395bad8dc,Walking Outdoors,train
0475a0b9-9445-4083-8c6a-42f0171ff3e4,Cleaning,val
0475e093-e7c2-49f9-8768-9792a7cc9662,Carpentry,train
047c5e54-444f-463e-b677-be38e706a9ea,Mechanical Repair,multi
048d34c9-bf3f-4dd9-9da2-5f7da60ac2c8,Carpentry,train
0490081d-5342-4522-973a-2df32f544fce,Mechanical Repair,train
04994ce8-9d47-44d6-a7b0-42b395e69390,Carpentry,multi
049cfb89-3bcc-4fa3-8d0e-4e7e218b05ae,Cleaning,train
04a85fdd-296b-425c-b0f1-d3cba39e8fd7,Cleaning,train
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,Cooking,train
04b2f7a8-1d95-43c2-8b3b-8053b22dda52,Carpentry,train
04ccf527-e1dd-47ff-b8d0-4cec6e975391,Mechanical Repair,test
04d28bd0-1417-4457-b31a-f35991d1f3c3,Cooking,train
04eaeddc-b875-4696-8bc7-e7dfc7012cc7,Carpentry,train
04f2cec1-6e55-4191-b8fa-30b9bff89bfb,Cleaning,train
04f9cc5e-01ad-4a1a-a697-97d4dee0a37b,Cleaning,train
04fe8f4d-081e-437e-a56a-2d53b6233fc9,Cooking,train
050bd580-f6ae-4e46-afe3-0478e58e13cb,Cleaning,train
053398fd-fcc4-47fc-af69-99366b13a505,Carpentry,train
053ae0a6-937d-4bdc-8001-d3dfe7899811,Walking Outdoors,train
053ca9bc-4822-4573-b04e-aea0c1ae97df,Cooking,val
0543b37f-826a-4346-8899-0e63b235b14f,Carpentry,test
054992d4-aa9a-4904-8699-3ecf422e0312,Mechanical Repair,test
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,Playing Instrument,train
055ba601-c243-4d4a-8a2c-694a5c88824c,Walking Outdoors,val
055f3cf1-1133-4260-b5a0-31e7ca1726a1,Cooking,test
056220c6-3c5c-419d-87b2-286e8a3c0706,Cooking,train
05698eff-dd92-470c-8713-1019b764b5c3,Mechanical Repair,test
056db3f1-f957-46c8-b16b-c8fce22e78f9,Cooking,val
057670b3-f243-416c-b41b-82d309fd2b88,Fitness/Workout,test
0579e306-7ba6-4be6-a071-e51920fa57c0,Mechanical Repair,train
057bf03d-b337-475c-82a2-79f0b5b6637f,Walking Outdoors,train
059e870d-60ea-46e9-86ee-fc6b1833f4f6,Mechanical Repair,train
059ea968-4347-4b13-9df9-eb97f66e6d4f,Carpentry,train
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,Walking Outdoors,train
05ac2c04-4a2c-4e8a-8b2a-2b60521b9d38,Playing Instrument,train
05b8b906-b9c5-48b4-be27-c91b5c28f92b,Cleaning,val
05d231ed-7457-441f-b8ff-1393576989bc,Desk Work,train
05dc055d-e88a-4ab1-8474-e72b97a818b2,Carpentry,train
05e13fb6-59ea-4984-89fc-5888a66e93a2,Cleaning,train
05f672ea-1651-4767-9c8a-0f504805e9c7,Playing Instrument,train
06028cd6-f99c-4c53-857b-30d2ee0facb8,Carpentry,train
06063178-10bb-49be-b7fb-bba740660614,Cooking,train
060e07d8-e818-4f9c-9d6b-6504f5fd42a3,Mechanical Repair,val
061df4a0-dbe4-4c05-bb44-e7cdc6b235c9,Mechanical Repair,val
06210c51-128d-478c-b6ec-5c4a13d926d5,Playing Instrument,train
062f1e55-67d8-4cdc-89c6-7fb361a9b0f9,Cleaning,train
06456897-960d-4d0c-8ce2-cd50a5a57bc3,Gardening,multi
064e10ee-10ae-4dec-a836-2ca94b02551c,Cleaning,train
06532156-65f9-4b7d-b40c-552267e2f480,Desk Work,val
066f8374-4636-4a8e-8bef-a3a79658e3b6,Carpentry,train
067037a6-71a9-4850-ac51-59183eeb6359,Cleaning,train
0677b703-0443-4cf3-9d51-19dcb2b3f06d,Carpentry,val
067a1235-376a-4c25-83e3-fd3ea3af1aca,Carpentry,train
067b03df-107c-4b7c-9dcc-eb9cdf56d682,Mechanical Repair,train
068626dd-73d3-4bc7-917e-e12e6445eab9,Mechanical Repair,train
06899020-dca3-4612-92cf-3427d6dac6e3,Carpentry,train
068c3c6b-fbbc-486f-bc4c-f56e26448a09,Cooking,val
068c6abf-d1e8-4972-8f89-ff177f54d02b,Playing Instrument,train
069c1058-881d-49da-b45d-b9f7e08fe932,Carpentry,train
06a51f5d-79ab-4b2c-adef-05aea1e06077,Cleaning,train
06bb2e99-5112-4987-ac5b-9fd52bb144d0,Cooking,train
06ca18e2-d71c-48f0-b21a-52e42206aabf,Carpentry,test
06cf946b-4713-4ca2-addf-55ce95a26d98,Cooking,train
06ddd32b-c698-4686-a0ee-322ef353b280,Carpentry,train
06df3251-8d22-4ea0-8d0a-0ae4760d771f,Carpentry,val
06ee22fd-ecfc-4e34-9ed2-a330548abf71,Cleaning,train
0700bb0c-f01b-4bee-8cf2-afb5dacb391b,Mechanical Repair,train
070776bf-f15a-4b6e-a906-d1ef9e132592,Mechanical Repair,train
071e9b05-7f92-48bd-9962-e8634d0f619f,Cleaning,train
072623e8-1889-4580-8175-ddc05a3dceb3,Carpentry,train
0727c62a-a9c3-4783-9ea0-3499d7a7c987,Walking Outdoors,train
07287862-edf9-45d8-a33b-853943d3aae5,Cooking,test
072e3481-37b8-43b8-9626-5ffd7af61d21,Walking Outdoors,train
07309684-1f6e-4977-ab74-f3e63c361f36,Mechanical Repair,val
073d8415-2689-451c-a43d-147335ef0003,Desk Work,train
073eea00-e14d-4af8-a9e5-c9f11b710aea,Mechanical Repair,train
0752c643-18c8-4fd3-9a32-7ec985f2a6bd,Walking Outdoors,train
07536df6-9813-42d9-93df-35835407d8ee,Walking Outdoors,train
0755c2cb-eb91-4e44-aac6-19b5237befd5,Mechanical Repair,test
07761a60-bed9-475c-ab3c-9d3ef0266d25,Mechanical Repair,train
0780244d-e06c-413a-baa5-abcab16168b6,Cooking,train
0781b597-fe8a-4f53-804d-7ab74411e068,Mechanical Repair,train
078634f1-0e81-455d-b771-3d35b65a2645,Walking Outdoors,train
07884569-3860-4a20-8c85-278eefbd678e,Playing Instrument,train
078f6bad-aa22-48bf-9df2-4d2f6ba7b556,Walking Outdoors,train
0793bbe0-b8d5-4d46-9f02-c71d1bd4fad2,Cooking,val
0794309f-076e-4c16-92dc-ae338f4ef719,Carpentry,train
07a2ef8c-e9dd-4b53-a754-5dad076407aa,Cooking,train
07ad0112-22da-4f0e-be4f-2debe7fec15c,Mechanical Repair,train
07b21cda-51d1-490f-8b47-66babec20ce6,Playing Instrument,train
07b357ce-0bce-4d5e-b7ab-c16f1d4c7de6,Gardening,multi
07d824bc-a3fd-4acd-8179-75a7e1e077ce,Playing Instrument,train
07eacb45-2a2b-40fb-b60d-2acb7e108f34,Cleaning,train
07eaf960-f8a2-42d1-8890-a4439c169f3d,Playing Instrument,train
0812794e-d750-40c0-9ce1-1c7030e7bc2f,Cleaning,train
082db032-f3f2-408b-a116-84d62f673915,Cleaning,multi
0831d387-a359-427c-832d-b306f4720f45,Carpentry,val
0836e1a4-11e6-4b31-bd39-f8e083fdadb3,Cleaning,multi
08496230-ec8f-4cb3-8332-83b28729bdf3,Walking Outdoors,train
0864a1f5-90cb-4515-aa59-4d767ea2c53c,Carpentry,train
0869732c-5228-4a28-9c5a-467a5ebef78c,Cooking,test
087af929-541e-491a-a370-1c14da3d6f39,Desk Work,train
087e11d0-5984-4365-989d-7365294ddaec,Walking Outdoors,train
088add57-cf62-4ddd-9908-7eb738b0ec22,Cooking,val
08920cde-46d5-4bfd-b664-1002c25f1bc4,Playing Instrument,train
089359b2-bab1-40c4-bddb-cd9bbf47c931,Cooking,train
08938799-8318-4541-a6c6-22d4db408e67,Carpentry,train
089a5df8-49b1-4494-86b6-2a87dcaa4d50,Carpentry,train
08a946f4-4fd8-48a9-907d-28b48c946992,Playing Instrument,train
08bd7380-821b-45b3-8fc7-01a0c6ed40ad,Cleaning,train
08cd0e23-308f-4120-ae63-42e05d323450,Carpentry,train
08f5fcdf-c038-4e1f-a1e9-b5939900feba,Cleaning,train
090042fc-0539-4a5b-b644-f3f6c8201711,Walking Outdoors,test
090208ec-0e1e-4f39-b153-30011078385b,Carpentry,train
09090dbb-3d4d-4f04-a6c6-d8215a0143f7,Cooking,test
090c6bc0-49da-4d3b-b209-a1a60aeb0317,Cooking,train
0915837f-7d24-4803-9aff-0988def61a5e,Playing Instrument,train
0919b674-ec6a-431d-8eec-12781b6d5775,Mechanical Repair,train
09243eac-241b-43f1-ac6d-3dedc975d14f,Cooking,train
0928af96-a3fd-4930-9bc1-2fa43d01bb53,Gardening,train
093c80ff-f0e4-463c-9b26-60037ebec46a,Carpentry,val
094bb63c-2050-4471-88eb-de3b86c26c81,Cooking,train
09584a05-fd3a-4ed3-90d5-1dad2a4918ab,Walking Outdoors,train
0959d7f3-0e58-486f-a21c-ec82b321469c,Carpentry,test
0963bd23-604b-4e7b-8ae0-19471c4b72ee,Walking Outdoors,train
09690df3-0715-4875-8745-7e8830c761d0,Walking Outdoors,train
096ae42f-c861-45bc-ae7a-6f1f1746d228,Desk Work,train
0971527a-6cd3-4c82-9d94-09b3565f4505,Carpentry,val
0985a807-7323-4d24-b84f-232976651efc,Carpentry,train
098a85d7-fcf6-42f2-9699-df3236f5bc2f,Mechanical Repair,train
098db269-8fd6-4523-bb52-d2d186b05bf1,Carpentry,train
09910d48-41f9-4a84-bb1b-1bc96de62286,Gardening,test
09941659-6c45-4056-9c8b-722d493dc504,Cleaning,train
099f6f96-5aa7-4da8-a5e0-2e8bc03beee6,Cleaning,train
09a00c95-fce3-41d7-ab1c-a19692eea8f3,Cooking,train
09a00f4b-e661-42a8-ad45-c5e9f5ff0ff6,Playing Instrument,train
09aa2849-b299-4e30-ab69-1213c6f96581,Cleaning,train
09b27569-7cb6-49e7-bf02-ec5333f04273,Playing Instrument,train
09b861da-bcff-41d5-b3b9-0d25ad712fad,Walking Outdoors,train
09bccca1-368b-4776-9433-3c8835837110,Cooking,train
09bf0ac3-eb69-4138-8360-2862f45a9755,Walking Outdoors,train
09c98c4f-dc2a-429b-8afa-624211cd4bfd,Cleaning,multi
09d9027f-a407-481f-80cb-c36f52404057,Mechanical Repair,train
09f2bc9c-f1e7-465d-ab5f-d5bdaeb4fb20,Playing Instrument,train
09f525f2-fff2-46ea-ab34-f1e1d64eec92,Cooking,test
09f8aeeb-42e9-419c-ac89-44491bdad2ec,Playing Instrument,train
09fe2f2d-7d90-4d7d-9dcd-baec4704f4cc,Desk Work,train
09ff369a-a147-4ba9-bfea-499b7fbe554f,Cooking,test
0a01978c-e16d-4587-95f1-49efa3ab15d9,Cooking,train
0a0395c9-caae-47ca-b78f-2a473f99df67,Playing Instrument,train
0a3097fc-baed-4d11-a4c9-30f07eb91af6,Carpentry,val
0a38f893-eb64-4fc6-b916-5cd1e9c93606,Playing Instrument,train
0a40e971-02a4-45f3-aa46-b20bfef1f8e1,Cleaning,train
0a464e14-12b6-4cec-8ef1-651870761dec,Desk Work,train
0a47c74a-dad9-42d5-b937-0f375490f034,Playing Instrument,train
0a4dded4-0ee3-4c9d-b13e-f9f2fa85dfa3,Carpentry,val
0a4f4eda-56af-46d5-a7d5-afe003deaee9,Carpentry,train
0a76a002-ec78-4f91-b4b1-0c9f4a9ab8e5,Gardening,multi
0a7c1b9a-6c98-4f74-a8ad-3f06689d0146,Carpentry,val
0a81d795-8261-4059-8afa-d302084b1aab,Cooking,train
0a90656a-eac8-49fa-a253-78f5626c8d5c,Cleaning,train
0a913608-709d-42d9-a90d-273caefdc153,Playing Instrument,train
0ad80ef0-076c-40cb-852a-ac36360d377a,Cooking,train
0ae6293e-eda5-44f7-b56e-e8f27fcde953,Cooking,train
0aec2b0c-18e1-453b-a6ed-e484698d41df,Carpentry,multi
0aed42ed-ed8c-4dfb-9a7f-bd47cc792633,Gardening,test
0afbf08b-09a5-4c15-a85a-5ebf88866443,Mechanical Repair,multi
0aff43b9-4b48-45f9-b67d-086f9390d8e2,Mechanical Repair,train
0b0c7c26-8f38-4a22-8a9e-b99e4ae334fc,Cleaning,train
0b0c87d8-db18-4e48-a37c-330b5c5836fa,Playing Instrument,train
0b215326-8706-4611-9b76-3402d617f19e,Cooking,train
0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,Mechanical Repair,val
0b245a61-32d6-4b14-897c-724adad5b231,Carpentry,val
0b24eb9e-a5ae-4389-b2cd-11fbf88e9c4a,Playing Instrument,train
0b2a883e-ac67-4a08-8835-cfd91bff9bc7,Carpentry,train
0b2e10d7-6d96-4a4d-a7f9-69656f3ac20b,Carpentry,test
0b38da1c-2b62-4c05-a68e-e8f2aafa47a8,Carpentry,train
0b4a2a2b-6342-4849-a348-205d12a9a1d1,Walking Outdoors,train
0b530687-26d8-4c9d-9771-c758ecd2ecbf,Walking Outdoors,train
0b5b452f-91c6-4aed-9921-525bb773ebbf,Walking Outdoors,train
0b6fc89d-bf4b-44f3-82e7-67ee02517459,Cooking,train
0b703793-134a-4889-bc40-c19328d8f7cd,Cooking,train
0b70ed1e-c914-4de0-b748-5c808b254152,Walking Outdoors,train
0b8a87ed-07f2-4434-adde-a1c88f4bb30f,Mechanical Repair,val
0b8bba27-40f4-4c13-8513-17666c1361d1,Mechanical Repair,val
0b90f635-f966-4b97-988d-6594183bc08d,Cooking,train
0b96bc71-1b9d-4915-9069-7ad5458f19cf,Mechanical Repair,train
0b9ee926-00f1-4b22-9e83-b664c5e465e4,Carpentry,train
0ba47c77-96fe-4930-b167-340e62ab851c,Cooking,train
0be30efe-9d71-4698-8304-f1d441aeea58,Mechanical Repair,multi
0be670d2-3216-4261-ab73-f9941b69e04c,Desk Work,train
0bec9048-9de2-49ed-a611-7220c3d67d02,Carpentry,train
0bf44b90-8f6f-4007-a0d2-8a471359c97d,Cooking,train
0bf9df38-4fa5-4651-9f3e-4803897786c2,Playing Instrument,train
0c0a685f-38d7-4dfe-9404-fe508894eb2d,Mechanical Repair,train
0c0ec306-2554-42fe-a744-cd1fec78f689,Cooking,train
0c163d16-8c47-4773-a25f-2ee57ce9ab87,Carpentry,train
0c169d77-43f8-402b-b86c-04c885c46294,Cooking,train
0c190d90-8230-42c8-b574-5ff9d513ecaf,Walking Outdoors,train
0c2a22d4-8f77-4558-b8f2-2efad1bda1f8,Desk Work,train
0c3db5fa-23e0-4311-ad4e-72a70ad29700,Mechanical Repair,val
0c3f8dc4-f899-4319-bc7c-beaa5ae10b50,Cooking,train
0c435c7a-50bb-4d11-9068-77159069468f,Carpentry,train
0c6ab491-c45e-4cbc-b6b2-a709cc856a9c,Carpentry,val
0c6c26f8-4519-452e-bfa8-7870cb4f253e,Carpentry,train
0c6f6fb9-8c02-43c7-8f00-81a62d8af543,Playing Instrument,train
0c892917-34b9-4344-a8cf-d04ff885dc86,Cleaning,train
0c8c2f4b-a006-47ca-8826-133af1dfb632,Cleaning,train
0c911b84-d8fc-405f-8b22-10d4b0ecc129,Mechanical Repair,train
0ca15932-2ede-4802-8f8d-68555c68c0b8,Carpentry,train
0ca23a40-6daf-4503-bfa2-f315a79b7317,Mechanical Repair,train
0cb2dd94-afb1-4e30-a62f-724f34d81777,Mechanical Repair,train
0cb7dac4-e4b3-4003-9b86-c54fb94774d0,Carpentry,train
0cb95a59-008a-4087-b8dc-2299ded5617d,Mechanical Repair,test
0ccf1798-6894-46b1-952b-f9ed3589300c,Carpentry,train
0cd16e31-6045-45ea-b0d7-105116f9e6d1,Mechanical Repair,train
0cd3698b-9f75-4a43-a8b3-a3bd25b9dc52,Carpentry,train
0ce2e11c-1094-4cad-84ba-db101b7d20f0,Cleaning,train
0cee9109-939a-4121-99a9-086f293305a8,Cooking,train
0cf6e8bd-48a6-4764-9367-c59603a00e4e,Cooking,train
0cf71e76-0ed9-4fb9-875f-be49528105b7,Cleaning,train
0cfd0805-4745-4e4f-9d3a-110db9656897,Cleaning,train
0d06eef8-db05-441e-b8bd-9087d4279ed5,Mechanical Repair,train
0d08f503-89df-4dd8-a238-4e1749d2fe22,Walking Outdoors,train
0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73,Cooking,train
0d2231f9-d67a-4df0-b36f-40cbf374ed03,Carpentry,val
0d23c547-019c-4079-9f3f-531598270143,Cooking,test
0d270946-95c5-4e71-ae49-b9e802548147,Cooking,val
0d271871-c8ba-4249-9434-d39ce0060e58,Playing Instrument,train
0d282d57-9dd9-481a-b1ec-682cc98139ee,Playing Instrument,train
0d32d3bd-bfc8-4631-9002-7ffd97e4d65f,Cooking,test
0d3641c6-68db-492c-967e-a396c9de59e6,Cooking,train
0d572bb4-543a-4fa2-afce-876f854a559a,Cooking,test
0d5f2917-e0bd-47cb-b887-1c14c69568f9,Mechanical Repair,train
0d654148-1ddd-47a6-8446-1c0af58fe918,Carpentry,train
0d807e15-cf55-4038-83c4-d064a9ec2b46,Cooking,test
0d825fa6-51fc-41d7-b179-db3b3a0b148f,Cleaning,train
0d8a3e5c-4263-4f80-b32d-39d4f33008ba,Mechanical Repair,multi
0d95205f-a5f2-40db-9e30-29c668fbd323,Walking Outdoors,train
0d9ae668-5e94-48b8-b5f0-77742ab9f2cf,Cleaning,test
0daaa66c-fb5f-4680-b84c-2f65f0f0bd9b,Mechanical Repair,train
0dade985-d0a8-438c-aaf2-ab8d92596f1e,Cleaning,train
0db480f6-57f4-4dec-a609-000abf1bf7de,Mechanical Repair,train
0dbabadf-c3d5-4e98-bb20-ce9d930c2474,Cleaning,train
0dbd615d-fde9-4936-a605-6f5659cd113e,Cleaning,val
0dbee239-3704-4759-b6c4-5ad4b5576cac,Cleaning,train
0dcf7a01-8bbc-484a-b093-ff6d7095cfd4,Mechanical Repair,train
0dd042a0-b5be-4057-b23e-13937480a759,Gardening,train
0ddb9f0e-5f3d-4fba-9367-ba0db225f449,Carpentry,train
0ddfd541-8b2a-45fe-b68e-bcea0d7d03b8,Fitness/Workout,multi
0de39e75-fb19-47d4-818d-fff874b05ab9,Cleaning,train
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,Gardening,train
0df89feb-74a6-48ca-9fe9-2c81fc1306e2,Fitness/Workout,train
0e0a1ed9-d7ca-4da0-9e65-b8096cba966e,Carpentry,val
0e148bec-676d-495a-ba66-a74dd3c28961,Carpentry,train
0e285926-42b9-4207-92ba-251c3b8988cd,Mechanical Repair,train
0e2896f8-a883-4de0-9a06-9d8245dc43be,Carpentry,test
0e2908f3-71fa-4da9-8075-f81728d680aa,Playing Instrument,train
0e2fb9cd-bb8b-4898-b606-4b5d0d93d6ab,Carpentry,train
0e3e5ad5-68d0-4d84-a24e-e90276bd9ad6,Carpentry,train
0e417ecf-8900-484b-bfb3-ccafef9a185b,Walking Outdoors,train
0e46fbae-ad10-4a8e-9f6e-1e79a63c0d06,Mechanical Repair,train
0e4b8100-6422-4d02-8a5b-1c5486c9af25,Mechanical Repair,train
0e529f0a-6432-4f2c-bbd1-e495c019f600,Cleaning,train
0e5bb822-cd6c-4737-834b-6136b927a877,Carpentry,train
0e61fde0-18ed-44df-8328-816a4756f77e,Mechanical Repair,train
0e6fb738-05fc-4dd5-9746-a8e10efe8c20,Cooking,multi
0e79c993-725b-4d4f-97db-21daaeeed133,Playing Instrument,train
0e7d1ba5-8fc5-43b6-beb0-be6dcc78dc37,Carpentry,train
0eb88d90-6da1-4957-bc4f-1ced804cd7ce,Cooking,test
0ebb682e-6aec-482c-bbb7-774ec5eca906,Cooking,train
0ebffd92-5fa8-4dd4-9349-b45b785d720e,Carpentry,train
0ecba8a8-b84b-4020-9487-600f67f4ef5f,Cleaning,train
0ed57e80-0e57-47d3-8942-54450722dc95,Cooking,train
0ed86ac8-75ac-48f4-985e-ac5b991d6b37,Cooking,val
0edeb792-9373-4ff0-b5c9-58b24b3c87e1,Playing Instrument,train
0ee48eaf-ebaf-40f3-b52a-f6c4f9543cb4,Walking Outdoors,train
0ee8d0ef-c5ba-42c5-9c40-8718faa081ec,Cooking,train
0f07958c-04e3-4be9-9118-f3313c4e183e,Cooking,train
0f1024e6-ff80-46e2-aea8-3878f11bc1d7,Mechanical Repair,train
0f1446cc-b006-46a7-9f47-66a51ac5ac5b,Carpentry,test
0f15eea3-442e-41d1-a6bf-f200c28d4eca,Gardening,train
0f308219-b1a0-45ec-a4af-91648121bcff,Playing Instrument,train
0f39b336-3e41-4305-9325-bb9cd74b8146,Cooking,train
0f4e630b-e834-4ff4-9418-ccfdbdc4ee37,Cleaning,train
0f574f9b-00bc-479d-894b-9e7c999fe13a,Walking Outdoors,train
0f5b2d21-5aaf-4073-a63f-2e56b651e132,Cooking,train
0f641cfe-e437-485e-a29f-a78af0a2cca9,Playing Instrument,train
0f74f1ba-7223-4990-8fb8-41df61742988,Cooking,test
0f757886-7893-4ea4-acf6-fe1ae120e323,Carpentry,train
0f809826-2ccb-4a75-abbd-81125f65994c,Cleaning,val
0f82d425-f8be-4e69-8c59-0a1a2e980b20,Walking Outdoors,train
0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Walking Outdoors,train
0fb8012d-430d-4b45-a8eb-5fd8cb43f5b0,Cooking,test
0fceaa33-ea95-4f9b-be64-bdc397063125,Cleaning,train
0fcf23a0-fc53-4378-9a99-18c4f109f659,Cooking,val
