video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round
0b703793-134a-4889-bc40-c19328d8f7cd,2177.7286686,#C C walks inside the garage.,Cooking,Locomotion,Body moving through space (walking).,silver,B01,r002
0b703793-134a-4889-bc40-c19328d8f7cd,2243.1321686,#C C walks inside a room.,Cooking,Locomotion,"Movement through space, high body acceleration.",silver,B01,r002
0b703793-134a-4889-bc40-c19328d8f7cd,2254.6374886,#C C flips pages.,Cooking,Search,Head and hand movements indicate a visual search or monitoring activity.,silver,B01,r002
0b703793-134a-4889-bc40-c19328d8f7cd,2273.7351886,#C C moves outside the room.,Cooking,Locomotion,"Body moving through space, likely involves walking or moving to a different location.",silver,B01,r002
0b703793-134a-4889-bc40-c19328d8f7cd,2584.4272319791667,#C C plays the keyboard with both hands. #unsure,Cooking,Essential Operation,Playing the keyboard involves high hand activity and repetitive motion.,silver,B01,r002
0b703793-134a-4889-bc40-c19328d8f7cd,4141.678390954664,#C C reads in the book,Cooking,Stationary,"Low body/hand motion, reading activity.",silver,B01,r002
0b703793-134a-4889-bc40-c19328d8f7cd,4438.867480954664,#C C walks on the pavements,Cooking,Locomotion,"Body moving through space (walking), high body acceleration.",silver,B01,r002
0b703793-134a-4889-bc40-c19328d8f7cd,4487.032870954664,#C C sways a hand,Cooking,Stationary,"Low body/hand motion, likely a gesture or idle movement.",silver,B01,r002
0b703793-134a-4889-bc40-c19328d8f7cd,4604.450440954664,#O person X walks in a room,Cooking,Locomotion,Body moving through space (walking).,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,37.3498286,#C C touches the plant with the left hand,Gardening,Stationary,"Low body/hand motion, likely involves gentle touch with one hand.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,72.9970286,#C C picks another potted plant,Gardening,Object Transfer,Logistics step of picking up an object.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,73.8150286,#C C holds the potted plant with the left hand,Gardening,Stationary,"Low body/hand motion, holding a position.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,78.84202859999999,#C C rubs fingers together,Gardening,Stationary,"Low body/hand motion, likely a momentary action during a stationary position.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,80.6790286,#C C rubs finger together,Gardening,Stationary,"Low body/hand motion, likely inspecting something on finger.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,88.1330286,#C C puts middle finger in the soil,Gardening,Object Transfer,"The action involves transferring the finger into the soil, a logistics step.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,91.4500286,#C C holds the potted plant with right hand,Gardening,Stationary,"Low body/hand motion, holding a position.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,101.6206786,#C C picks the potted plant,Gardening,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,106.8540286,#C C touches another potted plant,Gardening,Search,This action likely involves a visual or tactile search to inspect or feel the plant.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,111.7050286,#C C waters the potted plant,Gardening,Essential Operation,Core task involving high hand activity (watering).,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,115.8800286,#C C waters another potted plant,Gardening,Essential Operation,Core task involving hand activity with the watering tool.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,165.46009859999998,#C C puts fingers in the soil,Gardening,Essential Operation,Core task involving manual labor with the hands.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,191.3710286,#C C puts a finger in the soil,Gardening,Essential Operation,Core task involving fine manual activity.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,205.7232086,#C C holds kettle with the left hand,Gardening,Stationary,Holding an object with minimal movement.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,206.9980286,#C C holds kettle with the right hand,Gardening,Stationary,The action describes a static position with low body and hand motion.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,225.6237686,#C C moves the potted plant,Gardening,Locomotion,"Body moving through space to relocate the potted plant, high body acceleration expected.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,280.7820286,#C C puts the potted plant on the table,Gardening,Object Transfer,Logistics step of moving the potted plant to the table.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,394.5610394185429,#C C puts hands on the laps,Gardening,Stationary,"Low body/hand motion, indicating a pause or rest.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,418.4318294185429,#C C puts right hand on the laps,Gardening,Stationary,"Low body/hand motion, indicating a pause or idle state.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,502.3550394185429,#C C wipes hands with a cloth,Gardening,Essential Operation,Core task involving high hand activity.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,599.6913582712241,#C C sprays the potted plant,Gardening,Stationary,"Low body/hand motion, likely holding the spray bottle in place.",silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,616.0563582712241,#C C picks the spraying bottle,Gardening,Object Transfer,Logistics step of picking up an object.,silver,B01,r002
0dedbbb0-d1a4-4231-a980-2b43acc08cb2,640.664358271224,#C C holds the paper towel with the left hand,Gardening,Stationary,"Low body/hand motion, holding an object does not involve significant movement.",silver,B01,r002
111ee12a-6af2-4bfc-8586-e706568fd078,0.4790005999999998,#C C picks a cotton wool from the table with his left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
111ee12a-6af2-4bfc-8586-e706568fd078,7.988020600000001,#C C lifts the camera from the table.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
111ee12a-6af2-4bfc-8586-e706568fd078,52.0815406,#C C picks the cotton wool on the table with his right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
111ee12a-6af2-4bfc-8586-e706568fd078,76.5656506,#C C holds the camera with his hands.,Cleaning,Stationary,"Low body/hand motion, holding an object without movement.",silver,B01,r002
111ee12a-6af2-4bfc-8586-e706568fd078,128.58761059999998,#C C picks up a brush with his left hand.,Cleaning,Object Transfer,"Logistics step, picking up an object.",silver,B01,r002
111ee12a-6af2-4bfc-8586-e706568fd078,620.891731432255,#C C holds a camera with his left hand,Cleaning,Stationary,"Low body/hand motion, holding an object without moving.",silver,B01,r002
111ee12a-6af2-4bfc-8586-e706568fd078,680.0461514322551,#C C holds the camera with with both hands,Cleaning,Stationary,"Low body/hand motion, holding an object without movement.",silver,B01,r002
111ee12a-6af2-4bfc-8586-e706568fd078,681.1051414322551,#C C holds the camera with his left hands.,Cleaning,Stationary,Holding an object with minimal movement.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,4.96024,#C C walks over a workbench.,Mechanical Repair,Locomotion,Body moving through space.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,11.10036,#C C picks a hammer with his gloved right hand.,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,38.71036,#C C passes the washer from his gloved right hand to his gloved left hand.,Mechanical Repair,Object Transfer,"Passing an object from one hand to the other, involves logistics.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,39.18475,#C C passes the hammer from his gloved left hand to his gloved right hand,Mechanical Repair,Object Transfer,Transfer of an object from one hand to another.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,40.29828,#C C puts his gloved left hand inside the bike,Mechanical Repair,Object Transfer,"Logistics step, putting hand inside the bike.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,42.00411,#C C holds the washer with gloved hands,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,44.44444,#C C picks an hammer on the workbench with his gloved right hand.,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,81.22012,#C C picks a screwdriver with his gloved left hand. #Unsure,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,82.45204,#C C puts his left gloved hand inside the bike,Mechanical Repair,Object Transfer,Logistics step of placing hand inside the bike.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,83.63192,#C C holds the screwdriver with gloved hands. #Unsure,Mechanical Repair,Essential Operation,"Core manual task, high hand activity.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,114.51406,#C C puts his right gloved hand inside the bike,Mechanical Repair,Object Transfer,"The action involves placing a hand into a specific location, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,126.31481,#C C picks the washer from the workbench with his gloved right hand,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,132.15558,#C C holds the washer with his gloved left hand. #Unsure,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,134.069,#C C picks the washer on the workbench with his left gloved hand.,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,171.03718,#C C drops the screwdriver on the workbench with his gloved left hand.,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping the screwdriver onto the workbench appears to be a deliberate placement, which fits the definition of 'Object Transfer'.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,182.44691,#C C puts his gloved right hand inside the bike.,Mechanical Repair,Object Transfer,"Logistics step, putting hand inside the bike.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,191.53316,#C C holds a tissue paper with his gloved left hand.,Mechanical Repair,Stationary,Holding a tissue paper with one hand indicates low body/hand motion.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,192.005,#C C holds the tissue paper with gloved hands.,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,195.32333,#C C places his gloved right hand on the side of the bike,Mechanical Repair,Stationary,"Placing a hand on an object indicates a pause or inspection, low motion.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,197.39033,#C C places his gloved left hand on the side of the bike.,Mechanical Repair,Stationary,"The action involves a static interaction with an object, indicating low energy and minimal movement.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,213.11371,#C C picks the tissue paper with his gloved right hand.,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,213.61989,#C C passes the tissue paper from his gloved right hand to his gloved left hand.,Mechanical Repair,Object Transfer,Transfer of an object (tissue paper) from one hand to another.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,222.14345,#C C passes the tissue paper from his gloved left hand to his gloved right hand.,Mechanical Repair,Object Transfer,Logistics step involving the transfer of an object between hands.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,222.60734,#C C drops the tissue paper on the table with his gloved right hand.,Mechanical Repair,Object Transfer,Refined via regex fallback,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,325.02767,#C C adjusts the gloves on his right hand with his gloved left hand.,Mechanical Repair,Stationary,Adjusting gloves is a fine motor task with minimal body movement.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,325.85676,#C C grabs a cable in the bike with his gloved left hand.,Mechanical Repair,Object Transfer,"Action involves picking up an object, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,377.7921,#C C picks the washer on the workbench with his gloved left hand.,Mechanical Repair,Object Transfer,"Logistics step, picking up an object.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,419.75889,#C C cleans his gloved hands with the tissue paper.,Mechanical Repair,Stationary,"Low body/hand motion, cleaning hands is a relatively stationary task.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,422.75584,#C C picks the washer on the workbench with his gloved right hand,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,528.87765,#C C grabs the cable in the bike with his gloved right hand.,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,552.3977546666666,#C C holds a washer in gloved hands,Mechanical Repair,Stationary,Holding an object in place with minimal movement.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,563.7576246666666,#C C passes the washer from his gloved left hand to his gloved right hand,Mechanical Repair,Object Transfer,"Passing an object between hands, logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,565.4253946666666,#C C holds the front fender with his gloved left hand.,Mechanical Repair,Stationary,Holding an object with one hand implies minimal movement.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,585.0262766666667,#C C holds the tissue paper in his gloved right hand.,Mechanical Repair,Stationary,"The action describes holding an object, which implies low body and hand motion.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,624.7244866666666,#C C picks a screwdriver with his gloved right hand,Mechanical Repair,Object Transfer,"Logistics step, picking up the screwdriver.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,633.1324466666666,#C C holds the front fender with his gloved right hand.,Mechanical Repair,Stationary,Holding an object with minimal movement.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,643.8828166666667,#C C passes the tissue paper in his gloved left hand to his gloved right hand.,Mechanical Repair,Object Transfer,"The action involves passing an object between hands, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,648.7111266666667,#C C holds the fender with his gloved right hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without moving.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,650.2588566666667,#C C passes the tissue paper in his gloved right hand to his gloved left hand.,Mechanical Repair,Object Transfer,"The action involves passing an object between hands, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,677.2144466666666,#C C adjusts the front fender with his gloved right hand,Mechanical Repair,Essential Operation,Core task involving precise manual adjustment.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,679.7019066666667,#C C holds the caliper with gloved hands,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,698.9406666666666,#C C passes the caliper in his gloved left hand to his gloved right hand.,Mechanical Repair,Object Transfer,"The action involves passing an object, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,702.5756766666667,#C C passes the caliper in his gloved right hand to his gloved left hand.,Mechanical Repair,Object Transfer,"The action involves passing an object between hands, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,705.5693966666666,#C C adjust the caliper with gloved hands,Mechanical Repair,Essential Operation,Core manual task involving precise hand movements.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,734.7072066666667,#C C adjusts the front fender with his left gloved hand,Mechanical Repair,Essential Operation,Core manual task involving fine motor skills and high hand activity.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,778.4728266666666,#C C holds the pack with gloved hands,Mechanical Repair,Stationary,Holding an object with minimal movement.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,782.3766466666666,#C C opens the pack with his left gloved hand,Mechanical Repair,Object Transfer,"Opening an object, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,784.9158266666667,#C C holds the pack with his gloved right hand,Mechanical Repair,Stationary,Holding an object with minimal movement.,silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,807.0962466666667,#C C places his right gloved hand on the side of the bike.,Mechanical Repair,Stationary,"The action describes a static interaction with an object, indicating low energy and motion.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,848.0945766666666,#C C grabs some cables in the bike with his gloved right hand,Mechanical Repair,Object Transfer,"Action involves picking up items, which is a logistics step.",silver,B01,r002
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,897.4844466666666,#C C opens a container with his gloved right hand,Mechanical Repair,Object Transfer,Logistics step involving opening a container.,silver,B01,r002
12d9adba-9c43-4445-8d52-9f7c8c169255,630.5047785055991,#C C walks past the white car.,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,B01,r002
12d9adba-9c43-4445-8d52-9f7c8c169255,635.0619885055991,#C C walks past the white van.,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,B01,r002
12d9adba-9c43-4445-8d52-9f7c8c169255,686.554488505599,#C C walks past the yellow car.,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,B01,r002
12d9adba-9c43-4445-8d52-9f7c8c169255,730.714428505599,#C C walks past the black van.,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,312.7068009546634,#C C moves the cloth on the bed with his right hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,315.3923509546634,#C C drops a cloth in left hand on the bed.,Cleaning,Object Transfer,"[CtxFixed] The action involves deliberately placing the cloth on the bed, which fits the definition of 'Object Transfer'.",silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,374.0889709546634,#C C passes the napkins in his left hand to his right hand.,Cleaning,Object Transfer,Movement of an object from one hand to another.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,412.8157209546634,#C C holds the napkin with both hands.,Cleaning,Stationary,"Low body/hand motion, holding an object without movement.",silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,519.3420109546634,#C C passes the cloth in his left hand to his left hand.,Cleaning,Object Transfer,Movement involved in transferring the cloth from one hand to the other.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1069.2952052666667,#C C raises right hand towards the face,Cleaning,Stationary,"Low body/hand motion, likely for wiping face or similar non-movement action.",silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1071.395985266667,#C C holds the drawer with both hands,Cleaning,Stationary,"Low body/hand motion, holding position.",silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1233.4579209546632,#C C moves wires with his left hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1330.4379209546632,#C C passes the napkin in his right hand to his left hand.,Cleaning,Object Transfer,Logistics step involving passing an object between hands.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1366.0735209546633,#C C moves wires with his right hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1524.2655009546634,#C C picks the napkin on the cabinet with his right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1525.0477909546637,#C C cleans the game console with the napkin on his right hand.,Cleaning,Essential Operation,"Core manual task involving cleaning, high hand activity.",silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1580.211750954663,#C C picks the napkin on the cabinet with his left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1591.4242709546634,#C C cleans the game console with the napkin in his left hand.,Cleaning,Essential Operation,Core task involving manual cleaning activity with high hand acceleration.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1606.587740954663,#C C cleans the game console with the napkin in his right hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1667.2620509546632,#C C picks a wire from the table with his right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1669.4731709546631,#C C picks a wire with his right hand.,Cleaning,Object Transfer,Logistics step involving picking an object.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1674.6983209546631,#C C moves the wire with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1715.2344109546632,#C C adjusts a laptop on the table with his hands. #Unsure,Cleaning,Object Transfer,Moving and positioning an object (laptop) on a surface.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,1981.7621409546632,#C C picks tissue from the floor with his left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,2284.9062109546635,#C C moves a wire with his right hand.,Cleaning,Essential Operation,Core task involving manipulation with high hand activity.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,2350.717530954664,#C C pulls a wire with his hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,2458.541450954664,#C C drops the bag onto the floor,Cleaning,Object Transfer,Refined via regex fallback,silver,B01,r002
162c1bc4-89df-4475-a549-3faa7ef27c1e,2513.8332009546634,#C C opens another drawer with his left hand,Cleaning,Object Transfer,Logistics step involving opening a drawer.,silver,B01,r002
