action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Task Operation,10,,5,4539,,no,0,0.0,0,#C C drives in the screw with the screw gun,drives in screw with screw gun,Core manual task involving high hand activity.,r002,Carpentry,,563.7656676213301,Gold,01d793c6-e235-4af1-8a1d-c70dcf0c8654,no
Object Transfer,10,,3,11790,,no,0,0.0,0,#C C places the screw gun with the screw on the plastic conduit on the wall,places screw gun with screw on plastic conduit on wall,Logistics step involving placing objects.,r002,Carpentry,,575.4954076213301,Gold,01d793c6-e235-4af1-8a1d-c70dcf0c8654,no
Object Transfer,10,,4,7955,,no,0,0.0,0,#C C removes the screw gun from the plastic conduit,removes screw gun from plastic conduit,"Logistics step, picking up the tool from its storage location.",r002,Carpentry,,580.92489762133,Gold,01d793c6-e235-4af1-8a1d-c70dcf0c8654,no
Stationary,10,,5,4360,watchlist_verb,yes,0,0.0,0,#C C touches a card on the table with her right hand.,touches card on table with her right hand,The action involves a minor touch and does not involve significant body or hand motion.,r002,Playing Instrument,,15.7537796,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Task Operation,10,Stationary,5,4170,watchlist_verb,yes,0,0.0,0,#O The boy M touches another card with his right hand.,boy m touches another card with his right hand,Core task involving high hand activity.,r002,Playing Instrument,,49.944829600000006,Bad,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Object Transfer,10,,7,2626,,no,0,0.0,0,#C C drops cards on the table with his right hand,drops cards on table with his right hand,Refined via regex fallback,r002,Playing Instrument,,282.6261496,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,7,2566,,no,0,0.0,0,#O A boy E gathers the cards on the table with both hands.,boy e gathers cards on table with both hands,Logistics step involving picking up and gathering objects.,r002,Playing Instrument,Task Operation,289.2684409546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Stationary,10,,4,6675,,no,0,0.0,0,#C C interacts with the group of people.,interacts with group of people,Interacting with people typically involves low body and hand motion.,r002,Playing Instrument,Task Operation,295.5470709546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,4,6787,,no,0,0.0,0,#O The man B picks another sticker from the table with his right hand.,man b picks another sticker from table with his right hand,"The action involves picking up an object (sticker), which is a logistics step.",r002,Playing Instrument,,320.4969709546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,10610,,no,0,0.0,0,#O The man F picks another sticker from the table with his right hand.,man f picks another sticker from table with his right hand,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,321.6141909546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4769,,no,0,0.0,0,#O The man F picks another card from the table with his right hand.,man f picks another card from table with his right hand,"The action involves picking up an object (card), which is a logistics step.",r002,Playing Instrument,,357.0045309546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,10331,,no,0,0.0,0,#O The lady G picks another card from the table with her right hand.,lady g picks another card from table with her right hand,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,358.4772509546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,10223,,no,0,0.0,0,#O The girl D picks another card from the table with her right hand.,girl d picks another card from table with her right hand,"The action involves picking up an object (card) with the hand, which is a logistics step.",r002,Playing Instrument,,362.0357609546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Stationary,10,Object Transfer,3,10614,,no,0,0.0,0,#O The man F plays another card on the table with his right hand.,man f plays another card on table with his right hand,The action involves a single hand movement and is likely performed while sitting or standing still.,r002,Playing Instrument,,377.9106809546634,Bad,045451d6-2916-4c07-8e47-7cfdaa579086,no
Stationary,10,,26,232,,no,0,0.0,0,#C C interacts with the group. #Unsure,interacts with group,"Interacting with the group likely involves speaking or gesturing minimally, with little to no significant body or hand motion.",r002,Playing Instrument,Task Operation,443.6399009546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4774,,no,0,0.0,0,#O The man H picks another card from the table with his right hand.,man h picks another card from table with his right hand,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,503.6839809546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Task Operation,10,Stationary,3,8678,watchlist_verb,yes,0,0.0,0,#O The boy A touches pebbles on a card with his right finger.,boy touches pebbles on card with his right finger,Core manual task involving fine motor skills and direct interaction with the pebbles.,r002,Playing Instrument,,607.4602009546634,Bad,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Object Transfer,10,,4,7241,,no,0,0.0,0,#C C picks up cards from the table with her right hand.,picks up cards from table with her right hand,"The action involves picking up objects (cards), which is a logistics step.",r002,Playing Instrument,,636.7394909546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,8673,watchlist_verb,yes,0,0.0,0,#O The boy E moves a pebble around the table with his right hand.,boy e moves pebble around table with his right hand,"The action involves moving an object (pebble), which is a logistics step.",r002,Playing Instrument,,644.6523309546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Object Transfer,10,,3,11636,,no,0,0.0,0,#C C places cards in her left hand on the table.,places cards in her left hand on table,Logistics step involving picking up and putting down cards.,r002,Playing Instrument,,657.7085709546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,6,3317,,no,0,0.0,0,#O The boy A places a card in his right hand on the table.,boy places card in his right hand on table,"The action involves placing an object, which is a logistics step.",r002,Playing Instrument,,683.2959009546634,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,10221,,no,0,0.0,0,#O The girl B places cards in her left hand on the table.,girl b places cards in her left hand on table,"The action involves picking up and placing objects, which corresponds to logistics and setup steps.",r002,Playing Instrument,,687.1430309546635,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4653,,no,0,0.0,0,#O The girl B places the card in her left hand on the table.,girl b places card in her left hand on table,"Logistics step, placing the card on the table.",r002,Playing Instrument,,726.2137856213301,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4655,,no,0,0.0,0,#O The girl G picks up a card from the table with her right hand.,girl g picks up card from table with her right hand,Logistics step involving picking up an object.,r002,Playing Instrument,,732.5629056213301,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,4,6275,,no,0,0.0,0,#O The boy A picks up cards from the table with his left hand.,boy picks up cards from table with his left hand,"The action involves picking up objects, which is a logistics step.",r002,Playing Instrument,,737.7733156213301,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,12,944,,no,0,0.0,0,#O The boy A places a pebble in his right hand on a card.,boy places pebble in his right hand on card,"The action involves picking up and placing an object, which is a logistical step.",r002,Playing Instrument,,741.8745956213301,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4423,,no,0,0.0,0,#O The boy E places a pebble in his right hand on the card.,boy e places pebble in his right hand on card,"The action involves picking up and placing a pebble, which is a logistics step.",r002,Playing Instrument,,742.82304562133,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,8677,watchlist_verb,yes,0,0.0,0,#O The boy C moves a pebble around the table with his right hand.,boy moves pebble around table with his right hand,"The action involves moving an object (pebble) around, which corresponds to logistics or setup.",r002,Playing Instrument,,775.17917562133,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Object Transfer,10,,9,1638,,no,0,0.0,0,#O The boy A picks up a card from the deck of cards on the table with his right hand.,boy picks up card from deck of cards on table with his right hand,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,785.69038562133,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4422,,no,0,0.0,0,#O The boy E picks up a card from the deck of cards on the table with his right hand.,boy e picks up card from deck of cards on table with his right hand,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,786.7975456213301,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Task Operation,10,,4,6270,,no,0,0.0,0,#O The boy E flips through cards in his left hand with his right hand.,boy e flips through cards in his left hand with his right hand,Core manual task involving high hand activity.,r002,Playing Instrument,,823.3501456213301,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Task Operation,10,Object Transfer,4,6271,,no,0,0.0,0,#O A boy E plays another card on the table with his right hand.,boy e plays another card on table with his right hand,Core manual task involving hand activity.,r002,Playing Instrument,,826.9979576213301,Bad,045451d6-2916-4c07-8e47-7cfdaa579086,no
Task Operation,10,,3,10693,,no,0,0.0,0,#O The man A shuffles the cards in his left hand with his right hand.,man shuffles cards in his left hand with his right hand,Core manual task involving high hand activity.,r002,Playing Instrument,,943.03357762133,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,10,1418,,no,0,0.0,0,#O The man H plays another card on the table with his right hand.,man h plays another card on table with his right hand,"The action involves placing an object (card) on the table, which is a logistics step.",r002,Playing Instrument,,958.50166762133,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Task Operation,10,,3,10615,,no,0,0.0,0,#O The man F plays another card on the table with his right hand.,man f plays another card on table with his right hand,"The action involves a specific manual task (playing a card), which is a core operation with high hand activity.",r002,Playing Instrument,,971.44616762133,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,10634,,no,0,0.0,0,#O The man A gathers the cards on the table with both hands.,man gathers cards on table with both hands,Logistics step involving picking up and organizing objects.,r002,Playing Instrument,,1035.51700762133,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,10663,,no,0,0.0,0,#O The man A picks some cards from the table with his right hand.,man picks cards from table with his right hand,Logistics step involving picking up objects.,r002,Playing Instrument,,1119.06850762133,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,Stationary,5,4544,,no,0,0.0,0,#C C drops both hands.,drops both hands,"[CtxFixed] The action of dropping both hands can be interpreted as a deliberate placement of the hands onto a surface, which fits the criteria for 'Object Transfer'.",r002,Playing Instrument,,1182.9578976213302,Bad,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4421,,no,0,0.0,0,#O The boy D places a pebble in his right hand on the card.,boy d places pebble in his right hand on card,"The action involves picking up and placing an object, which is a logistics step.",r002,Playing Instrument,,1377.887290954663,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,4,7371,,no,0,0.0,0,#C C places a pebble in her right hand on the card.,places pebble in her right hand on card,"The action involves placing an object, which is a logistics step.",r002,Playing Instrument,,1377.9375909546632,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4420,,no,0,0.0,0,#O The boy D drops card in his right hand on the table.,boy d drops card in his right hand on table,Refined via regex fallback,r002,Playing Instrument,,1402.527710954663,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Stationary,10,,3,8680,watchlist_verb,yes,0,0.0,0,#O The boy A touches pebbles with his hands.,boy touches pebbles with his hands,The action describes a gentle touch without significant movement.,r002,Playing Instrument,,1423.4121109546631,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Object Transfer,10,,5,4652,,no,0,0.0,0,#O The girl B picks up a card from the deck of cards on the table with her right hand.,girl b picks up card from deck of cards on table with her right hand,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,1485.1656909546632,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,10231,,no,0,0.0,0,#O The girl G picks up a card from the deck of cards on the table with her right hand.,girl g picks up card from deck of cards on table with her right hand,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,1488.633460954663,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Task Operation,10,,4,6273,,no,0,0.0,0,#O The boy A flips through cards in his left hand with his right hand.,boy flips through cards in his left hand with his right hand,Core manual task involving high hand activity.,r002,Playing Instrument,,1491.9649409546632,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Task Operation,10,,3,10220,,no,0,0.0,0,#O The girl B flips through cards in her left hand with her right hand.,girl b flips through cards in her left hand with her right hand,Core manual task involving high hand activity.,r002,Playing Instrument,,1492.6757009546632,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,3,10218,,no,0,0.0,0,#O The girl B drops a card in her right hand on the table.,girl b drops card in her right hand on table,"The action involves moving an object (dropping a card), which corresponds to logistics or setup steps.",r002,Playing Instrument,,1500.1637109546632,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,5,4654,,no,0,0.0,0,#O The girl G drops a card in her right hand on the table.,girl g drops card in her right hand on table,Refined via regex fallback,r002,Playing Instrument,,1511.351620954663,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Task Operation,10,Stationary,3,8679,watchlist_verb,yes,0,0.0,0,#O The boy A touches pebbles on the table with his right hand.,boy touches pebbles on table with his right hand,"The action involves a core manual task, likely related to playing an instrument or performing a specific action with pebbles.",r002,Playing Instrument,,1570.4203909546632,Bad,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Object Transfer,10,,3,8676,watchlist_verb,yes,0,0.0,0,#O The boy A moves cards on the table with his right hand.,boy moves cards on table with his right hand,"Logistics of moving cards, short bursts of hand acceleration.",r002,Playing Instrument,,1690.470680954663,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Object Transfer,10,,4,6272,,no,0,0.0,0,#O The boy F places a pebble in his right hand on a card.,boy f places pebble in his right hand on card,"The action involves picking up and placing a pebble, which is a logistics step.",r002,Playing Instrument,,1703.099830954663,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Object Transfer,10,,4,6620,,no,0,0.0,0,#O The girl B places a pebble in her right hand on a card.,girl b places pebble in her right hand on card,"Placing an object on a card, a logistics step.",r002,Playing Instrument,,1703.3344809546631,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Stationary,10,,5,4263,watchlist_verb,yes,0,0.0,0,#O the man C touches a card on the table with his right hand,man touches card on table with his right hand,"The action described involves a static interaction with an object, suggesting low body and hand motion.",r002,Playing Instrument,,2255.172030954664,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Object Transfer,10,,3,10581,,no,0,0.0,0,#O the man C drops a letter tile on the table with his right hand,man drops letter tile on table with his right hand,Refined via regex fallback,r002,Playing Instrument,,2309.816580954664,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,no
Stationary,10,,3,8729,watchlist_verb,yes,0,0.0,0,#O the girl E touches the card on the table with her right hand,girl e touches card on table with her right hand,"The action described involves a gentle touch with the hand, which is likely to have minimal movement and low energy expenditure.",r002,Playing Instrument,,2431.079320954663,Gold,045451d6-2916-4c07-8e47-7cfdaa579086,yes
Search,10,,6,3519,,no,0,0.0,0,#C C looks at the traffic sign,looks at traffic sign,"Head movement (visual search), hands mostly still.",r002,Walking Outdoors,,901.0182433333332,Gold,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,no
Locomotion,10,,4,7001,,no,0,0.0,0,#O Person A walks on the walkway,person walks on walkway,"Body moving through space, high body acceleration.",r002,Walking Outdoors,,989.5766733333334,Gold,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,no
Stationary,10,,3,10492,,no,0,0.0,0,#C C looks on the compound,looks on compound,The action indicates a state of observation with minimal body movement.,r002,Walking Outdoors,,1251.6423066666666,Gold,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,no
Stationary,10,Search,3,10494,,no,0,0.0,0,#C C looks on the grass,looks on grass,"Low body/hand motion, visual inspection.",r002,Walking Outdoors,,1332.1295566666668,Bad,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,no
Stationary,10,Search,3,10500,,no,0,0.0,0,#C C looks on the walkway,looks on walkway,"Low body/hand motion, focus on observation.",r002,Walking Outdoors,,1697.39352,Bad,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,no
Stationary,10,,4,5978,watchlist_verb,yes,0,0.0,0,#C C holds a phone with his hands. #unsure,holds phone with his hands,"Low body/hand motion, holding an object.",r002,Walking Outdoors,,-0.0123047333333333,Gold,10167fcf-348b-4697-8506-d2411af13df4,yes
Stationary,10,Task Operation,4,6652,,no,0,0.0,0,#C C highlights words with a mouse,highlights words with mouse,"Low body/hand motion, mostly hand activity.",r002,Desk Work,,200.7073286,Bad,124d8745-52d7-464c-bb46-65b96bbdcffa,no
Object Transfer,10,,6,3808,,no,0,0.0,0,#C C puts a charger on the table,puts charger on table,Logistics action involving picking up and placing an object.,r002,Desk Work,,521.3336786,Gold,124d8745-52d7-464c-bb46-65b96bbdcffa,no
Stationary,10,Task Operation,5,5822,,no,0,0.0,0,#O A woman Y uses a phone,woman y uses phone,"Low body/hand motion, likely involves fine motor skills with minimal movement.",r002,Desk Work,,1474.9308186,Bad,124d8745-52d7-464c-bb46-65b96bbdcffa,no
Task Operation,10,,11,1166,,no,0,0.0,0,#C C operates on the keyboard,operates on keyboard,Core manual task involving high hand activity.,r002,Desk Work,,1750.2916386000002,Gold,124d8745-52d7-464c-bb46-65b96bbdcffa,no
Stationary,10,Task Operation,5,5769,,no,0,0.0,0,#C C waters the plants near the perimeter wall,waters plants near perimeter wall,"The action involves holding a watering can or hose in place, which indicates low body and hand motion.",r002,Gardening,,22.67718,Bad,141ce529-f793-48be-acde-24747af68b07,no
Task Operation,10,,4,8474,,no,0,0.0,0,#C C waters the plants near the perimeter wall,waters plants near perimeter wall,Core task involving active use of hands for watering.,r002,Gardening,,277.50279,Gold,141ce529-f793-48be-acde-24747af68b07,no
Search,10,,7,2700,,no,0,0.0,0,#C C looks behind,looks behind,"Head movement (visual search), hands mostly still.",r002,Gardening,,402.98745,Gold,141ce529-f793-48be-acde-24747af68b07,no
Stationary,10,Task Operation,18,472,,no,1,1.0,1,#C C waters the plants,waters plants,"Watering typically involves holding the watering can or hose in place, with minimal body movement.",r002,Gardening,,685.30186,Bad,141ce529-f793-48be-acde-24747af68b07,no
Object Transfer,10,,4,6171,watchlist_verb,yes,0,0.0,0,#C C opens a wooden gate,opens wooden gate,Logistics step involving the manipulation of an object (opening a gate).,r002,Gardening,,974.99129,Gold,141ce529-f793-48be-acde-24747af68b07,yes
Locomotion,10,,4,8412,,no,0,0.0,0,#C C walks into the garage,walks into garage,"Body moving through space, indicative of walking.",r002,Gardening,,1018.43819,Gold,141ce529-f793-48be-acde-24747af68b07,no
Locomotion,10,,4,8395,,no,0,0.0,0,#C C walks around the yard,walks around yard,"Body moving through space, indicative of walking.",r002,Gardening,,1112.4495,Gold,141ce529-f793-48be-acde-24747af68b07,no
Task Operation,10,,4,7486,,no,0,0.0,0,#C C pours water on the wall,pours water on wall,Core task involving high hand activity for pouring.,r002,Gardening,,1237.86005,Gold,141ce529-f793-48be-acde-24747af68b07,no
Locomotion,10,Object Transfer,3,11989,,no,0,0.0,0,#C C pulls a bicycle,pulls bicycle,"Movement of the body through space, likely involves pulling a bicycle which indicates locomotion.",r002,Gardening,,1325.12738,Bad,141ce529-f793-48be-acde-24747af68b07,no
Object Transfer,10,,10,1323,watchlist_verb,yes,0,0.0,0,#C C adjusts the hose with both hands,adjusts hose with both hands,Logistics action involving movement of the hose.,r002,Gardening,Task Operation,5.61998,Gold,1680e3e9-d3fc-4903-94d8-aa8e74016d74,yes
Task Operation,10,,4,8476,,no,0,0.0,0,#C C waters the yard with hose in his hands,waters yard with hose in his hands,Core manual task involving high hand activity.,r002,Gardening,,17.28553,Gold,1680e3e9-d3fc-4903-94d8-aa8e74016d74,no
Stationary,10,,4,6284,,no,0,0.0,0,#C C changes the position of his left hand on the hose,changes position of his left hand on hose,"Low body/hand motion, likely adjusting grip without significant movement.",r002,Gardening,,52.71856,Gold,1680e3e9-d3fc-4903-94d8-aa8e74016d74,no
Task Operation,10,,4,8475,,no,0,0.0,0,#C C waters the yard with the hose in both hands,waters yard with hose in both hands,Core task involving high hand activity.,r002,Gardening,,211.04487,Gold,1680e3e9-d3fc-4903-94d8-aa8e74016d74,no
Object Transfer,10,,5,4153,watchlist_verb,yes,0,0.0,0,#C C adjusts the mouth of the hose with his right hand,adjusts mouth of hose with his right hand,"Logistics/Adjusting the hose, short bursts of hand activity.",r002,Gardening,,265.70472,Gold,1680e3e9-d3fc-4903-94d8-aa8e74016d74,yes
Object Transfer,10,,17,482,watchlist_verb;historical_bad,yes,2,1.0,2,#C C moves the siever.,moves siever,Logistics step involving moving an object.,r002,Cooking,,372.5894209546634,Gold,1def75d5-bd39-4638-8b3d-a4e1c2ceefeb,yes
Object Transfer,10,,14,720,,no,0,0.0,0,#C C lifts the siever.,lifts siever,"The action involves picking up an object, which is a logistics step.",r002,Cooking,,553.1460342879967,Gold,1def75d5-bd39-4638-8b3d-a4e1c2ceefeb,no
Search,10,,4,6757,,no,0,0.0,0,#C C looks at the siever.,looks at siever,"Head movement (visual inspection), passive hands.",r002,Cooking,,556.0985142879967,Gold,1def75d5-bd39-4638-8b3d-a4e1c2ceefeb,no
Object Transfer,10,,33,148,,no,0,0.0,0,#C C scoops water with the spoon.,scoops water with spoon,Logistics step involving picking up and transferring water.,r002,Cooking,Task Operation,643.1756942879967,Gold,1def75d5-bd39-4638-8b3d-a4e1c2ceefeb,no
Object Transfer,10,,14,742,,no,0,0.0,0,#C C pours the soup into the bowl,pours soup into bowl,"Logistics step involving pouring, which is a short burst of hand activity.",r002,Cooking,,862.1145453125,Gold,1def75d5-bd39-4638-8b3d-a4e1c2ceefeb,no
Stationary,10,,5,4237,watchlist_verb,yes,0,0.0,0,#C C holds the strainer with both hands,holds strainer with both hands,"Low body/hand motion, holding an object.",r002,Cooking,,927.9889453125,Gold,1def75d5-bd39-4638-8b3d-a4e1c2ceefeb,yes
Task Operation,10,,4,7491,,no,0,0.0,0,#C C presses the food down,presses food down,"Core task involving pressing food, high hand activity.",r002,Cooking,,1110.5136053125,Gold,1def75d5-bd39-4638-8b3d-a4e1c2ceefeb,no
Object Transfer,10,,4,7007,,no,0,0.0,0,#O a person X picks up a drink,person x picks up drink,Logistics/Setup step (picking up an object).,r002,Playing Instrument,,314.81869860000006,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,11,1178,,no,0,0.0,0,#O a person X picks up cards,person x picks up cards,"The action involves picking up objects (cards), which is a logistics step.",r002,Playing Instrument,,322.71110860000005,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,6,3593,,no,0,0.0,0,#O a person Y picks up a drink,person y picks up drink,Logistics action of picking up an object.,r002,Playing Instrument,,380.6491886,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,4,7010,,no,0,0.0,0,#O a person X puts the cards down,person x puts cards down,"The action involves putting down objects (cards), which is a logistics step.",r002,Playing Instrument,,401.6118686,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Task Operation,10,,8,2178,,no,0,0.0,0,#O a person Y plays Catan,person y plays catan,Core task involving manual operation on an instrument.,r002,Playing Instrument,,411.1523886,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,3,10977,,no,0,0.0,0,#O a person X picks up dices from the box,person x picks up dices from box,Logistics step involving picking up objects.,r002,Playing Instrument,,544.5628186,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,5,5293,,no,0,0.0,0,#C C puts drink down,puts drink down,Logistics action of putting an object down.,r002,Playing Instrument,,613.022349242928,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,3,10985,,no,0,0.0,0,#O a person X puts a drink on the table,person x puts drink on table,Logistics/Setup step involving placing an object.,r002,Playing Instrument,,673.6281392429281,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,7,2764,,no,0,0.0,0,#O a person X throws dice in the box,person x throws dice in box,"The action involves transferring an object (throwing dice), which is a logistics step.",r002,Playing Instrument,,687.7597592429281,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,3,11107,,no,0,0.0,0,#C C picks a card from person X,picks card from person x,"The action involves picking up an object (card), which is a logistics step.",r002,Playing Instrument,,1068.3913315654136,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,3,11019,,no,0,0.0,0,#O a person Y throws dice in the box,person y throws dice in box,"The action involves throwing dice, which is a logistics step involving the transfer of an object.",r002,Playing Instrument,,1122.6556872848955,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
Object Transfer,10,,6,4039,,no,0,0.0,0,#C C throws dice in the box,throws dice in box,"The action involves picking up and throwing an object, which is a logistics step.",r002,Playing Instrument,,1151.296487284896,Gold,23e0af07-6932-4ccf-8551-3a720d141b89,no
