action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Stationary,12,,4,5982,watchlist_verb,yes,0,0.0,0,#C C holds the plant pot with the left hand,holds plant pot with left hand,"Low body/hand motion, holding an object without movement.",r002,Gardening,,2.6120286000000004,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,yes
Object Transfer,12,,4,7519,,no,0,0.0,0,#C C pulls the plant thermometer from the soil,pulls plant thermometer from soil,Logistics step involving picking up an object from its location.,r002,Gardening,,14.8420286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Search,12,Task Operation,13,888,,no,0,0.0,0,#C C rotates the potted plant,rotates potted plant,Head and body rotation involved in visual search or monitoring.,r002,Gardening,,16.418028600000003,Bad,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Stationary,12,,3,8878,watchlist_verb,yes,0,0.0,0,#C C holds the potted plant with the left hand,holds potted plant with left hand,"Low body/hand motion, holding a position.",r002,Gardening,,73.8150286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,yes
Object Transfer,12,,4,7774,,no,0,0.0,0,#C C puts plant thermometer on the kitchen counter,puts plant thermometer on kitchen counter,Logistics step involving placing an object.,r002,Gardening,,93.1440286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Stationary,12,,3,8930,watchlist_verb,yes,0,0.0,0,#C C holds a watering can,holds watering can,"Low body/hand motion, holding an object without moving.",r002,Gardening,,95.0161386,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,yes
Object Transfer,12,,4,7799,,no,0,0.0,0,#C C puts the potted plant on the kitchen counter,puts potted plant on kitchen counter,Logistics step involving moving an object from one location to another.,r002,Gardening,,95.4030286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Object Transfer,12,,4,7880,,no,0,0.0,0,#C C puts the watering can on the kitchen counter,puts watering can on kitchen counter,Logistics step involving the placement of an object.,r002,Gardening,,101.9670286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Object Transfer,12,,4,7296,,no,0,0.0,0,#C C picks the watering can,picks watering can,"Logistics/Setup step, picking up an object.",r002,Gardening,,109.0930286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Task Operation,12,,9,1960,,no,0,0.0,0,#C C waters the potted plant,waters potted plant,Core task involving high hand activity (watering).,r002,Gardening,,111.7050286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Object Transfer,12,,4,7174,,no,0,0.0,0,#C C picks the plant thermometer,picks plant thermometer,"Logistics step, picking up an object.",r002,Gardening,,126.8578386,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Object Transfer,12,,4,7704,,no,0,0.0,0,#C C puts the kettle on the kitchen counter,puts kettle on kitchen counter,Logistics step involving the placement of an object.,r002,Gardening,,215.3600286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Object Transfer,12,,5,5340,,no,0,0.0,0,#C C puts the paper towel on the kitchen counter,puts paper towel on kitchen counter,Logistics step of placing an object.,r002,Gardening,,224.4500286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Object Transfer,12,,5,4997,,no,0,0.0,0,#C C picks the plant pot,picks plant pot,Logistics step involving picking up an object.,r002,Gardening,,258.2090286,Gold,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Stationary,12,Task Operation,3,8639,watchlist_verb,yes,0,0.0,0,#C C adjusts the plant thermometer,adjusts plant thermometer,"Low body/hand motion, likely involves minor adjustments and observation.",r002,Gardening,,294.70903941854294,Bad,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,yes
Stationary,12,Task Operation,5,5358,,no,0,0.0,0,#C C puts right hand on the left hand,puts right hand on left hand,"Low body/hand motion, likely involves holding or stabilizing an object without movement.",r002,Gardening,,313.2610394185429,Bad,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,no
Locomotion,12,Task Operation,11,1107,watchlist_verb,yes,0,0.0,0,#C C moves the kettle,moves kettle,Body moving through space to relocate an object.,r002,Gardening,,498.9850394185429,Bad,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,yes
Search,12,Object Transfer,7,2518,watchlist_verb,yes,0,0.0,0,#C C moves plant leaves,moves plant leaves,Movement of plant leaves suggests visual inspection or monitoring.,r002,Gardening,,716.859738271224,Bad,0dedbbb0-d1a4-4231-a980-2b43acc08cb2,yes
Object Transfer,12,,4,7156,,no,0,0.0,0,#C C picks a pant on the floor.,picks pant on floor,"Logistics step, picking up an object.",r002,Cleaning,,20.296878600000003,Gold,0f809826-2ccb-4a75-abbd-81125f65994c,no
Stationary,12,Task Operation,3,8628,watchlist_verb,yes,0,0.0,0,#C C adjusts the pant.,adjusts pant,"Low body/hand motion, typically involves minor adjustments without significant movement.",r002,Cleaning,,37.5121386,Bad,0f809826-2ccb-4a75-abbd-81125f65994c,yes
Object Transfer,12,,3,11081,,no,0,0.0,0,#C C picks a bowl in the dishwasher.,picks bowl in dishwasher,Logistics step involving picking up an object.,r002,Cleaning,,153.4551286,Gold,0f809826-2ccb-4a75-abbd-81125f65994c,no
Object Transfer,12,,3,11339,,no,0,0.0,0,#C C picks plates in the dishwasher.,picks plates in dishwasher,Logistics step involving picking up objects.,r002,Cleaning,,154.63130859999998,Gold,0f809826-2ccb-4a75-abbd-81125f65994c,no
Object Transfer,12,,5,5604,,no,0,0.0,0,#C C stores the bowl.,stores bowl,Logistics step involving picking up and putting down objects.,r002,Cleaning,,159.58452859999997,Gold,0f809826-2ccb-4a75-abbd-81125f65994c,no
Object Transfer,12,Task Operation,3,8595,watchlist_verb,yes,0,0.0,0,#C C adjusts a dishwasher rack.,adjusts dishwasher rack,Logistics of arranging objects within the dishwasher.,r002,Cleaning,,295.18291858987624,Bad,0f809826-2ccb-4a75-abbd-81125f65994c,yes
Task Operation,12,,3,9556,,no,0,0.0,0,#C C brushes the vase with a brush.,brushes vase with brush,Core manual task involving high hand activity.,r002,Cleaning,,896.3893658867734,Gold,0f809826-2ccb-4a75-abbd-81125f65994c,no
Stationary,12,,4,8292,,no,0,0.0,0,#C C talks to child U,talks to child u,Low body/hand motion.,r002,Cleaning,Task Operation,3.8319396,Gold,1246d6ec-5620-4f71-8b4b-d823775f58c2,no
Stationary,12,,7,2574,,no,0,0.0,0,#O child U talks to C,child u talks to,"Low body/hand motion, likely involves speaking.",r002,Cleaning,Task Operation,7.9048696,Gold,1246d6ec-5620-4f71-8b4b-d823775f58c2,no
Object Transfer,12,,3,10975,,no,0,0.0,0,#O person X picks serviette,person x picks serviette,Logistics step involving picking up an object.,r002,Cleaning,,403.6254509546634,Gold,1246d6ec-5620-4f71-8b4b-d823775f58c2,no
Stationary,12,,5,4892,,no,0,0.0,0,#O person X speaks,person x speaks,"Low body/hand motion, speaking involves minimal physical activity.",r002,Cleaning,Task Operation,497.5796609546634,Gold,1246d6ec-5620-4f71-8b4b-d823775f58c2,no
Stationary,12,,4,8562,,no,0,0.0,0,#person Y speaks,y speaks,"Low body/hand motion, speaking involves minimal movement.",r002,Cleaning,Task Operation,497.5796609546634,Gold,1246d6ec-5620-4f71-8b4b-d823775f58c2,no
Stationary,12,,10,1543,,no,0,0.0,0,#C C talks to child Y,talks to child y,Low body/hand motion.,r002,Cleaning,Task Operation,561.1068242879968,Gold,1246d6ec-5620-4f71-8b4b-d823775f58c2,no
Stationary,12,,11,1293,,no,0,0.0,0,#C C talks to man E,talks to man e,"Low body/hand motion, primarily speaking.",r002,Cleaning,Task Operation,585.3134142879967,Gold,1246d6ec-5620-4f71-8b4b-d823775f58c2,no
Object Transfer,12,,5,4934,,no,0,0.0,0,#C C picks clothes on the hanging line,picks clothes on hanging line,Logistics step involving picking up objects.,r002,Cleaning,,1698.3509409546634,Gold,1246d6ec-5620-4f71-8b4b-d823775f58c2,no
Object Transfer,12,,6,3812,,no,0,0.0,0,#C C puts the cloth to the washing machine,puts cloth to washing machine,Logistics step involving the placement of an object.,r002,Cleaning,,34.341768599999995,Gold,141b24d2-2fc1-4f9d-89ef-8dc3055213f7,no
Object Transfer,12,,3,11127,,no,0,0.0,0,#C C picks a cloth detergent,picks cloth detergent,Logistics step involving picking up an item.,r002,Cleaning,,84.07371859999999,Gold,141b24d2-2fc1-4f9d-89ef-8dc3055213f7,no
Task Operation,12,,3,11896,,no,0,0.0,0,#C C pours a detergent to the jerrycan lid,pours detergent to jerrycan lid,"Core manual task involving pouring, high hand activity.",r002,Cleaning,,88.7062886,Gold,141b24d2-2fc1-4f9d-89ef-8dc3055213f7,no
Task Operation,12,,4,7452,,no,0,0.0,0,#C C pours a detergent to the washing machine,pours detergent to washing machine,Core manual task involving hand activity.,r002,Cleaning,,91.9853386,Gold,141b24d2-2fc1-4f9d-89ef-8dc3055213f7,no
Object Transfer,12,,3,8695,watchlist_verb,yes,0,0.0,0,#C C closes the detergent jerrycan,closes detergent jerrycan,Logistics step involving the closure of an object.,r002,Cleaning,,99.7567886,Gold,141b24d2-2fc1-4f9d-89ef-8dc3055213f7,yes
Stationary,12,,4,7898,,no,0,0.0,0,#C C releases his hand from the steering wheel.,releases his hand from steering wheel,"The action indicates a pause or end to a previous motion, suggesting low energy activity.",r002,Mechanical Repair,,188.7753986,Gold,14644fba-afeb-471c-8d82-2a7783dc67c5,no
Task Operation,12,,5,4443,,no,0,0.0,0,#C C changes the gear.,changes gear,Core manual task involving high hand activity.,r002,Mechanical Repair,,264.3709686,Gold,14644fba-afeb-471c-8d82-2a7783dc67c5,no
Locomotion,12,Task Operation,3,9836,,no,0,0.0,0,#C C drives the car around,drives car around,"Body moving through space, indicative of walking or driving.",r002,Mechanical Repair,,391.9500286458333,Bad,14644fba-afeb-471c-8d82-2a7783dc67c5,no
Stationary,12,,4,5944,watchlist_verb,yes,0,0.0,0,#C C holds the gear.,holds gear,"Low body/hand motion, holding an object.",r002,Mechanical Repair,,570.9531021677084,Gold,14644fba-afeb-471c-8d82-2a7783dc67c5,yes
Object Transfer,12,,9,1601,watchlist_verb,yes,0,0.0,0,#C C moves the bottle on the table,moves bottle on table,The action involves moving an object (bottle) from one location to another on the table.,r002,Mechanical Repair,,0.7840486,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,yes
Object Transfer,12,,12,1067,,no,0,0.0,0,#C C takes the bag,takes bag,"Logistics/Setup step, picking up an object.",r002,Mechanical Repair,,73.3174186,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,,11,1241,,no,0,0.0,0,#C C puts down the bag,puts down bag,Logistics step involving placing an object down.,r002,Mechanical Repair,,74.29098859999999,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Task Operation,12,,16,598,,no,0,0.0,0,#C C wipes the knife with his hand,wipes knife with his hand,Core manual task involving high hand activity.,r002,Mechanical Repair,,83.5352486,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,,17,538,,no,0,0.0,0,#C C takes the glass of water,takes glass of water,"The action involves picking up an object, which is a logistics step.",r002,Mechanical Repair,,167.41504859999998,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Stationary,12,,4,8077,,no,0,0.0,0,#C C shakes his hand,shakes his hand,"[CtxFixed] Shaking one's hand is typically a reaction to discomfort or to release tension, and does not involve movement towards a goal or significant interaction with an object.",r002,Mechanical Repair,,303.005005914095,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,,8,2396,,no,0,0.0,0,#C C takes the water,takes water,"Logistics step, picking up an item (water).",r002,Mechanical Repair,,317.810525914095,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Stationary,12,,6,3726,,no,0,0.0,0,#C C places a hand on the knife,places hand on knife,"Low body/hand motion, likely a preparatory or holding action.",r002,Mechanical Repair,,558.2839892685552,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,,3,10089,,no,0,0.0,0,#C C drops water on the whetstone,drops water on whetstone,"[CtxFixed] The action of dropping water on the whetstone is a deliberate placement of the water onto the surface, which fits the criteria for 'Object Transfer'.",r002,Mechanical Repair,,561.8492192685551,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,Stationary,6,3725,,no,0,0.0,0,#C C places hand on the knife,places hand on knife,"Logistics step, placing hand on an object.",r002,Mechanical Repair,,578.7640392685552,Bad,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Task Operation,12,,6,3142,watchlist_verb,yes,0,0.0,0,#C C adjusts the knife in the hand,adjusts knife in hand,Core task involving precise hand movement.,r002,Mechanical Repair,,579.9450392685551,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,yes
Task Operation,12,,9,1907,,no,0,0.0,0,#C C sharpens the knife using the whetstone,sharpens knife using whetstone,Core manual task involving high hand activity.,r002,Mechanical Repair,,580.8756592685552,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Stationary,12,,4,6983,,no,0,0.0,0,#C C pats the cat,pats cat,"Low body/hand motion, likely a gentle action with minimal movement.",r002,Mechanical Repair,Task Operation,587.2820092685552,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Stationary,12,,23,291,watchlist_verb,yes,1,1.0,1,#C C touches the cat,touches cat,"Low body/hand motion, likely involves gentle touch with minimal movement.",r002,Mechanical Repair,,622.8793992685552,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,yes
Stationary,12,Search,4,8161,,no,0,0.0,0,#C C stares at the knife,stares at knife,"Low body/hand motion, focused attention.",r002,Mechanical Repair,,663.5685392685551,Bad,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,,4,7297,,no,0,0.0,0,#C C picks the whetstone,picks whetstone,Logistics/Setup step (picking up an object).,r002,Mechanical Repair,,670.9742092685551,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Task Operation,12,,6,3385,,no,0,0.0,0,#C C dips the whetstone in water,dips whetstone in water,Core task involving manual operation with hands.,r002,Mechanical Repair,,673.8552792685551,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Task Operation,12,,5,5672,,no,0,0.0,0,#C C tightens the holder,tightens holder,Core manual task involving high hand activity.,r002,Mechanical Repair,,695.7240092685552,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,,4,6961,,no,0,0.0,0,#C C passes the knife to the left hand,passes knife to left hand,Logistics step involving the transfer of an object.,r002,Mechanical Repair,,923.6410670518638,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,,6,3579,,no,0,0.0,0,#C C passes the knife to the right hand,passes knife to right hand,"The action involves passing an object, which is a logistics step.",r002,Mechanical Repair,,932.272587051864,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Object Transfer,12,,5,4285,watchlist_verb,yes,0,0.0,0,#C C moves the glass on the table,moves glass on table,Logistics step involving moving an object.,r002,Mechanical Repair,,960.0879870518638,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,yes
Object Transfer,12,,3,10905,,no,0,0.0,0,#C C passes the whetstone to the right hand,passes whetstone to right hand,"Passing an object, short bursts of hand activity.",r002,Mechanical Repair,,1010.6252070518638,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Stationary,12,,3,8785,watchlist_verb,yes,0,0.0,0,#C C holds the door handle,holds door handle,The action describes a holding position which involves low energy and minimal movement.,r002,Mechanical Repair,,1082.8408837185302,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,yes
Object Transfer,12,,13,904,,no,0,0.0,0,#C C takes the water bottle.,takes water bottle,"Logistics/Setup step, picking up an object.",r002,Mechanical Repair,,1368.6947489186523,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Search,12,,6,3523,,no,0,0.0,0,#C C looks on the knife edge.,looks on knife edge,"Visual inspection or monitoring, indicating head movement.",r002,Mechanical Repair,,1401.1118489186522,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Task Operation,12,,5,4618,,no,0,0.0,0,#C C feels the knife edge.,feels knife edge,Core manual task involving fine hand movement and tactile feedback.,r002,Mechanical Repair,,1402.0836689186522,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Task Operation,12,,31,159,historical_bad,yes,2,1.0,2,#C C feels the knife edges.,feels knife edges,"High tactile interaction, focused manual task.",r002,Mechanical Repair,,1474.2588489186523,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Stationary,12,Task Operation,15,675,,no,1,1.0,1,#C C stretches the towel.,stretches towel,"The action of stretching a towel does not involve significant motion beyond a brief stretch, which is not characteristic of locomotion, essential operations, object transfer, search, or error/correction.",r002,Mechanical Repair,,1626.193908918652,Bad,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Stationary,12,,3,8916,watchlist_verb,yes,0,0.0,0,#C C holds the towel with both hands.,holds towel with both hands,"Low body/hand motion, holding an object without movement.",r002,Mechanical Repair,,1626.7887889186522,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,yes
Task Operation,12,,5,5224,,no,0,0.0,0,#C C pulls the clothe,pulls clothe,Core manual task involving high hand activity.,r002,Mechanical Repair,,1646.3712599049804,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
Task Operation,12,,6,4116,,no,0,0.0,0,#C C wipes the hand with the cloth,wipes hand with cloth,Core task involving high hand activity.,r002,Mechanical Repair,,1722.2359899049802,Gold,150c104e-f9bd-4a81-b885-0e8b9968cada,no
