action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Object Transfer,1,,4,6636,,no,0,0.0,0,#C C grabs the scissors from his pocket with his right hand #unsure,grabs scissors from his pocket with his right hand,"The action involves picking up an object, which is a logistics step.",r002,Carpentry,,250.1666696,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,1,,4,6394,,no,0,0.0,0,#C C cuts the wires with the scissors,cuts wires with scissors,Core task involving high hand activity.,r002,Carpentry,,251.4485996,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,1,,4,6589,,no,0,0.0,0,#C C fixes the end of the wire to the splicing connector with both hands #unsure,fixes end of wire to splicing connector with both hands,Core manual task involving high hand activity.,r002,Carpentry,,269.97132960000005,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,1,,4,7526,,no,0,0.0,0,#C C pulls a wire with his right hand,pulls wire with his right hand,Core manual task involving high hand activity.,r002,Carpentry,,276.4961796,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,1,,3,8641,watchlist_verb,yes,0,0.0,0,#C C adjusts the plier in his right hand,adjusts plier in his right hand,"Adjusting the tool for a core manual task, high hand activity.",r002,Carpentry,,283.30069960000003,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,yes
Essential Operation,1,,7,2609,,no,0,0.0,0,#C C cuts the wire with the plier,cuts wire with plier,Core manual task involving high hand activity.,r002,Carpentry,,286.4972409546634,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Stationary,1,Essential Operation,3,9489,,no,0,0.0,0,#C C arranges the wire with his left hand,arranges wire with his left hand,"Low body/hand motion, arranging the wire is a precise task with minimal movement.",r002,Carpentry,,299.4714509546634,Bad,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,1,,6,3967,,no,0,0.0,0,#C C screws a nut in the cut-out with the screwdriver in both hands,screws nut in cut out with screwdriver in both hands,Core manual task involving high hand activity.,r002,Carpentry,,312.6207709546634,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,1,Essential Operation,3,9492,,no,0,0.0,0,#C C arranges wires with his left hand,arranges wires with his left hand,Arranging wires involves logistics and handling objects.,r002,Carpentry,,353.1978509546634,Bad,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,1,,4,6958,,no,0,0.0,0,#C C passes the cable tie in his right hand behind a wire,passes cable tie in his right hand behind wire,Logistics step involving the transfer of an object.,r002,Carpentry,,354.2909509546634,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,1,Essential Operation,4,7515,,no,0,0.0,0,#C C pulls the other end of the cable tie from behind the wire with his left hand,pulls other end of cable tie from behind wire with his left hand,"Movement involving the transfer of an object, in this case, pulling a cable tie.",r002,Carpentry,,354.9335609546634,Bad,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Object Transfer,1,,3,9910,,no,0,0.0,0,#C C drops the cut part on the ground with his left hand #unsure,drops cut part on ground with his left hand,"[CtxFixed] The action of dropping the cut part of the cable tie onto the ground is a deliberate placement, which fits the definition of 'Object Transfer'.",r002,Carpentry,,418.4590409546634,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Essential Operation,1,,4,6382,,no,0,0.0,0,#C C cuts parts of the wires with the scissors,cuts parts of wires with scissors,Core task involving high hand activity.,r002,Carpentry,,438.8703409546634,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,no
Stationary,1,,3,8897,watchlist_verb,yes,0,0.0,0,#C C holds the splicing connector in both hands #unsure,holds splicing connector in both hands,"Low body/hand motion, holding an object.",r002,Carpentry,,635.5833276213301,Gold,0971527a-6cd3-4c82-9d94-09b3565f4505,yes
Essential Operation,1,,6,3969,,no,0,0.0,0,#C C Scrubs the wall edge,scrubs wall edge,Core task involving high hand activity.,r002,Mechanical Repair,,30.507548600000003,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Object Transfer,1,,9,1817,,no,0,0.0,0,#C C Places #unsure on the floor,places on floor,"Logistics step, placing an object on the floor.",r002,Mechanical Repair,,375.3441685331248,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,1,,8,2353,,no,0,0.0,0,#C C Scoops the paint from paint container with paintbrush,scoops paint from paint container with paintbrush,"Core task involving manual operation with a tool, high hand activity.",r002,Mechanical Repair,,450.7806485331248,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,1,,3,10864,,no,0,0.0,0,#C C paints the ceiling,paints ceiling,"Core manual task, high hand activity.",r002,Mechanical Repair,,691.9352876136719,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Stationary,1,Essential Operation,10,1427,,no,0,0.0,0,#C C paints the ceiling,paints ceiling,"Painting typically involves holding a brush or roller in place, with minimal body movement.",r002,Mechanical Repair,,706.2629676136719,Bad,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Locomotion,1,,4,8428,,no,0,0.0,0,#C C Walks to the washroom,walks to washroom,"Body moving through space, high body acceleration.",r002,Mechanical Repair,,852.2383582339817,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Object Transfer,1,Essential Operation,3,9713,,no,0,0.0,0,#C C Covers the light with cellotape,covers light with cellotape,"The action involves picking up and applying tape, which is a logistics step.",r002,Mechanical Repair,,861.3695882339817,Bad,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,1,,17,533,,no,0,0.0,0,#C C Scoops the paint from painting container with paintbrush,scoops paint from painting container with paintbrush,Core manual task involving high hand activity.,r002,Mechanical Repair,,1077.1227516989584,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,1,,18,444,,no,0,0.0,0,#C C Paints on the edges of the wall,paints on edges of wall,Core task involving high hand activity.,r002,Mechanical Repair,,1081.4913716989583,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Object Transfer,1,Essential Operation,17,532,,no,0,0.0,0,#C C Scoops the paint from the paint container,scoops paint from paint container,"The action involves picking up paint from a container, which is a logistics step.",r002,Mechanical Repair,,1363.427501311125,Bad,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Essential Operation,1,,4,6951,,no,0,0.0,0,#C C Paints the edge wall with paintbrush,paints edge wall with paintbrush,Core manual task involving high hand activity.,r002,Mechanical Repair,,1365.3475713111252,Gold,0b22b43c-f57e-4f4f-8840-3ca0bf086b9c,no
Stationary,1,Object Transfer,12,1039,,no,1,0.5,2,#C C puts phone in the pocket,puts phone in pocket,"Low body/hand motion, brief action.",r002,Cleaning,,3.7412886,Bad,0dbabadf-c3d5-4e98-bb20-ce9d930c2474,no
Stationary,1,Essential Operation,9,1943,,no,0,0.0,0,#C C turns lights on,turns lights on,Turning lights on is a stationary action with minimal body movement.,r002,Walking Outdoors,Stationary,103.75086,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,1,,3,9791,,no,0,0.0,0,#C C dips #unsure in tube rack,dips in tube rack,"[CtxFixed] The current action involves dipping an object (presumably a container or a tool) into a tube rack, which is a deliberate movement involving the transfer of an object.",r002,Walking Outdoors,,154.43378,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Essential Operation,1,,7,2946,,no,0,0.0,0,#C C puts liquid in tube,puts liquid in tube,Core manual task involving precise hand movements.,r002,Walking Outdoors,,171.27604,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,1,Object Transfer,11,1256,,no,0,0.0,0,#C C puts pen down,puts pen down,Putting an object down is a brief action with low energy.,r002,Walking Outdoors,,177.66788,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,1,Object Transfer,8,1982,watchlist_verb,yes,0,0.0,3,#C C closes cabinet,closes cabinet,The action described is a stationary task (closing a cabinet) rather than a movement through space.,r002,Walking Outdoors,,232.03878,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Essential Operation,1,,4,8259,,no,0,0.0,0,#C C takes liquid from bottle,takes liquid from bottle,"Core manual task involving the hands, such as pouring liquid.",r002,Walking Outdoors,,251.55604,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,1,Essential Operation,4,8351,,no,0,0.0,0,#C C turns lights off,turns lights off,Turning off lights is an action that does not involve significant body movement.,r002,Walking Outdoors,Stationary,274.99348,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,1,Object Transfer,3,9038,watchlist_verb,yes,0,0.0,0,#C C moves chair,moves chair,The action involves moving a stationary object rather than locomotion.,r002,Walking Outdoors,,284.16792,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Stationary,1,Object Transfer,8,2322,,no,0,0.0,0,#C C puts tube down,puts tube down,"The action 'puts tube down' suggests a momentary pause or end of movement, indicating low energy activity.",r002,Walking Outdoors,,400.25692,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,1,,9,1622,watchlist_verb,yes,0,0.0,0,#C C opens tube,opens tube,Logistics action of opening an object.,r002,Walking Outdoors,,402.81319,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Search,1,Stationary,3,10503,,no,0,0.0,0,#C C looks through microscope,looks through microscope,"Visual search or inspection, head movement involved.",r002,Walking Outdoors,Search,464.58723,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,1,,4,8315,,no,0,0.0,0,#C C throws tissue in bin,throws tissue in bin,"The action involves picking up and disposing of an object, which is a logistics step.",r002,Walking Outdoors,,614.1113133333333,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,1,Essential Operation,4,8389,,no,0,0.0,0,#C C uses calculator,uses calculator,Using a calculator involves minimal body movement and is a stationary activity.,r002,Walking Outdoors,Stationary,641.7173233333333,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Search,1,Stationary,4,6750,,no,0,0.0,0,#C C looks at drawer,looks at drawer,"Head movement (visual search), hands mostly still.",r002,Walking Outdoors,Search,888.1334833333333,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,1,Object Transfer,7,2467,watchlist_verb,yes,0,0.0,0,#C C closes tube,closes tube,"Closing a tube is a small, localized action and does not involve significant body movement.",r002,Walking Outdoors,,935.9624733333332,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Locomotion,1,Object Transfer,22,305,watchlist_verb,yes,0,0.0,0,#C C moves container,moves container,Body moving through space while performing a task with a container.,r002,Walking Outdoors,,1046.0302233333332,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,yes
Object Transfer,1,,4,7726,,no,0,0.0,0,#C C puts measuring tube aside,puts measuring tube aside,"The action involves placing an object (measuring tube) down, which is a logistics step.",r002,Walking Outdoors,,1115.3134566666668,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Essential Operation,1,,9,1930,,no,0,0.0,0,#C C takes liquid from tube,takes liquid from tube,Core task involving manual operation with hands.,r002,Walking Outdoors,,1548.0165966666666,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Essential Operation,1,,14,748,,no,0,0.0,0,#C C puts liquid in glass,puts liquid in glass,"Core manual task involving pouring liquid, high hand activity.",r002,Walking Outdoors,,1565.4391366666666,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Essential Operation,1,,4,8260,,no,0,0.0,0,#C C takes liquid from test tube,takes liquid from test tube,Core manual task involving fine motor skills.,r002,Walking Outdoors,,1636.45533,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,1,,6,4019,,no,0,0.0,0,#C C takes container from fridge,takes container from fridge,Logistics step of picking up and transferring an object.,r002,Walking Outdoors,,1684.52158,Gold,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Stationary,1,Object Transfer,8,2285,,no,0,0.0,0,#C C puts #unsure down,puts down,"Indicates a pause or uncertainty, suggesting low motion.",r002,Walking Outdoors,,1742.20832,Bad,0e417ecf-8900-484b-bfb3-ccafef9a185b,no
Object Transfer,1,,4,6439,,no,0,0.0,0,#C C drops the bottle of alcohol on the table.,drops bottle of alcohol on table,Refined via regex fallback,r002,Cleaning,,-0.044819399999999,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Object Transfer,1,,5,4710,,no,0,0.0,0,#C C lifts the camera from the table.,lifts camera from table,Logistics step involving picking up an object.,r002,Cleaning,,7.988020600000001,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Object Transfer,1,,5,4940,,no,0,0.0,0,#C C picks the cotton wool on the table with his right hand.,picks cotton wool on table with his right hand,Logistics step involving picking up an object.,r002,Cleaning,,52.0815406,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Stationary,1,,3,8761,watchlist_verb,yes,0,0.0,0,#C C holds the camera with his hands.,holds camera with his hands,"Low body/hand motion, holding an object without movement.",r002,Cleaning,,76.5656506,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,yes
Object Transfer,1,,6,3710,,no,0,0.0,0,#C C places the camera on the table.,places camera on table,"Logistics step (placing an object), short bursts of hand acceleration.",r002,Cleaning,,116.0959406,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Essential Operation,1,,3,9625,,no,0,0.0,0,#C C cleans the camera with the brush,cleans camera with brush,Core manual task involving fine motor skills.,r002,Cleaning,,129.9795106,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Object Transfer,1,,6,3398,,no,0,0.0,0,#C C drops the brush on the table.,drops brush on table,Refined via regex fallback,r002,Cleaning,,141.9853206,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Object Transfer,1,,4,6460,,no,0,0.0,0,#C C drops the cotton bud on the table.,drops cotton bud on table,Refined via regex fallback,r002,Cleaning,,256.3009706,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Object Transfer,1,,3,9908,,no,0,0.0,0,#C C drops the cotton wool in his right hand on a table. #unsure,drops cotton wool in his right hand on table,"The action involves placing an object (dropping cotton wool) on a surface, which is a logistics step.",r002,Cleaning,,309.2887853125,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Stationary,1,,3,8762,watchlist_verb,yes,0,0.0,0,#C C holds a camera with his left hand,holds camera with his left hand,"Low body/hand motion, holding an object without moving.",r002,Cleaning,,620.891731432255,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,yes
Object Transfer,1,,5,4552,,no,0,0.0,0,#C C drops the cleaning brush in his right hand on a table.,drops cleaning brush in his right hand on table,"The action involves placing an object (dropping the brush), which is a logistics step.",r002,Cleaning,,628.346831432255,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Object Transfer,1,,4,7065,,no,0,0.0,0,#C C picks a cleaning brush on the table with his right hand,picks cleaning brush on table with his right hand,Logistics step of picking up an object.,r002,Cleaning,,663.371471432255,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Object Transfer,1,,3,11126,,no,0,0.0,0,#C C picks a cleaning wipe on the table with his right hand.,picks cleaning wipe on table with his right hand,Logistics step involving picking up an object.,r002,Cleaning,,684.456211432255,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Essential Operation,1,,4,6303,,no,0,0.0,0,#C C cleans the camera with a cleaning wipe in his right hand.,cleans camera with cleaning wipe in his right hand,Core manual task involving high hand activity.,r002,Cleaning,,743.430311432255,Gold,111ee12a-6af2-4bfc-8586-e706568fd078,no
Stationary,1,Essential Operation,4,8228,,no,1,1.0,1,#C C swipes the phone screen,swipes phone screen,"Low body/hand motion, focused on screen interaction.",r002,Desk Work,Stationary,11.996589599999998,Bad,1a79947a-72c2-4186-b2b2-463640e00b23,no
Essential Operation,1,,5,5210,,no,0,0.0,0,#C C press's the keyboard button,press s keyboard button,Core manual task involving high hand activity.,r002,Desk Work,Stationary,434.3416609546634,Gold,1a79947a-72c2-4186-b2b2-463640e00b23,no
Essential Operation,1,,7,2511,watchlist_verb,yes,0,0.0,0,#C C moves his fingers,moves his fingers,"Core manual task, likely typing or similar fine motor activity.",r002,Desk Work,Stationary,601.0260709546634,Gold,1a79947a-72c2-4186-b2b2-463640e00b23,yes
Essential Operation,1,,14,790,,no,0,0.0,0,#C C write on the book,write on book,Core manual task involving high hand activity.,r002,Desk Work,Stationary,825.8398909546634,Gold,1a79947a-72c2-4186-b2b2-463640e00b23,no
Stationary,1,Essential Operation,8,2101,,no,0,0.0,0,#C C flips the page,flips page,"Low body/hand motion, flipping a page is a minor action.",r002,Desk Work,Stationary,914.4054109546636,Bad,1a79947a-72c2-4186-b2b2-463640e00b23,no
Stationary,1,Essential Operation,24,278,,no,1,1.0,1,#c c operates machine with mouse,operates machine with mouse,"Low body/hand motion, focused on the task.",r002,Desk Work,Stationary,2003.645500954663,Bad,1a79947a-72c2-4186-b2b2-463640e00b23,no
Object Transfer,1,,6,3861,,no,0,0.0,0,#C C puts #Unsure on the wall cabinet,puts on wall cabinet,Logistics step involving placing an object.,r002,Mechanical Repair,,368.2540138199192,Gold,1b9c07d3-0656-48ad-bae4-cca25f6664c9,no
Object Transfer,1,,3,8725,watchlist_verb,yes,0,0.0,0,#C C closes the wall cabinet,closes wall cabinet,Closing a cabinet involves the logistics of moving and positioning the cabinet door.,r002,Mechanical Repair,,376.4972338199192,Gold,1b9c07d3-0656-48ad-bae4-cca25f6664c9,yes
Object Transfer,1,,3,11203,,no,0,0.0,0,#C C picks #Unsure from the kitchen shelf,picks from kitchen shelf,Logistics step of picking up an object.,r002,Mechanical Repair,,443.2386538199193,Gold,1b9c07d3-0656-48ad-bae4-cca25f6664c9,no
Object Transfer,1,,9,1776,,no,0,0.0,0,#C C picks #Unsure from a basket,picks from basket,"Logistics step, picking up an object.",r002,Mechanical Repair,,559.9051321677084,Gold,1b9c07d3-0656-48ad-bae4-cca25f6664c9,no
Object Transfer,1,,4,7737,,no,0,0.0,0,#C C puts #Unsure on a basket,puts on basket,"Logistics step, moving an object to a location.",r002,Mechanical Repair,,566.6257221677084,Gold,1b9c07d3-0656-48ad-bae4-cca25f6664c9,no
Search,1,Essential Operation,5,4831,,no,0,0.0,0,#C C measures the wall with the measure rule,measures wall with measure rule,"Visual search or monitoring (using a measuring tool), hands are mostly still.",r002,Carpentry,,20.2175696,Bad,1bc1f5e9-9d74-4a07-9d1b-39e5410436b6,no
Object Transfer,1,,7,2633,,no,0,0.0,0,#C C drops the driller on the floor,drops driller on floor,Refined via regex fallback,r002,Carpentry,,129.8318296,Gold,1bc1f5e9-9d74-4a07-9d1b-39e5410436b6,no
Essential Operation,1,,7,2617,,no,0,0.0,0,#C C drills the wall with the driller,drills wall with driller,Core manual task involving high hand activity.,r002,Carpentry,,160.1958696,Gold,1bc1f5e9-9d74-4a07-9d1b-39e5410436b6,no
Locomotion,1,,3,10791,,no,0,0.0,0,#O man Y rides a bicycle,man y rides bicycle,"Body moving through space (riding a bicycle), high body acceleration.",r002,Cooking,,86.89341526666666,Gold,1bec800a-c3cf-431f-bf0a-7632ad53bcb7,no
Locomotion,1,,4,8288,,no,0,0.0,0,#C C takes a turn on the road,takes turn on road,Body moving through space (taking a turn while walking or driving).,r002,Cooking,,126.59328526666668,Gold,1bec800a-c3cf-431f-bf0a-7632ad53bcb7,no
Stationary,1,,3,9399,watchlist_verb,yes,0,0.0,0,#C C touches the wheel,touches wheel,"Low body/hand motion, likely involves minimal physical activity.",r002,Cooking,,474.36846526666665,Gold,1bec800a-c3cf-431f-bf0a-7632ad53bcb7,yes
Object Transfer,1,,4,8275,,no,0,0.0,0,#C C takes printing paper,takes printing paper,"Logistics/Setup step, picking up an item.",r002,Cooking,,741.7427752666666,Gold,1bec800a-c3cf-431f-bf0a-7632ad53bcb7,no
Object Transfer,1,,4,7800,,no,0,0.0,0,#C C puts the printing paper on the printing machine,puts printing paper on printing machine,Logistics step involving picking up and placing an object.,r002,Cooking,,743.1917852666666,Gold,1bec800a-c3cf-431f-bf0a-7632ad53bcb7,no
Stationary,1,Locomotion,4,6719,,no,0,0.0,0,#C C leans back,leans back,"Low body/hand motion, indicative of a pause or idle state.",r002,Cooking,,840.5759352666666,Bad,1bec800a-c3cf-431f-bf0a-7632ad53bcb7,no
Stationary,1,,3,8852,watchlist_verb,yes,0,0.0,0,#C C holds the papers with both hands,holds papers with both hands,"Low body/hand motion, holding papers.",r002,Cooking,,921.3384752666666,Gold,1bec800a-c3cf-431f-bf0a-7632ad53bcb7,yes
