action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Stationary,9,,6,4035,,no,0,0.0,0,#C C talks with #OO,talks with,"Low body/hand motion, likely involves verbal interaction.",r002,Walking Outdoors,,161.55086,Gold,0386e502-b034-4cb3-ab3e-f44c154f18dc,no
Object Transfer,9,,6,4031,,no,0,0.0,0,#C C takes pizza piece,takes pizza piece,Logistics action of picking up or taking an object.,r002,Walking Outdoors,,641.3012366666667,Gold,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,no
Locomotion,9,,3,10215,,no,0,0.0,0,#C C gets on the bus,gets on bus,"Action involves movement onto the bus, indicating a change in location.",r002,Walking Outdoors,,1158.5577733333334,Gold,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,no
Stationary,9,,5,4537,,no,0,0.0,0,#O Driver A stops,driver stops,"The action indicates a halt in movement, suggesting low energy and no locomotion.",r002,Walking Outdoors,,1183.702363333333,Gold,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,no
Search,9,Stationary,3,8858,watchlist_verb,yes,0,0.0,0,#C C holds phone up,holds phone up,"Head movement (holding phone up for visual search or monitoring), hands mostly still.",r002,Walking Outdoors,,1854.0918766666664,Bad,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,yes
Search,9,,3,10457,,no,0,0.0,0,#C C looks at the ground beef,looks at ground beef,"Head movement (looking), passive hands.",r002,Walking Outdoors,,2013.1073066666668,Gold,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,no
Object Transfer,9,,3,10860,,no,0,0.0,0,#C C packs the items in the bag,packs items in bag,"Logistics step of packing items, involves short bursts of hand activity.",r002,Walking Outdoors,,2304.5513,Gold,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,no
Locomotion,9,,4,6433,,no,0,0.0,0,#O Driver B drives the bus,driver b drives bus,"Body moving through space, indicative of driving which involves locomotion.",r002,Walking Outdoors,Essential Operation,2678.252504666667,Gold,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,no
Object Transfer,9,,6,3721,,no,0,0.0,0,#C C places the furniture design on a furniture,places furniture design on furniture,"Logistics step, placing an object.",r002,Carpentry,,3.85933,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Object Transfer,9,,4,7343,,no,0,0.0,0,#C C places the furniture design on another side of the furniture,places furniture design on another side of furniture,Moving an object from one place to another.,r002,Carpentry,,25.81078,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Object Transfer,9,,4,7256,,no,0,0.0,0,#C C picks up a hammer from the table,picks up hammer from table,Logistics step involving picking up an object.,r002,Carpentry,,58.88224,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Essential Operation,9,,4,6655,,no,0,0.0,0,#C C hits the hammer on the nail,hits hammer on nail,Core manual task involving high hand activity.,r002,Carpentry,,59.42643,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Essential Operation,9,,3,10279,,no,0,0.0,0,#C C hits the hammer on the nail punch,hits hammer on nail punch,Core manual task involving high hand acceleration.,r002,Carpentry,,91.01215,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Essential Operation,9,,10,1403,,no,0,0.0,0,#C C hits the nail with the hammer,hits nail with hammer,Core task involving high hand activity with repetitive motion.,r002,Carpentry,,120.68544,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Essential Operation,9,,8,2107,,no,0,0.0,0,#C C hits the nail punch with the hammer,hits nail punch with hammer,Core manual task involving high hand activity.,r002,Carpentry,,148.16371,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Object Transfer,9,,7,2839,,no,0,0.0,0,#C C picks up the hammer on the table,picks up hammer on table,Logistics step involving picking up an object.,r002,Carpentry,,177.24023,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Object Transfer,9,,4,6663,,no,0,0.0,0,#C C inserts the bolt key in a hole on the furniture,inserts bolt key in hole on furniture,"The action involves inserting a tool into a specific location, which is a logistics step.",r002,Carpentry,,338.5947,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Essential Operation,9,,3,8608,watchlist_verb,yes,0,0.0,0,#C C adjusts the key lock on the furniture,adjusts key lock on furniture,Core manual task involving precise hand movements.,r002,Carpentry,,465.28435,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,yes
Object Transfer,9,,3,9999,,no,0,0.0,0,#C C drops the pincer on the table,drops pincer on table,Refined via regex fallback,r002,Carpentry,,490.92979,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Object Transfer,9,,3,11492,,no,0,0.0,0,#C C picks up a carton from the table,picks up carton from table,Logistics step involving picking up an object.,r002,Carpentry,,511.11095,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Object Transfer,9,,4,8068,,no,0,0.0,0,#C C sets the nail on the hole on the key lock on the furniture,sets nail on hole on key lock on furniture,"The action involves placing the nail into a specific location, which is a logistics step.",r002,Carpentry,,525.65523,Gold,15260985-2664-4bb5-af9c-d65e11ea8bb5,no
Object Transfer,9,,3,11120,,no,0,0.0,0,#C C picks a chisel on a tool table with his right gloved hands.,picks chisel on tool table with his right gloved hands,Logistics step of picking up an object.,r002,Mechanical Repair,,6.21667,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,no
Essential Operation,9,,4,8108,,no,0,0.0,0,#C C soldiers a wire on the trafficator switch of the motorbike in his gloved left hand with the soldering iron in his gloved right hand.,soldiers wire on trafficator switch of motorbike in his gloved left hand with soldering iron in his gloved right hand,Core manual task involving high hand activity.,r002,Mechanical Repair,,286.97002,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,no
Object Transfer,9,,3,11804,,no,0,0.0,0,#C C places the soldering iron in his gloved right hand on the metal stool on the work table.,places soldering iron in his gloved right hand on metal stool on work table,"The action involves placing an object (soldering iron) on a surface (metal stool), which is a logistics/transfer step.",r002,Mechanical Repair,,327.7742,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,no
Object Transfer,9,,3,11369,,no,0,0.0,0,#C C picks a scissors from the work table with his gloved right hand.,picks scissors from work table with his gloved right hand,Logistics step involving picking up an object.,r002,Mechanical Repair,,380.45042,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,no
Object Transfer,9,,4,7182,,no,0,0.0,0,#C C picks a plier from the work table with his gloved right hand.,picks plier from work table with his gloved right hand,"The action involves picking up an object, which is a logistics step.",r002,Mechanical Repair,,384.80297,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,no
Essential Operation,9,,4,5867,watchlist_verb,yes,0,0.0,0,#C C adjusts the wires on the trafficator switch of the motorbike in his gloved left hand with both gloved hands. #Unsure,adjusts wires on trafficator switch of motorbike in his gloved left hand with both gloved hands,Core manual task involving fine motor skills and high hand activity.,r002,Mechanical Repair,,483.4743,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,yes
Object Transfer,9,,3,10036,,no,0,0.0,0,#C C drops the screwdriver on the work table with his gloved right hand.,drops screwdriver on work table with his gloved right hand,"[CtxFixed] The action of dropping the screwdriver onto the work table indicates a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",r002,Mechanical Repair,,733.7105799999999,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,no
Essential Operation,9,,6,3253,watchlist_verb,yes,0,0.0,0,#C C moves a screwdriver on the work table with his gloved right hand.,moves screwdriver on work table with his gloved right hand,Core manual task involving high hand activity.,r002,Mechanical Repair,,825.31718,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,yes
Stationary,9,,3,8836,watchlist_verb,yes,0,0.0,0,#C C holds the motorbike with both gloved hands. #Unsure,holds motorbike with both gloved hands,"Low body/hand motion, holding position.",r002,Mechanical Repair,,934.02683,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,yes
Object Transfer,9,,6,3674,,no,0,0.0,0,#C C picks the screw from the screwdriver with his gloved left hand.,picks screw from screwdriver with his gloved left hand,"Logistics step, picking up the screw.",r002,Mechanical Repair,,1095.9266066666669,Gold,20400762-1e47-462d-a7d1-64a1b162b1f9,no
Object Transfer,9,,5,4861,,no,0,0.0,0,#C C passes the siever to the left hand.,passes siever to left hand,Transferring an object from one hand to another.,r002,Cooking,,14.6525186,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,3,10897,,no,0,0.0,0,#C C passes the siever to the right hand.,passes siever to right hand,Transfer of an object from one hand to another.,r002,Cooking,,19.2587386,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Essential Operation,9,,16,553,,no,0,0.0,0,#C C cleans the mushroom.,cleans mushroom,"Core task involving manual work, high hand activity.",r002,Cooking,,30.3074286,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,4,7142,,no,0,0.0,0,#C C picks the mushrooms.,picks mushrooms,Logistics step involving picking up an object.,r002,Cooking,,38.3384686,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,3,10272,,no,0,0.0,0,#C C hangs the siever .,hangs siever,Logistics action of hanging an object.,r002,Cooking,,42.0143886,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,14,749,,no,0,0.0,0,#C C puts the mushroom in the bowl.,puts mushroom in bowl,Logistics/Setup step involving picking up and placing an object.,r002,Cooking,,49.2696186,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,7,2754,,no,0,0.0,0,#C C passes the onion to the left hand.,passes onion to left hand,Passing an object involves logistics and short bursts of hand acceleration.,r002,Cooking,,136.75871859999998,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,5,5336,,no,0,0.0,0,#C C puts the onion on the table.,puts onion on table,Logistics step involving picking up and putting down an object.,r002,Cooking,,137.28787859999997,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,4,7757,,no,0,0.0,0,#C C puts the paper in the shelf.,puts paper in shelf,Logistics step involving moving an object to a location.,r002,Cooking,,143.9922786,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,4,6964,,no,0,0.0,0,#C C passes the packet to the right hand.,passes packet to right hand,Passing an object involves logistics and short bursts of hand activity.,r002,Cooking,,149.0253186,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,5,5344,,no,0,0.0,0,#C C puts the peel in the container.,puts peel in container,"Logistics step, placing an object into a container.",r002,Cooking,,199.7415586,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,6,3826,,no,0,0.0,0,#C C puts the dirt in the container.,puts dirt in container,Logistics step of picking up and placing the dirt into a container.,r002,Cooking,,214.9014186,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,5,5311,,no,0,0.0,0,#C C puts the lid on the chopping board.,puts lid on chopping board,Logistics step involving placing an object.,r002,Cooking,,277.4460086,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,4,7717,,no,0,0.0,0,#C C puts the lid on the bottle.,puts lid on bottle,Logistics/Setup step involving picking up and placing the lid.,r002,Cooking,,283.6698086,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Stationary,9,,8,2041,watchlist_verb,yes,0,0.0,0,#C C touches the pan handle.,touches pan handle,"Low body/hand motion, indicative of checking or feeling the pan.",r002,Cooking,,396.6025867646215,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,yes
Object Transfer,9,,4,6962,,no,0,0.0,0,#C C passes the lid to the left hand.,passes lid to left hand,Logistics step involving the transfer of an object from one hand to another.,r002,Cooking,,412.4753967646215,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,5,4854,,no,0,0.0,0,#C C passes the lid to the right hand.,passes lid to right hand,"The action involves transferring an object from one hand to another, which is a logistics step.",r002,Cooking,,420.3398167646215,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Essential Operation,9,,4,7437,,no,0,0.0,0,#C C plucks the stem.,plucks stem,"Core task involving fine motor skills, high hand activity.",r002,Cooking,,456.7052567646215,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,9,1608,watchlist_verb,yes,0,0.0,0,#C C moves the mushrooms.,moves mushrooms,"Moving an object (mushrooms), involves picking up and placing down.",r002,Cooking,,486.0070467646215,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,yes
Object Transfer,9,,5,5272,,no,0,0.0,0,#C C puts the container on the chopping board.,puts container on chopping board,Logistics step involving picking up and placing down an object.,r002,Cooking,,577.5525276136719,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,4,6059,watchlist_verb,yes,0,0.0,0,#C C moves the bell peppers.,moves bell peppers,Logistics step involving moving an object.,r002,Cooking,,608.9641376136719,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,yes
Object Transfer,9,,4,6235,,no,0,0.0,0,#C C adds #unsure in the pan.,adds in pan,[CtxFixed] The action of adding something to the pan involves transferring an object (the contents of the container) into the pan.,r002,Cooking,,682.2333776136719,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Stationary,9,,3,9355,watchlist_verb,yes,0,0.0,0,#C C touches the handle.,touches handle,"Low body/hand motion, likely involves minimal movement.",r002,Cooking,,702.9655476136719,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,yes
Object Transfer,9,,5,5363,,no,0,0.0,0,#C C puts the scissors in the drawer.,puts scissors in drawer,Logistics/Setup step involving picking up and placing an object.,r002,Cooking,,998.53910275328,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,4,7878,,no,0,0.0,0,#C C puts water in the container.,puts water in container,Logistics step involving picking up and pouring water.,r002,Cooking,,1460.2211779989575,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Stationary,9,,3,9386,watchlist_verb,yes,0,0.0,0,#C C touches the rope.,touches rope,"Low body/hand motion, likely inspecting the rope.",r002,Cooking,,1714.9540924702376,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,yes
Stationary,9,,3,10113,,no,0,0.0,0,#C C eats the mushrooms.,eats mushrooms,"Low body/hand motion, eating involves minimal movement.",r002,Cooking,Essential Operation,1815.1317158035708,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Object Transfer,9,,11,1259,,no,0,0.0,0,#C C puts the scrubber down,puts scrubber down,Logistics step involving placing an object down.,r002,Cooking,,1913.028188928776,Gold,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,no
Essential Operation,9,,3,10506,,no,0,0.0,0,#C C loosens a bolt in the flood light on the wall with the allen key in his gloved hands.,loosens bolt in flood light on wall with allen key in his gloved hands,"Core manual task involving manipulation with hands, high hand activity.",r002,Carpentry,,45.2754696,Gold,24902050-6f9d-42bc-aa7d-ecf468d89eef,no
Object Transfer,9,,3,11167,,no,0,0.0,0,#C C picks a drill on the scaffold with his gloved right hand.,picks drill on scaffold with his gloved right hand,"Logistics step, picking up an object.",r002,Carpentry,,93.8055296,Gold,24902050-6f9d-42bc-aa7d-ecf468d89eef,no
Object Transfer,9,,3,9918,,no,0,0.0,0,#C C drops the drill in his gloved right hand on the scaffold.,drops drill in his gloved right hand on scaffold,"[CtxFixed] The action of dropping the drill onto the scaffold is a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Carpentry,,102.3480896,Gold,24902050-6f9d-42bc-aa7d-ecf468d89eef,no
Essential Operation,9,,13,871,,no,0,0.0,0,#C C presses the keyboard buttons,presses keyboard buttons,Core manual task involving repetitive hand movements.,r002,Desk Work,,106.72554,Gold,24a02211-4687-49eb-b1e3-cf325e0629e7,no
Object Transfer,9,,3,9692,,no,0,0.0,0,#C C collects dust on the dust pan,collects dust on dust pan,"Logistics/Setup step, moving dust to the dust pan.",r002,Cleaning,,92.40471526666666,Gold,256701cd-3317-47ee-b6e3-439dc2ad2bd5,no
Essential Operation,9,,4,8452,,no,0,0.0,0,#C C washes the floor with a brush,washes floor with brush,Core manual task involving high hand activity.,r002,Cleaning,,221.88284526666664,Gold,256701cd-3317-47ee-b6e3-439dc2ad2bd5,no
Object Transfer,9,,4,7172,,no,0,0.0,0,#C C picks the pipe on the wall,picks pipe on wall,Logistics step involving picking an object.,r002,Cleaning,,1147.9134719333333,Gold,256701cd-3317-47ee-b6e3-439dc2ad2bd5,no
Essential Operation,9,,4,7484,,no,0,0.0,0,#C C pours the water on the mopper,pours water on mopper,Core task involving high hand activity.,r002,Cleaning,,1148.7053819333332,Gold,256701cd-3317-47ee-b6e3-439dc2ad2bd5,no
Object Transfer,9,,3,10270,,no,0,0.0,0,#C C hangs the pipe on the wall,hangs pipe on wall,Logistics action involving picking up and placing an object.,r002,Cleaning,,1157.066561933333,Gold,256701cd-3317-47ee-b6e3-439dc2ad2bd5,no
Locomotion,9,,4,8403,,no,0,0.0,0,#C C walks from the wash room,walks from wash room,"Movement through space, indicative of walking.",r002,Cleaning,,1374.9138919333334,Gold,256701cd-3317-47ee-b6e3-439dc2ad2bd5,no
Stationary,9,,4,7426,,no,0,0.0,0,#C C plays a chess game in the laptop,plays chess game in laptop,"Low body/hand motion, focused on the screen.",r002,Desk Work,Essential Operation,683.4371409546634,Gold,26718e04-3f7a-443d-a589-ca814f05b60e,no
Essential Operation,9,,3,9764,,no,0,0.0,0,#C C cuts the plants with the scissor,cuts plants with scissor,Core task involving manual dexterity and repetitive hand movements.,r002,Cooking,,105.7503696,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Stationary,9,,4,8164,,no,0,0.0,0,#C C stares at the plant,stares at plant,"Low body/hand motion, focused gaze.",r002,Cooking,,134.1876596,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Essential Operation,9,Object Transfer,3,9137,watchlist_verb,yes,0,0.0,0,#C C moves plants with hands,moves plants with hands,Core task involving high hand activity.,r002,Cooking,,378.4970809546634,Bad,2970b84a-d6cf-4593-a487-53f853f0418f,yes
Locomotion,9,Object Transfer,3,9136,watchlist_verb,yes,0,0.0,0,#C C moves the plant on the garden,moves plant on garden,"Body moving through space to move the plant, high body acceleration.",r002,Cooking,,439.4246109546634,Bad,2970b84a-d6cf-4593-a487-53f853f0418f,yes
Object Transfer,9,,5,5030,,no,0,0.0,0,#C C picks stone from the ground,picks stone from ground,Logistics step involving picking up an object.,r002,Cooking,,511.1134909546634,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Essential Operation,9,,15,629,,no,0,0.0,0,#C C cuts the plant with a scissor,cuts plant with scissor,Core task involving high hand activity.,r002,Cooking,,546.6189542879966,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Essential Operation,9,,3,11839,,no,0,0.0,0,#C C plants the plant in the hole,plants plant in hole,Core task involving high hand activity for planting.,r002,Cooking,,1177.54941762133,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Essential Operation,9,,5,5593,,no,0,0.0,0,#C C stirs the noodles,stirs noodles,"Core task, high hand activity.",r002,Cooking,,2719.3297586000003,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Stationary,9,,7,3065,,no,0,0.0,0,#C C talks to a girl Y,talks to girl y,Low body/hand motion.,r002,Cooking,,2729.7285286,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Stationary,9,,9,1911,,no,0,0.0,0,#C C stares at the cooking pot,stares at cooking pot,"Low body/hand motion, focused attention.",r002,Cooking,,2991.0407986,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Object Transfer,9,,3,9018,watchlist_verb,yes,0,0.0,0,#C C moves the bowl of spaghetti on the table with the table mat in her left hand.,moves bowl of spaghetti on table with table mat in her left hand,Logistics step involving moving an object from one location to another.,r002,Cooking,,3069.3433819791667,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,yes
Stationary,9,,6,3477,,no,0,0.0,0,#C C interacts with the girl A. #unsure,interacts with girl,"Low body/hand motion, likely involves speaking or gesturing.",r002,Cooking,,3080.8880419791667,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Object Transfer,9,,5,4441,,no,1,1.0,1,#C C carries the sauce pan with both hands.,carries sauce pan with both hands,Carrying an object from one place to another.,r002,Cooking,,3105.8940719791667,Skip,2970b84a-d6cf-4593-a487-53f853f0418f,no
Object Transfer,9,,4,8280,,no,0,0.0,0,#C C takes some spaghetti from the bowl with the chopsticks in her right hand.,takes spaghetti from bowl with chopsticks in her right hand,Logistics step involving picking up and transferring the spaghetti.,r002,Cooking,,3187.4807419791664,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Stationary,9,,19,392,,no,0,0.0,0,#O a man Y talks to a woman C,man y talks to woman,"Low body/hand motion, typical of conversation.",r002,Cooking,,3481.714848600001,Gold,2970b84a-d6cf-4593-a487-53f853f0418f,no
Object Transfer,9,,5,5629,,no,0,0.0,0,#C C takes blender,takes blender,Logistics step involving picking up the blender.,r002,Cooking,,26.0215086,Gold,2c27b5f1-4af6-49ad-a43c-3efb0c150868,no
Object Transfer,9,,4,7556,,no,0,0.0,0,#C C puts the blender on surface,puts blender on surface,Logistics step involving moving an object to a surface.,r002,Cooking,,70.6499586,Gold,2c27b5f1-4af6-49ad-a43c-3efb0c150868,no
Essential Operation,9,,6,3767,,no,0,0.0,0,#C C pours juice into container,pours juice into container,Core manual task involving controlled hand movement.,r002,Cooking,,168.94261859999995,Gold,2c27b5f1-4af6-49ad-a43c-3efb0c150868,no
Stationary,9,,3,8874,watchlist_verb,yes,0,0.0,0,#C C holds the polythene,holds polythene,"Low body/hand motion, holding an item.",r002,Cooking,,842.7830581997509,Gold,2c27b5f1-4af6-49ad-a43c-3efb0c150868,yes
Stationary,9,,3,9384,watchlist_verb,yes,0,0.0,0,#C C touches the polythene,touches polythene,"Low energy, likely a brief touch with no significant motion.",r002,Cooking,,859.398088199751,Gold,2c27b5f1-4af6-49ad-a43c-3efb0c150868,yes
Locomotion,9,Object Transfer,8,2016,watchlist_verb;historical_bad,yes,4,1.0,4,#C C moves the food,moves food,Body moving through space to move the food.,r002,Cooking,,950.3139581997508,Bad,2c27b5f1-4af6-49ad-a43c-3efb0c150868,yes
Object Transfer,9,,13,853,,no,0,0.0,0,#C C picks the polythene of #unsure,picks polythene of,"Logistics step, picking up an object.",r002,Cooking,,1211.036667144922,Gold,2c27b5f1-4af6-49ad-a43c-3efb0c150868,no
Stationary,9,,4,5988,watchlist_verb,yes,0,0.0,0,#C C holds polythene of #unsure,holds polythene of,Holding an object without significant movement.,r002,Cooking,,1288.314587144922,Gold,2c27b5f1-4af6-49ad-a43c-3efb0c150868,yes
Stationary,9,,5,5621,,no,0,0.0,0,#C C switch off the light,switch off light,"Low body/hand motion, simple action.",r002,Cleaning,Essential Operation,9.80092,Gold,2d1baacd-d82b-4e0c-9d85-b420fb9bde91,no
Stationary,9,,11,1251,,no,0,0.0,0,#C C puts on lights,puts on lights,"Low body/hand motion, likely involves minimal movement to switch lights.",r002,Cleaning,Essential Operation,19.37132,Gold,2d1baacd-d82b-4e0c-9d85-b420fb9bde91,no
Locomotion,9,,9,1723,,no,0,0.0,0,#O man D walks around,man d walks around,"Movement through space, indicative of walking.",r002,Cleaning,,286.20744,Gold,2d1baacd-d82b-4e0c-9d85-b420fb9bde91,no
Stationary,9,,3,10567,,no,0,0.0,0,#O man D raises hand,man d raises hand,The action of raising a hand is a low energy movement.,r002,Cleaning,,394.83652,Gold,2d1baacd-d82b-4e0c-9d85-b420fb9bde91,no
Essential Operation,9,Stationary,3,10620,,no,0,0.0,0,#O man F swings hand,man f swings hand,"High hand activity, likely performing a cleaning task.",r002,Cleaning,,433.36013,Bad,2d1baacd-d82b-4e0c-9d85-b420fb9bde91,no
Essential Operation,9,Stationary,3,10570,,no,0,0.0,0,#O man D swings hand,man d swings hand,"High hand activity, likely performing a core cleaning task.",r002,Cleaning,,486.92775,Bad,2d1baacd-d82b-4e0c-9d85-b420fb9bde91,no
