action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Stationary,3,Search,7,2694,,no,0,0.0,0,#C C looks at the cooker,looks at cooker,"Low body/hand motion, primarily visual inspection.",r002,Cooking,,1884.4645752666663,Bad,10a7fd5a-169d-4b0c-ba8b-825af7bd2117,no
Stationary,3,,12,923,watchlist_verb,yes,0,0.0,0,#C C Holds the wipe towel,holds wipe towel,"Low body/hand motion, holding an object.",r002,Cooking,,1917.1836952666663,Gold,10a7fd5a-169d-4b0c-ba8b-825af7bd2117,yes
Search,3,,5,4633,,no,0,0.0,0,#C C Flashes the toilet,flashes toilet,Visual search or monitoring (looking at the toilet).,r002,Cooking,,1921.2751052666663,Skip,10a7fd5a-169d-4b0c-ba8b-825af7bd2117,no
Stationary,3,,4,7802,,no,0,0.0,0,#C C Puts the right hand on the counter top,puts right hand on counter top,"Low body/hand motion, indicating a pause or idle state.",r002,Cooking,,1947.1760852666664,Gold,10a7fd5a-169d-4b0c-ba8b-825af7bd2117,no
Object Transfer,3,,4,8311,,no,0,0.0,0,#C C Throws the piece of paper in the bin,throws piece of paper in bin,"The action involves moving an object to a destination, which is a logistics step.",r002,Cooking,,2028.3763352666667,Gold,10a7fd5a-169d-4b0c-ba8b-825af7bd2117,no
Stationary,3,,5,4222,watchlist_verb,yes,0,0.0,0,#C C holds the playing cards on the table,holds playing cards on table,The action describes a static position with minimal movement.,r002,Playing Instrument,,0.0,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Object Transfer,3,,5,4804,,no,0,0.0,0,#O A man X puts the playing cards on the table,man x puts playing cards on table,Logistics step involving placing objects.,r002,Playing Instrument,,17.22427,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,3,10656,,no,0,0.0,0,#O A man M puts the plate on the table,man m puts plate on table,Logistics step involving placing an object.,r002,Playing Instrument,,120.36368,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,,7,3129,,no,0,0.0,0,"#O A woman Y,Z,M,L sits on the chair on the floor",woman y z m l sits on chair on floor,The action describes sitting in one place without any significant movement.,r002,Playing Instrument,,308.21194,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,,3,9416,watchlist_verb,yes,0,0.0,0,#O A woman M holds the playing cards with her hands,woman m holds playing cards with her hands,"The action describes holding cards, which involves low hand motion.",r002,Playing Instrument,,427.29685,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Object Transfer,3,,5,4875,,no,0,0.0,0,#O person E puts the cards on the table,person e puts cards on table,Logistics step of placing cards on the table.,r002,Playing Instrument,,568.3079766666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,,9,1623,watchlist_verb,yes,0,0.0,0,#O person D moves the hand on the table,person d moves hand on table,The action describes a hand movement on a table which is likely low energy and stationary.,r002,Playing Instrument,,570.1971866666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,3,9082,watchlist_verb,yes,0,0.0,0,#C C moves the hands on the table,moves hands on table,"Low body/hand motion, no significant movement.",r002,Playing Instrument,,570.9512666666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Object Transfer,3,Stationary,3,9301,watchlist_verb,yes,0,0.0,1,#O person A moves the hand from the table,person moves hand from table,"The action describes moving the hand from the table, which is a logistics step.",r002,Playing Instrument,,579.6206466666666,Bad,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,3,9290,watchlist_verb,yes,0,0.0,0,#O person F moves the hand from the table,person f moves hand from table,The movement described is minimal and does not indicate active use of the instrument.,r002,Playing Instrument,,582.6130666666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,15,654,,no,0,0.0,0,#C C points at the cards,points at cards,Pointing at cards involves minimal body movement.,r002,Playing Instrument,,584.3443066666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,4,6991,,no,0,0.0,0,#O person D puts the cards on the table,person d puts cards on table,Logistics step of placing cards on the table.,r002,Playing Instrument,,596.6852466666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,,4,6177,historical_bad,yes,3,1.0,3,#O person F shuffles the cards,person f shuffles cards,The action involves minimal movement and is focused on a specific task rather than locomotion or significant body movement.,r002,Playing Instrument,Task Operation,597.3177266666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,4,6178,watchlist_verb,yes,0,0.0,0,#O person A moves the card on the table,person moves card on table,Logistics step involving moving an object (card) on a surface.,r002,Playing Instrument,,600.2845266666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,4,6992,,no,0,0.0,0,#O person E shuffles the cards,person e shuffles cards,Shuffling cards is typically done with one hand and does not involve significant body movement.,r002,Playing Instrument,Task Operation,604.3183366666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,9,1757,,no,0,0.0,0,#O person A puts the card on the table,person puts card on table,The action involves placing an object (the card) on a surface (the table).,r002,Playing Instrument,,609.3754666666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,8,2166,,no,0,0.0,0,#O person A takes the crips,person takes crips,Logistics/Setup step (taking an object).,r002,Playing Instrument,,614.2803066666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Task Operation,3,,6,3445,,no,0,0.0,0,#C C eats the crips,eats crips,"[CtxFixed] The current action involves consuming the crisps, which is a basic and essential operation for sustenance.",r002,Playing Instrument,,614.7638866666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Task Operation,3,,3,9078,watchlist_verb,yes,0,0.0,0,#C C moves the hand on the card,moves hand on card,Core task involving high hand activity.,r002,Playing Instrument,,621.8211366666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,6,3326,,no,0,0.0,0,#C C checks the cards,checks cards,"Low body/hand motion, likely involves visual inspection.",r002,Playing Instrument,,625.1092466666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,3,9291,watchlist_verb,yes,0,0.0,0,#O person G moves the cards on the table,person g moves cards on table,"Logistics step involving moving cards, short bursts of hand acceleration.",r002,Playing Instrument,,650.4481366666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Object Transfer,3,,9,1925,,no,0,0.0,0,#C C takes the crips,takes crips,Logistics/Setup step (taking an object).,r002,Playing Instrument,,657.5533866666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,3,10921,,no,0,0.0,0,#O person B puts the phone down,person b puts phone down,Logistics step of putting down an object.,r002,Playing Instrument,,666.3771266666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Task Operation,3,,51,70,watchlist_verb,yes,1,1.0,1,#C C moves the hands,moves hands,Core task involving high hand activity.,r002,Playing Instrument,Stationary,673.0478166666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,4,6174,watchlist_verb,yes,0,0.0,0,#O person B moves the hand on the table,person b moves hand on table,"The action describes a hand movement on a table, which is likely a low-energy, stationary activity.",r002,Playing Instrument,,677.9494966666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Object Transfer,3,,5,4354,watchlist_verb,yes,0,0.0,0,#O person E moves the card on the table,person e moves card on table,"The action involves moving an object (card) on a surface, which is a logistics step.",r002,Playing Instrument,,682.7793066666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,12,935,watchlist_verb,yes,0,0.0,0,#O person F moves the hand on the table,person f moves hand on table,"Low body/hand motion, no significant movement described.",r002,Playing Instrument,,714.3348766666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,7,2540,watchlist_verb,yes,0,0.0,0,#O person E moves the hand on the table,person e moves hand on table,"The action described does not indicate any specific task or motion that would fit the other categories. Moving a hand on a table without any further context suggests a low-energy, stationary action.",r002,Playing Instrument,,725.6161766666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Task Operation,3,,3,9293,watchlist_verb,yes,0,0.0,0,#O person G moves the hand,person g moves hand,Core manual task involving high hand activity.,r002,Playing Instrument,Stationary,751.0417966666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,3,10109,,no,0,0.0,0,#C C eats the crips,eats crips,"Low body/hand motion, eating is a relatively static activity.",r002,Playing Instrument,Task Operation,771.6192666666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,Object Transfer,4,6176,watchlist_verb,yes,1,1.0,1,#O person D moves the #unsure on the table,person d moves on table,"Unclear action, likely involves minimal movement.",r002,Playing Instrument,,795.1486666666667,Bad,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,18,436,,no,0,0.0,0,#C C collects the cards,collects cards,The action of collecting cards does not involve significant body or hand motion.,r002,Playing Instrument,,807.6193166666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,5,5635,,no,0,0.0,0,#C C takes the card on the table,takes card on table,Logistics/Setup step (taking an object).,r002,Playing Instrument,,829.1589966666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,3,9287,watchlist_verb,yes,0,0.0,0,#O person B moves the cards on the table,person b moves cards on table,"Logistics of moving cards, short bursts of hand acceleration.",r002,Playing Instrument,,840.4804866666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,4,6995,,no,1,1.0,1,#O person G shuffles the cards,person g shuffles cards,Shuffling cards is typically done with one hand and does not involve significant body movement.,r002,Playing Instrument,Task Operation,843.7432366666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,3,10932,,no,0,0.0,0,#O person G puts the cards down,person g puts cards down,"Action involves placing objects (cards), short bursts of hand activity.",r002,Playing Instrument,,848.4781466666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,,3,9294,watchlist_verb,yes,0,0.0,0,#O person G moves the hand from the table,person g moves hand from table,"The action describes a movement that is likely transitional or preparatory, with minimal motion energy.",r002,Playing Instrument,,861.4204966666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Task Operation,3,,3,9300,watchlist_verb,yes,0,0.0,0,#O person A moves the hand,person moves hand,"Core manual task involving hand movement, likely playing the instrument.",r002,Playing Instrument,Stationary,863.1696366666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Object Transfer,3,,3,10919,,no,0,0.0,0,#O person B puts the card on the table,person b puts card on table,Logistics step involving placing an object.,r002,Playing Instrument,,872.1754766666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,,4,6172,watchlist_verb,yes,0,0.0,0,#O person B holds the card,person b holds card,The action describes a holding action which is likely to involve minimal movement.,r002,Playing Instrument,,885.0279666666667,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,13,909,,no,1,0.5,2,#C C wipes the hand,wipes hand,"Low body/hand motion, likely a minor action during a pause.",r002,Playing Instrument,Task Operation,908.1552966666668,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,,15,674,,no,1,1.0,1,#C C stretches the cloth,stretches cloth,"The action of stretching a cloth is a relatively low-energy activity, likely involving minimal movement.",r002,Playing Instrument,Task Operation,910.2199866666668,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,6,3276,watchlist_verb,yes,0,0.0,0,#O person D moves the card on the table,person d moves card on table,"The action involves moving an object (card), which is a logistical step.",r002,Playing Instrument,,922.6879666666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,88,21,watchlist_verb,yes,0,0.0,0,#C C holds the card,holds card,The action describes a holding position which is low energy and stationary.,r002,Playing Instrument,,932.8477566666668,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Object Transfer,3,,3,10934,,no,0,0.0,0,#O person G takes the card on the table,person g takes card on table,Logistics/Setup step involving picking up an object.,r002,Playing Instrument,,1007.5995366666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,3,10923,,no,0,0.0,0,#O person B takes the crips,person b takes crips,Logistics/Setup step (taking an object).,r002,Playing Instrument,,1024.7061566666666,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Task Operation,3,,6,3238,watchlist_verb,yes,0,0.0,0,#C C moves the hand down,moves hand down,"Core task involving high hand activity, likely playing the instrument.",r002,Playing Instrument,Stationary,1038.7395566666669,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,31,165,,no,0,0.0,0,#C C stares at the table,stares at table,"Low body/hand motion, indicating an idle or stationary state.",r002,Playing Instrument,,1079.993333333333,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,,4,6175,watchlist_verb,yes,0,0.0,0,#O person D moves the hand to the table,person d moves hand to table,"The action described is a minor movement that does not involve significant hand or body acceleration, indicating a low-energy state.",r002,Playing Instrument,,1101.0325433333333,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,3,9289,watchlist_verb,yes,0,0.0,0,#O person F holds the card,person f holds card,"The action described does not indicate any significant movement or task, suggesting a low energy state.",r002,Playing Instrument,,1142.2846233333337,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Stationary,3,,3,11011,,no,0,0.0,0,#O A Person Y Points at C,person y points at,"Pointing involves minimal movement, mostly static.",r002,Playing Instrument,,1598.104538,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Stationary,3,Object Transfer,4,6182,watchlist_verb,yes,0,0.0,0,#O A Person Z Moves the #unsure on the cards,person z moves on cards,"Unclear action, likely low energy activity.",r002,Playing Instrument,,1602.9810779999998,Bad,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
Object Transfer,3,,4,6993,,no,0,0.0,0,#O person G puts the card on the table,person g puts card on table,Logistics step involving placing an object.,r002,Playing Instrument,,1700.44892,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,no
Object Transfer,3,,4,6173,watchlist_verb,yes,0,0.0,0,#O person B moves the card on the table,person b moves card on table,Logistics step involving moving an object (card).,r002,Playing Instrument,,1863.67291,Gold,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,yes
