action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Object Transfer,8,,4,8547,,no,0,0.0,0,#O A woman Y puts cards on table,woman y puts cards on table,"The action involves placing objects (cards) on a surface, which is a logistics step.",r002,Playing Instrument,,567.7583370505208,Gold,0a47c74a-dad9-42d5-b937-0f375490f034,no
Essential Operation,8,,5,5817,,no,0,0.0,0,#O A woman Y picks dices on the board,woman y picks dices on board,Core task involving high hand activity.,r002,Playing Instrument,,573.4248970505208,Skip,0a47c74a-dad9-42d5-b937-0f375490f034,no
Essential Operation,8,,5,5821,,no,0,0.0,0,#O A woman Y shakes dices,woman y shakes dices,Core task involving high hand activity.,r002,Playing Instrument,,583.2842670505208,Skip,0a47c74a-dad9-42d5-b937-0f375490f034,no
Essential Operation,8,,5,5819,,no,0,0.0,0,#O A woman Y puts dices on the board,woman y puts dices on board,Core task involving manual dexterity and fine motor skills.,r002,Playing Instrument,,583.9795770505209,Gold,0a47c74a-dad9-42d5-b937-0f375490f034,no
Stationary,8,,5,5820,,no,1,1.0,1,#O A woman Y puts #unsure on the board,woman y puts on board,"The action described seems to involve placing something on a board with uncertainty, suggesting a low-energy, stationary activity.",r002,Playing Instrument,,588.9047670505208,Skip,0a47c74a-dad9-42d5-b937-0f375490f034,no
Essential Operation,8,,3,9128,watchlist_verb,yes,0,0.0,0,#C C moves pen on the paper,moves pen on paper,Core task involving high hand activity.,r002,Playing Instrument,,598.2282170505209,Gold,0a47c74a-dad9-42d5-b937-0f375490f034,yes
Object Transfer,8,,4,7080,,no,0,0.0,0,#C C picks dices on the board,picks dices on board,Logistics step involving picking up objects.,r002,Playing Instrument,,615.3870570505209,Gold,0a47c74a-dad9-42d5-b937-0f375490f034,no
Object Transfer,8,,5,5281,,no,0,0.0,0,#C C puts dices on the board,puts dices on board,"Logistics/Setup step, putting objects in place.",r002,Playing Instrument,,619.3028070505209,Gold,0a47c74a-dad9-42d5-b937-0f375490f034,no
Stationary,8,Essential Operation,3,9422,watchlist_verb,yes,1,1.0,1,#O A woman Y moves cards,woman y moves cards,"The action described seems to involve a stationary task such as organizing or moving cards, with minimal body or hand motion.",r002,Playing Instrument,,638.2295870505209,Bad,0a47c74a-dad9-42d5-b937-0f375490f034,yes
Object Transfer,8,,3,9423,watchlist_verb,yes,0,0.0,0,#O A woman Y moves #unsure on the board,woman y moves on board,"[CtxFixed] The action of moving the dices onto the board is a deliberate placement, which fits the 'Object Transfer' category.",r002,Playing Instrument,,655.4989070505209,Gold,0a47c74a-dad9-42d5-b937-0f375490f034,yes
Stationary,8,Search,19,423,,no,0,0.0,0,#C C watches video on the phone,watches video on phone,"Low body/hand motion, focused attention.",r002,Cooking,,105.35979526666668,Bad,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,7,2787,,no,0,0.0,0,#C C picks cloth on the floor,picks cloth on floor,Logistics step involving picking up an object from the floor.,r002,Cooking,,150.51176526666666,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,6,3718,,no,0,0.0,0,#C C places an egg on the counter,places egg on counter,"Logistics step, placing an object.",r002,Cooking,,211.35343526666665,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Essential Operation,8,,3,11903,,no,0,0.0,0,#C C pours #unsure in the mixture,pours in mixture,"Core task involving hand activity, likely with irregular movements.",r002,Cooking,,264.1377652666667,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,14,740,,no,0,0.0,0,#C C places #unsure on the shelf,places on shelf,Logistics step involving placing an object.,r002,Cooking,,271.95498526666665,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Essential Operation,8,,3,10825,,no,0,0.0,0,#C C mixes the food in the bowl with a fork in his right hand,mixes food in bowl with fork in his right hand,Core task involving high hand activity.,r002,Cooking,,289.74048526666667,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Stationary,8,,4,8009,,no,0,0.0,0,#C C rotates the bowl with his left hand,rotates bowl with his left hand,"The action involves minimal movement, primarily rotation of the bowl with one hand, indicating a low energy state.",r002,Cooking,,384.27036526666666,Skip,0d270946-95c5-4e71-ae49-b9e802548147,no
Essential Operation,8,,4,6921,,no,0,0.0,0,#C C mixes the flour on the bowl with a spoon in his right hand,mixes flour on bowl with spoon in his right hand,Core manual task involving high hand activity.,r002,Cooking,,432.9029852666667,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,8,2245,,no,0,0.0,0,#C C places dough on the flour,places dough on flour,Logistics step involving placing an object.,r002,Cooking,,562.2524319333335,Skip,0d270946-95c5-4e71-ae49-b9e802548147,no
Stationary,8,,5,4408,,no,1,1.0,1,#C C arranges the dough on the plate,arranges dough on plate,"Low body/hand motion, arranging is a fine motor task.",r002,Cooking,,565.3225719333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,6,3626,,no,0,0.0,0,#C C picks the dough with his hand from the spoon,picks dough with his hand from spoon,Logistics step involving picking up the dough.,r002,Cooking,,568.6261519333334,Skip,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,6,3716,,no,0,0.0,0,#C C places the dough in the frying pan,places dough in frying pan,Logistics step involving the placement of an object.,r002,Cooking,,612.6184519333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Stationary,8,,7,2634,,no,0,0.0,0,#C C drops hand,drops hand,"[CtxFixed] The action of dropping hand does not indicate a significant movement or interaction with the environment, and it can be considered a continuation of a stationary state.",r002,Cooking,,834.2425019333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,8,2203,,no,0,0.0,0,#C C picks the frying spoon,picks frying spoon,Logistics action of picking up an object.,r002,Cooking,,852.6471319333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Stationary,8,,7,2448,watchlist_verb,yes,0,0.0,0,#C C adjusts the cake,adjusts cake,Adjusting likely involves minimal movement and is more about monitoring.,r002,Cooking,,854.9088219333335,Gold,0d270946-95c5-4e71-ae49-b9e802548147,yes
Object Transfer,8,,3,9915,,no,0,0.0,0,#C C drops the dough in the frying pan,drops dough in frying pan,"[CtxFixed] The action of dropping the dough into the frying pan is a deliberate placement, which fits the criteria for Object Transfer.",r002,Cooking,,897.5983219333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,3,9218,watchlist_verb,yes,0,0.0,0,# C C opens the cooker door,opens cooker door,Logistics step involving opening a drawer or container.,r002,Cooking,,908.5279919333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,yes
Object Transfer,8,,3,11671,,no,0,0.0,0,#C C places the dough on the baking powder,places dough on baking powder,Logistics step of placing an object.,r002,Cooking,,946.7423419333336,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Essential Operation,8,,8,1975,watchlist_verb,yes,0,0.0,0,#C C adjusts the dough with both hands,adjusts dough with both hands,Core task involving high hand activity.,r002,Cooking,,999.5931419333334,Skip,0d270946-95c5-4e71-ae49-b9e802548147,yes
Object Transfer,8,,3,9929,,no,0,0.0,0,#C C drops the frying spoon,drops frying spoon,"[CtxFixed] The action involves deliberately placing the frying spoon onto a surface, which fits the criteria for Object Transfer.",r002,Cooking,,1018.6483719333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Stationary,8,,4,8338,,no,0,0.0,0,#C C turns the cake,turns cake,Turning an object typically involves minimal body motion and can be considered a stationary action.,r002,Cooking,,1026.4349419333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,7,2877,,no,0,0.0,0,#C C places the plate in the sink,places plate in sink,"Logistics step, placing the plate in the sink.",r002,Cooking,,1066.4737719333332,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Essential Operation,8,,13,809,,no,0,0.0,0,#C C cleans hand,cleans hand,Core task involving high hand activity.,r002,Cooking,,1082.2127019333332,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Stationary,8,,14,708,,no,0,0.0,0,#C C eats the cake,eats cake,"Low body/hand motion, eating involves minimal movement.",r002,Cooking,,1201.6385019333334,Skip,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,5,5374,,no,0,0.0,0,#C C puts the spatula in the sink,puts spatula in sink,Logistics/Setup step involving picking up and placing down an object.,r002,Cooking,,1277.9303819333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,5,4917,,no,0,0.0,0,#C C picks the cake with fork and hand,picks cake with fork and hand,Logistics step involving picking up an object.,r002,Cooking,,1316.5997319333333,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,11,1232,,no,0,0.0,0,#C C puts the cake on the bowl,puts cake on bowl,"Logistics/Setup step, moving the cake to the bowl.",r002,Cooking,,1318.2539819333333,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Object Transfer,8,,5,4918,,no,0,0.0,0,#C C picks the cake with left hand,picks cake with left hand,Logistics step involving picking up an object.,r002,Cooking,,1335.0926619333334,Gold,0d270946-95c5-4e71-ae49-b9e802548147,no
Stationary,8,Search,3,10467,,no,0,0.0,0,#C C looks at the keyboard,looks at keyboard,"Low body/hand motion, focused attention.",r002,Cooking,,215.03060526666667,Bad,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Stationary,8,,7,3080,,no,0,0.0,0,#C C turns off the blender,turns off blender,"Low body/hand motion, likely involves pressing a button or switch.",r002,Cooking,,231.15578526666667,Skip,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Essential Operation,8,,4,7476,,no,0,0.0,0,#c c pours sugar in a pan,pours sugar in pan,Core task involving high hand activity.,r002,Cooking,,573.2262852666668,Skip,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,4,7649,,no,0,0.0,0,#C C puts down the scraper,puts down scraper,"Logistics/Setup step, putting down an object.",r002,Cooking,,1124.7074642879966,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,6,3701,,no,0,0.0,0,#C C picks up the silicone spatula spoon,picks up silicone spatula spoon,Logistics/Setup step (picking up an object).,r002,Cooking,,1385.2852042879967,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,4,7232,,no,0,0.0,0,#C C picks up the blender jar,picks up blender jar,Logistics step involving picking up an object.,r002,Cooking,,1407.3756042879966,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,8,2292,,no,0,0.0,0,#C C puts #unsure in the blender jar,puts in blender jar,Logistics step involving placing an item.,r002,Cooking,,1542.1712642879966,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,4,7923,,no,0,0.0,0,#C C removes #unsure from the silicone spatula spoon,removes from silicone spatula spoon,"Logistics/Setup step, picking up or removing an object.",r002,Cooking,,1564.2093542879966,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,5,4570,,no,0,0.0,0,#C C drops #unsure in the jar.,drops in jar,"[CtxFixed] The action involves moving an object (dropping something into a jar), which is a significant transfer of the object from the counter to inside the jar.",r002,Cooking,,2039.7531452666665,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,3,9928,,no,0,0.0,0,#C C drops #unsure from the spoon to the blender jar.,drops from spoon to blender jar,"[CtxFixed] The action involves deliberately transferring the contents from the spoon to the blender jar, which indicates a purposeful movement of an object.",r002,Cooking,,2127.0447952666664,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Essential Operation,8,,3,9519,,no,0,0.0,0,#C C blends the peanut with the blender,blends peanut with blender,Core manual task involving high hand activity.,r002,Cooking,,2209.247265266667,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,3,8685,watchlist_verb,yes,0,0.0,0,#C C closes the blender jug lid,closes blender jug lid,Closing the blender jug lid is a logistics step involving the manipulation of an object.,r002,Cooking,,2366.0311552666667,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,yes
Essential Operation,8,,4,6248,,no,0,0.0,0,#C C applies oil on pan with brush,applies oil on pan with brush,Core task involving high hand activity.,r002,Cooking,,2646.517795266667,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,no
Object Transfer,8,,6,3248,watchlist_verb,yes,0,0.0,0,#C C moves the monitor on the table,moves monitor on table,"Logistics of moving an object, short burst of hand activity.",r002,Cooking,,3012.6332752666667,Gold,0fe191ef-c28a-422c-aede-46f8aa8532a6,yes
Essential Operation,8,,11,1127,,no,0,0.0,0,#C C cuts serviette paper,cuts serviette paper,Core task involving high hand activity.,r002,Cleaning,,12.0913686,Gold,10019839-9ded-439f-a573-5ccacd7d829d,no
Object Transfer,8,,6,4078,,no,0,0.0,0,#C C unrolls serviette paper,unrolls serviette paper,Logistics step involving picking up and unrolling the serviette paper.,r002,Cleaning,,53.7751286,Gold,10019839-9ded-439f-a573-5ccacd7d829d,no
Object Transfer,8,,4,7366,,no,0,0.0,0,#C C places #Unsure on the bedside table,places on bedside table,Logistics step involving picking up and placing an object.,r002,Cleaning,,300.9728423647172,Gold,10019839-9ded-439f-a573-5ccacd7d829d,no
Object Transfer,8,,3,9067,watchlist_verb,yes,0,0.0,0,#C C moves flower pot on the window sill,moves flower pot on window sill,Logistics of moving an object (flower pot).,r002,Cleaning,,568.6955521677083,Gold,10019839-9ded-439f-a573-5ccacd7d829d,yes
Object Transfer,8,,3,9190,watchlist_verb,yes,0,0.0,0,#C C moves toy on the window sill.,moves toy on window sill,Logistics of moving an object from one place to another.,r002,Cleaning,,568.8548221677083,Gold,10019839-9ded-439f-a573-5ccacd7d829d,yes
Stationary,8,,4,7438,,no,0,0.0,0,#C C plugs the socket,plugs socket,Plugging an outlet is a static action with minimal body movement.,r002,Cleaning,,670.2790921677083,Gold,10019839-9ded-439f-a573-5ccacd7d829d,no
Object Transfer,8,,3,9779,,no,0,0.0,0,#C C detaches pipe from the vacuum cleaner,detaches pipe from vacuum cleaner,Logistics step involving the manipulation of objects.,r002,Cleaning,,674.5561321677084,Gold,10019839-9ded-439f-a573-5ccacd7d829d,no
Locomotion,8,,35,133,,no,0,0.0,0,#C C vacuum cleans the floor,vacuum cleans floor,Body moving through space while performing a task that involves movement.,r002,Cleaning,Essential Operation,739.0126321677084,Gold,10019839-9ded-439f-a573-5ccacd7d829d,no
Stationary,8,,3,9520,,no,0,0.0,0,#C C blows air on the floor,blows air on floor,"Low body/hand motion, mostly air movement.",r002,Cleaning,,840.9052239799025,Gold,10019839-9ded-439f-a573-5ccacd7d829d,no
Locomotion,8,,4,6732,,no,0,0.0,0,#C C lifts the leg,lifts leg,"Body moving through space, likely standing up or lifting a limb to clean a higher area.",r002,Cleaning,,861.8937939799025,Skip,10019839-9ded-439f-a573-5ccacd7d829d,no
Stationary,8,,3,11960,,no,0,0.0,0,#C C presses a button on the switch,presses button on switch,"Low body/hand motion, brief action.",r002,Cleaning,,1046.5556539799024,Gold,10019839-9ded-439f-a573-5ccacd7d829d,no
Locomotion,8,Object Transfer,3,9193,watchlist_verb,yes,0,0.0,0,#C C moves the vacuum cleaner with the leg,moves vacuum cleaner with leg,"Body moving through space, specifically using leg movement.",r002,Cleaning,,1198.651305266667,Bad,10019839-9ded-439f-a573-5ccacd7d829d,yes
