action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Object Transfer,11,Task Operation,6,4049,,no,1,1.0,1,#C C tucks bedsheet,tucks bedsheet,"Logistics of arranging the bedsheet, involves picking up and placing the sheet.",r002,Cleaning,,2280.054940954664,Bad,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Search,11,,4,6747,,no,0,0.0,0,#C C looks at bed,looks at bed,"Head movement (visual inspection), hands mostly still.",r002,Cleaning,,2305.501630954664,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Object Transfer,11,,3,11178,,no,0,0.0,0,#C C picks duvet cover,picks duvet cover,Logistics step involving picking up an object.,r002,Cleaning,,2386.186160954664,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Stationary,11,Task Operation,5,5610,,no,0,0.0,0,#C C stretches duvet cover,stretches duvet cover,Stretches involve minimal movement and are generally low energy.,r002,Cleaning,,2433.923360954664,Bad,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Stationary,11,,5,5568,,no,0,0.0,0,#C C stares at the bed,stares at bed,"Low body/hand motion, indicating an idle or waiting state.",r002,Cleaning,,2479.859108645833,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Stationary,11,Task Operation,4,8130,,no,0,0.0,0,#C C spreads the bed,spreads bed,"The action of spreading a bed is typically performed while standing or sitting in one place, with minimal body movement.",r002,Cleaning,,2573.725778645833,Bad,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Locomotion,11,,3,9006,watchlist_verb,yes,0,0.0,0,#C C moves around the bedroom,moves around bedroom,"Body moving through space, indicative of movement around the room.",r002,Cleaning,,2635.595518645833,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,yes
Object Transfer,11,,3,11135,,no,0,0.0,0,#C C picks the cloths on the floor,picks cloths on floor,Logistics step involving picking up an object.,r002,Cleaning,Task Operation,2646.1448186458333,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Locomotion,11,,10,1557,,no,0,0.0,0,#C C walks in the bedroom,walks in bedroom,Body moving through space (walking).,r002,Cleaning,,2652.035618645833,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Object Transfer,11,,5,4339,watchlist_verb,yes,0,0.0,0,# C C opens the laundry machine,opens laundry machine,Opening the laundry machine is a logistics step involving interaction with an object.,r002,Cleaning,,2690.9459486458336,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,yes
Stationary,11,Task Operation,7,3016,,no,0,0.0,0,#C C sets the washing machine,sets washing machine,Setting the washing machine involves minimal movement.,r002,Cleaning,,2694.9964486458334,Bad,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Task Operation,11,,9,1827,,no,0,0.0,0,#C C pours the detergent in the washing machine,pours detergent in washing machine,Core task involving high hand activity.,r002,Cleaning,,2709.388048645834,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Locomotion,11,,5,5741,,no,0,0.0,0,#C C walks towards a room,walks towards room,"Body moving through space, indicative of walking.",r002,Cleaning,,2727.4850186000003,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Search,11,,3,10495,,no,0,0.0,0,#C C looks on the left,looks on left,"Head movement (visual search), hands mostly still.",r002,Cleaning,,2801.1015886000005,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Object Transfer,11,,5,5649,,no,0,0.0,0,#C C takes the phone on the table,takes phone on table,"Logistics step, picking up an object.",r002,Cleaning,,3568.124661979167,Gold,01111831-9107-43c4-bf0e-6b26e9b32a2b,no
Stationary,11,,3,8825,watchlist_verb,yes,0,0.0,0,#C C holds lighting cables with both hands,holds lighting cables with both hands,"Low body/hand motion, holding position.",r002,Carpentry,,132.59092,Gold,03be7d83-7394-45b9-9f36-b55ad721aee1,yes
Stationary,11,,7,2484,watchlist_verb,yes,0,0.0,0,#C C holds lighting cables with the left hand,holds lighting cables with left hand,"Low body/hand motion, holding position.",r002,Carpentry,,151.70267,Gold,03be7d83-7394-45b9-9f36-b55ad721aee1,yes
Task Operation,11,,3,9702,,no,0,0.0,0,#C C connects lighting cables with both hands,connects lighting cables with both hands,Core manual task involving high hand activity.,r002,Carpentry,,177.96566,Gold,03be7d83-7394-45b9-9f36-b55ad721aee1,no
Locomotion,11,,3,10643,,no,0,0.0,0,#O a man H rides on the scooter,man h rides on scooter,"Body moving through space (riding a scooter), high body acceleration.",r002,Cleaning,,90.1216,Gold,09c98c4f-dc2a-429b-8afa-624211cd4bfd,no
Search,11,,100,13,,no,0,0.0,0,#C C looks left,looks left,"Head movement (visual search), hands mostly still.",r002,Mechanical Repair,,833.7510333333333,Gold,0daaa66c-fb5f-4680-b84c-2f65f0f0bd9b,no
Stationary,11,Search,3,10472,,no,0,0.0,0,#C C looks at the pavement,looks at pavement,"Low body/hand motion, focus on visual inspection.",r002,Mechanical Repair,,1285.9907066666667,Bad,0daaa66c-fb5f-4680-b84c-2f65f0f0bd9b,no
Object Transfer,11,Stationary,3,9392,watchlist_verb,yes,0,0.0,0,#C C touches the tap knob,touches tap knob,"Logistics step, short burst of hand activity.",r002,Cooking,,13.6038886,Bad,105d3303-8e2d-4c20-96ff-e9a8ff325109,yes
Object Transfer,11,,9,1937,,no,0,0.0,0,#C C throws waste in the trash bin,throws waste in trash bin,Logistics action of placing an object into the trash bin.,r002,Cooking,,181.3575486,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,4,7045,,no,0,0.0,0,#C C picks broccoli from the chopping board,picks broccoli from chopping board,Logistics step involving picking up an object.,r002,Cooking,,240.6248286,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,4,6064,watchlist_verb,yes,0,0.0,0,#C C moves a bowl on the countertop,moves bowl on countertop,Logistics step involving moving an object.,r002,Cooking,,593.703947613672,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,yes
Object Transfer,11,,7,2808,,no,0,0.0,0,#C C picks a measuring cup from the countertop,picks measuring cup from countertop,Logistics step involving picking up an object.,r002,Cooking,,598.6505676136719,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Search,11,,4,8107,,no,1,1.0,1,#C C sniffs liquid in the measuring cup,sniffs liquid in measuring cup,"Visual and olfactory inspection, minimal body motion.",r002,Cooking,,604.3621076136719,Skip,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,5,5144,,no,0,0.0,0,#C C places measuring cup on the kitchen countertop,places measuring cup on kitchen countertop,Logistics step involving placing an object.,r002,Cooking,,609.8282476136719,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,7,2872,,no,0,0.0,0,#C C places paper on the countertop,places paper on countertop,Logistics step involving placing an object.,r002,Cooking,,686.934227613672,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Task Operation,11,,12,1063,,no,0,0.0,0,#C C stirs ingredients in the cooking pan,stirs ingredients in cooking pan,Core task involving high hand activity.,r002,Cooking,,795.4132576136719,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,8,2223,,no,0,0.0,0,#C C picks the stirring spoon,picks stirring spoon,"Logistics step, picking up an object.",r002,Cooking,,833.3170109374354,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,3,11805,,no,0,0.0,0,#C C places the solids in a measuring cup,places solids in measuring cup,Logistics step involving picking up and placing objects.,r002,Cooking,,883.9084909374354,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,5,5021,,no,0,0.0,0,#C C picks a sieving bowl,picks sieving bowl,"Logistics action, picking up an object.",r002,Cooking,,979.0230709374354,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,3,11397,,no,0,0.0,0,#C C picks the sieving spoon,picks sieving spoon,"Logistics step, picking up an object.",r002,Cooking,,990.6763909374354,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Task Operation,11,,4,7461,,no,0,0.0,0,#C C pours the liquid in the sink,pours liquid in sink,Core task involving high hand activity.,r002,Cooking,,1115.2355871449215,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,20,374,,no,0,0.0,0,#C C puts the spoon on the chopping board,puts spoon on chopping board,Logistics/Setup step involving placing an object.,r002,Cooking,,1117.4622271449218,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Stationary,11,,5,4365,watchlist_verb,yes,0,0.0,0,#C C touches the food with her left hand,touches food with her left hand,"Low body/hand motion, possibly inspecting the food.",r002,Cooking,,1147.226617144922,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,yes
Task Operation,11,,4,8347,,no,0,0.0,0,#C C turns the food with the spoon,turns food with spoon,"Core task involving manipulation with hands, high hand activity.",r002,Cooking,,1375.3746635238172,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Task Operation,11,,4,7987,,no,0,0.0,0,#C C rinses the cooking pan with water,rinses cooking pan with water,Core manual task involving high hand activity.,r002,Cooking,,1480.1293235238172,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,3,9942,,no,0,0.0,0,#C C drops the hand towel on the table,drops hand towel on table,Refined via regex fallback,r002,Cooking,,1577.0687135238172,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,6,3682,,no,0,0.0,0,#C C picks tin from the drawer,picks tin from drawer,"Logistics/Setup step, picking up an object.",r002,Cooking,,1588.1720235238172,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,4,7094,,no,0,0.0,0,#C C picks some food with her left hand,picks food with her left hand,Logistics step involving picking up an object.,r002,Cooking,,1621.9811135238174,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,no
Object Transfer,11,,3,9219,watchlist_verb,yes,0,0.0,0,#C C opens a the cooker top,opens cooker top,Logistics/Setup step (opening an object).,r002,Cooking,,1740.896944093164,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,yes
Object Transfer,11,,3,8692,watchlist_verb,yes,0,0.0,0,#C C closes the cooker top,closes cooker top,"Closing an object, which involves a specific action rather than continuous motion or search.",r002,Cooking,,1746.207864093164,Gold,105d3303-8e2d-4c20-96ff-e9a8ff325109,yes
Object Transfer,11,,5,5174,,no,0,0.0,0,#C C places the wood on the slider,places wood on slider,Logistics step involving placing an object.,r002,Carpentry,,36.1309496,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Task Operation,11,,6,3793,,no,0,0.0,0,#C C pushes the slider,pushes slider,"Core task involving manual effort, likely with high hand acceleration.",r002,Carpentry,,201.1790196,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Object Transfer,11,Task Operation,3,10211,,no,0,0.0,0,#C C gathers pieces of wood on the sliding table saw,gathers pieces of wood on sliding table saw,"Logistics of moving pieces of wood, short bursts of hand activity.",r002,Carpentry,,280.4460996,Bad,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Object Transfer,11,,3,9997,,no,0,0.0,0,#C C drops the piece of wood in the bucket,drops piece of wood in bucket,"[CtxFixed] The action of dropping the piece of wood into the bucket appears to be a deliberate placement, which fits the definition of 'Object Transfer'.",r002,Carpentry,,288.3987009546634,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Locomotion,11,,4,8429,,no,0,0.0,0,#C C walks to a wooden base #unsure,walks to wooden base,Movement through space to reach a destination.,r002,Carpentry,,520.2692909546635,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Task Operation,11,,4,6598,,no,0,0.0,0,#C C fixes the wood in the part of the workbench with his right hand,fixes wood in part of workbench with his right hand,Core manual task involving high hand activity.,r002,Carpentry,,601.3339109546633,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Task Operation,11,,6,3979,,no,0,0.0,0,#C C smoothens an edge of the wood with the chisel,smoothens edge of wood with chisel,Core manual task involving high hand activity.,r002,Carpentry,,608.6538309546634,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Task Operation,11,,4,8325,,no,0,0.0,0,#C C tightens the knob with his left hand,tightens knob with his left hand,Core manual task involving high hand activity.,r002,Carpentry,,628.8436609546634,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Object Transfer,11,,4,7242,,no,0,0.0,0,#C C picks up the chisel from the workbench,picks up chisel from workbench,Logistics step of picking up an object.,r002,Carpentry,,630.3425909546634,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Object Transfer,11,,5,4551,,no,0,0.0,0,#C C drops the chisel on the workbench,drops chisel on workbench,"[CtxFixed] The action of dropping the chisel onto the workbench is a deliberate placement, indicating that the chisel is being transferred to a specific location.",r002,Carpentry,,650.5145109546634,Gold,119cd9ee-665e-477c-a271-80c06e78e3d4,no
Stationary,11,Task Operation,4,5850,watchlist_verb,yes,0,0.0,0,#C C adjusts his head camera #unsure,adjusts his head camera,"Low body/hand motion, head movement is likely minimal and does not involve a task.",r002,Carpentry,,765.6719609546634,Bad,119cd9ee-665e-477c-a271-80c06e78e3d4,yes
Stationary,11,,5,4250,watchlist_verb,yes,0,0.0,0,#C C holds a wire with his right hand.,holds wire with his right hand,"Low body/hand motion, holding an object without movement.",r002,Carpentry,,20.1874496,Gold,127392a3-036a-4af6-9db9-ca00141229db,yes
Locomotion,11,,5,5734,,no,0,0.0,0,#C C walks to the other side of the building.,walks to other side of building,"Body moving through space, high body acceleration.",r002,Carpentry,,29.820069600000004,Gold,127392a3-036a-4af6-9db9-ca00141229db,no
Task Operation,11,Stationary,5,4646,,no,0,0.0,0,#C C folds the wire.,folds wire,Core task involving fine manual manipulation.,r002,Carpentry,,38.2893096,Bad,127392a3-036a-4af6-9db9-ca00141229db,no
Object Transfer,11,,4,7379,,no,0,0.0,0,#C C places the plastic material on the wall. #unsure,places plastic material on wall,"The action involves placing an object, which is a logistics step.",r002,Carpentry,,456.4925709546634,Gold,127392a3-036a-4af6-9db9-ca00141229db,no
Stationary,11,,3,8869,watchlist_verb,yes,0,0.0,0,#C C holds the plastic material with his hands. #unsure,holds plastic material with his hands,"Low body/hand motion, holding an object without movement.",r002,Carpentry,,500.5523609546634,Gold,127392a3-036a-4af6-9db9-ca00141229db,yes
Locomotion,11,,4,8283,,no,0,0.0,0,#C C takes some steps forward.,takes steps forward,"Body moving through space, indicative of walking or stepping.",r002,Carpentry,,521.9452609546634,Gold,127392a3-036a-4af6-9db9-ca00141229db,no
Object Transfer,11,,4,7191,,no,0,0.0,0,#C C picks a sachet from the dish,picks sachet from dish,Logistics action involving picking up an object.,r002,Cooking,,26.8295986,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,3,11364,,no,0,0.0,0,#C C picks a sachet from the table,picks sachet from table,Logistics step involving picking up an object.,r002,Cooking,,80.4836786,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Task Operation,11,,6,4118,,no,0,0.0,0,#C C wipes the knife with the finger,wipes knife with finger,Core manual task involving high hand activity.,r002,Cooking,,179.95335859999997,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,4,5900,watchlist_verb,yes,0,0.0,0,#C C closes the sachet,closes sachet,"Closing an object, involves logistics of handling and manipulating the sachet.",r002,Cooking,,212.9804886,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,yes
Task Operation,11,,4,6924,,no,0,0.0,0,#C C mixes the ingredients in the bowl,mixes ingredients in bowl,Core manual task involving active hand movements.,r002,Cooking,,238.3837686,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,6,3683,,no,0,0.0,0,#C C picks the tin from the table,picks tin from table,Logistics step involving picking up an object.,r002,Cooking,,243.2906786,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Stationary,11,Search,4,6758,,no,0,0.0,0,#C C looks at the sink,looks at sink,"Low body/hand motion, visual inspection.",r002,Cooking,,315.60327731263703,Bad,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Task Operation,11,,3,9755,,no,0,0.0,0,#C C cuts the paper with a scissors,cuts paper with scissors,Core task involving high hand activity.,r002,Cooking,,328.10151731263704,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,13,831,,no,0,0.0,0,#C C lifts the fish fillet,lifts fish fillet,Logistics step involving picking up an object.,r002,Cooking,,335.40608731263706,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,4,7339,,no,0,0.0,0,#C C places the fish fillet on the chopping board,places fish fillet on chopping board,Logistics step involving picking up and placing an object.,r002,Cooking,,336.77259731263706,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Stationary,11,,13,800,watchlist_verb,yes,0,0.0,0,#C C holds the fish fillet,holds fish fillet,"Low body/hand motion, holding an object.",r002,Cooking,,349.31162731263703,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,yes
Object Transfer,11,,3,11732,,no,0,0.0,0,#C C places the knife on the sink,places knife on sink,Logistics step involving placing an object.,r002,Cooking,,484.498097312637,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,9,1823,,no,0,0.0,0,#C C places the tin on the shelf,places tin on shelf,Logistics step involving picking up and placing an object.,r002,Cooking,,518.1059673126371,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,4,7359,,no,0,0.0,0,#C C places the lid on the cooker,places lid on cooker,Logistics step involving picking up and placing an object.,r002,Cooking,,565.5023876136719,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Stationary,11,,4,6195,watchlist_verb,yes,0,0.0,0,#C C touches the fish fillet,touches fish fillet,"Low body/hand motion, likely involves fine motor skills with minimal acceleration.",r002,Cooking,,567.5864376136719,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,yes
Object Transfer,11,,4,6471,,no,0,0.0,0,#C C drops the fish fillet on a bowl of egg,drops fish fillet on bowl of egg,Refined via regex fallback,r002,Cooking,,611.8342276136719,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Stationary,11,,3,8793,watchlist_verb,yes,0,0.0,0,#C C holds a fish fillet with a fork,holds fish fillet with fork,"Low body/hand motion, holding an object.",r002,Cooking,,626.482757613672,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,yes
Object Transfer,11,,5,5425,,no,0,0.0,0,#C C removes the fish fillet from the fork,removes fish fillet from fork,Logistics step involving picking up and putting down the fish fillet.,r002,Cooking,,635.674277613672,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Task Operation,11,,7,3002,,no,0,0.0,0,#C C rubs the fish filet on #Unsure,rubs fish filet on,Core task involving high hand activity.,r002,Cooking,,673.9869476136719,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Task Operation,11,,10,1508,,no,0,0.0,0,#C C rubs the fish fillet on #unsure,rubs fish fillet on,"Core task involving manual manipulation, likely with high hand acceleration.",r002,Cooking,,720.6449276136719,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,5,5099,,no,0,0.0,0,#C C places the broccoli on the chopping board,places broccoli on chopping board,Logistics step of placing an object.,r002,Cooking,,788.2208076136719,Gold,12bf3659-40c4-4094-a4d3-507ec04bc512,no
Object Transfer,11,,3,11290,,no,0,0.0,0,#C C picks a pair of scissors on the floor,picks pair of scissors on floor,Logistics step involving picking up an object.,r002,Cleaning,,4.4939986,Gold,14d6ec93-4a74-4776-8837-abe5a305271f,no
Object Transfer,11,,3,11164,,no,0,0.0,0,#C C picks dog fur on the floor with the left hand,picks dog fur on floor with left hand,Logistics step involving picking up an object.,r002,Cleaning,,210.7373586,Gold,14d6ec93-4a74-4776-8837-abe5a305271f,no
Object Transfer,11,,10,1546,,no,0,0.0,0,#C C throws dog fur on the floor with the left hand,throws dog fur on floor with left hand,Logistics step involving moving an object (dog fur).,r002,Cleaning,,211.7607886,Gold,14d6ec93-4a74-4776-8837-abe5a305271f,no
Object Transfer,11,,5,4470,,no,0,0.0,0,#C C collects dog fur on the floor with the left hand,collects dog fur on floor with left hand,Logistics step involving picking up and moving an object.,r002,Cleaning,,303.3868285030023,Gold,14d6ec93-4a74-4776-8837-abe5a305271f,no
Object Transfer,11,,5,5152,,no,0,0.0,0,#C C places a pair of scissors on the floor,places pair of scissors on floor,"Placing an object, involves picking up and putting down an item.",r002,Cleaning,,452.2875785030023,Gold,14d6ec93-4a74-4776-8837-abe5a305271f,no
Task Operation,11,,7,3075,,no,0,0.0,0,#C C trims dog fur with a hair clipper,trims dog fur with hair clipper,Core manual task involving high hand activity.,r002,Cleaning,,457.2689385030023,Gold,14d6ec93-4a74-4776-8837-abe5a305271f,no
Task Operation,11,,6,3915,,no,0,0.0,0,#C C removes dog fur from the hair clipper,removes dog fur from hair clipper,Core task involving high hand activity.,r002,Cleaning,,472.8324885030023,Gold,14d6ec93-4a74-4776-8837-abe5a305271f,no
Object Transfer,11,,3,11096,,no,0,0.0,0,#C C picks cable on the table,picks cable on table,Logistics action involving picking up an object.,r002,Carpentry,,18.11407,Gold,15ce76af-7eb0-4d27-9289-c9c71863f603,no
Object Transfer,11,,3,11629,,no,0,0.0,0,#C C places cable on the table,places cable on table,"The action involves placing an object, which is a logistics step.",r002,Carpentry,,26.64691,Gold,15ce76af-7eb0-4d27-9289-c9c71863f603,no
Stationary,11,Task Operation,6,4079,,no,0,0.0,0,#C C unties the rope,unties rope,The action of untieing a rope is a fine motor skill that does not involve significant body or hand acceleration.,r002,Carpentry,,163.41098,Bad,15ce76af-7eb0-4d27-9289-c9c71863f603,no
Stationary,11,Task Operation,4,6610,,no,0,0.0,0,#C C folds the rope,folds rope,The action of folding a rope is a fine motor skill that likely involves minimal body movement and low energy expenditure.,r002,Carpentry,,211.47629,Bad,15ce76af-7eb0-4d27-9289-c9c71863f603,no
Stationary,11,Task Operation,5,4152,watchlist_verb,yes,0,0.0,0,#C C adjusts the machine,adjusts machine,"Adjusting a machine typically involves fine-tuning and monitoring, which are low-energy activities.",r002,Carpentry,,341.17586,Bad,15ce76af-7eb0-4d27-9289-c9c71863f603,yes
Stationary,11,,5,4146,watchlist_verb,yes,0,0.0,0,#C C adjusts the glove,adjusts glove,"Low body/hand motion, likely involves minor hand movements.",r002,Carpentry,,488.50267,Gold,15ce76af-7eb0-4d27-9289-c9c71863f603,yes
Search,11,,5,4445,,no,0,0.0,0,#C C checks his watch,checks his watch,"Head movement (visual check), passive hands.",r002,Carpentry,,877.7375633333334,Gold,15ce76af-7eb0-4d27-9289-c9c71863f603,no
Stationary,11,,4,8383,,no,0,0.0,1,#C C unlocks phone,unlocks phone,"Minimal body movement, likely involves fine hand manipulation but overall low energy activity.",r002,Carpentry,,1104.5620366666667,,15ce76af-7eb0-4d27-9289-c9c71863f603,no
Task Operation,11,,14,706,,no,0,0.0,0,#C C dips the paintbrush in his gloved right hand into the paint bucket on the floor.,dips paintbrush in his gloved right hand into paint bucket on floor,The action involves a core manual task with high hand activity.,r002,Mechanical Repair,,22.9999996,Gold,18be74c1-9b20-41ca-8a89-7d0a1832ff55,no
Stationary,11,,5,5126,,no,0,0.0,0,#C C places his gloved left hand on the wooden top rail. #Unsure,places his gloved left hand on wooden top rail,The action describes a static position with minimal movement.,r002,Mechanical Repair,,33.920089600000004,Gold,18be74c1-9b20-41ca-8a89-7d0a1832ff55,no
Task Operation,11,,12,983,,no,0,0.0,0,#C C paints the wooden top rail with the paintbrush in his gloved right hand.,paints wooden top rail with paintbrush in his gloved right hand,Core manual task involving high hand activity.,r002,Mechanical Repair,,34.3344096,Gold,18be74c1-9b20-41ca-8a89-7d0a1832ff55,no
Stationary,11,,4,6223,watchlist_verb,yes,0,0.0,0,#C C touches the wooden top rail with his gloved left hand.,touches wooden top rail with his gloved left hand,"Low body/hand motion, touch action indicates inspection or confirmation.",r002,Mechanical Repair,,298.3356009546634,Gold,18be74c1-9b20-41ca-8a89-7d0a1832ff55,yes
Object Transfer,11,Stationary,3,10521,,no,0,0.0,0,#C C lowers his gloved left hand.,lowers his gloved left hand,The action describes a hand movement related to logistics or setup.,r002,Mechanical Repair,,313.9789709546634,Bad,18be74c1-9b20-41ca-8a89-7d0a1832ff55,no
